Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,3878,6.24,0,0.0,62195878,2005,Typhoid
North Region,1948,16.42,0,0.0,11862916,2005,Typhoid
Zone:1,1756,30.65,0,0.0,5729312,2005,Typhoid
Chiang Mai,658,40.11,0,0.0,1640390,2005,Typhoid
Chiang Rai,573,46.98,0,0.0,1219732,2005,Typhoid
Lampang,61,7.84,0,0.0,777827,2005,Typhoid
Lamphun,121,29.89,0,0.0,404754,2005,Typhoid
Mae Hong Son,174,69.97,0,0.0,248672,2005,Typhoid
Nan,25,5.23,0,0.0,477917,2005,Typhoid
Phayao,44,9.02,0,0.0,487616,2005,Typhoid
Phrae,100,21.17,0,0.0,472404,2005,Typhoid
Zone:2,139,4.04,0,0.0,3442642,2005,Typhoid
Phetchabun,31,3.09,0,0.0,1001820,2005,Typhoid
Phitsanulok,2,0.24,0,0.0,841248,2005,Typhoid
Sukhothai,9,1.47,0,0.0,610871,2005,Typhoid
Tak,58,11.17,0,0.0,519037,2005,Typhoid
Uttaradit,39,8.3,0,0.0,469666,2005,Typhoid
Zone:3,53,1.97,0,0.0,2690962,2005,Typhoid
Kamphaeng Phet,10,1.37,0,0.0,727351,2005,Typhoid
Nakhon Sawan,37,3.43,0,0.0,1077634,2005,Typhoid
Phichit,5,0.89,0,0.0,559611,2005,Typhoid
Uthai Thani,1,0.31,0,0.0,326366,2005,Typhoid
Central Region,332,1.61,0,0.0,20560399,2005,Typhoid
Bangkok,67,1.19,0,0.0,5646543,2005,Typhoid
Zone:4,24,0.86,0,0.0,2777019,2005,Typhoid
Ang Thong,11,3.88,0,0.0,283373,2005,Typhoid
Nonthaburi,3,0.31,0,0.0,957287,2005,Typhoid
P.Nakhon S.Ayutthaya,7,0.94,0,0.0,743659,2005,Typhoid
Pathum Thani,3,0.38,0,0.0,792700,2005,Typhoid
Zone:5,19,1.0,0,0.0,1909368,2005,Typhoid
Chai Nat,3,0.88,0,0.0,340812,2005,Typhoid
Lop Buri,2,0.27,0,0.0,750718,2005,Typhoid
Saraburi,1,0.17,0,0.0,598905,2005,Typhoid
Sing Buri,13,5.94,0,0.0,218933,2005,Typhoid
Zone:6,42,1.28,0,0.0,3282327,2005,Typhoid
Kanchanaburi,12,1.47,0,0.0,818218,2005,Typhoid
Nakhon Pathom,7,0.87,0,0.0,803489,2005,Typhoid
Ratchaburi,9,1.1,0,0.0,819286,2005,Typhoid
Suphan Buri,14,1.66,0,0.0,841334,2005,Typhoid
Zone:7,52,3.29,0,0.0,1578246,2005,Typhoid
Phetchaburi,39,8.62,0,0.0,452506,2005,Typhoid
Prachuap Khiri Khan,9,1.86,0,0.0,483243,2005,Typhoid
Samut Sakhon,3,0.67,0,0.0,447353,2005,Typhoid
Samut Songkhram,1,0.51,0,0.0,195144,2005,Typhoid
Zone:8,51,1.73,0,0.0,2943051,2005,Typhoid
Chachoengsao,19,2.94,0,0.0,645521,2005,Typhoid
Nakhon Nayok,4,1.6,0,0.0,249686,2005,Typhoid
Prachin Buri,3,0.67,0,0.0,447783,2005,Typhoid
Sa Kaeo,25,4.66,0,0.0,536591,2005,Typhoid
Samut Prakan,0,0.0,0,0.0,1063470,2005,Typhoid
Zone:9,77,3.18,0,0.0,2423845,2005,Typhoid
Chanthaburi,13,2.62,0,0.0,496081,2005,Typhoid
Chon Buri,6,0.52,0,0.0,1157709,2005,Typhoid
Rayong,21,3.81,0,0.0,551512,2005,Typhoid
Trat,37,16.93,0,0.0,218543,2005,Typhoid
