Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,273,0.41,0,0.0,66486458,2019,Zika virus
ZONE:01,52,0.88,0,0.0,5891985,2019,Zika virus
Chiang Mai,0,0.0,0,0.0,1771499,2019,Zika virus
Chiang Rai,14,1.08,0,0.0,1295217,2019,Zika virus
Lampang,26,3.51,0,0.0,740600,2019,Zika virus
Lamphun,0,0.0,0,0.0,405515,2019,Zika virus
Mae Hong Son,4,1.41,0,0.0,283352,2019,Zika virus
Nan,8,1.67,0,0.0,478608,2019,Zika virus
Phayao,0,0.0,0,0.0,473786,2019,Zika virus
Phrae,0,0.0,0,0.0,443408,2019,Zika virus
ZONE:02,6,0.17,0,0.0,3570128,2019,Zika virus
Phetchabun,1,0.1,0,0.0,993496,2019,Zika virus
Phitsanulok,4,0.46,0,0.0,866068,2019,Zika virus
Sukhothai,1,0.17,0,0.0,596165,2019,Zika virus
Tak,0,0.0,0,0.0,660147,2019,Zika virus
Uttaradit,0,0.0,0,0.0,454252,2019,Zika virus
ZONE:03,6,0.2,0,0.0,2983068,2019,Zika virus
Chai Nat,0,0.0,0,0.0,327437,2019,Zika virus
Kamphaeng Phet,0,0.0,0,0.0,726836,2019,Zika virus
Nakhon Sawan,2,0.19,0,0.0,1061926,2019,Zika virus
Phichit,3,0.56,0,0.0,537843,2019,Zika virus
Uthai Thani,1,0.3,0,0.0,329026,2019,Zika virus
ZONE:04,13,0.24,0,0.0,5381695,2019,Zika virus
Ang Thong,0,0.0,0,0.0,280246,2019,Zika virus
Lop Buri,0,0.0,0,0.0,757145,2019,Zika virus
Nakhon Nayok,0,0.0,0,0.0,260421,2019,Zika virus
Nonthaburi,10,0.8,0,0.0,1255840,2019,Zika virus
P.Nakhon S.Ayutthaya,1,0.12,0,0.0,818815,2019,Zika virus
Pathum Thani,0,0.0,0,0.0,1154848,2019,Zika virus
Saraburi,2,0.31,0,0.0,645468,2019,Zika virus
Sing Buri,0,0.0,0,0.0,208912,2019,Zika virus
ZONE:05,0,0.0,0,0.0,5344807,2019,Zika virus
Kanchanaburi,0,0.0,0,0.0,894338,2019,Zika virus
Nakhon Pathom,0,0.0,0,0.0,918542,2019,Zika virus
Phetchaburi,0,0.0,0,0.0,484743,2019,Zika virus
Prachuap Khiri Khan,0,0.0,0,0.0,551466,2019,Zika virus
Ratchaburi,0,0.0,0,0.0,873310,2019,Zika virus
Samut Sakhon,0,0.0,0,0.0,581334,2019,Zika virus
Samut Songkhram,0,0.0,0,0.0,193548,2019,Zika virus
Suphan Buri,0,0.0,0,0.0,847526,2019,Zika virus
ZONE:06,13,0.21,0,0.0,6154601,2019,Zika virus
Chachoengsao,0,0.0,0,0.0,717561,2019,Zika virus
Chanthaburi,3,0.56,0,0.0,537097,2019,Zika virus
Chon Buri,1,0.06,0,0.0,1546873,2019,Zika virus
Prachin Buri,0,0.0,0,0.0,493159,2019,Zika virus
Rayong,5,0.69,0,0.0,729035,2019,Zika virus
Sa Kaeo,0,0.0,0,0.0,565198,2019,Zika virus
Samut Prakan,4,0.3,0,0.0,1335742,2019,Zika virus
Trat,0,0.0,0,0.0,229936,2019,Zika virus
ZONE:07,1,0.02,0,0.0,5057831,2019,Zika virus
Kalasin,0,0.0,0,0.0,984381,2019,Zika virus
Khon Kaen,1,0.06,0,0.0,1804384,2019,Zika virus
Maha Sarakham,0,0.0,0,0.0,962856,2019,Zika virus
Roi Et,0,0.0,0,0.0,1306210,2019,Zika virus
ZONE:08,26,0.47,0,0.0,5559986,2019,Zika virus
Bungkan,0,0.0,0,0.0,424016,2019,Zika virus
Loei,0,0.0,0,0.0,642862,2019,Zika virus
Nakhon Phanom,0,0.0,0,0.0,718961,2019,Zika virus
Nong Bua Lam Phu,0,0.0,0,0.0,512449,2019,Zika virus
Nong Khai,24,4.6,0,0.0,522207,2019,Zika virus
Sakon Nakhon,2,0.17,0,0.0,1152835,2019,Zika virus
Udon Thani,0,0.0,0,0.0,1586656,2019,Zika virus
ZONE:09,41,0.6,0,0.0,6778372,2019,Zika virus
Buri Ram,1,0.06,0,0.0,1595299,2019,Zika virus
Chaiyaphum,0,0.0,0,0.0,1138067,2019,Zika virus
Nakhon Ratchasima,40,1.51,0,0.0,2647663,2019,Zika virus
