Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Prachuap Khiri Khan,19,3.78,0,0.00,0.00,502221,2009,HepatitisB
Samut Sakhon,3,0.62,0,0.00,0.00,481377,2009,HepatitisB
Samut Songkhram,5,2.58,0,0.00,0.00,193851,2009,HepatitisB
Zone:9,287,10.98,3,1.05,0.11,2613070,2009,HepatitisB
Chanthaburi,136,26.69,3,2.21,0.59,509633,2009,HepatitisB
Chon Buri,42,3.29,0,0.00,0.00,1277139,2009,HepatitisB
Rayong,34,5.62,0,0.00,0.00,605380,2009,HepatitisB
Trat,75,33.95,0,0.00,0.00,220918,2009,HepatitisB
South Region,514,5.86,1,0.19,0.01,8777720,2009,HepatitisB
Zone:6,308,8.81,1,0.32,0.03,3496373,2009,HepatitisB
Chumphon,27,5.55,0,0.00,0.00,486233,2009,HepatitisB
Nakhon Si Thammarat,103,6.80,0,0.00,0.00,1514832,2009,HepatitisB
Phatthalung,19,3.75,0,0.00,0.00,506454,2009,HepatitisB
Surat Thani,159,16.08,1,0.63,0.10,988854,2009,HepatitisB
Zone:7,107,5.93,0,0.00,0.00,1803902,2009,HepatitisB
Krabi,15,3.55,0,0.00,0.00,422631,2009,HepatitisB
Phangnga,11,4.39,0,0.00,0.00,250796,2009,HepatitisB
Phuket,26,7.84,0,0.00,0.00,331460,2009,HepatitisB
Ranong,7,3.84,0,0.00,0.00,182242,2009,HepatitisB
Trang,48,7.78,0,0.00,0.00,616773,2009,HepatitisB
Zone:8,99,2.85,0,0.00,0.00,3477445,2009,HepatitisB
Narathiwat,17,2.35,0,0.00,0.00,724001,2009,HepatitisB
Pattani,3,0.47,0,0.00,0.00,644897,2009,HepatitisB
Satun,2,0.69,0,0.00,0.00,290755,2009,HepatitisB
Songkhla,71,5.30,0,0.00,0.00,1339861,2009,HepatitisB
Yala,6,1.26,0,0.00,0.00,477931,2009,HepatitisB
North-Eastern Region,1673,7.79,0,0.00,0.00,21469269,2009,HepatitisB
Zone:10,306,8.59,0,0.00,0.00,3564168,2009,HepatitisB
Loei,92,14.85,0,0.00,0.00,619602,2009,HepatitisB
Nong Bua Lam Phu,49,9.80,0,0.00,0.00,500217,2009,HepatitisB
Nong Khai,60,6.61,0,0.00,0.00,907064,2009,HepatitisB
Udon Thani,105,6.83,0,0.00,0.00,1537285,2009,HepatitisB
Zone:11,131,6.08,0,0.00,0.00,2155042,2009,HepatitisB
Mukdahan,66,19.54,0,0.00,0.00,337773,2009,HepatitisB
Nakhon Phanom,27,3.86,0,0.00,0.00,700027,2009,HepatitisB
Sakon Nakhon,38,3.40,0,0.00,0.00,1117242,2009,HepatitisB
Zone:12,342,6.86,0,0.00,0.00,4984201,2009,HepatitisB
Kalasin,85,8.68,0,0.00,0.00,979371,2009,HepatitisB
Khon Kaen,154,8.75,0,0.00,0.00,1759172,2009,HepatitisB
Maha Sarakham,16,1.71,0,0.00,0.00,937972,2009,HepatitisB
Roi Et,87,6.65,0,0.00,0.00,1307686,2009,HepatitisB
Zone:13,441,10.62,0,0.00,0.00,4152834,2009,HepatitisB
Amnat Charoen,44,11.89,0,0.00,0.00,370141,2009,HepatitisB
Si Sa Ket,90,6.23,0,0.00,0.00,1443879,2009,HepatitisB
Ubon Ratchathani,261,14.50,0,0.00,0.00,1799604,2009,HepatitisB
Yasothon,46,8.53,0,0.00,0.00,539210,2009,HepatitisB
Zone:14,453,6.85,0,0.00,0.00,6613024,2009,HepatitisB
Buri Ram,144,9.33,0,0.00,0.00,1544218,2009,HepatitisB
Chaiyaphum,45,4.00,0,0.00,0.00,1123907,2009,HepatitisB
Nakhon Ratchasima,184,7.16,0,0.00,0.00,2568205,2009,HepatitisB
Surin,80,5.81,0,0.00,0.00,1376694,2009,HepatitisB
North Region,1672,14.14,1,0.06,0.01,11824449,2009,HepatitisB
Zone:15,241,7.85,0,0.00,0.00,3069670,2009,HepatitisB
Chiang Mai,103,6.24,0,0.00,0.00,1651433,2009,HepatitisB
Lampang,69,9.01,0,0.00,0.00,766057,2009,HepatitisB
Lamphun,31,7.66,0,0.00,0.00,404910,2009,HepatitisB
Mae Hong Son,38,15.37,0,0.00,0.00,247270,2009,HepatitisB
Zone:16,434,16.46,1,0.23,0.04,2636963,2009,HepatitisB
Chiang Rai,169,13.95,0,0.00,0.00,1211126,2009,HepatitisB
Nan,77,16.18,0,0.00,0.00,475799,2009,HepatitisB
Phayao,166,34.07,1,0.60,0.21,487254,2009,HepatitisB
Phrae,22,4.75,0,0.00,0.00,462784,2009,HepatitisB
Zone:17,499,14.52,0,0.00,0.00,3436350,2009,HepatitisB
Phetchabun,165,16.57,0,0.00,0.00,995679,2009,HepatitisB
Phitsanulok,87,10.30,0,0.00,0.00,844779,2009,HepatitisB
Sukhothai,47,7.79,0,0.00,0.00,603316,2009,HepatitisB
Tak,125,23.63,0,0.00,0.00,528997,2009,HepatitisB
Uttaradit,75,16.18,0,0.00,0.00,463579,2009,HepatitisB
Zone:18,498,18.57,0,0.00,0.00,2681466,2009,HepatitisB
Kamphaeng Phet,115,15.83,0,0.00,0.00,726530,2009,HepatitisB
Nakhon Sawan,293,27.29,0,0.00,0.00,1073554,2009,HepatitisB
Phichit,73,13.19,0,0.00,0.00,553653,2009,HepatitisB
Uthai Thani,17,5.19,0,0.00,0.00,327729,2009,HepatitisB
Total,5304,8.39,0,0.00,0.00,63214022,2008,HepatitisB
Central Region,1517,7.15,0,0.00,0.00,21226352,2008,HepatitisB
Bangkok,176,3.08,0,0.00,0.00,5713566,2008,HepatitisB
Zone:1,156,4.68,0,0.00,0.00,3335057,2008,HepatitisB
Nonthaburi,76,7.32,0,0.00,0.00,1038392,2008,HepatitisB
P.Nakhon S.Ayutthaya,37,4.84,0,0.00,0.00,764919,2008,HepatitisB
Pathum Thani,35,3.83,0,0.00,0.00,913047,2008,HepatitisB
Saraburi,8,1.29,0,0.00,0.00,618699,2008,HepatitisB
Zone:2,109,6.86,0,0.00,0.00,1588582,2008,HepatitisB
Ang Thong,14,4.92,0,0.00,0.00,284619,2008,HepatitisB
Chai Nat,14,4.16,0,0.00,0.00,336550,2008,HepatitisB
Lop Buri,79,10.51,0,0.00,0.00,751811,2008,HepatitisB
Sing Buri,2,0.93,0,0.00,0.00,215602,2008,HepatitisB
Zone:3,300,9.85,0,0.00,0.00,3046070,2008,HepatitisB
Chachoengsao,65,9.82,0,0.00,0.00,661898,2008,HepatitisB
Nakhon Nayok,27,10.82,0,0.00,0.00,249625,2008,HepatitisB
Prachin Buri,115,25.15,0,0.00,0.00,457184,2008,HepatitisB
Sa Kaeo,17,3.15,0,0.00,0.00,540281,2008,HepatitisB
Samut Prakan,76,6.68,0,0.00,0.00,1137082,2008,HepatitisB
Zone:4,209,6.23,0,0.00,0.00,3352570,2008,HepatitisB
Kanchanaburi,22,2.63,0,0.00,0.00,838094,2008,HepatitisB
Nakhon Pathom,86,10.27,0,0.00,0.00,837285,2008,HepatitisB
Ratchaburi,54,6.48,0,0.00,0.00,833650,2008,HepatitisB
Suphan Buri,47,5.57,0,0.00,0.00,843541,2008,HepatitisB
Zone:5,43,2.65,0,0.00,0.00,1623176,2008,HepatitisB
Phetchaburi,13,2.84,0,0.00,0.00,457518,2008,HepatitisB
Prachuap Khiri Khan,22,4.42,0,0.00,0.00,497483,2008,HepatitisB
Samut Sakhon,6,1.27,0,0.00,0.00,474041,2008,HepatitisB
Samut Songkhram,2,1.03,0,0.00,0.00,194134,2008,HepatitisB
Zone:9,524,20.41,0,0.00,0.00,2567331,2008,HepatitisB
Chanthaburi,195,38.54,0,0.00,0.00,506012,2008,HepatitisB
Chon Buri,194,15.53,0,0.00,0.00,1249067,2008,HepatitisB
Rayong,53,8.97,0,0.00,0.00,591067,2008,HepatitisB
Trat,82,37.07,0,0.00,0.00,221185,2008,HepatitisB
South Region,613,7.05,0,0.00,0.00,8698196,2008,HepatitisB
Zone:6,417,12.00,0,0.00,0.00,3473895,2008,HepatitisB
Chumphon,23,4.76,0,0.00,0.00,483011,2008,HepatitisB
Nakhon Si Thammarat,114,7.55,0,0.00,0.00,1510081,2008,HepatitisB
Phatthalung,2,0.40,0,0.00,0.00,503847,2008,HepatitisB
Surat Thani,278,28.46,0,0.00,0.00,976956,2008,HepatitisB
Zone:7,111,6.24,0,0.00,0.00,1778692,2008,HepatitisB
Krabi,21,5.06,0,0.00,0.00,414670,2008,HepatitisB
Phangnga,5,2.01,0,0.00,0.00,248411,2008,HepatitisB
Phuket,37,11.52,0,0.00,0.00,321252,2008,HepatitisB
Ranong,6,3.30,0,0.00,0.00,181758,2008,HepatitisB
Trang,42,6.86,0,0.00,0.00,612601,2008,HepatitisB
Zone:8,85,2.47,0,0.00,0.00,3445609,2008,HepatitisB
Narathiwat,9,1.26,0,0.00,0.00,715724,2008,HepatitisB
Pattani,7,1.09,0,0.00,0.00,639988,2008,HepatitisB
Satun,13,4.54,0,0.00,0.00,286446,2008,HepatitisB
Songkhla,37,2.78,0,0.00,0.00,1330342,2008,HepatitisB
Yala,19,4.02,0,0.00,0.00,473109,2008,HepatitisB
North-Eastern Region,1644,7.68,0,0.00,0.00,21414180,2008,HepatitisB
Zone:10,312,8.78,0,0.00,0.00,3553449,2008,HepatitisB
Loei,48,7.78,0,0.00,0.00,616981,2008,HepatitisB
Nong Bua Lam Phu,49,9.83,0,0.00,0.00,498562,2008,HepatitisB
Nong Khai,71,7.85,0,0.00,0.00,904748,2008,HepatitisB
Udon Thani,144,9.39,0,0.00,0.00,1533158,2008,HepatitisB
Zone:11,100,4.65,0,0.00,0.00,2149587,2008,HepatitisB
Mukdahan,59,17.52,0,0.00,0.00,336802,2008,HepatitisB
Nakhon Phanom,12,1.72,0,0.00,0.00,698235,2008,HepatitisB
Sakon Nakhon,29,2.60,0,0.00,0.00,1114550,2008,HepatitisB
Zone:12,385,7.74,0,0.00,0.00,4976635,2008,HepatitisB
Kalasin,55,5.62,0,0.00,0.00,978046,2008,HepatitisB
Khon Kaen,223,12.71,0,0.00,0.00,1754258,2008,HepatitisB
Maha Sarakham,30,3.20,0,0.00,0.00,936430,2008,HepatitisB
Roi Et,77,5.89,0,0.00,0.00,1307901,2008,HepatitisB
Zone:13,476,11.49,0,0.00,0.00,4141403,2008,HepatitisB
Amnat Charoen,54,14.63,0,0.00,0.00,369196,2008,HepatitisB
Si Sa Ket,150,10.40,0,0.00,0.00,1442212,2008,HepatitisB
Ubon Ratchathani,178,9.94,0,0.00,0.00,1790581,2008,HepatitisB
Yasothon,94,17.43,0,0.00,0.00,539414,2008,HepatitisB
Zone:14,371,5.63,0,0.00,0.00,6593106,2008,HepatitisB
Buri Ram,37,2.40,0,0.00,0.00,1538861,2008,HepatitisB
Chaiyaphum,54,4.82,0,0.00,0.00,1121123,2008,HepatitisB
Nakhon Ratchasima,220,8.60,0,0.00,0.00,2559006,2008,HepatitisB
Surin,60,4.37,0,0.00,0.00,1374116,2008,HepatitisB
North Region,1530,12.88,0,0.00,0.00,11875294,2008,HepatitisB
Zone:15,228,7.37,0,0.00,0.00,3095362,2008,HepatitisB
Chiang Mai,106,6.36,0,0.00,0.00,1667358,2008,HepatitisB
Lampang,63,8.19,0,0.00,0.00,769115,2008,HepatitisB
Lamphun,23,5.68,0,0.00,0.00,405141,2008,HepatitisB
Mae Hong Son,36,14.19,0,0.00,0.00,253748,2008,HepatitisB
Zone:16,371,13.98,0,0.00,0.00,2654508,2008,HepatitisB
Chiang Rai,178,14.52,0,0.00,0.00,1226165,2008,HepatitisB
Nan,59,12.38,0,0.00,0.00,476683,2008,HepatitisB
Phayao,103,21.15,0,0.00,0.00,486983,2008,HepatitisB
Phrae,31,6.67,0,0.00,0.00,464677,2008,HepatitisB
Zone:17,482,14.00,0,0.00,0.00,3443651,2008,HepatitisB
Phetchabun,200,20.06,0,0.00,0.00,996882,2008,HepatitisB
Phitsanulok,78,9.25,0,0.00,0.00,842840,2008,HepatitisB
Sukhothai,57,9.43,0,0.00,0.00,604559,2008,HepatitisB
Tak,100,18.70,0,0.00,0.00,534629,2008,HepatitisB
Uttaradit,47,10.11,0,0.00,0.00,464741,2008,HepatitisB
Zone:18,449,16.74,0,0.00,0.00,2681773,2008,HepatitisB
Kamphaeng Phet,94,12.95,0,0.00,0.00,726104,2008,HepatitisB
Nakhon Sawan,264,24.58,0,0.00,0.00,1073962,2008,HepatitisB
Phichit,72,12.99,0,0.00,0.00,554426,2008,HepatitisB
Uthai Thani,19,5.81,0,0.00,0.00,327281,2008,HepatitisB
Total,7170,10.81,0,0.00,0.00,66301242,2018,HepatitisB
ZONE:01,1116,18.98,0,0.00,0.00,5878537,2018,HepatitisB
Chiang Mai,263,14.98,0,0.00,0.00,1755291,2018,HepatitisB
Chiang Rai,256,19.85,0,0.00,0.00,1289873,2018,HepatitisB
Lampang,366,49.15,0,0.00,0.00,744714,2018,HepatitisB
Lamphun,13,3.20,0,0.00,0.00,405936,2018,HepatitisB
Mae Hong Son,33,11.75,0,0.00,0.00,280826,2018,HepatitisB
Nan,47,9.80,0,0.00,0.00,479414,2018,HepatitisB
Phayao,111,23.31,0,0.00,0.00,476157,2018,HepatitisB
Phrae,27,6.05,0,0.00,0.00,446326,2018,HepatitisB
ZONE:02,711,19.94,0,0.00,0.00,3565071,2018,HepatitisB
Phetchabun,436,43.82,0,0.00,0.00,994936,2018,HepatitisB
Phitsanulok,130,15.01,0,0.00,0.00,866129,2018,HepatitisB
Sukhothai,28,4.68,0,0.00,0.00,598287,2018,HepatitisB
Tak,101,15.55,0,0.00,0.00,649472,2018,HepatitisB
Uttaradit,16,3.51,0,0.00,0.00,456247,2018,HepatitisB
ZONE:03,348,11.63,0,0.00,0.00,2992420,2018,HepatitisB
Chai Nat,9,2.74,0,0.00,0.00,328993,2018,HepatitisB
Kamphaeng Phet,237,32.53,0,0.00,0.00,728470,2018,HepatitisB
Nakhon Sawan,31,2.91,0,0.00,0.00,1064649,2018,HepatitisB
Phichit,49,9.06,0,0.00,0.00,540620,2018,HepatitisB
Uthai Thani,22,6.67,0,0.00,0.00,329688,2018,HepatitisB
ZONE:04,273,5.11,0,0.00,0.00,5343264,2018,HepatitisB
Ang Thong,5,1.78,0,0.00,0.00,281014,2018,HepatitisB
Lop Buri,59,7.78,0,0.00,0.00,758003,2018,HepatitisB
Nakhon Nayok,15,5.78,0,0.00,0.00,259718,2018,HepatitisB
Nonthaburi,18,1.45,0,0.00,0.00,1238015,2018,HepatitisB
P.Nakhon S.Ayutthaya,45,5.52,0,0.00,0.00,815647,2018,HepatitisB
Pathum Thani,85,7.47,0,0.00,0.00,1137603,2018,HepatitisB
Saraburi,30,4.66,0,0.00,0.00,643531,2018,HepatitisB
Sing Buri,16,7.63,0,0.00,0.00,209733,2018,HepatitisB
ZONE:05,225,4.23,0,0.00,0.00,5324608,2018,HepatitisB
Kanchanaburi,33,3.71,0,0.00,0.00,890565,2018,HepatitisB
Nakhon Pathom,66,7.22,0,0.00,0.00,914273,2018,HepatitisB
Phetchaburi,25,5.17,0,0.00,0.00,483335,2018,HepatitisB
Prachuap Khiri Khan,12,2.20,0,0.00,0.00,546396,2018,HepatitisB
Ratchaburi,37,4.24,0,0.00,0.00,872615,2018,HepatitisB
Samut Sakhon,2,0.35,0,0.00,0.00,573215,2018,HepatitisB
Samut Songkhram,1,0.52,0,0.00,0.00,193847,2018,HepatitisB
Suphan Buri,49,5.76,0,0.00,0.00,850362,2018,HepatitisB
ZONE:06,782,12.84,0,0.00,0.00,6088563,2018,HepatitisB
Chachoengsao,61,8.56,0,0.00,0.00,712449,2018,HepatitisB
Chanthaburi,141,26.33,0,0.00,0.00,535478,2018,HepatitisB
Chon Buri,113,7.42,0,0.00,0.00,1522285,2018,HepatitisB
Prachin Buri,194,39.62,0,0.00,0.00,489592,2018,HepatitisB
Rayong,68,9.48,0,0.00,0.00,717276,2018,HepatitisB
Sa Kaeo,44,7.82,0,0.00,0.00,563014,2018,HepatitisB
Samut Prakan,128,9.71,0,0.00,0.00,1318687,2018,HepatitisB
Trat,33,14.36,0,0.00,0.00,229782,2018,HepatitisB
ZONE:07,225,4.44,0,0.00,0.00,5062199,2018,HepatitisB
Kalasin,63,6.39,0,0.00,0.00,985676,2018,HepatitisB
Khon Kaen,53,2.93,0,0.00,0.00,1805903,2018,HepatitisB
Maha Sarakham,51,5.30,0,0.00,0.00,963060,2018,HepatitisB
Roi Et,58,4.44,0,0.00,0.00,1307560,2018,HepatitisB
ZONE:08,506,9.11,0,0.00,0.00,5553738,2018,HepatitisB
Bungkan,50,11.81,0,0.00,0.00,423485,2018,HepatitisB
Loei,237,36.90,0,0.00,0.00,642220,2018,HepatitisB
Nakhon Phanom,39,5.43,0,0.00,0.00,718406,2018,HepatitisB
Nong Bua Lam Phu,14,2.74,0,0.00,0.00,511878,2018,HepatitisB
Nong Khai,41,7.85,0,0.00,0.00,521995,2018,HepatitisB
Sakon Nakhon,43,3.74,0,0.00,0.00,1150876,2018,HepatitisB
Udon Thani,82,5.17,0,0.00,0.00,1584878,2018,HepatitisB
ZONE:09,863,12.74,0,0.00,0.00,6772779,2018,HepatitisB
Buri Ram,511,32.07,0,0.00,0.00,1593378,2018,HepatitisB
Chaiyaphum,225,19.75,0,0.00,0.00,1139067,2018,HepatitisB
Nakhon Ratchasima,70,2.65,0,0.00,0.00,2642815,2018,HepatitisB
Surin,57,4.08,0,0.00,0.00,1397519,2018,HepatitisB
ZONE:10,767,16.62,0,0.00,0.00,4613643,2018,HepatitisB
Amnat Charoen,62,16.39,0,0.00,0.00,378363,2018,HepatitisB
Mukdahan,53,15.08,0,0.00,0.00,351532,2018,HepatitisB
Si Sa Ket,178,12.09,0,0.00,0.00,1472521,2018,HepatitisB
Ubon Ratchathani,403,21.53,0,0.00,0.00,1872091,2018,HepatitisB
Yasothon,71,13.17,0,0.00,0.00,539136,2018,HepatitisB
ZONE:11,447,10.01,0,0.00,0.00,4466673,2018,HepatitisB
Chumphon,21,4.12,0,0.00,0.00,510307,2018,HepatitisB
Krabi,9,1.91,0,0.00,0.00,471754,2018,HepatitisB
Nakhon Si Thammarat,109,6.99,0,0.00,0.00,1558958,2018,HepatitisB
Phangnga,25,9.33,0,0.00,0.00,267866,2018,HepatitisB
Phuket,71,17.48,0,0.00,0.00,406113,2018,HepatitisB
Ranong,5,2.62,0,0.00,0.00,191134,2018,HepatitisB
Surat Thani,207,19.52,0,0.00,0.00,1060541,2018,HepatitisB
ZONE:12,416,8.39,0,0.00,0.00,4960215,2018,HepatitisB
Narathiwat,37,4.63,0,0.00,0.00,799357,2018,HepatitisB
Pattani,3,0.42,0,0.00,0.00,713937,2018,HepatitisB
Phatthalung,61,11.62,0,0.00,0.00,524951,2018,HepatitisB
Satun,5,1.56,0,0.00,0.00,320637,2018,HepatitisB
Songkhla,303,21.21,0,0.00,0.00,1428429,2018,HepatitisB
Trang,6,0.93,0,0.00,0.00,643093,2018,HepatitisB
Yala,1,0.19,0,0.00,0.00,529811,2018,HepatitisB
ZONE:13,491,8.65,0,0.00,0.00,5679532,2018,HepatitisB
Bangkok,491,8.65,0,0.00,0.00,5679532,2018,HepatitisB
Total,4771,7.21,0,0.00,0.00,66179083,2021,HepatitisB
ZONE:01,618,10.52,0,0.00,0.00,5875424,2021,HepatitisB
Chiang Mai,135,7.56,0,0.00,0.00,1786877,2021,HepatitisB
Chiang Rai,120,9.25,0,0.00,0.00,1296725,2021,HepatitisB
Lampang,204,28.07,0,0.00,0.00,726821,2021,HepatitisB
Lamphun,4,1.00,0,0.00,0.00,401574,2021,HepatitisB
Mae Hong Son,35,12.27,0,0.00,0.00,285232,2021,HepatitisB
Nan,26,5.46,0,0.00,0.00,476300,2021,HepatitisB
Phayao,77,16.53,0,0.00,0.00,465930,2021,HepatitisB
Phrae,17,3.90,0,0.00,0.00,435965,2021,HepatitisB
ZONE:02,565,15.98,0,0.00,0.00,3536074,2021,HepatitisB
Phetchabun,239,24.38,0,0.00,0.00,980156,2021,HepatitisB
Phitsanulok,175,20.63,0,0.00,0.00,848432,2021,HepatitisB
Sukhothai,36,6.14,0,0.00,0.00,586617,2021,HepatitisB
Tak,97,14.40,0,0.00,0.00,673423,2021,HepatitisB
Uttaradit,18,4.02,0,0.00,0.00,447446,2021,HepatitisB
ZONE:03,108,3.69,0,0.00,0.00,2928596,2021,HepatitisB
Chai Nat,5,1.56,0,0.00,0.00,321454,2021,HepatitisB
Kamphaeng Phet,76,10.66,0,0.00,0.00,713130,2021,HepatitisB
Nakhon Sawan,5,0.48,0,0.00,0.00,1037668,2021,HepatitisB
Phichit,8,1.51,0,0.00,0.00,530852,2021,HepatitisB
Uthai Thani,14,4.30,0,0.00,0.00,325492,2021,HepatitisB
ZONE:04,244,4.51,0,0.00,0.00,5411959,2021,HepatitisB
Ang Thong,1,0.36,0,0.00,0.00,275673,2021,HepatitisB
Lop Buri,29,3.91,0,0.00,0.00,741200,2021,HepatitisB
Nakhon Nayok,45,17.29,0,0.00,0.00,260256,2021,HepatitisB
Nonthaburi,46,3.59,0,0.00,0.00,1282690,2021,HepatitisB
P.Nakhon S.Ayutthaya,17,2.07,0,0.00,0.00,819799,2021,HepatitisB
Pathum Thani,70,5.92,0,0.00,0.00,1183235,2021,HepatitisB
Saraburi,23,3.57,0,0.00,0.00,643895,2021,HepatitisB
Sing Buri,13,6.33,0,0.00,0.00,205211,2021,HepatitisB
ZONE:05,189,3.54,0,0.00,0.00,5332653,2021,HepatitisB
Kanchanaburi,31,3.47,0,0.00,0.00,893014,2021,HepatitisB
Nakhon Pathom,25,2.71,0,0.00,0.00,921450,2021,HepatitisB
Phetchaburi,29,6.01,0,0.00,0.00,482534,2021,HepatitisB
Prachuap Khiri Khan,9,1.63,0,0.00,0.00,551924,2021,HepatitisB
Ratchaburi,58,6.68,0,0.00,0.00,868797,2021,HepatitisB
Samut Sakhon,0,0.00,0,0.00,0.00,586494,2021,HepatitisB
Samut Songkhram,0,0.00,0,0.00,0.00,191447,2021,HepatitisB
Suphan Buri,37,4.42,0,0.00,0.00,836993,2021,HepatitisB
ZONE:06,510,8.20,0,0.00,0.00,6218594,2021,HepatitisB
Chachoengsao,44,6.09,0,0.00,0.00,722448,2021,HepatitisB
Chanthaburi,76,14.18,0,0.00,0.00,536058,2021,HepatitisB
Chon Buri,46,2.92,0,0.00,0.00,1575278,2021,HepatitisB
Prachin Buri,140,28.31,0,0.00,0.00,494498,2021,HepatitisB
Rayong,25,3.35,0,0.00,0.00,746433,2021,HepatitisB
Sa Kaeo,29,5.17,0,0.00,0.00,561459,2021,HepatitisB
Samut Prakan,112,8.27,0,0.00,0.00,1353964,2021,HepatitisB
Trat,38,16.63,0,0.00,0.00,228456,2021,HepatitisB
ZONE:07,160,3.19,0,0.00,0.00,5017381,2021,HepatitisB
Kalasin,21,2.15,0,0.00,0.00,976373,2021,HepatitisB
Khon Kaen,63,3.51,0,0.00,0.00,1792697,2021,HepatitisB
Maha Sarakham,47,4.94,0,0.00,0.00,950985,2021,HepatitisB
Roi Et,29,2.24,0,0.00,0.00,1297326,2021,HepatitisB
ZONE:08,203,3.68,0,0.00,0.00,5518109,2021,HepatitisB
Bungkan,44,10.43,0,0.00,0.00,422019,2021,HepatitisB
Loei,50,7.83,0,0.00,0.00,638734,2021,HepatitisB
Nakhon Phanom,31,4.32,0,0.00,0.00,717121,2021,HepatitisB
Nong Bua Lam Phu,19,3.73,0,0.00,0.00,509236,2021,HepatitisB
Nong Khai,28,5.41,0,0.00,0.00,517140,2021,HepatitisB
Sakon Nakhon,9,0.78,0,0.00,0.00,1146612,2021,HepatitisB
Udon Thani,22,1.40,0,0.00,0.00,1567247,2021,HepatitisB
ZONE:09,700,10.42,0,0.00,0.00,6714997,2021,HepatitisB
Buri Ram,451,28.54,0,0.00,0.00,1580495,2021,HepatitisB
Chaiyaphum,113,10.06,0,0.00,0.00,1123595,2021,HepatitisB
Nakhon Ratchasima,84,3.19,0,0.00,0.00,2633681,2021,HepatitisB
Surin,52,3.78,0,0.00,0.00,1377226,2021,HepatitisB
ZONE:10,704,15.35,0,0.00,0.00,4587095,2021,HepatitisB
Amnat Charoen,46,12.23,0,0.00,0.00,376273,2021,HepatitisB
Mukdahan,60,17.08,0,0.00,0.00,351198,2021,HepatitisB
Si Sa Ket,168,11.52,0,0.00,0.00,1458068,2021,HepatitisB
Ubon Ratchathani,319,17.08,0,0.00,0.00,1867608,2021,HepatitisB
Yasothon,111,20.79,0,0.00,0.00,533948,2021,HepatitisB
ZONE:11,338,7.53,0,0.00,0.00,4487259,2021,HepatitisB
Chumphon,3,0.59,0,0.00,0.00,509344,2021,HepatitisB
Krabi,4,0.84,0,0.00,0.00,478561,2021,HepatitisB
Nakhon Si Thammarat,92,5.94,0,0.00,0.00,1550033,2021,HepatitisB
Phangnga,10,3.73,0,0.00,0.00,268123,2021,HepatitisB
Phuket,50,12.00,0,0.00,0.00,416629,2021,HepatitisB
Ranong,66,33.94,0,0.00,0.00,194473,2021,HepatitisB
Surat Thani,113,10.56,0,0.00,0.00,1070096,2021,HepatitisB
ZONE:12,211,4.23,0,0.00,0.00,4992834,2021,HepatitisB
Narathiwat,7,0.87,0,0.00,0.00,807045,2021,HepatitisB
Pattani,0,0.00,0,0.00,0.00,727799,2021,HepatitisB
Phatthalung,21,4.02,0,0.00,0.00,522810,2021,HepatitisB
Satun,8,2.47,0,0.00,0.00,324467,2021,HepatitisB
Songkhla,160,11.19,0,0.00,0.00,1430073,2021,HepatitisB
Trang,14,2.19,0,0.00,0.00,640182,2021,HepatitisB
Yala,1,0.19,0,0.00,0.00,540458,2021,HepatitisB
ZONE:13,221,3.98,0,0.00,0.00,5558108,2021,HepatitisB
