Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Mukdahan,75,22.2,0,0.0,337773,2009,STI Total
Nakhon Phanom,30,4.29,0,0.0,700027,2009,STI Total
Sakon Nakhon,59,5.28,0,0.0,1117242,2009,STI Total
Zone:12,651,13.06,0,0.0,4984201,2009,STI Total
Kalasin,99,10.11,0,0.0,979371,2009,STI Total
Khon Kaen,387,22.0,0,0.0,1759172,2009,STI Total
Maha Sarakham,118,12.58,0,0.0,937972,2009,STI Total
Roi Et,47,3.59,0,0.0,1307686,2009,STI Total
Zone:13,1967,47.37,0,0.0,4152834,2009,STI Total
Amnat Charoen,270,72.95,0,0.0,370141,2009,STI Total
Si Sa Ket,447,30.96,0,0.0,1443879,2009,STI Total
Ubon Ratchathani,1199,66.63,0,0.0,1799604,2009,STI Total
Yasothon,51,9.46,0,0.0,539210,2009,STI Total
Zone:14,1356,20.5,0,0.0,6613024,2009,STI Total
Buri Ram,233,15.09,0,0.0,1544218,2009,STI Total
Chaiyaphum,185,16.46,0,0.0,1123907,2009,STI Total
Nakhon Ratchasima,636,24.76,0,0.0,2568205,2009,STI Total
Surin,302,21.94,0,0.0,1376694,2009,STI Total
North Region,6459,54.62,0,0.0,11824449,2009,STI Total
Zone:15,1668,54.34,0,0.0,3069670,2009,STI Total
Chiang Mai,479,29.01,0,0.0,1651433,2009,STI Total
Lampang,927,121.01,0,0.0,766057,2009,STI Total
Lamphun,38,9.38,0,0.0,404910,2009,STI Total
Mae Hong Son,224,90.59,0,0.0,247270,2009,STI Total
Zone:16,1852,70.23,0,0.0,2636963,2009,STI Total
Chiang Rai,882,72.82,0,0.0,1211126,2009,STI Total
Nan,192,40.35,0,0.0,475799,2009,STI Total
Phayao,719,147.56,0,0.0,487254,2009,STI Total
Phrae,59,12.75,0,0.0,462784,2009,STI Total
Zone:17,1901,55.32,0,0.0,3436350,2009,STI Total
Phetchabun,476,47.81,0,0.0,995679,2009,STI Total
Phitsanulok,743,87.95,0,0.0,844779,2009,STI Total
Sukhothai,72,11.93,0,0.0,603316,2009,STI Total
Tak,556,105.1,0,0.0,528997,2009,STI Total
Uttaradit,54,11.65,0,0.0,463579,2009,STI Total
Zone:18,1038,38.71,0,0.0,2681466,2009,STI Total
Kamphaeng Phet,318,43.77,0,0.0,726530,2009,STI Total
Nakhon Sawan,563,52.44,0,0.0,1073554,2009,STI Total
Phichit,62,11.2,0,0.0,553653,2009,STI Total
Uthai Thani,95,28.99,0,0.0,327729,2009,STI Total
Total,34783,53.55,0,0.0,64955313,2014,STI Total
ZONE:00,1677,29.48,0,0.0,5689268,2014,STI Total
Bangkok,1677,29.48,0,0.0,5689268,2014,STI Total
ZONE:01,6073,106.47,0,0.0,5704200,2014,STI Total
Chiang Mai,2318,138.59,0,0.0,1672586,2014,STI Total
Chiang Rai,1535,127.26,0,0.0,1206180,2014,STI Total
Lampang,537,71.23,0,0.0,753937,2014,STI Total
Lamphun,177,43.66,0,0.0,405368,2014,STI Total
Mae Hong Son,525,212.24,0,0.0,247364,2014,STI Total
Nan,250,52.29,0,0.0,478088,2014,STI Total
Phayao,542,111.61,0,0.0,485599,2014,STI Total
Phrae,189,41.53,0,0.0,455078,2014,STI Total
ZONE:02,2399,69.5,0,0.0,3452021,2014,STI Total
Phetchabun,624,62.71,0,0.0,995102,2014,STI Total
Phitsanulok,882,102.84,0,0.0,857682,2014,STI Total
Sukhothai,81,13.44,0,0.0,602586,2014,STI Total
Tak,720,134.34,0,0.0,535953,2014,STI Total
Uttaradit,92,19.97,0,0.0,460698,2014,STI Total
ZONE:03,1446,48.0,0,0.0,3012608,2014,STI Total
Chai Nat,60,18.04,0,0.0,332526,2014,STI Total
Kamphaeng Phet,482,66.11,0,0.0,729076,2014,STI Total
Nakhon Sawan,611,56.95,0,0.0,1072949,2014,STI Total
Phichit,205,37.4,0,0.0,548199,2014,STI Total
Uthai Thani,88,26.68,0,0.0,329858,2014,STI Total
ZONE:04,1685,32.58,0,0.0,5171756,2014,STI Total
Ang Thong,35,12.34,0,0.0,283650,2014,STI Total
Lop Buri,339,44.71,0,0.0,758188,2014,STI Total
Nakhon Nayok,48,18.7,0,0.0,256693,2014,STI Total
Nonthaburi,195,16.74,0,0.0,1165070,2014,STI Total
P.Nakhon S.Ayutthaya,303,37.84,0,0.0,800785,2014,STI Total
Pathum Thani,413,38.83,0,0.0,1063608,2014,STI Total
Saraburi,152,24.08,0,0.0,631338,2014,STI Total
Sing Buri,200,94.15,0,0.0,212424,2014,STI Total
ZONE:05,1538,29.88,0,0.0,5147569,2014,STI Total
Kanchanaburi,467,55.23,0,0.0,845540,2014,STI Total
Nakhon Pathom,93,10.49,0,0.0,886627,2014,STI Total
Phetchaburi,236,49.93,0,0.0,472640,2014,STI Total
Prachuap Khiri Khan,168,32.14,0,0.0,522689,2014,STI Total
Ratchaburi,367,43.09,0,0.0,851689,2014,STI Total
Samut Sakhon,64,12.17,0,0.0,525672,2014,STI Total
Samut Songkhram,9,4.64,0,0.0,194153,2014,STI Total
Suphan Buri,134,15.79,0,0.0,848559,2014,STI Total
ZONE:06,4113,70.94,0,0.0,5797595,2014,STI Total
Chachoengsao,522,75.34,0,0.0,692852,2014,STI Total
Chanthaburi,536,101.94,0,0.0,525805,2014,STI Total
Chon Buri,659,46.87,0,0.0,1405889,2014,STI Total
Prachin Buri,381,79.75,0,0.0,477741,2014,STI Total
Rayong,663,99.28,0,0.0,667806,2014,STI Total
Sa Kaeo,102,18.49,0,0.0,551562,2014,STI Total
Samut Prakan,978,78.14,0,0.0,1251570,2014,STI Total
Trat,272,121.23,0,0.0,224370,2014,STI Total
ZONE:07,1504,29.86,0,0.0,5037074,2014,STI Total
Kalasin,308,31.29,0,0.0,984468,2014,STI Total
Khon Kaen,661,37.01,0,0.0,1785852,2014,STI Total
Maha Sarakham,327,34.13,0,0.0,958116,2014,STI Total
Roi Et,208,15.89,0,0.0,1308638,2014,STI Total
ZONE:08,2736,49.83,0,0.0,5490561,2014,STI Total
Bungkan,177,42.41,0,0.0,417401,2014,STI Total
Loei,414,65.37,0,0.0,633359,2014,STI Total
Nakhon Phanom,421,59.12,0,0.0,712101,2014,STI Total
Nong Bua Lam Phu,144,28.35,0,0.0,508001,2014,STI Total
Nong Khai,265,51.35,0,0.0,516101,2014,STI Total
Sakon Nakhon,434,38.19,0,0.0,1136466,2014,STI Total
Udon Thani,881,56.22,0,0.0,1567132,2014,STI Total
ZONE:09,2962,44.09,0,0.0,6717984,2014,STI Total
Buri Ram,930,59.0,0,0.0,1576343,2014,STI Total
Chaiyaphum,515,45.32,0,0.0,1136386,2014,STI Total
Nakhon Ratchasima,930,35.56,0,0.0,2615340,2014,STI Total
Surin,587,42.23,0,0.0,1389915,2014,STI Total
ZONE:10,3565,78.1,0,0.0,4564711,2014,STI Total
Amnat Charoen,185,49.33,0,0.0,375039,2014,STI Total
Mukdahan,220,63.74,0,0.0,345159,2014,STI Total
Si Sa Ket,1542,105.36,0,0.0,1463620,2014,STI Total
Ubon Ratchathani,1449,78.72,0,0.0,1840596,2014,STI Total
Yasothon,169,31.28,0,0.0,540297,2014,STI Total
ZONE:11,2120,48.8,0,0.0,4344513,2014,STI Total
Chumphon,173,34.64,0,0.0,499435,2014,STI Total
Krabi,84,18.51,0,0.0,453850,2014,STI Total
Nakhon Si Thammarat,728,47.12,0,0.0,1544936,2014,STI Total
Phangnga,148,56.84,0,0.0,260395,2014,STI Total
Phuket,171,45.73,0,0.0,373943,2014,STI Total
Ranong,65,36.95,0,0.0,175933,2014,STI Total
Surat Thani,751,72.49,0,0.0,1036021,2014,STI Total
ZONE:12,2965,61.45,0,0.0,4825453,2014,STI Total
Narathiwat,243,31.54,0,0.0,770472,2014,STI Total
Pattani,85,12.45,0,0.0,682512,2014,STI Total
Phatthalung,517,99.57,0,0.0,519220,2014,STI Total
Satun,50,16.07,0,0.0,311233,2014,STI Total
Songkhla,1773,127.04,0,0.0,1395596,2014,STI Total
Trang,271,42.52,0,0.0,637395,2014,STI Total
Yala,26,5.11,0,0.0,509025,2014,STI Total
Total,29602,44.73,0,0.0,66179083,2021,STI Total
ZONE:01,4030,68.59,0,0.0,5875424,2021,STI Total
Chiang Mai,1647,92.17,0,0.0,1786877,2021,STI Total
Chiang Rai,1244,95.93,0,0.0,1296725,2021,STI Total
Lampang,218,29.99,0,0.0,726821,2021,STI Total
Lamphun,66,16.44,0,0.0,401574,2021,STI Total
Mae Hong Son,226,79.23,0,0.0,285232,2021,STI Total
Nan,252,52.91,0,0.0,476300,2021,STI Total
Phayao,279,59.88,0,0.0,465930,2021,STI Total
Phrae,98,22.48,0,0.0,435965,2021,STI Total
ZONE:02,1711,48.39,0,0.0,3536074,2021,STI Total
Phetchabun,704,71.83,0,0.0,980156,2021,STI Total
Phitsanulok,539,63.53,0,0.0,848432,2021,STI Total
Sukhothai,117,19.94,0,0.0,586617,2021,STI Total
Tak,211,31.33,0,0.0,673423,2021,STI Total
Uttaradit,140,31.29,0,0.0,447446,2021,STI Total
ZONE:03,750,25.61,0,0.0,2928596,2021,STI Total
Chai Nat,11,3.42,0,0.0,321454,2021,STI Total
Kamphaeng Phet,325,45.57,0,0.0,713130,2021,STI Total
Nakhon Sawan,240,23.13,0,0.0,1037668,2021,STI Total
Phichit,70,13.19,0,0.0,530852,2021,STI Total
Uthai Thani,104,31.95,0,0.0,325492,2021,STI Total
ZONE:04,1340,24.76,0,0.0,5411959,2021,STI Total
Ang Thong,16,5.8,0,0.0,275673,2021,STI Total
Lop Buri,87,11.74,0,0.0,741200,2021,STI Total
Nakhon Nayok,70,26.9,0,0.0,260256,2021,STI Total
Nonthaburi,432,33.68,0,0.0,1282690,2021,STI Total
P.Nakhon S.Ayutthaya,160,19.52,0,0.0,819799,2021,STI Total
Pathum Thani,279,23.58,0,0.0,1183235,2021,STI Total
Saraburi,187,29.04,0,0.0,643895,2021,STI Total
Sing Buri,109,53.12,0,0.0,205211,2021,STI Total
ZONE:05,1186,22.24,0,0.0,5332653,2021,STI Total
Kanchanaburi,251,28.11,0,0.0,893014,2021,STI Total
Nakhon Pathom,46,4.99,0,0.0,921450,2021,STI Total
Phetchaburi,110,22.8,0,0.0,482534,2021,STI Total
Prachuap Khiri Khan,192,34.79,0,0.0,551924,2021,STI Total
Ratchaburi,299,34.42,0,0.0,868797,2021,STI Total
Samut Sakhon,105,17.9,0,0.0,586494,2021,STI Total
Samut Songkhram,39,20.37,0,0.0,191447,2021,STI Total
Suphan Buri,144,17.2,0,0.0,836993,2021,STI Total
ZONE:06,3692,59.37,0,0.0,6218594,2021,STI Total
Chachoengsao,228,31.56,0,0.0,722448,2021,STI Total
Chanthaburi,494,92.15,0,0.0,536058,2021,STI Total
Chon Buri,745,47.29,0,0.0,1575278,2021,STI Total
Prachin Buri,441,89.18,0,0.0,494498,2021,STI Total
Rayong,596,79.85,0,0.0,746433,2021,STI Total
Sa Kaeo,136,24.22,0,0.0,561459,2021,STI Total
Samut Prakan,811,59.9,0,0.0,1353964,2021,STI Total
Trat,241,105.49,0,0.0,228456,2021,STI Total
ZONE:07,2196,43.77,0,0.0,5017381,2021,STI Total
Kalasin,194,19.87,0,0.0,976373,2021,STI Total
Khon Kaen,1100,61.36,0,0.0,1792697,2021,STI Total
Maha Sarakham,473,49.74,0,0.0,950985,2021,STI Total
Roi Et,429,33.07,0,0.0,1297326,2021,STI Total
ZONE:08,1165,21.11,0,0.0,5518109,2021,STI Total
Bungkan,64,15.17,0,0.0,422019,2021,STI Total
Loei,235,36.79,0,0.0,638734,2021,STI Total
Nakhon Phanom,236,32.91,0,0.0,717121,2021,STI Total
Nong Bua Lam Phu,64,12.57,0,0.0,509236,2021,STI Total
Nong Khai,304,58.78,0,0.0,517140,2021,STI Total
Sakon Nakhon,90,7.85,0,0.0,1146612,2021,STI Total
Udon Thani,172,10.97,0,0.0,1567247,2021,STI Total
ZONE:09,2479,36.92,0,0.0,6714997,2021,STI Total
Buri Ram,867,54.86,0,0.0,1580495,2021,STI Total
Chaiyaphum,367,32.66,0,0.0,1123595,2021,STI Total
Nakhon Ratchasima,861,32.69,0,0.0,2633681,2021,STI Total
Surin,384,27.88,0,0.0,1377226,2021,STI Total
ZONE:10,2655,57.88,0,0.0,4587095,2021,STI Total
Amnat Charoen,117,31.09,0,0.0,376273,2021,STI Total
Mukdahan,96,27.34,0,0.0,351198,2021,STI Total
