Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Uttaradit,12,2.61,1,0.22,460084,2016,"Meningitis,uns"
ZONE:03,135,4.48,1,0.03,3011449,2016,"Meningitis,uns"
Chai Nat,3,0.9,0,0.0,331968,2016,"Meningitis,uns"
Kamphaeng Phet,87,11.92,0,0.0,729839,2016,"Meningitis,uns"
Nakhon Sawan,30,2.8,0,0.0,1072349,2016,"Meningitis,uns"
Phichit,6,1.1,0,0.0,546750,2016,"Meningitis,uns"
Uthai Thani,9,2.72,1,0.3,330543,2016,"Meningitis,uns"
ZONE:04,26,0.5,0,0.0,5221125,2016,"Meningitis,uns"
Ang Thong,0,0.0,0,0.0,283371,2016,"Meningitis,uns"
Lop Buri,3,0.4,0,0.0,758531,2016,"Meningitis,uns"
Nakhon Nayok,1,0.39,0,0.0,257939,2016,"Meningitis,uns"
Nonthaburi,0,0.0,0,0.0,1183791,2016,"Meningitis,uns"
P.Nakhon S.Ayutthaya,5,0.62,0,0.0,805980,2016,"Meningitis,uns"
Pathum Thani,5,0.46,0,0.0,1084154,2016,"Meningitis,uns"
Saraburi,12,1.89,0,0.0,635567,2016,"Meningitis,uns"
Sing Buri,0,0.0,0,0.0,211792,2016,"Meningitis,uns"
ZONE:05,31,0.6,0,0.0,5209561,2016,"Meningitis,uns"
Kanchanaburi,1,0.12,0,0.0,865172,2016,"Meningitis,uns"
Nakhon Pathom,2,0.22,0,0.0,895207,2016,"Meningitis,uns"
Phetchaburi,15,3.15,0,0.0,476391,2016,"Meningitis,uns"
Prachuap Khiri Khan,1,0.19,0,0.0,529912,2016,"Meningitis,uns"
Ratchaburi,7,0.81,0,0.0,860549,2016,"Meningitis,uns"
Samut Sakhon,1,0.19,0,0.0,538671,2016,"Meningitis,uns"
Samut Songkhram,0,0.0,0,0.0,194283,2016,"Meningitis,uns"
Suphan Buri,4,0.47,0,0.0,849376,2016,"Meningitis,uns"
ZONE:06,166,2.82,2,0.03,5880124,2016,"Meningitis,uns"
Chachoengsao,21,3.01,0,0.0,698190,2016,"Meningitis,uns"
Chanthaburi,51,9.64,1,0.19,529194,2016,"Meningitis,uns"
Chon Buri,33,2.29,0,0.0,1438231,2016,"Meningitis,uns"
Prachin Buri,23,4.78,0,0.0,480755,2016,"Meningitis,uns"
Rayong,25,3.67,1,0.15,681696,2016,"Meningitis,uns"
Sa Kaeo,5,0.9,0,0.0,554555,2016,"Meningitis,uns"
Samut Prakan,6,0.47,0,0.0,1270420,2016,"Meningitis,uns"
Trat,2,0.88,0,0.0,227083,2016,"Meningitis,uns"
ZONE:07,77,1.52,0,0.0,5049920,2016,"Meningitis,uns"
Kalasin,6,0.61,0,0.0,985055,2016,"Meningitis,uns"
Khon Kaen,13,0.72,0,0.0,1794032,2016,"Meningitis,uns"
Maha Sarakham,50,5.19,0,0.0,962592,2016,"Meningitis,uns"
Roi Et,8,0.61,0,0.0,1308241,2016,"Meningitis,uns"
ZONE:08,134,2.43,0,0.0,5511930,2016,"Meningitis,uns"
Bungkan,16,3.81,0,0.0,419607,2016,"Meningitis,uns"
Loei,55,8.64,0,0.0,636666,2016,"Meningitis,uns"
Nakhon Phanom,14,1.96,0,0.0,714369,2016,"Meningitis,uns"
Nong Bua Lam Phu,0,0.0,0,0.0,509469,2016,"Meningitis,uns"
Nong Khai,17,3.28,0,0.0,518420,2016,"Meningitis,uns"
Sakon Nakhon,24,2.1,0,0.0,1140673,2016,"Meningitis,uns"
Udon Thani,8,0.51,0,0.0,1572726,2016,"Meningitis,uns"
ZONE:09,226,3.35,0,0.0,6737604,2016,"Meningitis,uns"
Buri Ram,37,2.34,0,0.0,1581955,2016,"Meningitis,uns"
Chaiyaphum,90,7.91,0,0.0,1137651,2016,"Meningitis,uns"
Nakhon Ratchasima,88,3.35,0,0.0,2624668,2016,"Meningitis,uns"
Surin,11,0.79,0,0.0,1393330,2016,"Meningitis,uns"
ZONE:10,310,6.77,0,0.0,4581192,2016,"Meningitis,uns"
Amnat Charoen,23,6.12,0,0.0,375881,2016,"Meningitis,uns"
Mukdahan,24,6.92,0,0.0,347059,2016,"Meningitis,uns"
Si Sa Ket,100,6.82,0,0.0,1467006,2016,"Meningitis,uns"
Ubon Ratchathani,141,7.62,0,0.0,1851049,2016,"Meningitis,uns"
Yasothon,22,4.07,0,0.0,540197,2016,"Meningitis,uns"
ZONE:11,132,3.01,0,0.0,4383957,2016,"Meningitis,uns"
Chumphon,2,0.4,0,0.0,503203,2016,"Meningitis,uns"
Krabi,26,5.66,0,0.0,459456,2016,"Meningitis,uns"
Nakhon Si Thammarat,35,2.26,0,0.0,1550278,2016,"Meningitis,uns"
Phangnga,1,0.38,0,0.0,262721,2016,"Meningitis,uns"
Phuket,0,0.0,0,0.0,382485,2016,"Meningitis,uns"
Ranong,0,0.0,0,0.0,182313,2016,"Meningitis,uns"
Surat Thani,68,6.52,0,0.0,1043501,2016,"Meningitis,uns"
ZONE:12,36,0.74,0,0.0,4865646,2016,"Meningitis,uns"
Narathiwat,8,1.03,0,0.0,778941,2016,"Meningitis,uns"
Pattani,0,0.0,0,0.0,690104,2016,"Meningitis,uns"
Phatthalung,3,0.58,0,0.0,521570,2016,"Meningitis,uns"
Satun,1,0.32,0,0.0,314297,2016,"Meningitis,uns"
Songkhla,19,1.35,0,0.0,1405939,2016,"Meningitis,uns"
Trang,5,0.78,0,0.0,639770,2016,"Meningitis,uns"
Yala,0,0.0,0,0.0,515025,2016,"Meningitis,uns"
ZONE:13,62,1.09,0,0.0,5694347,2016,"Meningitis,uns"
Bangkok,62,1.09,0,0.0,5694347,2016,"Meningitis,uns"
Total,1980,3.11,30,0.05,63701703,2010,"Meningitis,uns"
Central Region,192,0.89,3,0.01,21534318,2010,"Meningitis,uns"
Zone:0,15,0.26,0,0.0,5701995,2010,"Meningitis,uns"
Bangkok,15,0.26,0,0.0,5701995,2010,"Meningitis,uns"
Zone:1,25,0.72,1,0.03,3454591,2010,"Meningitis,uns"
Nonthaburi,4,0.37,0,0.0,1089908,2010,"Meningitis,uns"
P.Nakhon S.Ayutthaya,13,1.67,1,0.13,778627,2010,"Meningitis,uns"
Pathum Thani,2,0.21,0,0.0,971010,2010,"Meningitis,uns"
Saraburi,6,0.98,0,0.0,615046,2010,"Meningitis,uns"
Zone:2,9,0.57,0,0.0,1590200,2010,"Meningitis,uns"
Ang Thong,2,0.7,0,0.0,284889,2010,"Meningitis,uns"
Chai Nat,4,1.19,0,0.0,335177,2010,"Meningitis,uns"
Lop Buri,2,0.26,0,0.0,755153,2010,"Meningitis,uns"
Sing Buri,1,0.47,0,0.0,214981,2010,"Meningitis,uns"
Zone:3,49,1.58,0,0.0,3105799,2010,"Meningitis,uns"
Chachoengsao,10,1.49,0,0.0,671458,2010,"Meningitis,uns"
Nakhon Nayok,0,0.0,0,0.0,252209,2010,"Meningitis,uns"
Prachin Buri,35,7.54,0,0.0,464213,2010,"Meningitis,uns"
Sa Kaeo,3,0.55,0,0.0,543276,2010,"Meningitis,uns"
Samut Prakan,1,0.09,0,0.0,1174643,2010,"Meningitis,uns"
Zone:4,17,0.5,0,0.0,3374810,2010,"Meningitis,uns"
Kanchanaburi,12,1.43,0,0.0,836600,2010,"Meningitis,uns"
Nakhon Pathom,0,0.0,0,0.0,855837,2010,"Meningitis,uns"
Ratchaburi,1,0.12,0,0.0,837153,2010,"Meningitis,uns"
Suphan Buri,4,0.47,0,0.0,845220,2010,"Meningitis,uns"
Zone:5,11,0.67,0,0.0,1651335,2010,"Meningitis,uns"
Phetchaburi,8,1.73,0,0.0,462636,2010,"Meningitis,uns"
Prachuap Khiri Khan,3,0.59,0,0.0,506599,2010,"Meningitis,uns"
Samut Sakhon,0,0.0,0,0.0,488247,2010,"Meningitis,uns"
Samut Songkhram,0,0.0,0,0.0,193853,2010,"Meningitis,uns"
Zone:9,66,2.49,2,0.08,2655588,2010,"Meningitis,uns"
Chanthaburi,40,7.8,1,0.19,512932,2010,"Meningitis,uns"
Chon Buri,2,0.15,0,0.0,1302942,2010,"Meningitis,uns"
Rayong,20,3.23,1,0.16,619249,2010,"Meningitis,uns"
Trat,4,1.81,0,0.0,220465,2010,"Meningitis,uns"
South Region,286,3.23,4,0.05,8853473,2010,"Meningitis,uns"
Zone:6,186,5.29,4,0.11,3514344,2010,"Meningitis,uns"
Chumphon,12,2.45,0,0.0,488855,2010,"Meningitis,uns"
Nakhon Si Thammarat,36,2.37,0,0.0,1519531,2010,"Meningitis,uns"
Phatthalung,17,3.34,0,0.0,508656,2010,"Meningitis,uns"
Surat Thani,121,12.13,4,0.4,997302,2010,"Meningitis,uns"
Zone:7,43,2.36,0,0.0,1825591,2010,"Meningitis,uns"
Krabi,17,3.96,0,0.0,429631,2010,"Meningitis,uns"
Phangnga,13,5.15,0,0.0,252385,2010,"Meningitis,uns"
Phuket,1,0.29,0,0.0,340490,2010,"Meningitis,uns"
Ranong,1,0.55,0,0.0,182417,2010,"Meningitis,uns"
Trang,11,1.77,0,0.0,620668,2010,"Meningitis,uns"
Zone:8,57,1.62,0,0.0,3513538,2010,"Meningitis,uns"
Narathiwat,4,0.55,0,0.0,732617,2010,"Meningitis,uns"
Pattani,2,0.31,0,0.0,651442,2010,"Meningitis,uns"
Satun,6,2.03,0,0.0,295133,2010,"Meningitis,uns"
Songkhla,45,3.33,0,0.0,1350489,2010,"Meningitis,uns"
Yala,0,0.0,0,0.0,483857,2010,"Meningitis,uns"
North-Eastern Region,771,3.58,1,0.0,21534582,2010,"Meningitis,uns"
Zone:10,149,4.17,0,0.0,3576272,2010,"Meningitis,uns"
Loei,26,4.18,0,0.0,622424,2010,"Meningitis,uns"
Nong Bua Lam Phu,0,0.0,0,0.0,501891,2010,"Meningitis,uns"
Nong Khai,57,6.26,0,0.0,910094,2010,"Meningitis,uns"
Udon Thani,66,4.28,0,0.0,1541863,2010,"Meningitis,uns"
Zone:11,74,3.42,0,0.0,2161531,2010,"Meningitis,uns"
Mukdahan,54,15.94,0,0.0,338812,2010,"Meningitis,uns"
Nakhon Phanom,15,2.14,0,0.0,702041,2010,"Meningitis,uns"
Sakon Nakhon,5,0.45,0,0.0,1120678,2010,"Meningitis,uns"
Zone:12,90,1.8,0,0.0,4995226,2010,"Meningitis,uns"
Kalasin,3,0.31,0,0.0,981369,2010,"Meningitis,uns"
Khon Kaen,21,1.19,0,0.0,1764922,2010,"Meningitis,uns"
Maha Sarakham,23,2.45,0,0.0,940001,2010,"Meningitis,uns"
Roi Et,43,3.29,0,0.0,1308934,2010,"Meningitis,uns"
Zone:13,162,3.89,0,0.0,4168498,2010,"Meningitis,uns"
Amnat Charoen,9,2.42,0,0.0,371471,2010,"Meningitis,uns"
Si Sa Ket,90,6.21,0,0.0,1449409,2010,"Meningitis,uns"
Ubon Ratchathani,57,3.15,0,0.0,1808422,2010,"Meningitis,uns"
Yasothon,6,1.11,0,0.0,539196,2010,"Meningitis,uns"
Zone:14,296,4.46,1,0.02,6633055,2010,"Meningitis,uns"
Buri Ram,82,5.29,0,0.0,1550275,2010,"Meningitis,uns"
Chaiyaphum,53,4.71,0,0.0,1126295,2010,"Meningitis,uns"
Nakhon Ratchasima,146,5.67,1,0.04,2576691,2010,"Meningitis,uns"
Surin,15,1.09,0,0.0,1379794,2010,"Meningitis,uns"
North Region,731,6.21,22,0.19,11779330,2010,"Meningitis,uns"
Zone:15,113,3.71,1,0.03,3046660,2010,"Meningitis,uns"
Chiang Mai,72,4.4,1,0.06,1636514,2010,"Meningitis,uns"
Lampang,33,4.32,0,0.0,763224,2010,"Meningitis,uns"
Lamphun,0,0.0,0,0.0,404627,2010,"Meningitis,uns"
Mae Hong Son,8,3.3,0,0.0,242295,2010,"Meningitis,uns"
Zone:16,154,5.88,2,0.08,2620701,2010,"Meningitis,uns"
Chiang Rai,49,4.1,0,0.0,1196576,2010,"Meningitis,uns"
Nan,23,4.83,0,0.0,475989,2010,"Meningitis,uns"
Phayao,27,5.55,1,0.21,486713,2010,"Meningitis,uns"
Phrae,55,11.92,1,0.22,461423,2010,"Meningitis,uns"
Zone:17,261,7.61,3,0.09,3430959,2010,"Meningitis,uns"
Phetchabun,37,3.72,0,0.0,995578,2010,"Meningitis,uns"
Phitsanulok,90,10.62,2,0.24,847627,2010,"Meningitis,uns"
Sukhothai,5,0.83,1,0.17,602296,2010,"Meningitis,uns"
Tak,44,8.42,0,0.0,522673,2010,"Meningitis,uns"
Uttaradit,85,18.37,0,0.0,462785,2010,"Meningitis,uns"
Zone:18,203,7.57,16,0.6,2681010,2010,"Meningitis,uns"
Kamphaeng Phet,114,15.68,7,0.96,726970,2010,"Meningitis,uns"
Nakhon Sawan,58,5.4,8,0.75,1073182,2010,"Meningitis,uns"
Phichit,17,3.07,1,0.18,552942,2010,"Meningitis,uns"
Uthai Thani,14,4.27,0,0.0,327916,2010,"Meningitis,uns"
Total,1154,1.86,24,0.04,62195878,2005,"Meningitis,uns"
North Region,417,3.52,11,0.09,11862916,2005,"Meningitis,uns"
Zone:1,189,3.3,2,0.03,5729312,2005,"Meningitis,uns"
Chiang Mai,20,1.22,0,0.0,1640390,2005,"Meningitis,uns"
Chiang Rai,13,1.07,0,0.0,1219732,2005,"Meningitis,uns"
Lampang,95,12.21,0,0.0,777827,2005,"Meningitis,uns"
Lamphun,7,1.73,0,0.0,404754,2005,"Meningitis,uns"
Mae Hong Son,6,2.41,0,0.0,248672,2005,"Meningitis,uns"
Nan,19,3.98,1,0.21,477917,2005,"Meningitis,uns"
Phayao,21,4.31,1,0.21,487616,2005,"Meningitis,uns"
Phrae,8,1.69,0,0.0,472404,2005,"Meningitis,uns"
Zone:2,114,3.31,1,0.03,3442642,2005,"Meningitis,uns"
Phetchabun,11,1.1,0,0.0,1001820,2005,"Meningitis,uns"
Phitsanulok,59,7.01,0,0.0,841248,2005,"Meningitis,uns"
Sukhothai,7,1.15,0,0.0,610871,2005,"Meningitis,uns"
Tak,8,1.54,0,0.0,519037,2005,"Meningitis,uns"
Uttaradit,29,6.17,1,0.21,469666,2005,"Meningitis,uns"
Zone:3,114,4.24,8,0.3,2690962,2005,"Meningitis,uns"
Kamphaeng Phet,71,9.76,4,0.55,727351,2005,"Meningitis,uns"
Nakhon Sawan,34,3.16,4,0.37,1077634,2005,"Meningitis,uns"
Phichit,1,0.18,0,0.0,559611,2005,"Meningitis,uns"
Uthai Thani,8,2.45,0,0.0,326366,2005,"Meningitis,uns"
Central Region,201,0.98,9,0.04,20560399,2005,"Meningitis,uns"
Bangkok,0,0.0,0,0.0,5646543,2005,"Meningitis,uns"
Zone:4,22,0.79,0,0.0,2777019,2005,"Meningitis,uns"
Ang Thong,1,0.35,0,0.0,283373,2005,"Meningitis,uns"
Nonthaburi,1,0.1,0,0.0,957287,2005,"Meningitis,uns"
P.Nakhon S.Ayutthaya,18,2.42,0,0.0,743659,2005,"Meningitis,uns"
Pathum Thani,2,0.25,0,0.0,792700,2005,"Meningitis,uns"
Zone:5,7,0.37,0,0.0,1909368,2005,"Meningitis,uns"
Chai Nat,2,0.59,0,0.0,340812,2005,"Meningitis,uns"
Lop Buri,2,0.27,0,0.0,750718,2005,"Meningitis,uns"
Saraburi,0,0.0,0,0.0,598905,2005,"Meningitis,uns"
Sing Buri,3,1.37,0,0.0,218933,2005,"Meningitis,uns"
Zone:6,12,0.37,0,0.0,3282327,2005,"Meningitis,uns"
Kanchanaburi,0,0.0,0,0.0,818218,2005,"Meningitis,uns"
Nakhon Pathom,0,0.0,0,0.0,803489,2005,"Meningitis,uns"
Ratchaburi,8,0.98,0,0.0,819286,2005,"Meningitis,uns"
Suphan Buri,4,0.48,0,0.0,841334,2005,"Meningitis,uns"
Zone:7,7,0.44,0,0.0,1578246,2005,"Meningitis,uns"
Phetchaburi,1,0.22,0,0.0,452506,2005,"Meningitis,uns"
Prachuap Khiri Khan,2,0.41,0,0.0,483243,2005,"Meningitis,uns"
Samut Sakhon,0,0.0,0,0.0,447353,2005,"Meningitis,uns"
Samut Songkhram,4,2.05,0,0.0,195144,2005,"Meningitis,uns"
Zone:8,74,2.51,2,0.07,2943051,2005,"Meningitis,uns"
Chachoengsao,16,2.48,0,0.0,645521,2005,"Meningitis,uns"
Nakhon Nayok,1,0.4,0,0.0,249686,2005,"Meningitis,uns"
Prachin Buri,57,12.73,2,0.45,447783,2005,"Meningitis,uns"
Sa Kaeo,0,0.0,0,0.0,536591,2005,"Meningitis,uns"
Samut Prakan,0,0.0,0,0.0,1063470,2005,"Meningitis,uns"
Zone:9,79,3.26,7,0.29,2423845,2005,"Meningitis,uns"
Chanthaburi,52,10.48,3,0.6,496081,2005,"Meningitis,uns"
Chon Buri,0,0.0,0,0.0,1157709,2005,"Meningitis,uns"
Rayong,16,2.9,2,0.36,551512,2005,"Meningitis,uns"
Trat,11,5.03,2,0.92,218543,2005,"Meningitis,uns"
North-Eastern Region,370,1.74,3,0.01,21297778,2005,"Meningitis,uns"
Zone:10,45,1.28,0,0.0,3524138,2005,"Meningitis,uns"
Loei,1,0.16,0,0.0,611448,2005,"Meningitis,uns"
Nong Bua Lam Phu,27,5.45,0,0.0,495626,2005,"Meningitis,uns"
Nong Khai,1,0.11,0,0.0,895911,2005,"Meningitis,uns"
Udon Thani,16,1.05,0,0.0,1521153,2005,"Meningitis,uns"
Zone:11,20,0.64,0,0.0,3101003,2005,"Meningitis,uns"
Kalasin,10,1.03,0,0.0,972425,2005,"Meningitis,uns"
Mukdahan,3,0.9,0,0.0,333338,2005,"Meningitis,uns"
Nakhon Phanom,0,0.0,0,0.0,692377,2005,"Meningitis,uns"
Sakon Nakhon,7,0.63,0,0.0,1102863,2005,"Meningitis,uns"
Zone:12,64,1.6,1,0.03,3991075,2005,"Meningitis,uns"
Khon Kaen,40,2.29,0,0.0,1744646,2005,"Meningitis,uns"
Maha Sarakham,17,1.82,1,0.11,935967,2005,"Meningitis,uns"
Roi Et,7,0.53,0,0.0,1310462,2005,"Meningitis,uns"
Zone:13,155,2.36,2,0.03,6560991,2005,"Meningitis,uns"
Buri Ram,26,1.7,0,0.0,1527846,2005,"Meningitis,uns"
Chaiyaphum,38,3.4,0,0.0,1117026,2005,"Meningitis,uns"
Nakhon Ratchasima,89,3.5,2,0.08,2543054,2005,"Meningitis,uns"
Surin,2,0.15,0,0.0,1373065,2005,"Meningitis,uns"
Zone:14,86,2.09,0,0.0,4120571,2005,"Meningitis,uns"
Amnat Charoen,9,2.44,0,0.0,368153,2005,"Meningitis,uns"
Si Sa Ket,33,2.29,0,0.0,1442190,2005,"Meningitis,uns"
Ubon Ratchathani,43,2.43,0,0.0,1768935,2005,"Meningitis,uns"
Yasothon,1,0.18,0,0.0,541293,2005,"Meningitis,uns"
South Region,166,1.96,1,0.01,8474785,2005,"Meningitis,uns"
Zone:15,21,1.32,0,0.0,1593965,2005,"Meningitis,uns"
Chumphon,1,0.21,0,0.0,473916,2005,"Meningitis,uns"
Ranong,3,1.69,0,0.0,177247,2005,"Meningitis,uns"
Surat Thani,17,1.8,0,0.0,942802,2005,"Meningitis,uns"
Zone:16,43,1.65,0,0.0,2600847,2005,"Meningitis,uns"
Nakhon Si Thammarat,29,1.93,0,0.0,1502382,2005,"Meningitis,uns"
Phatthalung,8,1.6,0,0.0,499399,2005,"Meningitis,uns"
Trang,6,1.0,0,0.0,599066,2005,"Meningitis,uns"
Zone:17,41,4.45,0,0.0,921037,2005,"Meningitis,uns"
