Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,281,0.44,4,0.01,63977185,2011,Cholera
Central Region,37,0.17,1,0.0,21679246,2011,Cholera
Zone:0,9,0.16,1,0.02,5688119,2011,Cholera
Bangkok,9,0.16,1,0.02,5688119,2011,Cholera
Zone:1,0,0.0,0,0.0,3514250,2011,Cholera
Nonthaburi,0,0.0,0,0.0,1112185,2011,Cholera
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,784875,2011,Cholera
Pathum Thani,0,0.0,0,0.0,998271,2011,Cholera
Saraburi,0,0.0,0,0.0,618919,2011,Cholera
Zone:2,1,0.06,0,0.0,1588727,2011,Cholera
Ang Thong,0,0.0,0,0.0,284516,2011,Cholera
Chai Nat,0,0.0,0,0.0,334096,2011,Cholera
Lop Buri,1,0.13,0,0.0,755991,2011,Cholera
Sing Buri,0,0.0,0,0.0,214124,2011,Cholera
Zone:3,0,0.0,0,0.0,3137098,2011,Cholera
Chachoengsao,0,0.0,0,0.0,676652,2011,Cholera
Nakhon Nayok,0,0.0,0,0.0,253283,2011,Cholera
Prachin Buri,0,0.0,0,0.0,468113,2011,Cholera
Sa Kaeo,0,0.0,0,0.0,544848,2011,Cholera
Samut Prakan,0,0.0,0,0.0,1194202,2011,Cholera
Zone:4,1,0.03,0,0.0,3388832,2011,Cholera
Kanchanaburi,0,0.0,0,0.0,839345,2011,Cholera
Nakhon Pathom,1,0.12,0,0.0,863155,2011,Cholera
Ratchaburi,0,0.0,0,0.0,840880,2011,Cholera
Suphan Buri,0,0.0,0,0.0,845452,2011,Cholera
Zone:5,20,1.2,0,0.0,1665473,2011,Cholera
Phetchaburi,0,0.0,0,0.0,465056,2011,Cholera
Prachuap Khiri Khan,14,2.74,0,0.0,510852,2011,Cholera
Samut Sakhon,5,1.01,0,0.0,495493,2011,Cholera
Samut Songkhram,1,0.52,0,0.0,194072,2011,Cholera
Zone:9,6,0.22,0,0.0,2696747,2011,Cholera
Chanthaburi,0,0.0,0,0.0,515736,2011,Cholera
Chon Buri,2,0.15,0,0.0,1327475,2011,Cholera
Rayong,3,0.47,0,0.0,632069,2011,Cholera
Trat,1,0.45,0,0.0,221467,2011,Cholera
South Region,218,2.44,3,0.03,8932459,2011,Cholera
Zone:6,2,0.06,0,0.0,3531913,2011,Cholera
Chumphon,2,0.41,0,0.0,491073,2011,Cholera
Nakhon Si Thammarat,0,0.0,0,0.0,1524317,2011,Cholera
Phatthalung,0,0.0,0,0.0,510299,2011,Cholera
Surat Thani,0,0.0,0,0.0,1006224,2011,Cholera
Zone:7,176,9.53,2,0.11,1846999,2011,Cholera
Krabi,1,0.23,0,0.0,435372,2011,Cholera
Phangnga,0,0.0,0,0.0,254022,2011,Cholera
Phuket,0,0.0,0,0.0,349457,2011,Cholera
Ranong,175,95.39,2,1.09,183464,2011,Cholera
Trang,0,0.0,0,0.0,624684,2011,Cholera
Zone:8,40,1.13,1,0.03,3553547,2011,Cholera
Narathiwat,0,0.0,0,0.0,742268,2011,Cholera
Pattani,39,5.91,1,0.15,659373,2011,Cholera
Satun,0,0.0,0,0.0,299315,2011,Cholera
Songkhla,0,0.0,0,0.0,1362017,2011,Cholera
Yala,1,0.2,0,0.0,490574,2011,Cholera
North-Eastern Region,14,0.06,0,0.0,21579612,2011,Cholera
Zone:10,1,0.03,0,0.0,3588872,2011,Cholera
Bungkan,0,0.0,0,0.0,203818,2011,Cholera
Loei,0,0.0,0,0.0,624493,2011,Cholera
Nong Bua Lam Phu,1,0.2,0,0.0,502710,2011,Cholera
Nong Khai,0,0.0,0,0.0,711404,2011,Cholera
Udon Thani,0,0.0,0,0.0,1546447,2011,Cholera
Zone:11,0,0.0,0,0.0,2167288,2011,Cholera
Mukdahan,0,0.0,0,0.0,340079,2011,Cholera
Nakhon Phanom,0,0.0,0,0.0,704080,2011,Cholera
Sakon Nakhon,0,0.0,0,0.0,1123129,2011,Cholera
Zone:12,4,0.08,0,0.0,4996659,2011,Cholera
Kalasin,0,0.0,0,0.0,982117,2011,Cholera
Khon Kaen,4,0.23,0,0.0,1766834,2011,Cholera
Maha Sarakham,0,0.0,0,0.0,940324,2011,Cholera
Roi Et,0,0.0,0,0.0,1307384,2011,Cholera
Zone:13,0,0.0,0,0.0,4178156,2011,Cholera
Amnat Charoen,0,0.0,0,0.0,372190,2011,Cholera
Si Sa Ket,0,0.0,0,0.0,1452338,2011,Cholera
Ubon Ratchathani,0,0.0,0,0.0,1814573,2011,Cholera
Yasothon,0,0.0,0,0.0,539055,2011,Cholera
Zone:14,9,0.14,0,0.0,6648637,2011,Cholera
Buri Ram,0,0.0,0,0.0,1556426,2011,Cholera
Chaiyaphum,0,0.0,0,0.0,1127423,2011,Cholera
Nakhon Ratchasima,9,0.35,0,0.0,2583707,2011,Cholera
Surin,0,0.0,0,0.0,1381081,2011,Cholera
North Region,12,0.1,0,0.0,11785868,2011,Cholera
Zone:15,0,0.0,0,0.0,3050706,2011,Cholera
Chiang Mai,0,0.0,0,0.0,1643312,2011,Cholera
Lampang,0,0.0,0,0.0,759742,2011,Cholera
Lamphun,0,0.0,0,0.0,404257,2011,Cholera
Mae Hong Son,0,0.0,0,0.0,243395,2011,Cholera
Zone:16,0,0.0,0,0.0,2621067,2011,Cholera
