Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,19910,31.63,31,0.05,62939819,2003,Malaria
North Region,5732,47.29,7,0.06,12120537,2003,Malaria
Zone:1,2286,39.66,1,0.02,5764017,2003,Malaria
Chiang Mai,469,29.32,0,0.0,1599538,2003,Malaria
Chiang Rai,76,6.11,0,0.0,1244564,2003,Malaria
Lampang,47,5.88,0,0.0,798996,2003,Malaria
Lamphun,126,30.87,0,0.0,408122,2003,Malaria
Mae Hong Son,1492,623.93,1,0.42,239128,2003,Malaria
Nan,24,4.95,0,0.0,484961,2003,Malaria
Phayao,9,1.78,0,0.0,505032,2003,Malaria
Phrae,43,8.89,0,0.0,483676,2003,Malaria
Zone:2,3183,90.33,4,0.11,3523807,2003,Malaria
Phetchabun,33,3.15,0,0.0,1046537,2003,Malaria
Phitsanulok,50,5.76,0,0.0,867520,2003,Malaria
Sukhothai,42,6.74,0,0.0,623396,2003,Malaria
Tak,3018,599.95,4,0.8,503042,2003,Malaria
Uttaradit,40,8.28,0,0.0,483312,2003,Malaria
Zone:3,263,9.28,2,0.07,2832713,2003,Malaria
Kamphaeng Phet,110,14.26,1,0.13,771177,2003,Malaria
Nakhon Sawan,55,4.87,1,0.09,1128789,2003,Malaria
Phichit,1,0.17,0,0.0,594918,2003,Malaria
Uthai Thani,97,28.71,0,0.0,337829,2003,Malaria
Central Region,6129,29.57,11,0.05,20726962,2003,Malaria
Zone:0,155,2.67,0,0.0,5813383,2003,Malaria
Bangkok,155,2.67,0,0.0,5813383,2003,Malaria
Zone:4,50,1.87,0,0.0,2679573,2003,Malaria
Ang Thong,7,2.41,0,0.0,290623,2003,Malaria
Nonthaburi,13,1.42,0,0.0,915043,2003,Malaria
P.Nakhon S.Ayutthaya,9,1.2,0,0.0,749751,2003,Malaria
Pathum Thani,21,2.9,0,0.0,724156,2003,Malaria
Zone:5,33,1.68,1,0.05,1964953,2003,Malaria
Chai Nat,4,1.14,0,0.0,349881,2003,Malaria
Lop Buri,13,1.69,1,0.13,768250,2003,Malaria
Saraburi,12,1.92,0,0.0,623783,2003,Malaria
Sing Buri,4,1.79,0,0.0,223039,2003,Malaria
Zone:6,1825,55.22,2,0.06,3304766,2003,Malaria
Kanchanaburi,1327,165.96,1,0.13,799588,2003,Malaria
Nakhon Pathom,36,4.46,0,0.0,807180,2003,Malaria
Ratchaburi,409,49.16,0,0.0,832005,2003,Malaria
Suphan Buri,53,6.12,1,0.12,865993,2003,Malaria
Zone:7,1240,77.4,3,0.19,1602142,2003,Malaria
