Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,1,0.0,0,0.0,64076033,2013,Botulism
Central Region,0,0.0,0,0.0,21734984,2013,Botulism
Zone:0,0,0.0,0,0.0,5674843,2013,Botulism
Bangkok,0,0.0,0,0.0,5674843,2013,Botulism
Zone:1,0,0.0,0,0.0,3541632,2013,Botulism
Nonthaburi,0,0.0,0,0.0,1122627,2013,Botulism
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,787653,2013,Botulism
Pathum Thani,0,0.0,0,0.0,1010898,2013,Botulism
Saraburi,0,0.0,0,0.0,620454,2013,Botulism
Zone:2,0,0.0,0,0.0,1587031,2013,Botulism
Ang Thong,0,0.0,0,0.0,284061,2013,Botulism
Chai Nat,0,0.0,0,0.0,333256,2013,Botulism
Lop Buri,0,0.0,0,0.0,756127,2013,Botulism
Sing Buri,0,0.0,0,0.0,213587,2013,Botulism
Zone:3,0,0.0,0,0.0,3151672,2013,Botulism
Chachoengsao,0,0.0,0,0.0,679370,2013,Botulism
Nakhon Nayok,0,0.0,0,0.0,253831,2013,Botulism
Prachin Buri,0,0.0,0,0.0,469652,2013,Botulism
Sa Kaeo,0,0.0,0,0.0,545596,2013,Botulism
Samut Prakan,0,0.0,0,0.0,1203223,2013,Botulism
Zone:4,0,0.0,0,0.0,3392715,2013,Botulism
Kanchanaburi,0,0.0,0,0.0,838914,2013,Botulism
Nakhon Pathom,0,0.0,0,0.0,866064,2013,Botulism
Ratchaburi,0,0.0,0,0.0,842684,2013,Botulism
Suphan Buri,0,0.0,0,0.0,845053,2013,Botulism
Zone:5,0,0.0,0,0.0,1671831,2013,Botulism
Phetchaburi,0,0.0,0,0.0,466079,2013,Botulism
Prachuap Khiri Khan,0,0.0,0,0.0,512568,2013,Botulism
Samut Sakhon,0,0.0,0,0.0,499098,2013,Botulism
Samut Songkhram,0,0.0,0,0.0,194086,2013,Botulism
Zone:9,0,0.0,0,0.0,2715260,2013,Botulism
Chanthaburi,0,0.0,0,0.0,516855,2013,Botulism
Chon Buri,0,0.0,0,0.0,1338656,2013,Botulism
Rayong,0,0.0,0,0.0,637736,2013,Botulism
Trat,0,0.0,0,0.0,222013,2013,Botulism
South Region,0,0.0,0,0.0,8971855,2013,Botulism
Zone:6,0,0.0,0,0.0,3541380,2013,Botulism
Chumphon,0,0.0,0,0.0,492182,2013,Botulism
Nakhon Si Thammarat,0,0.0,0,0.0,1526071,2013,Botulism
Phatthalung,0,0.0,0,0.0,511063,2013,Botulism
Surat Thani,0,0.0,0,0.0,1012064,2013,Botulism
Zone:7,0,0.0,0,0.0,1857374,2013,Botulism
Krabi,0,0.0,0,0.0,438039,2013,Botulism
Phangnga,0,0.0,0,0.0,254931,2013,Botulism
Phuket,0,0.0,0,0.0,353847,2013,Botulism
Ranong,0,0.0,0,0.0,183849,2013,Botulism
Trang,0,0.0,0,0.0,626708,2013,Botulism
Zone:8,0,0.0,0,0.0,3573101,2013,Botulism
Narathiwat,0,0.0,0,0.0,747372,2013,Botulism
Pattani,0,0.0,0,0.0,663485,2013,Botulism
Satun,0,0.0,0,0.0,301467,2013,Botulism
Songkhla,0,0.0,0,0.0,1367010,2013,Botulism
Yala,0,0.0,0,0.0,493767,2013,Botulism
North-Eastern Region,1,0.0,0,0.0,21585883,2013,Botulism
Zone:10,0,0.0,0,0.0,3593082,2013,Botulism
Bungkan,0,0.0,0,0.0,407634,2013,Botulism
Loei,0,0.0,0,0.0,624920,2013,Botulism
Nong Bua Lam Phu,0,0.0,0,0.0,502551,2013,Botulism
Nong Khai,0,0.0,0,0.0,509870,2013,Botulism
Udon Thani,0,0.0,0,0.0,1548107,2013,Botulism
Zone:11,0,0.0,0,0.0,2168700,2013,Botulism
Mukdahan,0,0.0,0,0.0,340581,2013,Botulism
Nakhon Phanom,0,0.0,0,0.0,704768,2013,Botulism
Sakon Nakhon,0,0.0,0,0.0,1123351,2013,Botulism
Zone:12,0,0.0,0,0.0,4992515,2013,Botulism
Kalasin,0,0.0,0,0.0,981655,2013,Botulism
Khon Kaen,0,0.0,0,0.0,1766066,2013,Botulism
Maha Sarakham,0,0.0,0,0.0,939736,2013,Botulism
Roi Et,0,0.0,0,0.0,1305058,2013,Botulism
Zone:13,0,0.0,0,0.0,4179354,2013,Botulism
Amnat Charoen,0,0.0,0,0.0,372241,2013,Botulism
Si Sa Ket,0,0.0,0,0.0,1452203,2013,Botulism
Ubon Ratchathani,0,0.0,0,0.0,1816057,2013,Botulism
Yasothon,0,0.0,0,0.0,538853,2013,Botulism
Zone:14,1,0.02,0,0.0,6652232,2013,Botulism
Buri Ram,1,0.06,0,0.0,1559085,2013,Botulism
Chaiyaphum,0,0.0,0,0.0,1127423,2013,Botulism
Nakhon Ratchasima,0,0.0,0,0.0,2585325,2013,Botulism
