Areas,Count,Month,Type,Year,Disease
Total,3,Total,Cases,2019,Liverfluke
ZONE:01,2,Total,Cases,2019,Liverfluke
Chiang Mai,0,Total,Cases,2019,Liverfluke
Chiang Rai,0,Total,Cases,2019,Liverfluke
Lampang,0,Total,Cases,2019,Liverfluke
Lamphun,0,Total,Cases,2019,Liverfluke
Mae Hong Son,0,Total,Cases,2019,Liverfluke
Nan,2,Total,Cases,2019,Liverfluke
Phayao,0,Total,Cases,2019,Liverfluke
Phrae,0,Total,Cases,2019,Liverfluke
ZONE:02,0,Total,Cases,2019,Liverfluke
Phetchabun,0,Total,Cases,2019,Liverfluke
Phitsanulok,0,Total,Cases,2019,Liverfluke
Sukhothai,0,Total,Cases,2019,Liverfluke
Tak,0,Total,Cases,2019,Liverfluke
Uttaradit,0,Total,Cases,2019,Liverfluke
ZONE:03,0,Total,Cases,2019,Liverfluke
Chai Nat,0,Total,Cases,2019,Liverfluke
Kamphaeng Phet,0,Total,Cases,2019,Liverfluke
Nakhon Sawan,0,Total,Cases,2019,Liverfluke
Phichit,0,Total,Cases,2019,Liverfluke
Uthai Thani,0,Total,Cases,2019,Liverfluke
ZONE:04,0,Total,Cases,2019,Liverfluke
Ang Thong,0,Total,Cases,2019,Liverfluke
Lop Buri,0,Total,Cases,2019,Liverfluke
Nakhon Nayok,0,Total,Cases,2019,Liverfluke
Nonthaburi,0,Total,Cases,2019,Liverfluke
P.Nakhon S.Ayutthaya,0,Total,Cases,2019,Liverfluke
Pathum Thani,0,Total,Cases,2019,Liverfluke
Saraburi,0,Total,Cases,2019,Liverfluke
Sing Buri,0,Total,Cases,2019,Liverfluke
ZONE:05,0,Total,Cases,2019,Liverfluke
Kanchanaburi,0,Total,Cases,2019,Liverfluke
Nakhon Pathom,0,Total,Cases,2019,Liverfluke
Phetchaburi,0,Total,Cases,2019,Liverfluke
Prachuap Khiri Khan,0,Total,Cases,2019,Liverfluke
Ratchaburi,0,Total,Cases,2019,Liverfluke
Samut Sakhon,0,Total,Cases,2019,Liverfluke
Samut Songkhram,0,Total,Cases,2019,Liverfluke
Suphan Buri,0,Total,Cases,2019,Liverfluke
ZONE:06,1,Total,Cases,2019,Liverfluke
Chachoengsao,0,Total,Cases,2019,Liverfluke
Chanthaburi,0,Total,Cases,2019,Liverfluke
Chon Buri,0,Total,Cases,2019,Liverfluke
Prachin Buri,1,Total,Cases,2019,Liverfluke
Rayong,0,Total,Cases,2019,Liverfluke
Sa Kaeo,0,Total,Cases,2019,Liverfluke
Samut Prakan,0,Total,Cases,2019,Liverfluke
Trat,0,Total,Cases,2019,Liverfluke
ZONE:07,0,Total,Cases,2019,Liverfluke
Kalasin,0,Total,Cases,2019,Liverfluke
Khon Kaen,0,Total,Cases,2019,Liverfluke
