Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,9,0.01,0,0.0,62939819,2003,Diphtheria
North Region,4,0.03,0,0.0,12120537,2003,Diphtheria
Zone:1,1,0.02,0,0.0,5764017,2003,Diphtheria
Chiang Mai,0,0.0,0,0.0,1599538,2003,Diphtheria
Chiang Rai,0,0.0,0,0.0,1244564,2003,Diphtheria
Lampang,1,0.13,0,0.0,798996,2003,Diphtheria
Lamphun,0,0.0,0,0.0,408122,2003,Diphtheria
Mae Hong Son,0,0.0,0,0.0,239128,2003,Diphtheria
Nan,0,0.0,0,0.0,484961,2003,Diphtheria
Phayao,0,0.0,0,0.0,505032,2003,Diphtheria
Phrae,0,0.0,0,0.0,483676,2003,Diphtheria
Zone:2,1,0.03,0,0.0,3523807,2003,Diphtheria
Phetchabun,1,0.1,0,0.0,1046537,2003,Diphtheria
Phitsanulok,0,0.0,0,0.0,867520,2003,Diphtheria
Sukhothai,0,0.0,0,0.0,623396,2003,Diphtheria
Tak,0,0.0,0,0.0,503042,2003,Diphtheria
Uttaradit,0,0.0,0,0.0,483312,2003,Diphtheria
Zone:3,2,0.07,0,0.0,2832713,2003,Diphtheria
Kamphaeng Phet,2,0.26,0,0.0,771177,2003,Diphtheria
Nakhon Sawan,0,0.0,0,0.0,1128789,2003,Diphtheria
Phichit,0,0.0,0,0.0,594918,2003,Diphtheria
Uthai Thani,0,0.0,0,0.0,337829,2003,Diphtheria
Central Region,0,0.0,0,0.0,20726962,2003,Diphtheria
Zone:0,0,0.0,0,0.0,5813383,2003,Diphtheria
Bangkok,0,0.0,0,0.0,5813383,2003,Diphtheria
Zone:4,0,0.0,0,0.0,2679573,2003,Diphtheria
Ang Thong,0,0.0,0,0.0,290623,2003,Diphtheria
Nonthaburi,0,0.0,0,0.0,915043,2003,Diphtheria
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,749751,2003,Diphtheria
Pathum Thani,0,0.0,0,0.0,724156,2003,Diphtheria
Zone:5,0,0.0,0,0.0,1964953,2003,Diphtheria
Chai Nat,0,0.0,0,0.0,349881,2003,Diphtheria
Lop Buri,0,0.0,0,0.0,768250,2003,Diphtheria
Saraburi,0,0.0,0,0.0,623783,2003,Diphtheria
Sing Buri,0,0.0,0,0.0,223039,2003,Diphtheria
Zone:6,0,0.0,0,0.0,3304766,2003,Diphtheria
Kanchanaburi,0,0.0,0,0.0,799588,2003,Diphtheria
Nakhon Pathom,0,0.0,0,0.0,807180,2003,Diphtheria
Ratchaburi,0,0.0,0,0.0,832005,2003,Diphtheria
