Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Nakhon Ratchasima,21,0.81,0,0.0,2576691,2010,Syphilis
Surin,10,0.72,0,0.0,1379794,2010,Syphilis
North Region,418,3.55,0,0.0,11779330,2010,Syphilis
Zone:15,64,2.1,0,0.0,3046660,2010,Syphilis
Chiang Mai,41,2.51,0,0.0,1636514,2010,Syphilis
Lampang,11,1.44,0,0.0,763224,2010,Syphilis
Lamphun,6,1.48,0,0.0,404627,2010,Syphilis
Mae Hong Son,6,2.48,0,0.0,242295,2010,Syphilis
Zone:16,137,5.23,0,0.0,2620701,2010,Syphilis
Chiang Rai,96,8.02,0,0.0,1196576,2010,Syphilis
Nan,17,3.57,0,0.0,475989,2010,Syphilis
Phayao,15,3.08,0,0.0,486713,2010,Syphilis
Phrae,9,1.95,0,0.0,461423,2010,Syphilis
Zone:17,124,3.61,0,0.0,3430959,2010,Syphilis
Phetchabun,28,2.81,0,0.0,995578,2010,Syphilis
Phitsanulok,27,3.19,0,0.0,847627,2010,Syphilis
Sukhothai,19,3.15,0,0.0,602296,2010,Syphilis
Tak,40,7.65,0,0.0,522673,2010,Syphilis
Uttaradit,10,2.16,0,0.0,462785,2010,Syphilis
Zone:18,93,3.47,0,0.0,2681010,2010,Syphilis
Kamphaeng Phet,30,4.13,0,0.0,726970,2010,Syphilis
Nakhon Sawan,54,5.03,0,0.0,1073182,2010,Syphilis
Phichit,3,0.54,0,0.0,552942,2010,Syphilis
Uthai Thani,6,1.83,0,0.0,327916,2010,Syphilis
Total,1521,2.43,0,0.0,62623416,2006,Syphilis
North Region,259,2.18,0,0.0,11887142,2006,Syphilis
Zone:1,146,2.54,0,0.0,5748673,2006,Syphilis
Chiang Mai,27,1.63,0,0.0,1654154,2006,Syphilis
Chiang Rai,45,3.67,0,0.0,1225386,2006,Syphilis
Lampang,48,6.19,0,0.0,775259,2006,Syphilis
Lamphun,6,1.48,0,0.0,405146,2006,Syphilis
Mae Hong Son,0,0.0,0,0.0,254392,2006,Syphilis
Nan,5,1.05,0,0.0,477871,2006,Syphilis
Phayao,13,2.67,0,0.0,486554,2006,Syphilis
Phrae,2,0.43,0,0.0,469911,2006,Syphilis
Zone:2,68,1.97,0,0.0,3448091,2006,Syphilis
Phetchabun,18,1.8,0,0.0,1002388,2006,Syphilis
Phitsanulok,8,0.95,0,0.0,842739,2006,Syphilis
Sukhothai,15,2.46,0,0.0,609591,2006,Syphilis
Tak,10,1.9,0,0.0,524938,2006,Syphilis
Uttaradit,17,3.63,0,0.0,468435,2006,Syphilis
Zone:3,45,1.67,0,0.0,2690378,2006,Syphilis
Kamphaeng Phet,18,2.47,0,0.0,728293,2006,Syphilis
Nakhon Sawan,20,1.86,0,0.0,1076911,2006,Syphilis
Phichit,3,0.54,0,0.0,558314,2006,Syphilis
Uthai Thani,4,1.22,0,0.0,326860,2006,Syphilis
Central Region,676,3.25,0,0.0,20825142,2006,Syphilis
Bangkok,294,5.18,0,0.0,5677455,2006,Syphilis
Zone:4,50,1.75,0,0.0,2858658,2006,Syphilis
Ang Thong,0,0.0,0,0.0,283861,2006,Syphilis
Nonthaburi,6,0.61,0,0.0,985669,2006,Syphilis
P.Nakhon S.Ayutthaya,32,4.26,0,0.0,750757,2006,Syphilis
Pathum Thani,12,1.43,0,0.0,838371,2006,Syphilis
Zone:5,22,1.15,0,0.0,1915186,2006,Syphilis
Chai Nat,8,2.36,0,0.0,339568,2006,Syphilis
Lop Buri,8,1.06,0,0.0,752364,2006,Syphilis
Saraburi,4,0.66,0,0.0,605897,2006,Syphilis
Sing Buri,2,0.92,0,0.0,217357,2006,Syphilis
Zone:6,82,2.47,0,0.0,3315213,2006,Syphilis
Kanchanaburi,11,1.32,0,0.0,830309,2006,Syphilis
Nakhon Pathom,50,6.13,0,0.0,815433,2006,Syphilis
Ratchaburi,6,0.73,0,0.0,826212,2006,Syphilis
Suphan Buri,15,1.78,0,0.0,843259,2006,Syphilis
Zone:7,48,3.0,0,0.0,1598232,2006,Syphilis
Phetchaburi,10,2.2,0,0.0,455332,2006,Syphilis
Prachuap Khiri Khan,5,1.02,0,0.0,490607,2006,Syphilis
Samut Sakhon,25,5.47,0,0.0,457264,2006,Syphilis
Samut Songkhram,8,4.1,0,0.0,195029,2006,Syphilis
Zone:8,32,1.07,0,0.0,2983258,2006,Syphilis
Chachoengsao,8,1.23,0,0.0,650909,2006,Syphilis
Nakhon Nayok,0,0.0,0,0.0,250392,2006,Syphilis
Prachin Buri,14,3.1,0,0.0,451721,2006,Syphilis
Sa Kaeo,1,0.19,0,0.0,537661,2006,Syphilis
Samut Prakan,9,0.82,0,0.0,1092575,2006,Syphilis
Zone:9,148,5.97,0,0.0,2477140,2006,Syphilis
Chanthaburi,5,1.0,0,0.0,500275,2006,Syphilis
Chon Buri,53,4.45,0,0.0,1190861,2006,Syphilis
Rayong,45,7.94,0,0.0,566461,2006,Syphilis
Trat,45,20.5,0,0.0,219543,2006,Syphilis
North-Eastern Region,354,1.66,0,0.0,21352480,2006,Syphilis
Zone:10,40,1.13,0,0.0,3533061,2006,Syphilis
Loei,1,0.16,0,0.0,612863,2006,Syphilis
Nong Bua Lam Phu,7,1.41,0,0.0,496675,2006,Syphilis
Nong Khai,7,0.78,0,0.0,897840,2006,Syphilis
Udon Thani,25,1.64,0,0.0,1525683,2006,Syphilis
Zone:11,15,0.48,0,0.0,3110390,2006,Syphilis
Kalasin,1,0.1,0,0.0,974560,2006,Syphilis
Mukdahan,2,0.6,0,0.0,334781,2006,Syphilis
Nakhon Phanom,2,0.29,0,0.0,694473,2006,Syphilis
Sakon Nakhon,10,0.9,0,0.0,1106576,2006,Syphilis
Zone:12,49,1.23,0,0.0,3996666,2006,Syphilis
Khon Kaen,47,2.69,0,0.0,1749021,2006,Syphilis
Maha Sarakham,1,0.11,0,0.0,937285,2006,Syphilis
Roi Et,1,0.08,0,0.0,1310360,2006,Syphilis
Zone:13,95,1.44,0,0.0,6578271,2006,Syphilis
Buri Ram,8,0.52,0,0.0,1534076,2006,Syphilis
Chaiyaphum,8,0.72,0,0.0,1118040,2006,Syphilis
Nakhon Ratchasima,72,2.82,0,0.0,2551176,2006,Syphilis
Surin,7,0.51,0,0.0,1374979,2006,Syphilis
Zone:14,155,3.75,0,0.0,4134092,2006,Syphilis
Amnat Charoen,5,1.36,0,0.0,368863,2006,Syphilis
Si Sa Ket,80,5.54,0,0.0,1445230,2006,Syphilis
Ubon Ratchathani,63,3.54,0,0.0,1778922,2006,Syphilis
Yasothon,7,1.29,0,0.0,541077,2006,Syphilis
South Region,232,2.71,0,0.0,8558652,2006,Syphilis
Zone:15,102,6.33,0,0.0,1610374,2006,Syphilis
Chumphon,2,0.42,0,0.0,477364,2006,Syphilis
Ranong,24,13.41,0,0.0,178986,2006,Syphilis
Surat Thani,76,7.97,0,0.0,954024,2006,Syphilis
Zone:16,67,2.56,0,0.0,2614100,2006,Syphilis
Nakhon Si Thammarat,29,1.92,0,0.0,1507440,2006,Syphilis
Phatthalung,27,5.38,0,0.0,501912,2006,Syphilis
Trang,11,1.82,0,0.0,604748,2006,Syphilis
Zone:17,17,1.81,0,0.0,939424,2006,Syphilis
Krabi,8,2.0,0,0.0,399514,2006,Syphilis
Phangnga,2,0.82,0,0.0,243419,2006,Syphilis
Phuket,7,2.36,0,0.0,296491,2006,Syphilis
Zone:18,13,0.72,0,0.0,1805088,2006,Syphilis
Narathiwat,7,0.99,0,0.0,703848,2006,Syphilis
Pattani,5,0.79,0,0.0,635053,2006,Syphilis
Yala,1,0.21,0,0.0,466187,2006,Syphilis
Zone:19,33,2.08,0,0.0,1589666,2006,Syphilis
Satun,2,0.72,0,0.0,279705,2006,Syphilis
Songkhla,31,2.37,0,0.0,1309961,2006,Syphilis
Total,2313,3.62,0,0.0,63977185,2011,Syphilis
Central Region,694,3.2,0,0.0,21679246,2011,Syphilis
Zone:0,199,3.5,0,0.0,5688119,2011,Syphilis
Bangkok,199,3.5,0,0.0,5688119,2011,Syphilis
Zone:1,34,0.97,0,0.0,3514250,2011,Syphilis
Nonthaburi,15,1.35,0,0.0,1112185,2011,Syphilis
P.Nakhon S.Ayutthaya,9,1.15,0,0.0,784875,2011,Syphilis
Pathum Thani,9,0.9,0,0.0,998271,2011,Syphilis
Saraburi,1,0.16,0,0.0,618919,2011,Syphilis
Zone:2,42,2.64,0,0.0,1588727,2011,Syphilis
Ang Thong,1,0.35,0,0.0,284516,2011,Syphilis
Chai Nat,9,2.69,0,0.0,334096,2011,Syphilis
Lop Buri,25,3.31,0,0.0,755991,2011,Syphilis
Sing Buri,7,3.27,0,0.0,214124,2011,Syphilis
Zone:3,117,3.73,0,0.0,3137098,2011,Syphilis
Chachoengsao,24,3.55,0,0.0,676652,2011,Syphilis
Nakhon Nayok,19,7.5,0,0.0,253283,2011,Syphilis
Prachin Buri,32,6.84,0,0.0,468113,2011,Syphilis
Sa Kaeo,5,0.92,0,0.0,544848,2011,Syphilis
Samut Prakan,37,3.1,0,0.0,1194202,2011,Syphilis
Zone:4,65,1.92,0,0.0,3388832,2011,Syphilis
Kanchanaburi,5,0.6,0,0.0,839345,2011,Syphilis
Nakhon Pathom,12,1.39,0,0.0,863155,2011,Syphilis
Ratchaburi,31,3.69,0,0.0,840880,2011,Syphilis
Suphan Buri,17,2.01,0,0.0,845452,2011,Syphilis
Zone:5,73,4.38,0,0.0,1665473,2011,Syphilis
Phetchaburi,15,3.23,0,0.0,465056,2011,Syphilis
Prachuap Khiri Khan,21,4.11,0,0.0,510852,2011,Syphilis
Samut Sakhon,35,7.06,0,0.0,495493,2011,Syphilis
Samut Songkhram,2,1.03,0,0.0,194072,2011,Syphilis
Zone:9,164,6.08,0,0.0,2696747,2011,Syphilis
Chanthaburi,18,3.49,0,0.0,515736,2011,Syphilis
Chon Buri,100,7.53,0,0.0,1327475,2011,Syphilis
Rayong,24,3.8,0,0.0,632069,2011,Syphilis
Trat,22,9.93,0,0.0,221467,2011,Syphilis
South Region,591,6.62,0,0.0,8932459,2011,Syphilis
Zone:6,214,6.06,0,0.0,3531913,2011,Syphilis
Chumphon,10,2.04,0,0.0,491073,2011,Syphilis
Nakhon Si Thammarat,30,1.97,0,0.0,1524317,2011,Syphilis
Phatthalung,76,14.89,0,0.0,510299,2011,Syphilis
Surat Thani,98,9.74,0,0.0,1006224,2011,Syphilis
Zone:7,223,12.07,0,0.0,1846999,2011,Syphilis
Krabi,12,2.76,0,0.0,435372,2011,Syphilis
Phangnga,5,1.97,0,0.0,254022,2011,Syphilis
Phuket,158,45.21,0,0.0,349457,2011,Syphilis
Ranong,34,18.53,0,0.0,183464,2011,Syphilis
Trang,14,2.24,0,0.0,624684,2011,Syphilis
Zone:8,154,4.33,0,0.0,3553547,2011,Syphilis
Narathiwat,6,0.81,0,0.0,742268,2011,Syphilis
Pattani,1,0.15,0,0.0,659373,2011,Syphilis
Satun,8,2.67,0,0.0,299315,2011,Syphilis
Songkhla,132,9.69,0,0.0,1362017,2011,Syphilis
Yala,7,1.43,0,0.0,490574,2011,Syphilis
North-Eastern Region,443,2.05,0,0.0,21579612,2011,Syphilis
Zone:10,47,1.31,0,0.0,3588872,2011,Syphilis
Bungkan,9,4.42,0,0.0,203818,2011,Syphilis
Loei,6,0.96,0,0.0,624493,2011,Syphilis
Nong Bua Lam Phu,4,0.8,0,0.0,502710,2011,Syphilis
Nong Khai,9,1.27,0,0.0,711404,2011,Syphilis
Udon Thani,19,1.23,0,0.0,1546447,2011,Syphilis
Zone:11,26,1.2,0,0.0,2167288,2011,Syphilis
Mukdahan,11,3.23,0,0.0,340079,2011,Syphilis
Nakhon Phanom,9,1.28,0,0.0,704080,2011,Syphilis
Sakon Nakhon,6,0.53,0,0.0,1123129,2011,Syphilis
Zone:12,92,1.84,0,0.0,4996659,2011,Syphilis
Kalasin,21,2.14,0,0.0,982117,2011,Syphilis
Khon Kaen,55,3.11,0,0.0,1766834,2011,Syphilis
Maha Sarakham,5,0.53,0,0.0,940324,2011,Syphilis
Roi Et,11,0.84,0,0.0,1307384,2011,Syphilis
Zone:13,181,4.33,0,0.0,4178156,2011,Syphilis
Amnat Charoen,2,0.54,0,0.0,372190,2011,Syphilis
Si Sa Ket,69,4.75,0,0.0,1452338,2011,Syphilis
Ubon Ratchathani,98,5.4,0,0.0,1814573,2011,Syphilis
Yasothon,12,2.23,0,0.0,539055,2011,Syphilis
Zone:14,97,1.46,0,0.0,6648637,2011,Syphilis
Buri Ram,38,2.44,0,0.0,1556426,2011,Syphilis
Chaiyaphum,19,1.69,0,0.0,1127423,2011,Syphilis
Nakhon Ratchasima,33,1.28,0,0.0,2583707,2011,Syphilis
Surin,7,0.51,0,0.0,1381081,2011,Syphilis
North Region,585,4.96,0,0.0,11785868,2011,Syphilis
Zone:15,114,3.74,0,0.0,3050706,2011,Syphilis
Chiang Mai,76,4.62,0,0.0,1643312,2011,Syphilis
Lampang,20,2.63,0,0.0,759742,2011,Syphilis
Lamphun,11,2.72,0,0.0,404257,2011,Syphilis
Mae Hong Son,7,2.88,0,0.0,243395,2011,Syphilis
Zone:16,134,5.11,0,0.0,2621067,2011,Syphilis
Chiang Rai,90,7.51,0,0.0,1198438,2011,Syphilis
Nan,12,2.52,0,0.0,476488,2011,Syphilis
Phayao,26,5.35,0,0.0,486388,2011,Syphilis
Phrae,6,1.31,0,0.0,459753,2011,Syphilis
Zone:17,186,5.41,0,0.0,3435767,2011,Syphilis
Phetchabun,60,6.04,0,0.0,993420,2011,Syphilis
Phitsanulok,30,3.53,0,0.0,850525,2011,Syphilis
Sukhothai,18,2.99,0,0.0,601642,2011,Syphilis
Tak,60,11.36,0,0.0,528351,2011,Syphilis
Uttaradit,18,3.9,0,0.0,461829,2011,Syphilis
Zone:18,151,5.64,0,0.0,2678328,2011,Syphilis
Kamphaeng Phet,58,7.98,0,0.0,726551,2011,Syphilis
Nakhon Sawan,63,5.87,0,0.0,1072591,2011,Syphilis
Phichit,7,1.27,0,0.0,551189,2011,Syphilis
Uthai Thani,23,7.01,0,0.0,327997,2011,Syphilis
Total,26838,40.62,8,0.01,66071545,2024,Syphilis
ZONE:01,1480,25.27,0,0.0,5857413,2024,Syphilis
Chiang Mai,408,22.73,0,0.0,1794774,2024,Syphilis
Chiang Rai,410,31.56,0,0.0,1299306,2024,Syphilis
Lampang,136,19.02,0,0.0,715133,2024,Syphilis
Lamphun,60,15.04,0,0.0,398998,2024,Syphilis
Mae Hong Son,43,14.97,0,0.0,287215,2024,Syphilis
Nan,194,40.96,0,0.0,473630,2024,Syphilis
Phayao,118,25.66,0,0.0,459858,2024,Syphilis
Phrae,111,25.9,0,0.0,428499,2024,Syphilis
ZONE:02,1082,30.72,0,0.0,3522489,2024,Syphilis
Phetchabun,318,32.77,0,0.0,970403,2024,Syphilis
Phitsanulok,343,40.68,0,0.0,843111,2024,Syphilis
Sukhothai,190,32.77,0,0.0,579759,2024,Syphilis
Tak,109,15.84,0,0.0,687927,2024,Syphilis
Uttaradit,122,27.65,0,0.0,441289,2024,Syphilis
ZONE:03,863,29.79,2,0.07,2896463,2024,Syphilis
Chai Nat,82,25.85,0,0.0,317263,2024,Syphilis
Kamphaeng Phet,210,29.71,2,0.28,706861,2024,Syphilis
Nakhon Sawan,271,26.43,0,0.0,1025348,2024,Syphilis
Phichit,208,39.7,0,0.0,523925,2024,Syphilis
Uthai Thani,92,28.48,0,0.0,323066,2024,Syphilis
ZONE:04,2181,40.1,0,0.0,5438863,2024,Syphilis
Ang Thong,94,34.6,0,0.0,271656,2024,Syphilis
Lop Buri,234,31.95,0,0.0,732495,2024,Syphilis
Nakhon Nayok,59,22.67,0,0.0,260261,2024,Syphilis
Nonthaburi,460,35.33,0,0.0,1302004,2024,Syphilis
P.Nakhon S.Ayutthaya,316,38.48,0,0.0,821261,2024,Syphilis
Pathum Thani,636,52.55,0,0.0,1210365,2024,Syphilis
Saraburi,326,51.04,0,0.0,638704,2024,Syphilis
Sing Buri,56,27.71,0,0.0,202117,2024,Syphilis
ZONE:05,1711,32.12,0,0.0,5326695,2024,Syphilis
Kanchanaburi,210,23.47,0,0.0,894781,2024,Syphilis
Nakhon Pathom,332,35.96,0,0.0,923201,2024,Syphilis
Phetchaburi,154,31.86,0,0.0,483305,2024,Syphilis
Prachuap Khiri Khan,226,40.93,0,0.0,552137,2024,Syphilis
Ratchaburi,244,28.2,0,0.0,865276,2024,Syphilis
Samut Sakhon,350,59.25,0,0.0,590730,2024,Syphilis
Samut Songkhram,86,45.57,0,0.0,188723,2024,Syphilis
Suphan Buri,109,13.16,0,0.0,828542,2024,Syphilis
ZONE:06,4990,79.31,4,0.06,6292163,2024,Syphilis
Chachoengsao,349,47.9,1,0.14,728615,2024,Syphilis
Chanthaburi,505,94.17,0,0.0,536290,2024,Syphilis
Chon Buri,1895,117.96,3,0.19,1606412,2024,Syphilis
Prachin Buri,234,46.92,0,0.0,498671,2024,Syphilis
Rayong,729,95.26,0,0.0,765287,2024,Syphilis
Sa Kaeo,409,72.66,0,0.0,562860,2024,Syphilis
Samut Prakan,691,50.56,0,0.0,1366598,2024,Syphilis
Trat,178,78.27,0,0.0,227430,2024,Syphilis
ZONE:07,1700,34.13,0,0.0,4981337,2024,Syphilis
Kalasin,491,50.61,0,0.0,970084,2024,Syphilis
Khon Kaen,486,27.27,0,0.0,1782008,2024,Syphilis
Maha Sarakham,170,18.06,0,0.0,941261,2024,Syphilis
Roi Et,553,42.94,0,0.0,1287984,2024,Syphilis
ZONE:08,1644,29.89,0,0.0,5500012,2024,Syphilis
Bungkan,62,14.72,0,0.0,421086,2024,Syphilis
Loei,150,23.58,0,0.0,636242,2024,Syphilis
Nakhon Phanom,183,25.58,0,0.0,715466,2024,Syphilis
Nong Bua Lam Phu,98,19.31,0,0.0,507599,2024,Syphilis
Nong Khai,164,31.85,0,0.0,514909,2024,Syphilis
Sakon Nakhon,186,16.26,0,0.0,1143922,2024,Syphilis
Udon Thani,801,51.32,0,0.0,1560788,2024,Syphilis
ZONE:09,2817,42.11,0,0.0,6689028,2024,Syphilis
Buri Ram,839,53.27,0,0.0,1575073,2024,Syphilis
Chaiyaphum,299,26.8,0,0.0,1115652,2024,Syphilis
Nakhon Ratchasima,1047,39.84,0,0.0,2627927,2024,Syphilis
Surin,632,46.12,0,0.0,1370376,2024,Syphilis
ZONE:10,1358,29.66,0,0.0,4578831,2024,Syphilis
Amnat Charoen,74,19.75,0,0.0,374760,2024,Syphilis
Mukdahan,98,27.87,0,0.0,351592,2024,Syphilis
Si Sa Ket,383,26.37,0,0.0,1452532,2024,Syphilis
Ubon Ratchathani,698,37.33,0,0.0,1869708,2024,Syphilis
Yasothon,105,19.8,0,0.0,530239,2024,Syphilis
ZONE:11,1992,44.37,2,0.04,4489783,2024,Syphilis
Chumphon,82,16.11,0,0.0,509122,2024,Syphilis
Krabi,118,24.53,0,0.0,481089,2024,Syphilis
Nakhon Si Thammarat,342,22.16,0,0.0,1543051,2024,Syphilis
Phangnga,43,16.09,0,0.0,267250,2024,Syphilis
Phuket,680,161.62,0,0.0,420746,2024,Syphilis
Ranong,72,37.15,0,0.0,193799,2024,Syphilis
Surat Thani,655,60.95,2,0.19,1074726,2024,Syphilis
ZONE:12,1000,19.94,0,0.0,5015209,2024,Syphilis
Narathiwat,16,1.96,0,0.0,816642,2024,Syphilis
Pattani,39,5.31,0,0.0,735017,2024,Syphilis
Phatthalung,187,35.89,0,0.0,521109,2024,Syphilis
Satun,72,22.13,0,0.0,325387,2024,Syphilis
Songkhla,488,34.09,0,0.0,1431512,2024,Syphilis
Trang,120,18.82,0,0.0,637612,2024,Syphilis
Yala,78,14.24,0,0.0,547930,2024,Syphilis
ZONE:13,4020,73.31,0,0.0,5483259,2024,Syphilis
Bangkok,4020,73.31,0,0.0,5483259,2024,Syphilis
Total,3073,4.73,0,0.0,64955313,2014,Syphilis
ZONE:00,244,4.29,0,0.0,5689268,2014,Syphilis
Bangkok,244,4.29,0,0.0,5689268,2014,Syphilis
ZONE:01,378,6.63,0,0.0,5704200,2014,Syphilis
Chiang Mai,161,9.63,0,0.0,1672586,2014,Syphilis
Chiang Rai,131,10.86,0,0.0,1206180,2014,Syphilis
Lampang,11,1.46,0,0.0,753937,2014,Syphilis
Lamphun,15,3.7,0,0.0,405368,2014,Syphilis
Mae Hong Son,6,2.43,0,0.0,247364,2014,Syphilis
Nan,9,1.88,0,0.0,478088,2014,Syphilis
Phayao,31,6.38,0,0.0,485599,2014,Syphilis
Phrae,14,3.08,0,0.0,455078,2014,Syphilis
ZONE:02,382,11.07,0,0.0,3452021,2014,Syphilis
Phetchabun,63,6.33,0,0.0,995102,2014,Syphilis
Phitsanulok,79,9.21,0,0.0,857682,2014,Syphilis
Sukhothai,13,2.16,0,0.0,602586,2014,Syphilis
Tak,214,39.93,0,0.0,535953,2014,Syphilis
Uttaradit,13,2.82,0,0.0,460698,2014,Syphilis
ZONE:03,154,5.11,0,0.0,3012608,2014,Syphilis
Chai Nat,7,2.11,0,0.0,332526,2014,Syphilis
Kamphaeng Phet,56,7.68,0,0.0,729076,2014,Syphilis
Nakhon Sawan,63,5.87,0,0.0,1072949,2014,Syphilis
Phichit,19,3.47,0,0.0,548199,2014,Syphilis
Uthai Thani,9,2.73,0,0.0,329858,2014,Syphilis
ZONE:04,177,3.42,0,0.0,5171756,2014,Syphilis
Ang Thong,4,1.41,0,0.0,283650,2014,Syphilis
Lop Buri,34,4.48,0,0.0,758188,2014,Syphilis
Nakhon Nayok,2,0.78,0,0.0,256693,2014,Syphilis
Nonthaburi,42,3.6,0,0.0,1165070,2014,Syphilis
P.Nakhon S.Ayutthaya,23,2.87,0,0.0,800785,2014,Syphilis
Pathum Thani,52,4.89,0,0.0,1063608,2014,Syphilis
Saraburi,5,0.79,0,0.0,631338,2014,Syphilis
Sing Buri,15,7.06,0,0.0,212424,2014,Syphilis
ZONE:05,116,2.25,0,0.0,5147569,2014,Syphilis
Kanchanaburi,36,4.26,0,0.0,845540,2014,Syphilis
Nakhon Pathom,3,0.34,0,0.0,886627,2014,Syphilis
Phetchaburi,30,6.35,0,0.0,472640,2014,Syphilis
Prachuap Khiri Khan,12,2.3,0,0.0,522689,2014,Syphilis
Ratchaburi,13,1.53,0,0.0,851689,2014,Syphilis
Samut Sakhon,6,1.14,0,0.0,525672,2014,Syphilis
Samut Songkhram,0,0.0,0,0.0,194153,2014,Syphilis
Suphan Buri,16,1.89,0,0.0,848559,2014,Syphilis
ZONE:06,474,8.18,0,0.0,5797595,2014,Syphilis
Chachoengsao,41,5.92,0,0.0,692852,2014,Syphilis
Chanthaburi,33,6.28,0,0.0,525805,2014,Syphilis
Chon Buri,60,4.27,0,0.0,1405889,2014,Syphilis
Prachin Buri,60,12.56,0,0.0,477741,2014,Syphilis
Rayong,130,19.47,0,0.0,667806,2014,Syphilis
