Areas,Count,Month,Type,Year,Disease
Total,63,Total,Cases,2021,Zika
ZONE:01,1,Total,Cases,2021,Zika
Chiang Mai,0,Total,Cases,2021,Zika
Chiang Rai,0,Total,Cases,2021,Zika
Lampang,0,Total,Cases,2021,Zika
Lamphun,0,Total,Cases,2021,Zika
Mae Hong Son,0,Total,Cases,2021,Zika
Nan,1,Total,Cases,2021,Zika
Phayao,0,Total,Cases,2021,Zika
Phrae,0,Total,Cases,2021,Zika
ZONE:02,14,Total,Cases,2021,Zika
Phetchabun,0,Total,Cases,2021,Zika
Phitsanulok,4,Total,Cases,2021,Zika
Sukhothai,0,Total,Cases,2021,Zika
Tak,0,Total,Cases,2021,Zika
Uttaradit,10,Total,Cases,2021,Zika
ZONE:03,1,Total,Cases,2021,Zika
Chai Nat,0,Total,Cases,2021,Zika
Kamphaeng Phet,0,Total,Cases,2021,Zika
Nakhon Sawan,1,Total,Cases,2021,Zika
Phichit,0,Total,Cases,2021,Zika
Uthai Thani,0,Total,Cases,2021,Zika
ZONE:04,0,Total,Cases,2021,Zika
Ang Thong,0,Total,Cases,2021,Zika
Lop Buri,0,Total,Cases,2021,Zika
Nakhon Nayok,0,Total,Cases,2021,Zika
Nonthaburi,0,Total,Cases,2021,Zika
P.Nakhon S.Ayutthaya,0,Total,Cases,2021,Zika
Pathum Thani,0,Total,Cases,2021,Zika
Saraburi,0,Total,Cases,2021,Zika
Sing Buri,0,Total,Cases,2021,Zika
ZONE:05,0,Total,Cases,2021,Zika
Kanchanaburi,0,Total,Cases,2021,Zika
Nakhon Pathom,0,Total,Cases,2021,Zika
Phetchaburi,0,Total,Cases,2021,Zika
Prachuap Khiri Khan,0,Total,Cases,2021,Zika
Ratchaburi,0,Total,Cases,2021,Zika
Samut Sakhon,0,Total,Cases,2021,Zika
Samut Songkhram,0,Total,Cases,2021,Zika
Suphan Buri,0,Total,Cases,2021,Zika
ZONE:06,7,Total,Cases,2021,Zika
