Areas,Count,Month,Type,Year,Disease
Total,66826,Total,Cases,2005,Chickenpox
North Region,14790,Total,Cases,2005,Chickenpox
Zone: 1,7482,Total,Cases,2005,Chickenpox
Chiang Mai,1722,Total,Cases,2005,Chickenpox
Chiang Rai,1448,Total,Cases,2005,Chickenpox
Lampang,862,Total,Cases,2005,Chickenpox
Lamphun,789,Total,Cases,2005,Chickenpox
Mae Hong Son,300,Total,Cases,2005,Chickenpox
Nan,1183,Total,Cases,2005,Chickenpox
Phayao,819,Total,Cases,2005,Chickenpox
Phrae,359,Total,Cases,2005,Chickenpox
Zone: 2,3697,Total,Cases,2005,Chickenpox
Phetchabun,1295,Total,Cases,2005,Chickenpox
Phitsanulok,605,Total,Cases,2005,Chickenpox
Sukhothai,775,Total,Cases,2005,Chickenpox
Tak,496,Total,Cases,2005,Chickenpox
Uttaradit,526,Total,Cases,2005,Chickenpox
Zone: 3,3611,Total,Cases,2005,Chickenpox
Kamphaeng Phet,789,Total,Cases,2005,Chickenpox
Nakhon Sawan,1200,Total,Cases,2005,Chickenpox
Phichit,706,Total,Cases,2005,Chickenpox
Uthai Thani,916,Total,Cases,2005,Chickenpox
Central Region,17398,Total,Cases,2005,Chickenpox
Bangkok,2586,Total,Cases,2005,Chickenpox
Zone: 4,1341,Total,Cases,2005,Chickenpox
Ang Thong,232,Total,Cases,2005,Chickenpox
Nonthaburi,394,Total,Cases,2005,Chickenpox
P.Nakhon S.Ayutthaya,531,Total,Cases,2005,Chickenpox
Pathum Thani,184,Total,Cases,2005,Chickenpox
Zone: 5,1847,Total,Cases,2005,Chickenpox
Chai Nat,345,Total,Cases,2005,Chickenpox
Lop Buri,850,Total,Cases,2005,Chickenpox
Saraburi,504,Total,Cases,2005,Chickenpox
Sing Buri,148,Total,Cases,2005,Chickenpox
Zone: 6,3383,Total,Cases,2005,Chickenpox
Kanchanaburi,912,Total,Cases,2005,Chickenpox
Nakhon Pathom,1152,Total,Cases,2005,Chickenpox
Ratchaburi,715,Total,Cases,2005,Chickenpox
Suphan Buri,604,Total,Cases,2005,Chickenpox
Zone: 7,1526,Total,Cases,2005,Chickenpox
Phetchaburi,451,Total,Cases,2005,Chickenpox
Prachuap Khiri Khan,462,Total,Cases,2005,Chickenpox
Samut Sakhon,290,Total,Cases,2005,Chickenpox
Samut Songkhram,323,Total,Cases,2005,Chickenpox
Zone: 8,3075,Total,Cases,2005,Chickenpox
Chachoengsao,874,Total,Cases,2005,Chickenpox
Nakhon Nayok,205,Total,Cases,2005,Chickenpox
Prachin Buri,595,Total,Cases,2005,Chickenpox
Sa Kaeo,586,Total,Cases,2005,Chickenpox
Samut Prakan,815,Total,Cases,2005,Chickenpox
Zone: 9,3640,Total,Cases,2005,Chickenpox
Chanthaburi,629,Total,Cases,2005,Chickenpox
Chon Buri,864,Total,Cases,2005,Chickenpox
Rayong,1732,Total,Cases,2005,Chickenpox
Trat,415,Total,Cases,2005,Chickenpox
North-Eastern Region,26557,Total,Cases,2005,Chickenpox
Zone: 10,4292,Total,Cases,2005,Chickenpox
Loei,700,Total,Cases,2005,Chickenpox
Nong Bua Lam Phu,615,Total,Cases,2005,Chickenpox
Nong Khai,976,Total,Cases,2005,Chickenpox
Udon Thani,2001,Total,Cases,2005,Chickenpox
Zone: 11,3439,Total,Cases,2005,Chickenpox
