Areas,Count,Month,Type,Year,Disease
Total,889,Total,Cases,2020,Encephalitis Total
ZONE:01,157,Total,Cases,2020,Encephalitis Total
Chiang Mai,73,Total,Cases,2020,Encephalitis Total
Chiang Rai,65,Total,Cases,2020,Encephalitis Total
Lampang,4,Total,Cases,2020,Encephalitis Total
Lamphun,0,Total,Cases,2020,Encephalitis Total
Mae Hong Son,6,Total,Cases,2020,Encephalitis Total
Nan,6,Total,Cases,2020,Encephalitis Total
Phayao,3,Total,Cases,2020,Encephalitis Total
Phrae,0,Total,Cases,2020,Encephalitis Total
ZONE:02,44,Total,Cases,2020,Encephalitis Total
Phetchabun,32,Total,Cases,2020,Encephalitis Total
Phitsanulok,4,Total,Cases,2020,Encephalitis Total
Sukhothai,0,Total,Cases,2020,Encephalitis Total
Tak,8,Total,Cases,2020,Encephalitis Total
Uttaradit,0,Total,Cases,2020,Encephalitis Total
ZONE:03,46,Total,Cases,2020,Encephalitis Total
Chai Nat,1,Total,Cases,2020,Encephalitis Total
Kamphaeng Phet,41,Total,Cases,2020,Encephalitis Total
Nakhon Sawan,2,Total,Cases,2020,Encephalitis Total
Phichit,1,Total,Cases,2020,Encephalitis Total
Uthai Thani,1,Total,Cases,2020,Encephalitis Total
ZONE:04,13,Total,Cases,2020,Encephalitis Total
Ang Thong,0,Total,Cases,2020,Encephalitis Total
Lop Buri,2,Total,Cases,2020,Encephalitis Total
Nakhon Nayok,0,Total,Cases,2020,Encephalitis Total
Nonthaburi,5,Total,Cases,2020,Encephalitis Total
P.Nakhon S.Ayutthaya,0,Total,Cases,2020,Encephalitis Total
Pathum Thani,1,Total,Cases,2020,Encephalitis Total
Saraburi,2,Total,Cases,2020,Encephalitis Total
Sing Buri,3,Total,Cases,2020,Encephalitis Total
ZONE:05,55,Total,Cases,2020,Encephalitis Total
Kanchanaburi,16,Total,Cases,2020,Encephalitis Total
Nakhon Pathom,0,Total,Cases,2020,Encephalitis Total
Phetchaburi,2,Total,Cases,2020,Encephalitis Total
Prachuap Khiri Khan,4,Total,Cases,2020,Encephalitis Total
Ratchaburi,13,Total,Cases,2020,Encephalitis Total
Samut Sakhon,0,Total,Cases,2020,Encephalitis Total
Samut Songkhram,0,Total,Cases,2020,Encephalitis Total
Suphan Buri,20,Total,Cases,2020,Encephalitis Total
ZONE:06,61,Total,Cases,2020,Encephalitis Total
Chachoengsao,15,Total,Cases,2020,Encephalitis Total
Chanthaburi,12,Total,Cases,2020,Encephalitis Total
Chon Buri,3,Total,Cases,2020,Encephalitis Total
Prachin Buri,5,Total,Cases,2020,Encephalitis Total
Rayong,4,Total,Cases,2020,Encephalitis Total
Sa Kaeo,6,Total,Cases,2020,Encephalitis Total
Samut Prakan,12,Total,Cases,2020,Encephalitis Total
Trat,4,Total,Cases,2020,Encephalitis Total
ZONE:07,34,Total,Cases,2020,Encephalitis Total
Kalasin,2,Total,Cases,2020,Encephalitis Total
Khon Kaen,19,Total,Cases,2020,Encephalitis Total
Maha Sarakham,13,Total,Cases,2020,Encephalitis Total
Roi Et,0,Total,Cases,2020,Encephalitis Total
ZONE:08,79,Total,Cases,2020,Encephalitis Total
Bungkan,8,Total,Cases,2020,Encephalitis Total
Loei,9,Total,Cases,2020,Encephalitis Total
Nakhon Phanom,9,Total,Cases,2020,Encephalitis Total
Nong Bua Lam Phu,3,Total,Cases,2020,Encephalitis Total
Nong Khai,36,Total,Cases,2020,Encephalitis Total
Sakon Nakhon,1,Total,Cases,2020,Encephalitis Total
Udon Thani,13,Total,Cases,2020,Encephalitis Total
ZONE:09,51,Total,Cases,2020,Encephalitis Total
Buri Ram,21,Total,Cases,2020,Encephalitis Total
Chaiyaphum,19,Total,Cases,2020,Encephalitis Total
Nakhon Ratchasima,9,Total,Cases,2020,Encephalitis Total
Surin,2,Total,Cases,2020,Encephalitis Total
ZONE:10,184,Total,Cases,2020,Encephalitis Total
Amnat Charoen,1,Total,Cases,2020,Encephalitis Total
Mukdahan,1,Total,Cases,2020,Encephalitis Total
Si Sa Ket,44,Total,Cases,2020,Encephalitis Total
Ubon Ratchathani,132,Total,Cases,2020,Encephalitis Total
Yasothon,6,Total,Cases,2020,Encephalitis Total
ZONE:11,94,Total,Cases,2020,Encephalitis Total
Chumphon,3,Total,Cases,2020,Encephalitis Total
Krabi,6,Total,Cases,2020,Encephalitis Total
Nakhon Si Thammarat,6,Total,Cases,2020,Encephalitis Total
Phangnga,0,Total,Cases,2020,Encephalitis Total
Phuket,3,Total,Cases,2020,Encephalitis Total
Ranong,1,Total,Cases,2020,Encephalitis Total
Surat Thani,75,Total,Cases,2020,Encephalitis Total
ZONE:12,21,Total,Cases,2020,Encephalitis Total
Narathiwat,0,Total,Cases,2020,Encephalitis Total
Pattani,0,Total,Cases,2020,Encephalitis Total
Phatthalung,1,Total,Cases,2020,Encephalitis Total
Satun,2,Total,Cases,2020,Encephalitis Total
Songkhla,13,Total,Cases,2020,Encephalitis Total
Trang,1,Total,Cases,2020,Encephalitis Total
Yala,4,Total,Cases,2020,Encephalitis Total
ZONE:13,50,Total,Cases,2020,Encephalitis Total
Bangkok,50,Total,Cases,2020,Encephalitis Total
Total,9,Total,Deaths,2020,Encephalitis Total
ZONE:01,2,Total,Deaths,2020,Encephalitis Total
Chiang Mai,0,Total,Deaths,2020,Encephalitis Total
Chiang Rai,2,Total,Deaths,2020,Encephalitis Total
Lampang,0,Total,Deaths,2020,Encephalitis Total
Lamphun,0,Total,Deaths,2020,Encephalitis Total
Mae Hong Son,0,Total,Deaths,2020,Encephalitis Total
Nan,0,Total,Deaths,2020,Encephalitis Total
Phayao,0,Total,Deaths,2020,Encephalitis Total
Phrae,0,Total,Deaths,2020,Encephalitis Total
ZONE:02,0,Total,Deaths,2020,Encephalitis Total
Phetchabun,0,Total,Deaths,2020,Encephalitis Total
Phitsanulok,0,Total,Deaths,2020,Encephalitis Total
Sukhothai,0,Total,Deaths,2020,Encephalitis Total
Tak,0,Total,Deaths,2020,Encephalitis Total
Uttaradit,0,Total,Deaths,2020,Encephalitis Total
ZONE:03,0,Total,Deaths,2020,Encephalitis Total
Chai Nat,0,Total,Deaths,2020,Encephalitis Total
Kamphaeng Phet,0,Total,Deaths,2020,Encephalitis Total
