Areas,Count,Month,Type,Year,Disease
Total,15885,Total,Cases,2010,Mumps
Central Region,2864,Total,Cases,2010,Mumps
Zone:0,199,Total,Cases,2010,Mumps
Bangkok,199,Total,Cases,2010,Mumps
Zone:1,542,Total,Cases,2010,Mumps
Nonthaburi,49,Total,Cases,2010,Mumps
P.Nakhon S.Ayutthaya,215,Total,Cases,2010,Mumps
Pathum Thani,124,Total,Cases,2010,Mumps
Saraburi,154,Total,Cases,2010,Mumps
Zone:2,134,Total,Cases,2010,Mumps
Ang Thong,27,Total,Cases,2010,Mumps
Chai Nat,23,Total,Cases,2010,Mumps
Lop Buri,76,Total,Cases,2010,Mumps
Sing Buri,8,Total,Cases,2010,Mumps
Zone:3,753,Total,Cases,2010,Mumps
Chachoengsao,176,Total,Cases,2010,Mumps
Nakhon Nayok,15,Total,Cases,2010,Mumps
Prachin Buri,258,Total,Cases,2010,Mumps
Sa Kaeo,114,Total,Cases,2010,Mumps
Samut Prakan,190,Total,Cases,2010,Mumps
Zone:4,322,Total,Cases,2010,Mumps
Kanchanaburi,44,Total,Cases,2010,Mumps
Nakhon Pathom,135,Total,Cases,2010,Mumps
Ratchaburi,40,Total,Cases,2010,Mumps
Suphan Buri,103,Total,Cases,2010,Mumps
Zone:5,198,Total,Cases,2010,Mumps
Phetchaburi,50,Total,Cases,2010,Mumps
Prachuap Khiri Khan,96,Total,Cases,2010,Mumps
Samut Sakhon,42,Total,Cases,2010,Mumps
Samut Songkhram,10,Total,Cases,2010,Mumps
Zone:9,716,Total,Cases,2010,Mumps
Chanthaburi,98,Total,Cases,2010,Mumps
Chon Buri,294,Total,Cases,2010,Mumps
Rayong,283,Total,Cases,2010,Mumps
Trat,41,Total,Cases,2010,Mumps
South Region,1935,Total,Cases,2010,Mumps
Zone:6,771,Total,Cases,2010,Mumps
Chumphon,160,Total,Cases,2010,Mumps
Nakhon Si Thammarat,154,Total,Cases,2010,Mumps
Phatthalung,140,Total,Cases,2010,Mumps
Surat Thani,317,Total,Cases,2010,Mumps
Zone:7,438,Total,Cases,2010,Mumps
Krabi,65,Total,Cases,2010,Mumps
Phangnga,57,Total,Cases,2010,Mumps
Phuket,131,Total,Cases,2010,Mumps
