Areas,Count,Month,Type,Year,Disease
Total,0,Total,Cases,2021,Diphtheria
ZONE:01,0,Total,Cases,2021,Diphtheria
Chiang Mai,0,Total,Cases,2021,Diphtheria
Chiang Rai,0,Total,Cases,2021,Diphtheria
Lampang,0,Total,Cases,2021,Diphtheria
Lamphun,0,Total,Cases,2021,Diphtheria
Mae Hong Son,0,Total,Cases,2021,Diphtheria
Nan,0,Total,Cases,2021,Diphtheria
Phayao,0,Total,Cases,2021,Diphtheria
Phrae,0,Total,Cases,2021,Diphtheria
ZONE:02,0,Total,Cases,2021,Diphtheria
Phetchabun,0,Total,Cases,2021,Diphtheria
Phitsanulok,0,Total,Cases,2021,Diphtheria
Sukhothai,0,Total,Cases,2021,Diphtheria
Tak,0,Total,Cases,2021,Diphtheria
Uttaradit,0,Total,Cases,2021,Diphtheria
ZONE:03,0,Total,Cases,2021,Diphtheria
Chai Nat,0,Total,Cases,2021,Diphtheria
Kamphaeng Phet,0,Total,Cases,2021,Diphtheria
Nakhon Sawan,0,Total,Cases,2021,Diphtheria
Phichit,0,Total,Cases,2021,Diphtheria
Uthai Thani,0,Total,Cases,2021,Diphtheria
ZONE:04,0,Total,Cases,2021,Diphtheria
Ang Thong,0,Total,Cases,2021,Diphtheria
Lop Buri,0,Total,Cases,2021,Diphtheria
Nakhon Nayok,0,Total,Cases,2021,Diphtheria
Nonthaburi,0,Total,Cases,2021,Diphtheria
P.Nakhon S.Ayutthaya,0,Total,Cases,2021,Diphtheria
Pathum Thani,0,Total,Cases,2021,Diphtheria
Saraburi,0,Total,Cases,2021,Diphtheria
Sing Buri,0,Total,Cases,2021,Diphtheria
ZONE:05,0,Total,Cases,2021,Diphtheria
Kanchanaburi,0,Total,Cases,2021,Diphtheria
Nakhon Pathom,0,Total,Cases,2021,Diphtheria
Phetchaburi,0,Total,Cases,2021,Diphtheria
Prachuap Khiri Khan,0,Total,Cases,2021,Diphtheria
Ratchaburi,0,Total,Cases,2021,Diphtheria
Samut Sakhon,0,Total,Cases,2021,Diphtheria
Samut Songkhram,0,Total,Cases,2021,Diphtheria
Suphan Buri,0,Total,Cases,2021,Diphtheria
ZONE:06,0,Total,Cases,2021,Diphtheria
Chachoengsao,0,Total,Cases,2021,Diphtheria
Chanthaburi,0,Total,Cases,2021,Diphtheria
Chon Buri,0,Total,Cases,2021,Diphtheria
Prachin Buri,0,Total,Cases,2021,Diphtheria
Rayong,0,Total,Cases,2021,Diphtheria
Sa Kaeo,0,Total,Cases,2021,Diphtheria
Samut Prakan,0,Total,Cases,2021,Diphtheria
Trat,0,Total,Cases,2021,Diphtheria
ZONE:07,0,Total,Cases,2021,Diphtheria
Kalasin,0,Total,Cases,2021,Diphtheria
Khon Kaen,0,Total,Cases,2021,Diphtheria
Maha Sarakham,0,Total,Cases,2021,Diphtheria
Roi Et,0,Total,Cases,2021,Diphtheria
ZONE:08,0,Total,Cases,2021,Diphtheria
Bungkan,0,Total,Cases,2021,Diphtheria
Loei,0,Total,Cases,2021,Diphtheria
Nakhon Phanom,0,Total,Cases,2021,Diphtheria
Nong Bua Lam Phu,0,Total,Cases,2021,Diphtheria
Nong Khai,0,Total,Cases,2021,Diphtheria
Sakon Nakhon,0,Total,Cases,2021,Diphtheria
Udon Thani,0,Total,Cases,2021,Diphtheria
ZONE:09,0,Total,Cases,2021,Diphtheria
Buri Ram,0,Total,Cases,2021,Diphtheria
Chaiyaphum,0,Total,Cases,2021,Diphtheria
Nakhon Ratchasima,0,Total,Cases,2021,Diphtheria
Surin,0,Total,Cases,2021,Diphtheria
ZONE:10,0,Total,Cases,2021,Diphtheria
Amnat Charoen,0,Total,Cases,2021,Diphtheria
Mukdahan,0,Total,Cases,2021,Diphtheria
Si Sa Ket,0,Total,Cases,2021,Diphtheria
Ubon Ratchathani,0,Total,Cases,2021,Diphtheria
Yasothon,0,Total,Cases,2021,Diphtheria
ZONE:11,0,Total,Cases,2021,Diphtheria
Chumphon,0,Total,Cases,2021,Diphtheria
Krabi,0,Total,Cases,2021,Diphtheria
Nakhon Si Thammarat,0,Total,Cases,2021,Diphtheria
Phangnga,0,Total,Cases,2021,Diphtheria
Phuket,0,Total,Cases,2021,Diphtheria
Ranong,0,Total,Cases,2021,Diphtheria
Surat Thani,0,Total,Cases,2021,Diphtheria
ZONE:12,0,Total,Cases,2021,Diphtheria
Narathiwat,0,Total,Cases,2021,Diphtheria
Pattani,0,Total,Cases,2021,Diphtheria
Phatthalung,0,Total,Cases,2021,Diphtheria
Satun,0,Total,Cases,2021,Diphtheria
Songkhla,0,Total,Cases,2021,Diphtheria
Trang,0,Total,Cases,2021,Diphtheria
Yala,0,Total,Cases,2021,Diphtheria
ZONE:13,0,Total,Cases,2021,Diphtheria
Bangkok,0,Total,Cases,2021,Diphtheria
Total,0,Total,Deaths,2021,Diphtheria
ZONE:01,0,Total,Deaths,2021,Diphtheria
Chiang Mai,0,Total,Deaths,2021,Diphtheria
Chiang Rai,0,Total,Deaths,2021,Diphtheria
Lampang,0,Total,Deaths,2021,Diphtheria
Lamphun,0,Total,Deaths,2021,Diphtheria
Mae Hong Son,0,Total,Deaths,2021,Diphtheria
Nan,0,Total,Deaths,2021,Diphtheria
Phayao,0,Total,Deaths,2021,Diphtheria
Phrae,0,Total,Deaths,2021,Diphtheria
ZONE:02,0,Total,Deaths,2021,Diphtheria
Phetchabun,0,Total,Deaths,2021,Diphtheria
Phitsanulok,0,Total,Deaths,2021,Diphtheria
Sukhothai,0,Total,Deaths,2021,Diphtheria
Tak,0,Total,Deaths,2021,Diphtheria
Uttaradit,0,Total,Deaths,2021,Diphtheria
ZONE:03,0,Total,Deaths,2021,Diphtheria
Chai Nat,0,Total,Deaths,2021,Diphtheria
Kamphaeng Phet,0,Total,Deaths,2021,Diphtheria
Nakhon Sawan,0,Total,Deaths,2021,Diphtheria
Phichit,0,Total,Deaths,2021,Diphtheria
Uthai Thani,0,Total,Deaths,2021,Diphtheria
ZONE:04,0,Total,Deaths,2021,Diphtheria
Ang Thong,0,Total,Deaths,2021,Diphtheria
Lop Buri,0,Total,Deaths,2021,Diphtheria
Nakhon Nayok,0,Total,Deaths,2021,Diphtheria
Nonthaburi,0,Total,Deaths,2021,Diphtheria
P.Nakhon S.Ayutthaya,0,Total,Deaths,2021,Diphtheria
Pathum Thani,0,Total,Deaths,2021,Diphtheria
Saraburi,0,Total,Deaths,2021,Diphtheria
Sing Buri,0,Total,Deaths,2021,Diphtheria
ZONE:05,0,Total,Deaths,2021,Diphtheria
Kanchanaburi,0,Total,Deaths,2021,Diphtheria
Nakhon Pathom,0,Total,Deaths,2021,Diphtheria
Phetchaburi,0,Total,Deaths,2021,Diphtheria
Prachuap Khiri Khan,0,Total,Deaths,2021,Diphtheria
Ratchaburi,0,Total,Deaths,2021,Diphtheria
Samut Sakhon,0,Total,Deaths,2021,Diphtheria
