Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,645,1.01,18,0.03,64075986,2012,Encephalitis Total
Central Region,127,0.58,8,0.04,21734984,2012,Encephalitis Total
Zone:0,10,0.18,2,0.04,5674843,2012,Encephalitis Total
Bangkok,10,0.18,2,0.04,5674843,2012,Encephalitis Total
Zone:1,8,0.23,0,0.0,3541632,2012,Encephalitis Total
Nonthaburi,4,0.36,0,0.0,1122627,2012,Encephalitis Total
P.Nakhon S.Ayutthaya,3,0.38,0,0.0,787653,2012,Encephalitis Total
Pathum Thani,0,0.0,0,0.0,1010898,2012,Encephalitis Total
Saraburi,1,0.16,0,0.0,620454,2012,Encephalitis Total
Zone:2,1,0.06,0,0.0,1587031,2012,Encephalitis Total
Ang Thong,0,0.0,0,0.0,284061,2012,Encephalitis Total
Chai Nat,1,0.3,0,0.0,333256,2012,Encephalitis Total
Lop Buri,0,0.0,0,0.0,756127,2012,Encephalitis Total
Sing Buri,0,0.0,0,0.0,213587,2012,Encephalitis Total
Zone:3,40,1.27,2,0.06,3151672,2012,Encephalitis Total
Chachoengsao,10,1.47,1,0.15,679370,2012,Encephalitis Total
Nakhon Nayok,0,0.0,0,0.0,253831,2012,Encephalitis Total
Prachin Buri,14,2.98,0,0.0,469652,2012,Encephalitis Total
Sa Kaeo,12,2.2,1,0.18,545596,2012,Encephalitis Total
Samut Prakan,4,0.33,0,0.0,1203223,2012,Encephalitis Total
Zone:4,46,1.36,1,0.03,3392715,2012,Encephalitis Total
Kanchanaburi,42,5.01,1,0.12,838914,2012,Encephalitis Total
Nakhon Pathom,0,0.0,0,0.0,866064,2012,Encephalitis Total
Ratchaburi,2,0.24,0,0.0,842684,2012,Encephalitis Total
Suphan Buri,2,0.24,0,0.0,845053,2012,Encephalitis Total
Zone:5,9,0.54,1,0.06,1671831,2012,Encephalitis Total
Phetchaburi,2,0.43,1,0.21,466079,2012,Encephalitis Total
Prachuap Khiri Khan,3,0.59,0,0.0,512568,2012,Encephalitis Total
Samut Sakhon,3,0.6,0,0.0,499098,2012,Encephalitis Total
Samut Songkhram,1,0.52,0,0.0,194086,2012,Encephalitis Total
Zone:9,13,0.48,2,0.07,2715260,2012,Encephalitis Total
Chanthaburi,9,1.74,2,0.39,516855,2012,Encephalitis Total
Chon Buri,3,0.22,0,0.0,1338656,2012,Encephalitis Total
Rayong,0,0.0,0,0.0,637736,2012,Encephalitis Total
Trat,1,0.45,0,0.0,222013,2012,Encephalitis Total
South Region,81,0.9,4,0.04,8971808,2012,Encephalitis Total
Zone:6,63,1.78,4,0.11,3541333,2012,Encephalitis Total
Chumphon,2,0.41,0,0.0,492182,2012,Encephalitis Total
Nakhon Si Thammarat,4,0.26,0,0.0,1526071,2012,Encephalitis Total
Phatthalung,7,1.37,0,0.0,511016,2012,Encephalitis Total
Surat Thani,50,4.94,4,0.4,1012064,2012,Encephalitis Total
Zone:7,14,0.75,0,0.0,1857374,2012,Encephalitis Total
Krabi,10,2.28,0,0.0,438039,2012,Encephalitis Total
Phangnga,0,0.0,0,0.0,254931,2012,Encephalitis Total
Phuket,0,0.0,0,0.0,353847,2012,Encephalitis Total
Ranong,0,0.0,0,0.0,183849,2012,Encephalitis Total
Trang,4,0.64,0,0.0,626708,2012,Encephalitis Total
Zone:8,4,0.11,0,0.0,3573101,2012,Encephalitis Total
Narathiwat,1,0.13,0,0.0,747372,2012,Encephalitis Total
Pattani,0,0.0,0,0.0,663485,2012,Encephalitis Total
Satun,1,0.33,0,0.0,301467,2012,Encephalitis Total
Songkhla,1,0.07,0,0.0,1367010,2012,Encephalitis Total
Yala,1,0.2,0,0.0,493767,2012,Encephalitis Total
North-Eastern Region,312,1.45,1,0.0,21585883,2012,Encephalitis Total
Zone:10,88,2.45,0,0.0,3593082,2012,Encephalitis Total
Bungkan,27,6.62,0,0.0,407634,2012,Encephalitis Total
Loei,0,0.0,0,0.0,624920,2012,Encephalitis Total
Nong Bua Lam Phu,0,0.0,0,0.0,502551,2012,Encephalitis Total
Nong Khai,50,9.81,0,0.0,509870,2012,Encephalitis Total
Udon Thani,11,0.71,0,0.0,1548107,2012,Encephalitis Total
Zone:11,10,0.46,0,0.0,2168700,2012,Encephalitis Total
Mukdahan,5,1.47,0,0.0,340581,2012,Encephalitis Total
Nakhon Phanom,4,0.57,0,0.0,704768,2012,Encephalitis Total
Sakon Nakhon,1,0.09,0,0.0,1123351,2012,Encephalitis Total
Zone:12,46,0.92,0,0.0,4992515,2012,Encephalitis Total
Kalasin,18,1.83,0,0.0,981655,2012,Encephalitis Total
Khon Kaen,19,1.08,0,0.0,1766066,2012,Encephalitis Total
Maha Sarakham,8,0.85,0,0.0,939736,2012,Encephalitis Total
Roi Et,1,0.08,0,0.0,1305058,2012,Encephalitis Total
Zone:13,66,1.58,0,0.0,4179354,2012,Encephalitis Total
Amnat Charoen,11,2.96,0,0.0,372241,2012,Encephalitis Total
Si Sa Ket,47,3.24,0,0.0,1452203,2012,Encephalitis Total
Ubon Ratchathani,8,0.44,0,0.0,1816057,2012,Encephalitis Total
Yasothon,0,0.0,0,0.0,538853,2012,Encephalitis Total
Zone:14,102,1.53,1,0.02,6652232,2012,Encephalitis Total
Buri Ram,21,1.35,0,0.0,1559085,2012,Encephalitis Total
Chaiyaphum,11,0.98,0,0.0,1127423,2012,Encephalitis Total
Nakhon Ratchasima,47,1.82,1,0.04,2585325,2012,Encephalitis Total
Surin,23,1.67,0,0.0,1380399,2012,Encephalitis Total
North Region,125,1.06,5,0.04,11783311,2012,Encephalitis Total
Zone:15,25,0.82,2,0.07,3051678,2012,Encephalitis Total
Chiang Mai,23,1.4,1,0.06,1646144,2012,Encephalitis Total
Lampang,0,0.0,0,0.0,757534,2012,Encephalitis Total
Lamphun,1,0.25,0,0.0,403952,2012,Encephalitis Total
Mae Hong Son,1,0.41,1,0.41,244048,2012,Encephalitis Total
Zone:16,62,2.37,1,0.04,2620490,2012,Encephalitis Total
Chiang Rai,59,4.92,1,0.08,1198656,2012,Encephalitis Total
Nan,0,0.0,0,0.0,476612,2012,Encephalitis Total
Phayao,2,0.41,0,0.0,486472,2012,Encephalitis Total
Phrae,1,0.22,0,0.0,458750,2012,Encephalitis Total
Zone:17,17,0.49,0,0.0,3435726,2012,Encephalitis Total
Phetchabun,3,0.3,0,0.0,990807,2012,Encephalitis Total
Phitsanulok,1,0.12,0,0.0,851357,2012,Encephalitis Total
Sukhothai,1,0.17,0,0.0,601504,2012,Encephalitis Total
Tak,8,1.51,0,0.0,531018,2012,Encephalitis Total
Uttaradit,4,0.87,0,0.0,461040,2012,Encephalitis Total
Zone:18,21,0.78,2,0.07,2675417,2012,Encephalitis Total
Kamphaeng Phet,10,1.38,1,0.14,726009,2012,Encephalitis Total
Nakhon Sawan,7,0.65,1,0.09,1071686,2012,Encephalitis Total
Phichit,2,0.36,0,0.0,549688,2012,Encephalitis Total
Uthai Thani,2,0.61,0,0.0,328034,2012,Encephalitis Total
Total,297,0.47,14,0.02,62526710,2004,Encephalitis Total
North Region,76,0.64,3,0.03,11965439,2004,Encephalitis Total
Zone:1,35,0.61,1,0.02,5720315,2004,Encephalitis Total
Chiang Mai,22,1.36,0,0.0,1616995,2004,Encephalitis Total
Chiang Rai,2,0.16,1,0.08,1214659,2004,Encephalitis Total
Lampang,0,0.0,0,0.0,788071,2004,Encephalitis Total
Lamphun,0,0.0,0,0.0,406911,2004,Encephalitis Total
Mae Hong Son,3,1.24,0,0.0,240988,2004,Encephalitis Total
Nan,5,1.04,0,0.0,479968,2004,Encephalitis Total
Phayao,2,0.4,0,0.0,494926,2004,Encephalitis Total
Phrae,1,0.21,0,0.0,477797,2004,Encephalitis Total
Zone:2,23,0.66,0,0.0,3480797,2004,Encephalitis Total
Phetchabun,2,0.19,0,0.0,1026733,2004,Encephalitis Total
Phitsanulok,4,0.47,0,0.0,854440,2004,Encephalitis Total
Sukhothai,2,0.32,0,0.0,616536,2004,Encephalitis Total
Tak,7,1.38,0,0.0,507296,2004,Encephalitis Total
Uttaradit,8,1.68,0,0.0,475792,2004,Encephalitis Total
Zone:3,18,0.65,2,0.07,2764327,2004,Encephalitis Total
Kamphaeng Phet,6,0.8,0,0.0,750331,2004,Encephalitis Total
Nakhon Sawan,11,1.0,2,0.18,1102099,2004,Encephalitis Total
Phichit,0,0.0,0,0.0,579155,2004,Encephalitis Total
Uthai Thani,1,0.3,0,0.0,332742,2004,Encephalitis Total
Central Region,91,0.44,4,0.02,20631429,2004,Encephalitis Total
Zone:0,3,0.05,0,0.0,5739370,2004,Encephalitis Total
Bangkok,3,0.05,0,0.0,5739370,2004,Encephalitis Total
Zone:4,14,0.51,0,0.0,2721016,2004,Encephalitis Total
Ang Thong,4,1.39,0,0.0,286896,2004,Encephalitis Total
