Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,224,0.34,1,0.0,66486458,2019,T.B.meningitis
ZONE:01,20,0.34,0,0.0,5891985,2019,T.B.meningitis
Chiang Mai,7,0.4,0,0.0,1771499,2019,T.B.meningitis
Chiang Rai,0,0.0,0,0.0,1295217,2019,T.B.meningitis
Lampang,1,0.14,0,0.0,740600,2019,T.B.meningitis
Lamphun,1,0.25,0,0.0,405515,2019,T.B.meningitis
Mae Hong Son,0,0.0,0,0.0,283352,2019,T.B.meningitis
Nan,3,0.63,0,0.0,478608,2019,T.B.meningitis
Phayao,4,0.84,0,0.0,473786,2019,T.B.meningitis
Phrae,4,0.9,0,0.0,443408,2019,T.B.meningitis
ZONE:02,3,0.08,0,0.0,3570128,2019,T.B.meningitis
Phetchabun,0,0.0,0,0.0,993496,2019,T.B.meningitis
Phitsanulok,1,0.12,0,0.0,866068,2019,T.B.meningitis
Sukhothai,2,0.34,0,0.0,596165,2019,T.B.meningitis
Tak,0,0.0,0,0.0,660147,2019,T.B.meningitis
Uttaradit,0,0.0,0,0.0,454252,2019,T.B.meningitis
ZONE:03,2,0.07,0,0.0,2983068,2019,T.B.meningitis
Chai Nat,1,0.31,0,0.0,327437,2019,T.B.meningitis
Kamphaeng Phet,0,0.0,0,0.0,726836,2019,T.B.meningitis
Nakhon Sawan,1,0.09,0,0.0,1061926,2019,T.B.meningitis
Phichit,0,0.0,0,0.0,537843,2019,T.B.meningitis
Uthai Thani,0,0.0,0,0.0,329026,2019,T.B.meningitis
ZONE:04,5,0.09,0,0.0,5381695,2019,T.B.meningitis
Ang Thong,0,0.0,0,0.0,280246,2019,T.B.meningitis
Lop Buri,1,0.13,0,0.0,757145,2019,T.B.meningitis
Nakhon Nayok,0,0.0,0,0.0,260421,2019,T.B.meningitis
Nonthaburi,0,0.0,0,0.0,1255840,2019,T.B.meningitis
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,818815,2019,T.B.meningitis
Pathum Thani,3,0.26,0,0.0,1154848,2019,T.B.meningitis
Saraburi,1,0.15,0,0.0,645468,2019,T.B.meningitis
Sing Buri,0,0.0,0,0.0,208912,2019,T.B.meningitis
ZONE:05,12,0.22,0,0.0,5344807,2019,T.B.meningitis
Kanchanaburi,4,0.45,0,0.0,894338,2019,T.B.meningitis
Nakhon Pathom,0,0.0,0,0.0,918542,2019,T.B.meningitis
Phetchaburi,1,0.21,0,0.0,484743,2019,T.B.meningitis
Prachuap Khiri Khan,3,0.54,0,0.0,551466,2019,T.B.meningitis
Ratchaburi,3,0.34,0,0.0,873310,2019,T.B.meningitis
Samut Sakhon,1,0.17,0,0.0,581334,2019,T.B.meningitis
Samut Songkhram,0,0.0,0,0.0,193548,2019,T.B.meningitis
Suphan Buri,0,0.0,0,0.0,847526,2019,T.B.meningitis
ZONE:06,23,0.37,1,0.02,6154601,2019,T.B.meningitis
Chachoengsao,1,0.14,0,0.0,717561,2019,T.B.meningitis
Chanthaburi,6,1.12,0,0.0,537097,2019,T.B.meningitis
Chon Buri,1,0.06,0,0.0,1546873,2019,T.B.meningitis
Prachin Buri,8,1.62,0,0.0,493159,2019,T.B.meningitis
Rayong,4,0.55,1,0.14,729035,2019,T.B.meningitis
Sa Kaeo,0,0.0,0,0.0,565198,2019,T.B.meningitis
Samut Prakan,3,0.22,0,0.0,1335742,2019,T.B.meningitis
Trat,0,0.0,0,0.0,229936,2019,T.B.meningitis
ZONE:07,43,0.85,0,0.0,5057831,2019,T.B.meningitis
Kalasin,1,0.1,0,0.0,984381,2019,T.B.meningitis
Khon Kaen,41,2.27,0,0.0,1804384,2019,T.B.meningitis
Maha Sarakham,0,0.0,0,0.0,962856,2019,T.B.meningitis
Roi Et,1,0.08,0,0.0,1306210,2019,T.B.meningitis
ZONE:08,29,0.52,0,0.0,5559986,2019,T.B.meningitis
Bungkan,1,0.24,0,0.0,424016,2019,T.B.meningitis
Loei,0,0.0,0,0.0,642862,2019,T.B.meningitis
Nakhon Phanom,1,0.14,0,0.0,718961,2019,T.B.meningitis
Nong Bua Lam Phu,0,0.0,0,0.0,512449,2019,T.B.meningitis
Nong Khai,21,4.02,0,0.0,522207,2019,T.B.meningitis
Sakon Nakhon,3,0.26,0,0.0,1152835,2019,T.B.meningitis
Udon Thani,3,0.19,0,0.0,1586656,2019,T.B.meningitis
ZONE:09,5,0.07,0,0.0,6778372,2019,T.B.meningitis
Buri Ram,3,0.19,0,0.0,1595299,2019,T.B.meningitis
Chaiyaphum,1,0.09,0,0.0,1138067,2019,T.B.meningitis
Nakhon Ratchasima,1,0.04,0,0.0,2647663,2019,T.B.meningitis
Surin,0,0.0,0,0.0,1397343,2019,T.B.meningitis
ZONE:10,59,1.28,0,0.0,4618551,2019,T.B.meningitis
Amnat Charoen,0,0.0,0,0.0,378530,2019,T.B.meningitis
Mukdahan,0,0.0,0,0.0,352727,2019,T.B.meningitis
Si Sa Ket,47,3.19,0,0.0,1472934,2019,T.B.meningitis
Ubon Ratchathani,7,0.37,0,0.0,1876347,2019,T.B.meningitis
Yasothon,5,0.93,0,0.0,538013,2019,T.B.meningitis
ZONE:11,6,0.13,0,0.0,4487837,2019,T.B.meningitis
Chumphon,0,0.0,0,0.0,511134,2019,T.B.meningitis
Krabi,0,0.0,0,0.0,475239,2019,T.B.meningitis
Nakhon Si Thammarat,1,0.06,0,0.0,1561179,2019,T.B.meningitis
Phangnga,2,0.74,0,0.0,268513,2019,T.B.meningitis
Phuket,0,0.0,0,0.0,413397,2019,T.B.meningitis
Ranong,0,0.0,0,0.0,192619,2019,T.B.meningitis
Surat Thani,3,0.28,0,0.0,1065756,2019,T.B.meningitis
ZONE:12,8,0.16,0,0.0,4986140,2019,T.B.meningitis
Narathiwat,0,0.0,0,0.0,805248,2019,T.B.meningitis
Pattani,2,0.28,0,0.0,721591,2019,T.B.meningitis
Phatthalung,2,0.38,0,0.0,524955,2019,T.B.meningitis
Satun,0,0.0,0,0.0,322580,2019,T.B.meningitis
Songkhla,4,0.28,0,0.0,1434298,2019,T.B.meningitis
Trang,0,0.0,0,0.0,643140,2019,T.B.meningitis
Yala,0,0.0,0,0.0,534328,2019,T.B.meningitis
ZONE:13,9,0.16,0,0.0,5671457,2019,T.B.meningitis
Bangkok,9,0.16,0,0.0,5671457,2019,T.B.meningitis
Total,225,0.34,0,0.0,66179083,2021,T.B.meningitis
ZONE:01,17,0.29,0,0.0,5875424,2021,T.B.meningitis
Chiang Mai,6,0.34,0,0.0,1786877,2021,T.B.meningitis
Chiang Rai,1,0.08,0,0.0,1296725,2021,T.B.meningitis
Lampang,1,0.14,0,0.0,726821,2021,T.B.meningitis
Lamphun,0,0.0,0,0.0,401574,2021,T.B.meningitis
Mae Hong Son,0,0.0,0,0.0,285232,2021,T.B.meningitis
Nan,5,1.05,0,0.0,476300,2021,T.B.meningitis
Phayao,2,0.43,0,0.0,465930,2021,T.B.meningitis
Phrae,2,0.46,0,0.0,435965,2021,T.B.meningitis
ZONE:02,20,0.57,0,0.0,3536074,2021,T.B.meningitis
Phetchabun,16,1.63,0,0.0,980156,2021,T.B.meningitis
Phitsanulok,1,0.12,0,0.0,848432,2021,T.B.meningitis
Sukhothai,2,0.34,0,0.0,586617,2021,T.B.meningitis
Tak,1,0.15,0,0.0,673423,2021,T.B.meningitis
Uttaradit,0,0.0,0,0.0,447446,2021,T.B.meningitis
ZONE:03,2,0.07,0,0.0,2928596,2021,T.B.meningitis
Chai Nat,0,0.0,0,0.0,321454,2021,T.B.meningitis
Kamphaeng Phet,1,0.14,0,0.0,713130,2021,T.B.meningitis
Nakhon Sawan,1,0.1,0,0.0,1037668,2021,T.B.meningitis
Phichit,0,0.0,0,0.0,530852,2021,T.B.meningitis
Uthai Thani,0,0.0,0,0.0,325492,2021,T.B.meningitis
ZONE:04,2,0.04,0,0.0,5411959,2021,T.B.meningitis
Ang Thong,0,0.0,0,0.0,275673,2021,T.B.meningitis
Lop Buri,2,0.27,0,0.0,741200,2021,T.B.meningitis
Nakhon Nayok,0,0.0,0,0.0,260256,2021,T.B.meningitis
Nonthaburi,0,0.0,0,0.0,1282690,2021,T.B.meningitis
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,819799,2021,T.B.meningitis
