Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,31,0.05,0,0.00,0.00,66372831,2020,HepatitisE
ZONE:01,1,0.02,0,0.00,0.00,5886870,2020,HepatitisE
Chiang Mai,0,0.00,0,0.00,0.00,1781812,2020,HepatitisE
Chiang Rai,1,0.08,0,0.00,0.00,1296664,2020,HepatitisE
Lampang,0,0.00,0,0.00,0.00,733640,2020,HepatitisE
Lamphun,0,0.00,0,0.00,0.00,403542,2020,HepatitisE
Mae Hong Son,0,0.00,0,0.00,0.00,284343,2020,HepatitisE
Nan,0,0.00,0,0.00,0.00,477476,2020,HepatitisE
Phayao,0,0.00,0,0.00,0.00,469856,2020,HepatitisE
Phrae,0,0.00,0,0.00,0.00,439537,2020,HepatitisE
ZONE:02,0,0.00,0,0.00,0.00,3554902,2020,HepatitisE
Phetchabun,0,0.00,0,0.00,0.00,987196,2020,HepatitisE
Phitsanulok,0,0.00,0,0.00,0.00,857364,2020,HepatitisE
Sukhothai,0,0.00,0,0.00,0.00,591477,2020,HepatitisE
Tak,0,0.00,0,0.00,0.00,667942,2020,HepatitisE
Uttaradit,0,0.00,0,0.00,0.00,450923,2020,HepatitisE
ZONE:03,2,0.07,0,0.00,0.00,2956189,2020,HepatitisE
Chai Nat,0,0.00,0,0.00,0.00,324544,2020,HepatitisE
Kamphaeng Phet,1,0.14,0,0.00,0.00,719993,2020,HepatitisE
Nakhon Sawan,1,0.10,0,0.00,0.00,1050098,2020,HepatitisE
Phichit,0,0.00,0,0.00,0.00,534311,2020,HepatitisE
Uthai Thani,0,0.00,0,0.00,0.00,327243,2020,HepatitisE
ZONE:04,2,0.04,0,0.00,0.00,5400529,2020,HepatitisE
Ang Thong,0,0.00,0,0.00,0.00,278119,2020,HepatitisE
Lop Buri,0,0.00,0,0.00,0.00,749242,2020,HepatitisE
Nakhon Nayok,0,0.00,0,0.00,0.00,260416,2020,HepatitisE
Nonthaburi,1,0.08,0,0.00,0.00,1271065,2020,HepatitisE
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,819638,2020,HepatitisE
Pathum Thani,1,0.09,0,0.00,0.00,1170008,2020,HepatitisE
Saraburi,0,0.00,0,0.00,0.00,644869,2020,HepatitisE
Sing Buri,0,0.00,0,0.00,0.00,207172,2020,HepatitisE
ZONE:05,1,0.02,0,0.00,0.00,5342038,2020,HepatitisE
Kanchanaburi,0,0.00,0,0.00,0.00,893751,2020,HepatitisE
Nakhon Pathom,0,0.00,0,0.00,0.00,920380,2020,HepatitisE
Phetchaburi,0,0.00,0,0.00,0.00,483692,2020,HepatitisE
Prachuap Khiri Khan,1,0.18,0,0.00,0.00,552398,2020,HepatitisE
Ratchaburi,0,0.00,0,0.00,0.00,871207,2020,HepatitisE
Samut Sakhon,0,0.00,0,0.00,0.00,585451,2020,HepatitisE
Samut Songkhram,0,0.00,0,0.00,0.00,192678,2020,HepatitisE
Suphan Buri,0,0.00,0,0.00,0.00,842481,2020,HepatitisE
ZONE:06,1,0.02,0,0.00,0.00,6192990,2020,HepatitisE
Chachoengsao,0,0.00,0,0.00,0.00,720416,2020,HepatitisE
Chanthaburi,0,0.00,0,0.00,0.00,536629,2020,HepatitisE
Chon Buri,0,0.00,0,0.00,0.00,1562593,2020,HepatitisE
Prachin Buri,0,0.00,0,0.00,0.00,494175,2020,HepatitisE
Rayong,0,0.00,0,0.00,0.00,738139,2020,HepatitisE
Sa Kaeo,0,0.00,0,0.00,0.00,563614,2020,HepatitisE
Samut Prakan,0,0.00,0,0.00,0.00,1348177,2020,HepatitisE
Trat,1,0.44,0,0.00,0.00,229247,2020,HepatitisE
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",22/09/2564,,,,,,2020,HepatitisE
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand 2563  (2020)",Hepatitis E,70,,,,,2020,HepatitisE
