Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,2765,4.18,4,0.01,66179083,2021,D.H.F
ZONE:01,202,3.44,0,0.0,5875424,2021,D.H.F
Chiang Mai,46,2.57,0,0.0,1786877,2021,D.H.F
Chiang Rai,43,3.32,0,0.0,1296725,2021,D.H.F
Lampang,10,1.38,0,0.0,726821,2021,D.H.F
Lamphun,5,1.25,0,0.0,401574,2021,D.H.F
Mae Hong Son,74,25.94,0,0.0,285232,2021,D.H.F
Nan,21,4.41,0,0.0,476300,2021,D.H.F
Phayao,3,0.64,0,0.0,465930,2021,D.H.F
Phrae,0,0.0,0,0.0,435965,2021,D.H.F
ZONE:02,250,7.07,0,0.0,3536074,2021,D.H.F
Phetchabun,33,3.37,0,0.0,980156,2021,D.H.F
Phitsanulok,31,3.65,0,0.0,848432,2021,D.H.F
Sukhothai,14,2.39,0,0.0,586617,2021,D.H.F
Tak,165,24.5,0,0.0,673423,2021,D.H.F
Uttaradit,7,1.56,0,0.0,447446,2021,D.H.F
ZONE:03,121,4.13,0,0.0,2928596,2021,D.H.F
Chai Nat,19,5.91,0,0.0,321454,2021,D.H.F
Kamphaeng Phet,21,2.94,0,0.0,713130,2021,D.H.F
Nakhon Sawan,41,3.95,0,0.0,1037668,2021,D.H.F
Phichit,25,4.71,0,0.0,530852,2021,D.H.F
Uthai Thani,15,4.61,0,0.0,325492,2021,D.H.F
ZONE:04,148,2.73,0,0.0,5411959,2021,D.H.F
Ang Thong,10,3.63,0,0.0,275673,2021,D.H.F
Lop Buri,16,2.16,0,0.0,741200,2021,D.H.F
Nakhon Nayok,0,0.0,0,0.0,260256,2021,D.H.F
Nonthaburi,48,3.74,0,0.0,1282690,2021,D.H.F
P.Nakhon S.Ayutthaya,22,2.68,0,0.0,819799,2021,D.H.F
Pathum Thani,26,2.2,0,0.0,1183235,2021,D.H.F
Saraburi,24,3.73,0,0.0,643895,2021,D.H.F
Sing Buri,2,0.97,0,0.0,205211,2021,D.H.F
ZONE:05,442,8.29,1,0.02,5332653,2021,D.H.F
Kanchanaburi,64,7.17,1,0.11,893014,2021,D.H.F
Nakhon Pathom,125,13.57,0,0.0,921450,2021,D.H.F
Phetchaburi,8,1.66,0,0.0,482534,2021,D.H.F
Prachuap Khiri Khan,46,8.33,0,0.0,551924,2021,D.H.F
Ratchaburi,119,13.7,0,0.0,868797,2021,D.H.F
Samut Sakhon,20,3.41,0,0.0,586494,2021,D.H.F
Samut Songkhram,5,2.61,0,0.0,191447,2021,D.H.F
Suphan Buri,55,6.57,0,0.0,836993,2021,D.H.F
ZONE:06,282,4.53,0,0.0,6218594,2021,D.H.F
Chachoengsao,15,2.08,0,0.0,722448,2021,D.H.F
Chanthaburi,5,0.93,0,0.0,536058,2021,D.H.F
Chon Buri,110,6.98,0,0.0,1575278,2021,D.H.F
Prachin Buri,19,3.84,0,0.0,494498,2021,D.H.F
Rayong,52,6.97,0,0.0,746433,2021,D.H.F
Sa Kaeo,10,1.78,0,0.0,561459,2021,D.H.F
Samut Prakan,71,5.24,0,0.0,1353964,2021,D.H.F
Trat,0,0.0,0,0.0,228456,2021,D.H.F
ZONE:07,186,3.71,0,0.0,5017381,2021,D.H.F
Kalasin,18,1.84,0,0.0,976373,2021,D.H.F
Khon Kaen,30,1.67,0,0.0,1792697,2021,D.H.F
Maha Sarakham,32,3.36,0,0.0,950985,2021,D.H.F
Roi Et,106,8.17,0,0.0,1297326,2021,D.H.F
ZONE:08,59,1.07,1,0.02,5518109,2021,D.H.F
Bungkan,3,0.71,0,0.0,422019,2021,D.H.F
Loei,17,2.66,0,0.0,638734,2021,D.H.F
Nakhon Phanom,18,2.51,1,0.14,717121,2021,D.H.F
Nong Bua Lam Phu,0,0.0,0,0.0,509236,2021,D.H.F
Nong Khai,7,1.35,0,0.0,517140,2021,D.H.F
Sakon Nakhon,11,0.96,0,0.0,1146612,2021,D.H.F
Udon Thani,3,0.19,0,0.0,1567247,2021,D.H.F
ZONE:09,151,2.25,1,0.01,6714997,2021,D.H.F
Buri Ram,15,0.95,0,0.0,1580495,2021,D.H.F
Chaiyaphum,5,0.45,0,0.0,1123595,2021,D.H.F
Nakhon Ratchasima,40,1.52,1,0.04,2633681,2021,D.H.F
Surin,91,6.61,0,0.0,1377226,2021,D.H.F
ZONE:10,84,1.83,0,0.0,4587095,2021,D.H.F
Amnat Charoen,4,1.06,0,0.0,376273,2021,D.H.F
Mukdahan,2,0.57,0,0.0,351198,2021,D.H.F
Si Sa Ket,26,1.78,0,0.0,1458068,2021,D.H.F
Ubon Ratchathani,39,2.09,0,0.0,1867608,2021,D.H.F
Yasothon,13,2.43,0,0.0,533948,2021,D.H.F
ZONE:11,73,1.63,0,0.0,4487259,2021,D.H.F
Chumphon,19,3.73,0,0.0,509344,2021,D.H.F
Krabi,20,4.18,0,0.0,478561,2021,D.H.F
Nakhon Si Thammarat,14,0.9,0,0.0,1550033,2021,D.H.F
Phangnga,6,2.24,0,0.0,268123,2021,D.H.F
Phuket,8,1.92,0,0.0,416629,2021,D.H.F
Ranong,5,2.57,0,0.0,194473,2021,D.H.F
Surat Thani,1,0.09,0,0.0,1070096,2021,D.H.F
ZONE:12,206,4.13,1,0.02,4992834,2021,D.H.F
Narathiwat,37,4.58,0,0.0,807045,2021,D.H.F
Pattani,16,2.2,0,0.0,727799,2021,D.H.F
Phatthalung,29,5.55,0,0.0,522810,2021,D.H.F
Satun,11,3.39,0,0.0,324467,2021,D.H.F
Songkhla,79,5.52,0,0.0,1430073,2021,D.H.F
Trang,23,3.59,1,0.16,640182,2021,D.H.F
Yala,11,2.04,0,0.0,540458,2021,D.H.F
ZONE:13,561,10.09,0,0.0,5558108,2021,D.H.F
Bangkok,561,10.09,0,0.0,5558108,2021,D.H.F
Total,38639,60.39,16,0.03,63977185,2011,D.H.F
Central Region,21472,99.04,7,0.03,21679246,2011,D.H.F
Zone:0,7302,128.37,1,0.02,5688119,2011,D.H.F
Bangkok,7302,128.37,1,0.02,5688119,2011,D.H.F
Zone:1,2090,59.47,0,0.0,3514250,2011,D.H.F
Nonthaburi,715,64.29,0,0.0,1112185,2011,D.H.F
P.Nakhon S.Ayutthaya,514,65.49,0,0.0,784875,2011,D.H.F
Pathum Thani,420,42.07,0,0.0,998271,2011,D.H.F
Saraburi,441,71.25,0,0.0,618919,2011,D.H.F
Zone:2,1198,75.41,0,0.0,1588727,2011,D.H.F
Ang Thong,129,45.34,0,0.0,284516,2011,D.H.F
Chai Nat,151,45.2,0,0.0,334096,2011,D.H.F
Lop Buri,873,115.48,0,0.0,755991,2011,D.H.F
Sing Buri,45,21.02,0,0.0,214124,2011,D.H.F
Zone:3,3321,105.86,4,0.13,3137098,2011,D.H.F
Chachoengsao,1373,202.91,1,0.15,676652,2011,D.H.F
Nakhon Nayok,126,49.75,0,0.0,253283,2011,D.H.F
Prachin Buri,261,55.76,0,0.0,468113,2011,D.H.F
Sa Kaeo,424,77.82,1,0.18,544848,2011,D.H.F
Samut Prakan,1137,95.21,2,0.17,1194202,2011,D.H.F
Zone:4,3149,92.92,1,0.03,3388832,2011,D.H.F
Kanchanaburi,536,63.86,0,0.0,839345,2011,D.H.F
Nakhon Pathom,1022,118.4,0,0.0,863155,2011,D.H.F
Ratchaburi,936,111.31,1,0.12,840880,2011,D.H.F
Suphan Buri,655,77.47,0,0.0,845452,2011,D.H.F
Zone:5,1976,118.64,0,0.0,1665473,2011,D.H.F
Phetchaburi,868,186.64,0,0.0,465056,2011,D.H.F
Prachuap Khiri Khan,240,46.98,0,0.0,510852,2011,D.H.F
Samut Sakhon,748,150.96,0,0.0,495493,2011,D.H.F
Samut Songkhram,120,61.83,0,0.0,194072,2011,D.H.F
Zone:9,2436,90.33,1,0.04,2696747,2011,D.H.F
Chanthaburi,346,67.09,0,0.0,515736,2011,D.H.F
Chon Buri,1174,88.44,0,0.0,1327475,2011,D.H.F
Rayong,766,121.19,1,0.16,632069,2011,D.H.F
Trat,150,67.73,0,0.0,221467,2011,D.H.F
South Region,2752,30.81,0,0.0,8932459,2011,D.H.F
Zone:6,756,21.4,0,0.0,3531913,2011,D.H.F
Chumphon,100,20.36,0,0.0,491073,2011,D.H.F
Nakhon Si Thammarat,424,27.82,0,0.0,1524317,2011,D.H.F
Phatthalung,176,34.49,0,0.0,510299,2011,D.H.F
Surat Thani,56,5.57,0,0.0,1006224,2011,D.H.F
Zone:7,1003,54.3,0,0.0,1846999,2011,D.H.F
