Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,1020,1.54,0,0.00,0.00,66171439,2022,Vaginal trichomoniasis
ZONE:01,502,8.55,0,0.00,0.00,5874503,2022,Vaginal trichomoniasis
Chiang Mai,42,2.35,0,0.00,0.00,1789385,2022,Vaginal trichomoniasis
Chiang Rai,30,2.31,0,0.00,0.00,1298425,2022,Vaginal trichomoniasis
Lampang,2,0.28,0,0.00,0.00,724678,2022,Vaginal trichomoniasis
Lamphun,0,0.00,0,0.00,0.00,401139,2022,Vaginal trichomoniasis
Mae Hong Son,1,0.35,0,0.00,0.00,285916,2022,Vaginal trichomoniasis
Nan,1,0.21,0,0.00,0.00,475875,2022,Vaginal trichomoniasis
Phayao,424,91.28,0,0.00,0.00,464505,2022,Vaginal trichomoniasis
Phrae,2,0.46,0,0.00,0.00,434580,2022,Vaginal trichomoniasis
ZONE:02,4,0.11,0,0.00,0.00,3533839,2022,Vaginal trichomoniasis
Phetchabun,3,0.31,0,0.00,0.00,978372,2022,Vaginal trichomoniasis
Phitsanulok,0,0.00,0,0.00,0.00,847384,2022,Vaginal trichomoniasis
Sukhothai,1,0.17,0,0.00,0.00,585352,2022,Vaginal trichomoniasis
Tak,0,0.00,0,0.00,0.00,676583,2022,Vaginal trichomoniasis
Uttaradit,0,0.00,0,0.00,0.00,446148,2022,Vaginal trichomoniasis
ZONE:03,16,0.55,0,0.00,0.00,2922114,2022,Vaginal trichomoniasis
Chai Nat,0,0.00,0,0.00,0.00,320432,2022,Vaginal trichomoniasis
Kamphaeng Phet,0,0.00,0,0.00,0.00,712143,2022,Vaginal trichomoniasis
Nakhon Sawan,15,1.45,0,0.00,0.00,1035028,2022,Vaginal trichomoniasis
Phichit,1,0.19,0,0.00,0.00,529395,2022,Vaginal trichomoniasis
Uthai Thani,0,0.00,0,0.00,0.00,325116,2022,Vaginal trichomoniasis
ZONE:04,56,1.03,0,0.00,0.00,5422367,2022,Vaginal trichomoniasis
Ang Thong,0,0.00,0,0.00,0.00,274763,2022,Vaginal trichomoniasis
Lop Buri,0,0.00,0,0.00,0.00,739473,2022,Vaginal trichomoniasis
Nakhon Nayok,2,0.77,0,0.00,0.00,260433,2022,Vaginal trichomoniasis
Nonthaburi,3,0.23,0,0.00,0.00,1288637,2022,Vaginal trichomoniasis
P.Nakhon S.Ayutthaya,2,0.24,0,0.00,0.00,820512,2022,Vaginal trichomoniasis
Pathum Thani,46,3.87,0,0.00,0.00,1190060,2022,Vaginal trichomoniasis
Saraburi,3,0.47,0,0.00,0.00,643963,2022,Vaginal trichomoniasis
Sing Buri,0,0.00,0,0.00,0.00,204526,2022,Vaginal trichomoniasis
ZONE:05,26,0.49,0,0.00,0.00,5333543,2022,Vaginal trichomoniasis
Kanchanaburi,3,0.34,0,0.00,0.00,894054,2022,Vaginal trichomoniasis
Nakhon Pathom,1,0.11,0,0.00,0.00,922171,2022,Vaginal trichomoniasis
Phetchaburi,5,1.04,0,0.00,0.00,482875,2022,Vaginal trichomoniasis
Prachuap Khiri Khan,9,1.63,0,0.00,0.00,553171,2022,Vaginal trichomoniasis
Ratchaburi,1,0.12,0,0.00,0.00,868281,2022,Vaginal trichomoniasis
Samut Sakhon,7,1.19,0,0.00,0.00,586789,2022,Vaginal trichomoniasis
Samut Songkhram,0,0.00,0,0.00,0.00,190842,2022,Vaginal trichomoniasis
Suphan Buri,0,0.00,0,0.00,0.00,835360,2022,Vaginal trichomoniasis
ZONE:06,8,0.13,0,0.00,0.00,6237892,2022,Vaginal trichomoniasis
Chachoengsao,1,0.14,0,0.00,0.00,724178,2022,Vaginal trichomoniasis
Chanthaburi,1,0.19,0,0.00,0.00,536557,2022,Vaginal trichomoniasis
Chon Buri,3,0.19,0,0.00,0.00,1583672,2022,Vaginal trichomoniasis
Prachin Buri,1,0.20,0,0.00,0.00,495325,2022,Vaginal trichomoniasis
Rayong,0,0.00,0,0.00,0.00,751343,2022,Vaginal trichomoniasis
Sa Kaeo,0,0.00,0,0.00,0.00,561992,2022,Vaginal trichomoniasis
Samut Prakan,1,0.07,0,0.00,0.00,1356449,2022,Vaginal trichomoniasis
Trat,1,0.44,0,0.00,0.00,228376,2022,Vaginal trichomoniasis
ZONE:07,3,0.06,0,0.00,0.00,5010756,2022,Vaginal trichomoniasis
Kalasin,0,0.00,0,0.00,0.00,975570,2022,Vaginal trichomoniasis
Khon Kaen,1,0.06,0,0.00,0.00,1790863,2022,Vaginal trichomoniasis
Maha Sarakham,2,0.21,0,0.00,0.00,948310,2022,Vaginal trichomoniasis
Roi Et,0,0.00,0,0.00,0.00,1296013,2022,Vaginal trichomoniasis
ZONE:08,0,0.00,0,0.00,0.00,5516407,2022,Vaginal trichomoniasis
Bungkan,0,0.00,0,0.00,0.00,421995,2022,Vaginal trichomoniasis
Loei,0,0.00,0,0.00,0.00,638732,2022,Vaginal trichomoniasis
Nakhon Phanom,0,0.00,0,0.00,0.00,717040,2022,Vaginal trichomoniasis
Nong Bua Lam Phu,0,0.00,0,0.00,0.00,509001,2022,Vaginal trichomoniasis
Nong Khai,0,0.00,0,0.00,0.00,516843,2022,Vaginal trichomoniasis
Sakon Nakhon,0,0.00,0,0.00,0.00,1146286,2022,Vaginal trichomoniasis
Udon Thani,0,0.00,0,0.00,0.00,1566510,2022,Vaginal trichomoniasis
ZONE:09,356,5.30,0,0.00,0.00,6712454,2022,Vaginal trichomoniasis
Buri Ram,325,20.57,0,0.00,0.00,1579805,2022,Vaginal trichomoniasis
Chaiyaphum,14,1.25,0,0.00,0.00,1122265,2022,Vaginal trichomoniasis
Nakhon Ratchasima,17,0.65,0,0.00,0.00,2634154,2022,Vaginal trichomoniasis
Surin,0,0.00,0,0.00,0.00,1376230,2022,Vaginal trichomoniasis
ZONE:10,15,0.33,0,0.00,0.00,4587303,2022,Vaginal trichomoniasis
Amnat Charoen,0,0.00,0,0.00,0.00,376350,2022,Vaginal trichomoniasis
Mukdahan,0,0.00,0,0.00,0.00,351484,2022,Vaginal trichomoniasis
Si Sa Ket,1,0.07,0,0.00,0.00,1457556,2022,Vaginal trichomoniasis
Ubon Ratchathani,14,0.75,0,0.00,0.00,1868519,2022,Vaginal trichomoniasis
Yasothon,0,0.00,0,0.00,0.00,533394,2022,Vaginal trichomoniasis
ZONE:11,0,0.00,0,0.00,0.00,4492012,2022,Vaginal trichomoniasis
Chumphon,0,0.00,0,0.00,0.00,509479,2022,Vaginal trichomoniasis
Krabi,0,0.00,0,0.00,0.00,479351,2022,Vaginal trichomoniasis
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1549344,2022,Vaginal trichomoniasis
Phangnga,0,0.00,0,0.00,0.00,268016,2022,Vaginal trichomoniasis
Phuket,0,0.00,0,0.00,0.00,418785,2022,Vaginal trichomoniasis
Ranong,0,0.00,0,0.00,0.00,194573,2022,Vaginal trichomoniasis
Surat Thani,0,0.00,0,0.00,0.00,1072464,2022,Vaginal trichomoniasis
ZONE:12,8,0.16,0,0.00,0.00,5000255,2022,Vaginal trichomoniasis
Narathiwat,0,0.00,0,0.00,0.00,809660,2022,Vaginal trichomoniasis
Pattani,0,0.00,0,0.00,0.00,729581,2022,Vaginal trichomoniasis
Phatthalung,8,1.53,0,0.00,0.00,522541,2022,Vaginal trichomoniasis
Satun,0,0.00,0,0.00,0.00,324835,2022,Vaginal trichomoniasis
Songkhla,0,0.00,0,0.00,0.00,1431536,2022,Vaginal trichomoniasis
Trang,0,0.00,0,0.00,0.00,639788,2022,Vaginal trichomoniasis
Yala,0,0.00,0,0.00,0.00,542314,2022,Vaginal trichomoniasis
ZONE:13,26,0.47,0,0.00,0.00,5527994,2022,Vaginal trichomoniasis
Bangkok,26,0.47,0,0.00,0.00,5527994,2022,Vaginal trichomoniasis
Total,372,0.56,0,0.00,0.00,66372831,2020,Vaginal trichomoniasis
ZONE:01,29,0.49,0,0.00,0.00,5886870,2020,Vaginal trichomoniasis
Chiang Mai,5,0.28,0,0.00,0.00,1781812,2020,Vaginal trichomoniasis
Chiang Rai,12,0.93,0,0.00,0.00,1296664,2020,Vaginal trichomoniasis
Lampang,1,0.14,0,0.00,0.00,733640,2020,Vaginal trichomoniasis
Lamphun,0,0.00,0,0.00,0.00,403542,2020,Vaginal trichomoniasis
Mae Hong Son,0,0.00,0,0.00,0.00,284343,2020,Vaginal trichomoniasis
Nan,0,0.00,0,0.00,0.00,477476,2020,Vaginal trichomoniasis
Phayao,8,1.70,0,0.00,0.00,469856,2020,Vaginal trichomoniasis
Phrae,3,0.68,0,0.00,0.00,439537,2020,Vaginal trichomoniasis
ZONE:02,18,0.51,0,0.00,0.00,3554902,2020,Vaginal trichomoniasis
Phetchabun,0,0.00,0,0.00,0.00,987196,2020,Vaginal trichomoniasis
Phitsanulok,13,1.52,0,0.00,0.00,857364,2020,Vaginal trichomoniasis
Sukhothai,5,0.85,0,0.00,0.00,591477,2020,Vaginal trichomoniasis
