Areas,Count,Month,Type,Year,Disease
Total,133,Total,Cases,2007,Eosinophilic
North Region,8,Total,Cases,2007,Eosinophilic
Zone: 1,6,Total,Cases,2007,Eosinophilic
Chiang Mai,0,Total,Cases,2007,Eosinophilic
Chiang Rai,4,Total,Cases,2007,Eosinophilic
Lampang,0,Total,Cases,2007,Eosinophilic
Lamphun,0,Total,Cases,2007,Eosinophilic
Mae Hong Son,0,Total,Cases,2007,Eosinophilic
Nan,0,Total,Cases,2007,Eosinophilic
Phayao,2,Total,Cases,2007,Eosinophilic
Phrae,0,Total,Cases,2007,Eosinophilic
Zone: 2,1,Total,Cases,2007,Eosinophilic
Phetchabun,1,Total,Cases,2007,Eosinophilic
Phitsanulok,0,Total,Cases,2007,Eosinophilic
Sukhothai,0,Total,Cases,2007,Eosinophilic
Tak,0,Total,Cases,2007,Eosinophilic
Uttaradit,0,Total,Cases,2007,Eosinophilic
Zone: 3,1,Total,Cases,2007,Eosinophilic
Kamphaeng Phet,0,Total,Cases,2007,Eosinophilic
Nakhon Sawan,0,Total,Cases,2007,Eosinophilic
Phichit,1,Total,Cases,2007,Eosinophilic
Uthai Thani,0,Total,Cases,2007,Eosinophilic
Central Region,3,Total,Cases,2007,Eosinophilic
Bangkok,0,Total,Cases,2007,Eosinophilic
Zone: 4,0,Total,Cases,2007,Eosinophilic
Ang Thong,0,Total,Cases,2007,Eosinophilic
Nonthaburi,0,Total,Cases,2007,Eosinophilic
P.Nakhon S.Ayutthaya,0,Total,Cases,2007,Eosinophilic
Pathum Thani,0,Total,Cases,2007,Eosinophilic
Zone: 5,0,Total,Cases,2007,Eosinophilic
Chai Nat,0,Total,Cases,2007,Eosinophilic
Lop Buri,0,Total,Cases,2007,Eosinophilic
Saraburi,0,Total,Cases,2007,Eosinophilic
Sing Buri,0,Total,Cases,2007,Eosinophilic
Zone: 6,0,Total,Cases,2007,Eosinophilic
Kanchanaburi,0,Total,Cases,2007,Eosinophilic
Nakhon Pathom,0,Total,Cases,2007,Eosinophilic
Ratchaburi,0,Total,Cases,2007,Eosinophilic
Suphan Buri,0,Total,Cases,2007,Eosinophilic
Zone: 7,0,Total,Cases,2007,Eosinophilic
Phetchaburi,0,Total,Cases,2007,Eosinophilic
Prachuap Khiri Khan,0,Total,Cases,2007,Eosinophilic
Samut Sakhon,0,Total,Cases,2007,Eosinophilic
Samut Songkhram,0,Total,Cases,2007,Eosinophilic
Zone: 8,2,Total,Cases,2007,Eosinophilic
Chachoengsao,1,Total,Cases,2007,Eosinophilic
Nakhon Nayok,0,Total,Cases,2007,Eosinophilic
Prachin Buri,1,Total,Cases,2007,Eosinophilic
Sa Kaeo,0,Total,Cases,2007,Eosinophilic
Samut Prakan,0,Total,Cases,2007,Eosinophilic
Zone: 9,1,Total,Cases,2007,Eosinophilic
Chanthaburi,0,Total,Cases,2007,Eosinophilic
Chon Buri,0,Total,Cases,2007,Eosinophilic
Rayong,1,Total,Cases,2007,Eosinophilic
Trat,0,Total,Cases,2007,Eosinophilic
North-Eastern Region,120,Total,Cases,2007,Eosinophilic
Zone: 10,110,Total,Cases,2007,Eosinophilic
Loei,102,Total,Cases,2007,Eosinophilic
Nong Bua Lam Phu,0,Total,Cases,2007,Eosinophilic
Nong Khai,0,Total,Cases,2007,Eosinophilic
Udon Thani,8,Total,Cases,2007,Eosinophilic
Zone: 11,1,Total,Cases,2007,Eosinophilic
Kalasin,1,Total,Cases,2007,Eosinophilic
Mukdahan,0,Total,Cases,2007,Eosinophilic
Nakhon Phanom,0,Total,Cases,2007,Eosinophilic
Sakon Nakhon,0,Total,Cases,2007,Eosinophilic
Zone: 12,0,Total,Cases,2007,Eosinophilic
Khon Kaen,0,Total,Cases,2007,Eosinophilic
Maha Sarakham,0,Total,Cases,2007,Eosinophilic
Roi Et,0,Total,Cases,2007,Eosinophilic
Zone: 13,5,Total,Cases,2007,Eosinophilic
Buri Ram,1,Total,Cases,2007,Eosinophilic
Chaiyaphum,2,Total,Cases,2007,Eosinophilic
Nakhon Ratchasima,2,Total,Cases,2007,Eosinophilic
Surin,0,Total,Cases,2007,Eosinophilic
Zone: 14,4,Total,Cases,2007,Eosinophilic
Amnat Charoen,1,Total,Cases,2007,Eosinophilic
Si Sa Ket,1,Total,Cases,2007,Eosinophilic
Ubon Ratchathani,1,Total,Cases,2007,Eosinophilic
Yasothon,1,Total,Cases,2007,Eosinophilic
South Region,2,Total,Cases,2007,Eosinophilic
Zone: 15,1,Total,Cases,2007,Eosinophilic
Chumphon,0,Total,Cases,2007,Eosinophilic
Ranong,0,Total,Cases,2007,Eosinophilic
Surat Thani,1,Total,Cases,2007,Eosinophilic
