Areas,Age,Cases,Year,Disease
Total,Total,807,2019,Measles c Complication
ZONE:01,Total,44,2019,Measles c Complication
Chiang Mai,Total,26,2019,Measles c Complication
Chiang Rai,Total,14,2019,Measles c Complication
Lampang,Total,0,2019,Measles c Complication
Lamphun,Total,1,2019,Measles c Complication
Mae Hong Son,Total,3,2019,Measles c Complication
Nan,Total,0,2019,Measles c Complication
Phayao,Total,0,2019,Measles c Complication
Phrae,Total,0,2019,Measles c Complication
ZONE:02,Total,27,2019,Measles c Complication
Phetchabun,Total,0,2019,Measles c Complication
Phitsanulok,Total,0,2019,Measles c Complication
Sukhothai,Total,0,2019,Measles c Complication
Tak,Total,27,2019,Measles c Complication
Uttaradit,Total,0,2019,Measles c Complication
ZONE:03,Total,0,2019,Measles c Complication
Chai Nat,Total,0,2019,Measles c Complication
Kamphaeng Phet,Total,0,2019,Measles c Complication
Nakhon Sawan,Total,0,2019,Measles c Complication
Phichit,Total,0,2019,Measles c Complication
Uthai Thani,Total,0,2019,Measles c Complication
ZONE:04,Total,17,2019,Measles c Complication
Ang Thong,Total,0,2019,Measles c Complication
Lop Buri,Total,0,2019,Measles c Complication
Nakhon Nayok,Total,0,2019,Measles c Complication
Nonthaburi,Total,4,2019,Measles c Complication
P.Nakhon S.Ayutthaya,Total,1,2019,Measles c Complication
Pathum Thani,Total,6,2019,Measles c Complication
Saraburi,Total,5,2019,Measles c Complication
Sing Buri,Total,1,2019,Measles c Complication
ZONE:05,Total,36,2019,Measles c Complication
Kanchanaburi,Total,1,2019,Measles c Complication
Nakhon Pathom,Total,11,2019,Measles c Complication
Phetchaburi,Total,17,2019,Measles c Complication
Prachuap Khiri Khan,Total,1,2019,Measles c Complication
Ratchaburi,Total,4,2019,Measles c Complication
Samut Sakhon,Total,1,2019,Measles c Complication
Samut Songkhram,Total,0,2019,Measles c Complication
Suphan Buri,Total,1,2019,Measles c Complication
ZONE:06,Total,64,2019,Measles c Complication
Chachoengsao,Total,3,2019,Measles c Complication
Chanthaburi,Total,0,2019,Measles c Complication
Chon Buri,Total,42,2019,Measles c Complication
Prachin Buri,Total,0,2019,Measles c Complication
Rayong,Total,0,2019,Measles c Complication
Sa Kaeo,Total,2,2019,Measles c Complication
Samut Prakan,Total,17,2019,Measles c Complication
Trat,Total,0,2019,Measles c Complication
ZONE:07,Total,4,2019,Measles c Complication
Kalasin,Total,0,2019,Measles c Complication
Khon Kaen,Total,3,2019,Measles c Complication
Maha Sarakham,Total,1,2019,Measles c Complication
Roi Et,Total,0,2019,Measles c Complication
ZONE:08,Total,2,2019,Measles c Complication
Bungkan,Total,0,2019,Measles c Complication
Loei,Total,0,2019,Measles c Complication
Nakhon Phanom,Total,2,2019,Measles c Complication
Nong Bua Lam Phu,Total,0,2019,Measles c Complication
Nong Khai,Total,0,2019,Measles c Complication
Sakon Nakhon,Total,0,2019,Measles c Complication
Udon Thani,Total,0,2019,Measles c Complication
ZONE:09,Total,6,2019,Measles c Complication
Buri Ram,Total,2,2019,Measles c Complication
Chaiyaphum,Total,0,2019,Measles c Complication
Nakhon Ratchasima,Total,4,2019,Measles c Complication
Surin,Total,0,2019,Measles c Complication
ZONE:10,Total,62,2019,Measles c Complication
Amnat Charoen,Total,0,2019,Measles c Complication
Mukdahan,Total,3,2019,Measles c Complication
Si Sa Ket,Total,0,2019,Measles c Complication
Ubon Ratchathani,Total,59,2019,Measles c Complication
Yasothon,Total,0,2019,Measles c Complication
ZONE:11,Total,25,2019,Measles c Complication
Chumphon,Total,0,2019,Measles c Complication
Krabi,Total,0,2019,Measles c Complication
Nakhon Si Thammarat,Total,7,2019,Measles c Complication
Phangnga,Total,0,2019,Measles c Complication
Phuket,Total,9,2019,Measles c Complication
Ranong,Total,0,2019,Measles c Complication
Surat Thani,Total,9,2019,Measles c Complication
ZONE:12,Total,504,2019,Measles c Complication
Narathiwat,Total,171,2019,Measles c Complication
Pattani,Total,255,2019,Measles c Complication
Phatthalung,Total,1,2019,Measles c Complication
Satun,Total,1,2019,Measles c Complication
Songkhla,Total,45,2019,Measles c Complication
Trang,Total,0,2019,Measles c Complication
Yala,Total,31,2019,Measles c Complication
ZONE:13,Total,16,2019,Measles c Complication
Bangkok,Total,16,2019,Measles c Complication
Total,0,1,2019,Measles c Complication
ZONE:01,0,0,2019,Measles c Complication
Chiang Mai,0,0,2019,Measles c Complication
Chiang Rai,0,0,2019,Measles c Complication
Lampang,0,0,2019,Measles c Complication
Lamphun,0,0,2019,Measles c Complication
Mae Hong Son,0,0,2019,Measles c Complication
Nan,0,0,2019,Measles c Complication
Phayao,0,0,2019,Measles c Complication
Phrae,0,0,2019,Measles c Complication
ZONE:02,0,0,2019,Measles c Complication
Phetchabun,0,0,2019,Measles c Complication
Phitsanulok,0,0,2019,Measles c Complication
Sukhothai,0,0,2019,Measles c Complication
Tak,0,0,2019,Measles c Complication
Uttaradit,0,0,2019,Measles c Complication
ZONE:03,0,0,2019,Measles c Complication
Chai Nat,0,0,2019,Measles c Complication
Kamphaeng Phet,0,0,2019,Measles c Complication
Nakhon Sawan,0,0,2019,Measles c Complication
Phichit,0,0,2019,Measles c Complication
Uthai Thani,0,0,2019,Measles c Complication
ZONE:04,0,0,2019,Measles c Complication
Ang Thong,0,0,2019,Measles c Complication
Lop Buri,0,0,2019,Measles c Complication
Nakhon Nayok,0,0,2019,Measles c Complication
Nonthaburi,0,0,2019,Measles c Complication
P.Nakhon S.Ayutthaya,0,0,2019,Measles c Complication
Pathum Thani,0,0,2019,Measles c Complication
Saraburi,0,0,2019,Measles c Complication
Sing Buri,0,0,2019,Measles c Complication
ZONE:05,0,0,2019,Measles c Complication
Kanchanaburi,0,0,2019,Measles c Complication
Nakhon Pathom,0,0,2019,Measles c Complication
Phetchaburi,0,0,2019,Measles c Complication
Prachuap Khiri Khan,0,0,2019,Measles c Complication
Ratchaburi,0,0,2019,Measles c Complication
Samut Sakhon,0,0,2019,Measles c Complication
Samut Songkhram,0,0,2019,Measles c Complication
Suphan Buri,0,0,2019,Measles c Complication
ZONE:06,0,0,2019,Measles c Complication
Chachoengsao,0,0,2019,Measles c Complication
Chanthaburi,0,0,2019,Measles c Complication
Chon Buri,0,0,2019,Measles c Complication
Prachin Buri,0,0,2019,Measles c Complication
Rayong,0,0,2019,Measles c Complication
Sa Kaeo,0,0,2019,Measles c Complication
Samut Prakan,0,0,2019,Measles c Complication
Trat,0,0,2019,Measles c Complication
ZONE:07,0,0,2019,Measles c Complication
Kalasin,0,0,2019,Measles c Complication
Khon Kaen,0,0,2019,Measles c Complication
Maha Sarakham,0,0,2019,Measles c Complication
Roi Et,0,0,2019,Measles c Complication
