Areas,Count,Month,Type,Year,Disease
Total,46829,Total,Cases,2006,DHF Total
North Region,7227,Total,Cases,2006,DHF Total
Zone: 1,2320,Total,Cases,2006,DHF Total
Chiang Mai,895,Total,Cases,2006,DHF Total
Chiang Rai,113,Total,Cases,2006,DHF Total
Lampang,207,Total,Cases,2006,DHF Total
Lamphun,287,Total,Cases,2006,DHF Total
Mae Hong Son,66,Total,Cases,2006,DHF Total
Nan,112,Total,Cases,2006,DHF Total
Phayao,80,Total,Cases,2006,DHF Total
Phrae,560,Total,Cases,2006,DHF Total
Zone: 2,2525,Total,Cases,2006,DHF Total
Phetchabun,755,Total,Cases,2006,DHF Total
Phitsanulok,485,Total,Cases,2006,DHF Total
Sukhothai,234,Total,Cases,2006,DHF Total
Tak,754,Total,Cases,2006,DHF Total
Uttaradit,297,Total,Cases,2006,DHF Total
Zone: 3,2382,Total,Cases,2006,DHF Total
Kamphaeng Phet,613,Total,Cases,2006,DHF Total
Nakhon Sawan,1145,Total,Cases,2006,DHF Total
Phichit,358,Total,Cases,2006,DHF Total
Uthai Thani,266,Total,Cases,2006,DHF Total
Central Region,20214,Total,Cases,2006,DHF Total
Bangkok,7632,Total,Cases,2006,DHF Total
Zone: 4,2843,Total,Cases,2006,DHF Total
Ang Thong,282,Total,Cases,2006,DHF Total
Nonthaburi,1522,Total,Cases,2006,DHF Total
P.Nakhon S.Ayutthaya,381,Total,Cases,2006,DHF Total
Pathum Thani,658,Total,Cases,2006,DHF Total
Zone: 5,1372,Total,Cases,2006,DHF Total
Chai Nat,163,Total,Cases,2006,DHF Total
Lop Buri,809,Total,Cases,2006,DHF Total
Saraburi,298,Total,Cases,2006,DHF Total
Sing Buri,102,Total,Cases,2006,DHF Total
Zone: 6,2977,Total,Cases,2006,DHF Total
Kanchanaburi,380,Total,Cases,2006,DHF Total
Nakhon Pathom,861,Total,Cases,2006,DHF Total
Ratchaburi,1127,Total,Cases,2006,DHF Total
Suphan Buri,609,Total,Cases,2006,DHF Total
Zone: 7,1044,Total,Cases,2006,DHF Total
Phetchaburi,212,Total,Cases,2006,DHF Total
Prachuap Khiri Khan,220,Total,Cases,2006,DHF Total
Samut Sakhon,455,Total,Cases,2006,DHF Total
Samut Songkhram,157,Total,Cases,2006,DHF Total
Zone: 8,2670,Total,Cases,2006,DHF Total
Chachoengsao,469,Total,Cases,2006,DHF Total
Nakhon Nayok,190,Total,Cases,2006,DHF Total
Prachin Buri,347,Total,Cases,2006,DHF Total
Sa Kaeo,384,Total,Cases,2006,DHF Total
Samut Prakan,1280,Total,Cases,2006,DHF Total
Zone: 9,1676,Total,Cases,2006,DHF Total
Chanthaburi,608,Total,Cases,2006,DHF Total
Chon Buri,76,Total,Cases,2006,DHF Total
Rayong,860,Total,Cases,2006,DHF Total
Trat,132,Total,Cases,2006,DHF Total
North-Eastern Region,14782,Total,Cases,2006,DHF Total
Zone: 10,1406,Total,Cases,2006,DHF Total
Loei,387,Total,Cases,2006,DHF Total
Nong Bua Lam Phu,163,Total,Cases,2006,DHF Total
Nong Khai,310,Total,Cases,2006,DHF Total
Udon Thani,546,Total,Cases,2006,DHF Total
Zone: 11,1802,Total,Cases,2006,DHF Total
Kalasin,581,Total,Cases,2006,DHF Total
Mukdahan,182,Total,Cases,2006,DHF Total
Nakhon Phanom,217,Total,Cases,2006,DHF Total
Sakon Nakhon,822,Total,Cases,2006,DHF Total
Zone: 12,2944,Total,Cases,2006,DHF Total
Khon Kaen,1464,Total,Cases,2006,DHF Total
Maha Sarakham,237,Total,Cases,2006,DHF Total
Roi Et,1243,Total,Cases,2006,DHF Total
Zone: 13,6071,Total,Cases,2006,DHF Total
Buri Ram,1330,Total,Cases,2006,DHF Total
Chaiyaphum,526,Total,Cases,2006,DHF Total
Nakhon Ratchasima,1823,Total,Cases,2006,DHF Total
Surin,2392,Total,Cases,2006,DHF Total
Zone: 14,2559,Total,Cases,2006,DHF Total
Amnat Charoen,227,Total,Cases,2006,DHF Total
Si Sa Ket,1390,Total,Cases,2006,DHF Total
Ubon Ratchathani,844,Total,Cases,2006,DHF Total
Yasothon,98,Total,Cases,2006,DHF Total
South Region,4606,Total,Cases,2006,DHF Total
