Areas,Count,Month,Type,Year,Disease
Total,1486,Total,Cases,2023,Chikungunya
ZONE:01,281,Total,Cases,2023,Chikungunya
Chiang Mai,76,Total,Cases,2023,Chikungunya
Chiang Rai,6,Total,Cases,2023,Chikungunya
Lampang,31,Total,Cases,2023,Chikungunya
Lamphun,10,Total,Cases,2023,Chikungunya
Mae Hong Son,0,Total,Cases,2023,Chikungunya
Nan,0,Total,Cases,2023,Chikungunya
Phayao,22,Total,Cases,2023,Chikungunya
Phrae,136,Total,Cases,2023,Chikungunya
ZONE:02,15,Total,Cases,2023,Chikungunya
Phetchabun,10,Total,Cases,2023,Chikungunya
Phitsanulok,2,Total,Cases,2023,Chikungunya
Sukhothai,3,Total,Cases,2023,Chikungunya
Tak,0,Total,Cases,2023,Chikungunya
Uttaradit,0,Total,Cases,2023,Chikungunya
ZONE:03,21,Total,Cases,2023,Chikungunya
Chai Nat,2,Total,Cases,2023,Chikungunya
Kamphaeng Phet,0,Total,Cases,2023,Chikungunya
Nakhon Sawan,19,Total,Cases,2023,Chikungunya
Phichit,0,Total,Cases,2023,Chikungunya
Uthai Thani,0,Total,Cases,2023,Chikungunya
ZONE:04,43,Total,Cases,2023,Chikungunya
Ang Thong,0,Total,Cases,2023,Chikungunya
Lop Buri,0,Total,Cases,2023,Chikungunya
Nakhon Nayok,0,Total,Cases,2023,Chikungunya
Nonthaburi,35,Total,Cases,2023,Chikungunya
P.Nakhon S.Ayutthaya,5,Total,Cases,2023,Chikungunya
Pathum Thani,2,Total,Cases,2023,Chikungunya
Saraburi,1,Total,Cases,2023,Chikungunya
Sing Buri,0,Total,Cases,2023,Chikungunya
ZONE:05,27,Total,Cases,2023,Chikungunya
Kanchanaburi,8,Total,Cases,2023,Chikungunya
Nakhon Pathom,3,Total,Cases,2023,Chikungunya
Phetchaburi,0,Total,Cases,2023,Chikungunya
Prachuap Khiri Khan,2,Total,Cases,2023,Chikungunya
Ratchaburi,7,Total,Cases,2023,Chikungunya
Samut Sakhon,3,Total,Cases,2023,Chikungunya
Samut Songkhram,1,Total,Cases,2023,Chikungunya
Suphan Buri,3,Total,Cases,2023,Chikungunya
ZONE:06,113,Total,Cases,2023,Chikungunya
Chachoengsao,4,Total,Cases,2023,Chikungunya
Chanthaburi,6,Total,Cases,2023,Chikungunya
Chon Buri,78,Total,Cases,2023,Chikungunya
Prachin Buri,0,Total,Cases,2023,Chikungunya
Rayong,17,Total,Cases,2023,Chikungunya
Sa Kaeo,0,Total,Cases,2023,Chikungunya
Samut Prakan,8,Total,Cases,2023,Chikungunya
Trat,0,Total,Cases,2023,Chikungunya
ZONE:07,22,Total,Cases,2023,Chikungunya
Kalasin,1,Total,Cases,2023,Chikungunya
Khon Kaen,21,Total,Cases,2023,Chikungunya
Maha Sarakham,0,Total,Cases,2023,Chikungunya
Roi Et,0,Total,Cases,2023,Chikungunya
ZONE:08,100,Total,Cases,2023,Chikungunya
Bungkan,1,Total,Cases,2023,Chikungunya
Loei,43,Total,Cases,2023,Chikungunya
Nakhon Phanom,1,Total,Cases,2023,Chikungunya
Nong Bua Lam Phu,2,Total,Cases,2023,Chikungunya
Nong Khai,45,Total,Cases,2023,Chikungunya
Sakon Nakhon,5,Total,Cases,2023,Chikungunya
Udon Thani,3,Total,Cases,2023,Chikungunya
ZONE:09,171,Total,Cases,2023,Chikungunya
Buri Ram,2,Total,Cases,2023,Chikungunya
Chaiyaphum,87,Total,Cases,2023,Chikungunya
Nakhon Ratchasima,44,Total,Cases,2023,Chikungunya
Surin,38,Total,Cases,2023,Chikungunya
ZONE:10,12,Total,Cases,2023,Chikungunya
Amnat Charoen,0,Total,Cases,2023,Chikungunya
Mukdahan,0,Total,Cases,2023,Chikungunya
Si Sa Ket,3,Total,Cases,2023,Chikungunya
Ubon Ratchathani,9,Total,Cases,2023,Chikungunya
Yasothon,0,Total,Cases,2023,Chikungunya
ZONE:11,77,Total,Cases,2023,Chikungunya
Chumphon,0,Total,Cases,2023,Chikungunya
Krabi,2,Total,Cases,2023,Chikungunya
Nakhon Si Thammarat,3,Total,Cases,2023,Chikungunya
