Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,0,0.0,0,0.0,62933515,2007,Poliomyelitis
North Region,0,0.0,0,0.0,11881352,2007,Poliomyelitis
Zone:1,0,0.0,0,0.0,5750312,2007,Poliomyelitis
Chiang Mai,0,0.0,0,0.0,1661349,2007,Poliomyelitis
Chiang Rai,0,0.0,0,0.0,1225364,2007,Poliomyelitis
Lampang,0,0.0,0,0.0,772202,2007,Poliomyelitis
Lamphun,0,0.0,0,0.0,405361,2007,Poliomyelitis
Mae Hong Son,0,0.0,0,0.0,254990,2007,Poliomyelitis
Nan,0,0.0,0,0.0,477522,2007,Poliomyelitis
Phayao,0,0.0,0,0.0,486399,2007,Poliomyelitis
Phrae,0,0.0,0,0.0,467125,2007,Poliomyelitis
Zone:2,0,0.0,0,0.0,3445764,2007,Poliomyelitis
Phetchabun,0,0.0,0,0.0,999924,2007,Poliomyelitis
Phitsanulok,0,0.0,0,0.0,843096,2007,Poliomyelitis
Sukhothai,0,0.0,0,0.0,607061,2007,Poliomyelitis
Tak,0,0.0,0,0.0,529303,2007,Poliomyelitis
Uttaradit,0,0.0,0,0.0,466380,2007,Poliomyelitis
Zone:3,0,0.0,0,0.0,2685276,2007,Poliomyelitis
Kamphaeng Phet,0,0.0,0,0.0,727158,2007,Poliomyelitis
Nakhon Sawan,0,0.0,0,0.0,1074849,2007,Poliomyelitis
Phichit,0,0.0,0,0.0,556287,2007,Poliomyelitis
Uthai Thani,0,0.0,0,0.0,326982,2007,Poliomyelitis
Central Region,0,0.0,0,0.0,21043273,2007,Poliomyelitis
Bangkok,0,0.0,0,0.0,5706103,2007,Poliomyelitis
Zone:4,0,0.0,0,0.0,2932544,2007,Poliomyelitis
Ang Thong,0,0.0,0,0.0,284175,2007,Poliomyelitis
Nonthaburi,0,0.0,0,0.0,1011624,2007,Poliomyelitis
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,757654,2007,Poliomyelitis
Pathum Thani,0,0.0,0,0.0,879091,2007,Poliomyelitis
Zone:5,0,0.0,0,0.0,1918492,2007,Poliomyelitis
Chai Nat,0,0.0,0,0.0,338077,2007,Poliomyelitis
Lop Buri,0,0.0,0,0.0,751298,2007,Poliomyelitis
Saraburi,0,0.0,0,0.0,612806,2007,Poliomyelitis
Sing Buri,0,0.0,0,0.0,216311,2007,Poliomyelitis
Zone:6,0,0.0,0,0.0,3334732,2007,Poliomyelitis
Kanchanaburi,0,0.0,0,0.0,834865,2007,Poliomyelitis
Nakhon Pathom,0,0.0,0,0.0,826438,2007,Poliomyelitis
Ratchaburi,0,0.0,0,0.0,830184,2007,Poliomyelitis
Suphan Buri,0,0.0,0,0.0,843245,2007,Poliomyelitis
Zone:7,0,0.0,0,0.0,1611697,2007,Poliomyelitis
Phetchaburi,0,0.0,0,0.0,456371,2007,Poliomyelitis
Prachuap Khiri Khan,0,0.0,0,0.0,494502,2007,Poliomyelitis
Samut Sakhon,0,0.0,0,0.0,466222,2007,Poliomyelitis
Samut Songkhram,0,0.0,0,0.0,194602,2007,Poliomyelitis
Zone:8,0,0.0,0,0.0,3016265,2007,Poliomyelitis
Chachoengsao,0,0.0,0,0.0,656586,2007,Poliomyelitis
Nakhon Nayok,0,0.0,0,0.0,249250,2007,Poliomyelitis
Prachin Buri,0,0.0,0,0.0,454404,2007,Poliomyelitis
Sa Kaeo,0,0.0,0,0.0,538741,2007,Poliomyelitis
Samut Prakan,0,0.0,0,0.0,1117284,2007,Poliomyelitis
Zone:9,0,0.0,0,0.0,2523440,2007,Poliomyelitis
Chanthaburi,0,0.0,0,0.0,503197,2007,Poliomyelitis
Chon Buri,0,0.0,0,0.0,1221369,2007,Poliomyelitis
Rayong,0,0.0,0,0.0,578628,2007,Poliomyelitis
Trat,0,0.0,0,0.0,220246,2007,Poliomyelitis
North-Eastern Region,0,0.0,0,0.0,21381249,2007,Poliomyelitis
Zone:10,0,0.0,0,0.0,3541793,2007,Poliomyelitis
Loei,0,0.0,0,0.0,614421,2007,Poliomyelitis
Nong Bua Lam Phu,0,0.0,0,0.0,497148,2007,Poliomyelitis
Nong Khai,0,0.0,0,0.0,901100,2007,Poliomyelitis
Udon Thani,0,0.0,0,0.0,1529124,2007,Poliomyelitis
Zone:11,0,0.0,0,0.0,3119599,2007,Poliomyelitis
Kalasin,0,0.0,0,0.0,976536,2007,Poliomyelitis
Mukdahan,0,0.0,0,0.0,335778,2007,Poliomyelitis
Nakhon Phanom,0,0.0,0,0.0,696229,2007,Poliomyelitis
Sakon Nakhon,0,0.0,0,0.0,1111056,2007,Poliomyelitis
Zone:12,0,0.0,0,0.0,3997622,2007,Poliomyelitis
Khon Kaen,0,0.0,0,0.0,1751458,2007,Poliomyelitis
Maha Sarakham,0,0.0,0,0.0,936846,2007,Poliomyelitis
Roi Et,0,0.0,0,0.0,1309318,2007,Poliomyelitis
Zone:13,0,0.0,0,0.0,6583974,2007,Poliomyelitis
Buri Ram,0,0.0,0,0.0,1536396,2007,Poliomyelitis
Chaiyaphum,0,0.0,0,0.0,1119372,2007,Poliomyelitis
Nakhon Ratchasima,0,0.0,0,0.0,2554241,2007,Poliomyelitis
Surin,0,0.0,0,0.0,1373965,2007,Poliomyelitis
Zone:14,0,0.0,0,0.0,4138261,2007,Poliomyelitis
Amnat Charoen,0,0.0,0,0.0,368925,2007,Poliomyelitis
Si Sa Ket,0,0.0,0,0.0,1444748,2007,Poliomyelitis
Ubon Ratchathani,0,0.0,0,0.0,1784372,2007,Poliomyelitis
Yasothon,0,0.0,0,0.0,540216,2007,Poliomyelitis
South Region,0,0.0,0,0.0,8627641,2007,Poliomyelitis
Zone:15,0,0.0,0,0.0,1626011,2007,Poliomyelitis
Chumphon,0,0.0,0,0.0,480131,2007,Poliomyelitis
Ranong,0,0.0,0,0.0,180319,2007,Poliomyelitis
Surat Thani,0,0.0,0,0.0,965561,2007,Poliomyelitis
Zone:16,0,0.0,0,0.0,2620564,2007,Poliomyelitis
Nakhon Si Thammarat,0,0.0,0,0.0,1508729,2007,Poliomyelitis
Phatthalung,0,0.0,0,0.0,502943,2007,Poliomyelitis
Trang,0,0.0,0,0.0,608892,2007,Poliomyelitis
Zone:17,0,0.0,0,0.0,961258,2007,Poliomyelitis
Krabi,0,0.0,0,0.0,406999,2007,Poliomyelitis
Phangnga,0,0.0,0,0.0,246141,2007,Poliomyelitis
Phuket,0,0.0,0,0.0,308118,2007,Poliomyelitis
Zone:18,0,0.0,0,0.0,1815585,2007,Poliomyelitis
Narathiwat,0,0.0,0,0.0,709345,2007,Poliomyelitis
Pattani,0,0.0,0,0.0,636768,2007,Poliomyelitis
Yala,0,0.0,0,0.0,469472,2007,Poliomyelitis
Zone:19,0,0.0,0,0.0,1604223,2007,Poliomyelitis
Satun,0,0.0,0,0.0,283014,2007,Poliomyelitis
Songkhla,0,0.0,0,0.0,1321209,2007,Poliomyelitis
Total,0,0.0,0,0.0,62195878,2005,Poliomyelitis
North Region,0,0.0,0,0.0,11862916,2005,Poliomyelitis
Zone:1,0,0.0,0,0.0,5729312,2005,Poliomyelitis
Chiang Mai,0,0.0,0,0.0,1640390,2005,Poliomyelitis
Chiang Rai,0,0.0,0,0.0,1219732,2005,Poliomyelitis
Lampang,0,0.0,0,0.0,777827,2005,Poliomyelitis
Lamphun,0,0.0,0,0.0,404754,2005,Poliomyelitis
Mae Hong Son,0,0.0,0,0.0,248672,2005,Poliomyelitis
Nan,0,0.0,0,0.0,477917,2005,Poliomyelitis
Phayao,0,0.0,0,0.0,487616,2005,Poliomyelitis
Phrae,0,0.0,0,0.0,472404,2005,Poliomyelitis
Zone:2,0,0.0,0,0.0,3442642,2005,Poliomyelitis
Phetchabun,0,0.0,0,0.0,1001820,2005,Poliomyelitis
Phitsanulok,0,0.0,0,0.0,841248,2005,Poliomyelitis
Sukhothai,0,0.0,0,0.0,610871,2005,Poliomyelitis
Tak,0,0.0,0,0.0,519037,2005,Poliomyelitis
Uttaradit,0,0.0,0,0.0,469666,2005,Poliomyelitis
Zone:3,0,0.0,0,0.0,2690962,2005,Poliomyelitis
Kamphaeng Phet,0,0.0,0,0.0,727351,2005,Poliomyelitis
Nakhon Sawan,0,0.0,0,0.0,1077634,2005,Poliomyelitis
Phichit,0,0.0,0,0.0,559611,2005,Poliomyelitis
Uthai Thani,0,0.0,0,0.0,326366,2005,Poliomyelitis
Central Region,0,0.0,0,0.0,20560399,2005,Poliomyelitis
Bangkok,0,0.0,0,0.0,5646543,2005,Poliomyelitis
Zone:4,0,0.0,0,0.0,2777019,2005,Poliomyelitis
Ang Thong,0,0.0,0,0.0,283373,2005,Poliomyelitis
Nonthaburi,0,0.0,0,0.0,957287,2005,Poliomyelitis
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,743659,2005,Poliomyelitis
Pathum Thani,0,0.0,0,0.0,792700,2005,Poliomyelitis
Zone:5,0,0.0,0,0.0,1909368,2005,Poliomyelitis
Chai Nat,0,0.0,0,0.0,340812,2005,Poliomyelitis
