Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,959,1.45,0,0.00,0.00,66171439,2022,Liverfluke
ZONE:01,385,6.55,0,0.00,0.00,5874503,2022,Liverfluke
Chiang Mai,0,0.00,0,0.00,0.00,1789385,2022,Liverfluke
Chiang Rai,0,0.00,0,0.00,0.00,1298425,2022,Liverfluke
Lampang,0,0.00,0,0.00,0.00,724678,2022,Liverfluke
Lamphun,0,0.00,0,0.00,0.00,401139,2022,Liverfluke
Mae Hong Son,0,0.00,0,0.00,0.00,285916,2022,Liverfluke
Nan,314,65.98,0,0.00,0.00,475875,2022,Liverfluke
Phayao,60,12.92,0,0.00,0.00,464505,2022,Liverfluke
Phrae,11,2.53,0,0.00,0.00,434580,2022,Liverfluke
ZONE:02,70,1.98,0,0.00,0.00,3533839,2022,Liverfluke
Phetchabun,70,7.15,0,0.00,0.00,978372,2022,Liverfluke
Phitsanulok,0,0.00,0,0.00,0.00,847384,2022,Liverfluke
Sukhothai,0,0.00,0,0.00,0.00,585352,2022,Liverfluke
Tak,0,0.00,0,0.00,0.00,676583,2022,Liverfluke
Uttaradit,0,0.00,0,0.00,0.00,446148,2022,Liverfluke
ZONE:03,0,0.00,0,0.00,0.00,2922114,2022,Liverfluke
Chai Nat,0,0.00,0,0.00,0.00,320432,2022,Liverfluke
Kamphaeng Phet,0,0.00,0,0.00,0.00,712143,2022,Liverfluke
Nakhon Sawan,0,0.00,0,0.00,0.00,1035028,2022,Liverfluke
Phichit,0,0.00,0,0.00,0.00,529395,2022,Liverfluke
Uthai Thani,0,0.00,0,0.00,0.00,325116,2022,Liverfluke
ZONE:04,0,0.00,0,0.00,0.00,5422367,2022,Liverfluke
Ang Thong,0,0.00,0,0.00,0.00,274763,2022,Liverfluke
Lop Buri,0,0.00,0,0.00,0.00,739473,2022,Liverfluke
Nakhon Nayok,0,0.00,0,0.00,0.00,260433,2022,Liverfluke
Nonthaburi,0,0.00,0,0.00,0.00,1288637,2022,Liverfluke
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,820512,2022,Liverfluke
Pathum Thani,0,0.00,0,0.00,0.00,1190060,2022,Liverfluke
Saraburi,0,0.00,0,0.00,0.00,643963,2022,Liverfluke
Sing Buri,0,0.00,0,0.00,0.00,204526,2022,Liverfluke
ZONE:05,1,0.02,0,0.00,0.00,5333543,2022,Liverfluke
Kanchanaburi,0,0.00,0,0.00,0.00,894054,2022,Liverfluke
Nakhon Pathom,0,0.00,0,0.00,0.00,922171,2022,Liverfluke
Phetchaburi,0,0.00,0,0.00,0.00,482875,2022,Liverfluke
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,553171,2022,Liverfluke
Ratchaburi,0,0.00,0,0.00,0.00,868281,2022,Liverfluke
Samut Sakhon,0,0.00,0,0.00,0.00,586789,2022,Liverfluke
Samut Songkhram,0,0.00,0,0.00,0.00,190842,2022,Liverfluke
Suphan Buri,1,0.12,0,0.00,0.00,835360,2022,Liverfluke
ZONE:06,0,0.00,0,0.00,0.00,6237892,2022,Liverfluke
Chachoengsao,0,0.00,0,0.00,0.00,724178,2022,Liverfluke
Chanthaburi,0,0.00,0,0.00,0.00,536557,2022,Liverfluke
Chon Buri,0,0.00,0,0.00,0.00,1583672,2022,Liverfluke
Prachin Buri,0,0.00,0,0.00,0.00,495325,2022,Liverfluke
Rayong,0,0.00,0,0.00,0.00,751343,2022,Liverfluke
Sa Kaeo,0,0.00,0,0.00,0.00,561992,2022,Liverfluke
Samut Prakan,0,0.00,0,0.00,0.00,1356449,2022,Liverfluke
Trat,0,0.00,0,0.00,0.00,228376,2022,Liverfluke
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",14/6/2566,,,,,,2022,Liverfluke
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand",2565(2022),Liver fluke,75,,,,2022,Liverfluke
Reporting  areas,cases,Morbidity rate,deaths,CFR(%),Mortality rate,จำนวน,2022,Liverfluke
/100000  Pop.,/100000  pop.,ประชากร,,,,,2022,Liverfluke
ZONE:07,8,0.16,0,0.00,0.00,5010756,2022,Liverfluke
Kalasin,0,0.00,0,0.00,0.00,975570,2022,Liverfluke
Khon Kaen,0,0.00,0,0.00,0.00,1790863,2022,Liverfluke
Maha Sarakham,8,0.84,0,0.00,0.00,948310,2022,Liverfluke
Roi Et,0,0.00,0,0.00,0.00,1296013,2022,Liverfluke
ZONE:08,41,0.74,0,0.00,0.00,5516407,2022,Liverfluke
Bungkan,0,0.00,0,0.00,0.00,421995,2022,Liverfluke
Loei,0,0.00,0,0.00,0.00,638732,2022,Liverfluke
Nakhon Phanom,0,0.00,0,0.00,0.00,717040,2022,Liverfluke
Nong Bua Lam Phu,40,7.86,0,0.00,0.00,509001,2022,Liverfluke
Nong Khai,1,0.19,0,0.00,0.00,516843,2022,Liverfluke
Sakon Nakhon,0,0.00,0,0.00,0.00,1146286,2022,Liverfluke
Udon Thani,0,0.00,0,0.00,0.00,1566510,2022,Liverfluke
ZONE:09,140,2.09,0,0.00,0.00,6712454,2022,Liverfluke
Buri Ram,78,4.94,0,0.00,0.00,1579805,2022,Liverfluke
Chaiyaphum,62,5.52,0,0.00,0.00,1122265,2022,Liverfluke
Nakhon Ratchasima,0,0.00,0,0.00,0.00,2634154,2022,Liverfluke
Surin,0,0.00,0,0.00,0.00,1376230,2022,Liverfluke
ZONE:10,314,6.84,0,0.00,0.00,4587303,2022,Liverfluke
Amnat Charoen,0,0.00,0,0.00,0.00,376350,2022,Liverfluke
Mukdahan,0,0.00,0,0.00,0.00,351484,2022,Liverfluke
Si Sa Ket,0,0.00,0,0.00,0.00,1457556,2022,Liverfluke
Ubon Ratchathani,308,16.48,0,0.00,0.00,1868519,2022,Liverfluke
Yasothon,6,1.12,0,0.00,0.00,533394,2022,Liverfluke
ZONE:11,0,0.00,0,0.00,0.00,4492012,2022,Liverfluke
Chumphon,0,0.00,0,0.00,0.00,509479,2022,Liverfluke
Krabi,0,0.00,0,0.00,0.00,479351,2022,Liverfluke
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1549344,2022,Liverfluke
Phangnga,0,0.00,0,0.00,0.00,268016,2022,Liverfluke
Phuket,0,0.00,0,0.00,0.00,418785,2022,Liverfluke
Ranong,0,0.00,0,0.00,0.00,194573,2022,Liverfluke
Surat Thani,0,0.00,0,0.00,0.00,1072464,2022,Liverfluke
ZONE:12,0,0.00,0,0.00,0.00,5000255,2022,Liverfluke
Narathiwat,0,0.00,0,0.00,0.00,809660,2022,Liverfluke
Pattani,0,0.00,0,0.00,0.00,729581,2022,Liverfluke
Phatthalung,0,0.00,0,0.00,0.00,522541,2022,Liverfluke
Satun,0,0.00,0,0.00,0.00,324835,2022,Liverfluke
Songkhla,0,0.00,0,0.00,0.00,1431536,2022,Liverfluke
Trang,0,0.00,0,0.00,0.00,639788,2022,Liverfluke
Yala,0,0.00,0,0.00,0.00,542314,2022,Liverfluke
ZONE:13,0,0.00,0,0.00,0.00,5527994,2022,Liverfluke
Bangkok,0,0.00,0,0.00,0.00,5527994,2022,Liverfluke
Total,603,0.94,0,0.00,0.00,64076033,2013,Liverfluke
Central Region,1,0.00,0,0.00,0.00,21734984,2013,Liverfluke
Zone:0,0,0.00,0,0.00,0.00,5674843,2013,Liverfluke
Bangkok,0,0.00,0,0.00,0.00,5674843,2013,Liverfluke
Zone:1,0,0.00,0,0.00,0.00,3541632,2013,Liverfluke
Nonthaburi,0,0.00,0,0.00,0.00,1122627,2013,Liverfluke
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,787653,2013,Liverfluke
Pathum Thani,0,0.00,0,0.00,0.00,1010898,2013,Liverfluke
Saraburi,0,0.00,0,0.00,0.00,620454,2013,Liverfluke
Zone:2,0,0.00,0,0.00,0.00,1587031,2013,Liverfluke
