Areas,Age,Cases,Year,Disease
Total,Total,0,2011,Genital
Central Region,Total,0,2011,Genital
Zone:0,Total,0,2011,Genital
Bangkok,Total,0,2011,Genital
Zone:1,Total,0,2011,Genital
Nonthaburi,Total,0,2011,Genital
P.Nakhon S.Ayutthaya,Total,0,2011,Genital
Pathum Thani,Total,0,2011,Genital
Saraburi,Total,0,2011,Genital
Zone:2,Total,0,2011,Genital
Ang Thong,Total,0,2011,Genital
Chai Nat,Total,0,2011,Genital
Lop Buri,Total,0,2011,Genital
Sing Buri,Total,0,2011,Genital
Zone:3,Total,0,2011,Genital
Chachoengsao,Total,0,2011,Genital
Nakhon Nayok,Total,0,2011,Genital
Prachin Buri,Total,0,2011,Genital
Sa Kaeo,Total,0,2011,Genital
Samut Prakan,Total,0,2011,Genital
Zone:4,Total,0,2011,Genital
Kanchanaburi,Total,0,2011,Genital
Nakhon Pathom,Total,0,2011,Genital
Ratchaburi,Total,0,2011,Genital
Suphan Buri,Total,0,2011,Genital
Zone:5,Total,0,2011,Genital
Phetchaburi,Total,0,2011,Genital
Prachuap Khiri Khan,Total,0,2011,Genital
Samut Sakhon,Total,0,2011,Genital
Samut Songkhram,Total,0,2011,Genital
Zone:9,Total,0,2011,Genital
Chanthaburi,Total,0,2011,Genital
Chon Buri,Total,0,2011,Genital
Rayong,Total,0,2011,Genital
Trat,Total,0,2011,Genital
South Region,Total,0,2011,Genital
Zone:6,Total,0,2011,Genital
Chumphon,Total,0,2011,Genital
Nakhon Si Thammarat,Total,0,2011,Genital
Phatthalung,Total,0,2011,Genital
Surat Thani,Total,0,2011,Genital
Zone:7,Total,0,2011,Genital
Krabi,Total,0,2011,Genital
Phangnga,Total,0,2011,Genital
Phuket,Total,0,2011,Genital
Ranong,Total,0,2011,Genital
Trang,Total,0,2011,Genital
Zone:8,Total,0,2011,Genital
Narathiwat,Total,0,2011,Genital
Pattani,Total,0,2011,Genital
Satun,Total,0,2011,Genital
Songkhla,Total,0,2011,Genital
Reported deaths by province and by age group : Thailand 2554(2011),Total,Genital Herpes Simplex virus i,2011,Genital
Reporting Areas,Total,Total,2011,Genital
Yala,Total,0,2011,Genital
North-Eastern Region,Total,0,2011,Genital
Zone:10,Total,0,2011,Genital
Bungkan,Total,0,2011,Genital
Loei,Total,0,2011,Genital
Nong Bua Lam Phu,Total,0,2011,Genital
Nong Khai,Total,0,2011,Genital
Udon Thani,Total,0,2011,Genital
Zone:11,Total,0,2011,Genital
Mukdahan,Total,0,2011,Genital
Nakhon Phanom,Total,0,2011,Genital
Sakon Nakhon,Total,0,2011,Genital
Zone:12,Total,0,2011,Genital
Kalasin,Total,0,2011,Genital
Khon Kaen,Total,0,2011,Genital
Maha Sarakham,Total,0,2011,Genital
Roi Et,Total,0,2011,Genital
Zone:13,Total,0,2011,Genital
Amnat Charoen,Total,0,2011,Genital
Si Sa Ket,Total,0,2011,Genital
Ubon Ratchathani,Total,0,2011,Genital
Yasothon,Total,0,2011,Genital
Zone:14,Total,0,2011,Genital
Buri Ram,Total,0,2011,Genital
Chaiyaphum,Total,0,2011,Genital
Nakhon Ratchasima,Total,0,2011,Genital
Surin,Total,0,2011,Genital
North Region,Total,0,2011,Genital
Zone:15,Total,0,2011,Genital
Chiang Mai,Total,0,2011,Genital
Lampang,Total,0,2011,Genital
Lamphun,Total,0,2011,Genital
Mae Hong Son,Total,0,2011,Genital
Zone:16,Total,0,2011,Genital
Chiang Rai,Total,0,2011,Genital
Nan,Total,0,2011,Genital
Phayao,Total,0,2011,Genital
Phrae,Total,0,2011,Genital
Zone:17,Total,0,2011,Genital
Phetchabun,Total,0,2011,Genital
Phitsanulok,Total,0,2011,Genital
Sukhothai,Total,0,2011,Genital
Tak,Total,0,2011,Genital
Uttaradit,Total,0,2011,Genital
Zone:18,Total,0,2011,Genital
