Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,7,0.01,7,100.00,0.01,64076033,2013,Rabies
Central Region,3,0.01,3,100.00,0.01,21734984,2013,Rabies
Zone:0,0,0.00,0,0.00,0.00,5674843,2013,Rabies
Bangkok,0,0.00,0,0.00,0.00,5674843,2013,Rabies
Zone:1,0,0.00,0,0.00,0.00,3541632,2013,Rabies
Nonthaburi,0,0.00,0,0.00,0.00,1122627,2013,Rabies
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,787653,2013,Rabies
Pathum Thani,0,0.00,0,0.00,0.00,1010898,2013,Rabies
Saraburi,0,0.00,0,0.00,0.00,620454,2013,Rabies
Zone:2,0,0.00,0,0.00,0.00,1587031,2013,Rabies
Ang Thong,0,0.00,0,0.00,0.00,284061,2013,Rabies
Chai Nat,0,0.00,0,0.00,0.00,333256,2013,Rabies
Lop Buri,0,0.00,0,0.00,0.00,756127,2013,Rabies
Sing Buri,0,0.00,0,0.00,0.00,213587,2013,Rabies
Zone:3,3,0.10,3,100.00,0.10,3151672,2013,Rabies
Chachoengsao,0,0.00,0,0.00,0.00,679370,2013,Rabies
Nakhon Nayok,0,0.00,0,0.00,0.00,253831,2013,Rabies
Prachin Buri,2,0.43,2,100.00,0.43,469652,2013,Rabies
Sa Kaeo,1,0.18,1,100.00,0.18,545596,2013,Rabies
Samut Prakan,0,0.00,0,0.00,0.00,1203223,2013,Rabies
Zone:4,0,0.00,0,0.00,0.00,3392715,2013,Rabies
Kanchanaburi,0,0.00,0,0.00,0.00,838914,2013,Rabies
Nakhon Pathom,0,0.00,0,0.00,0.00,866064,2013,Rabies
Ratchaburi,0,0.00,0,0.00,0.00,842684,2013,Rabies
Suphan Buri,0,0.00,0,0.00,0.00,845053,2013,Rabies
Zone:5,0,0.00,0,0.00,0.00,1671831,2013,Rabies
Phetchaburi,0,0.00,0,0.00,0.00,466079,2013,Rabies
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,512568,2013,Rabies
Samut Sakhon,0,0.00,0,0.00,0.00,499098,2013,Rabies
Samut Songkhram,0,0.00,0,0.00,0.00,194086,2013,Rabies
Zone:9,0,0.00,0,0.00,0.00,2715260,2013,Rabies
Chanthaburi,0,0.00,0,0.00,0.00,516855,2013,Rabies
Chon Buri,0,0.00,0,0.00,0.00,1338656,2013,Rabies
Rayong,0,0.00,0,0.00,0.00,637736,2013,Rabies
Trat,0,0.00,0,0.00,0.00,222013,2013,Rabies
South Region,1,0.01,1,100.00,0.01,8971855,2013,Rabies
Zone:6,0,0.00,0,0.00,0.00,3541380,2013,Rabies
Chumphon,0,0.00,0,0.00,0.00,492182,2013,Rabies
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1526071,2013,Rabies
Phatthalung,0,0.00,0,0.00,0.00,511063,2013,Rabies
Surat Thani,0,0.00,0,0.00,0.00,1012064,2013,Rabies
Zone:7,0,0.00,0,0.00,0.00,1857374,2013,Rabies
Krabi,0,0.00,0,0.00,0.00,438039,2013,Rabies
Phangnga,0,0.00,0,0.00,0.00,254931,2013,Rabies
Phuket,0,0.00,0,0.00,0.00,353847,2013,Rabies
Ranong,0,0.00,0,0.00,0.00,183849,2013,Rabies
Trang,0,0.00,0,0.00,0.00,626708,2013,Rabies
Zone:8,1,0.03,1,100.00,0.03,3573101,2013,Rabies
Narathiwat,0,0.00,0,0.00,0.00,747372,2013,Rabies
Pattani,0,0.00,0,0.00,0.00,663485,2013,Rabies
Satun,0,0.00,0,0.00,0.00,301467,2013,Rabies
Songkhla,1,0.07,1,100.00,0.07,1367010,2013,Rabies
Yala,0,0.00,0,0.00,0.00,493767,2013,Rabies
North-Eastern Region,2,0.01,2,100.00,0.01,21585883,2013,Rabies
Zone:10,0,0.00,0,0.00,0.00,3593082,2013,Rabies
Bungkan,0,0.00,0,0.00,0.00,407634,2013,Rabies
Loei,0,0.00,0,0.00,0.00,624920,2013,Rabies
Nong Bua Lam Phu,0,0.00,0,0.00,0.00,502551,2013,Rabies
Nong Khai,0,0.00,0,0.00,0.00,509870,2013,Rabies
Udon Thani,0,0.00,0,0.00,0.00,1548107,2013,Rabies
Zone:11,0,0.00,0,0.00,0.00,2168700,2013,Rabies
Mukdahan,0,0.00,0,0.00,0.00,340581,2013,Rabies
Nakhon Phanom,0,0.00,0,0.00,0.00,704768,2013,Rabies
Sakon Nakhon,0,0.00,0,0.00,0.00,1123351,2013,Rabies
Zone:12,0,0.00,0,0.00,0.00,4992515,2013,Rabies
Kalasin,0,0.00,0,0.00,0.00,981655,2013,Rabies
Khon Kaen,0,0.00,0,0.00,0.00,1766066,2013,Rabies
Maha Sarakham,0,0.00,0,0.00,0.00,939736,2013,Rabies
Roi Et,0,0.00,0,0.00,0.00,1305058,2013,Rabies
Zone:13,2,0.05,2,100.00,0.05,4179354,2013,Rabies
Amnat Charoen,0,0.00,0,0.00,0.00,372241,2013,Rabies
Si Sa Ket,1,0.07,1,100.00,0.07,1452203,2013,Rabies
Ubon Ratchathani,1,0.06,1,100.00,0.06,1816057,2013,Rabies
Yasothon,0,0.00,0,0.00,0.00,538853,2013,Rabies
Zone:14,0,0.00,0,0.00,0.00,6652232,2013,Rabies
Buri Ram,0,0.00,0,0.00,0.00,1559085,2013,Rabies
Chaiyaphum,0,0.00,0,0.00,0.00,1127423,2013,Rabies
Nakhon Ratchasima,0,0.00,0,0.00,0.00,2585325,2013,Rabies
Surin,0,0.00,0,0.00,0.00,1380399,2013,Rabies
North Region,1,0.01,1,100.00,0.01,11783311,2013,Rabies
Zone:15,0,0.00,0,0.00,0.00,3051678,2013,Rabies
Chiang Mai,0,0.00,0,0.00,0.00,1646144,2013,Rabies
Lampang,0,0.00,0,0.00,0.00,757534,2013,Rabies
Lamphun,0,0.00,0,0.00,0.00,403952,2013,Rabies
Mae Hong Son,0,0.00,0,0.00,0.00,244048,2013,Rabies
Zone:16,1,0.04,1,100.00,0.04,2620490,2013,Rabies
Chiang Rai,1,0.08,1,100.00,0.08,1198656,2013,Rabies
Nan,0,0.00,0,0.00,0.00,476612,2013,Rabies
Phayao,0,0.00,0,0.00,0.00,486472,2013,Rabies
Phrae,0,0.00,0,0.00,0.00,458750,2013,Rabies
Zone:17,0,0.00,0,0.00,0.00,3435726,2013,Rabies
Phetchabun,0,0.00,0,0.00,0.00,990807,2013,Rabies
Phitsanulok,0,0.00,0,0.00,0.00,851357,2013,Rabies
Sukhothai,0,0.00,0,0.00,0.00,601504,2013,Rabies
Tak,0,0.00,0,0.00,0.00,531018,2013,Rabies
Uttaradit,0,0.00,0,0.00,0.00,461040,2013,Rabies
Zone:18,0,0.00,0,0.00,0.00,2675417,2013,Rabies
Kamphaeng Phet,0,0.00,0,0.00,0.00,726009,2013,Rabies
Nakhon Sawan,0,0.00,0,0.00,0.00,1071686,2013,Rabies
Phichit,0,0.00,0,0.00,0.00,549688,2013,Rabies
Uthai Thani,0,0.00,0,0.00,0.00,328034,2013,Rabies
Total,15,0.02,15,100.00,0.02,63701703,2010,Rabies
Central Region,11,0.05,11,100.00,0.05,21534318,2010,Rabies
Zone:0,6,0.11,6,100.00,0.11,5701995,2010,Rabies
Bangkok,6,0.11,6,100.00,0.11,5701995,2010,Rabies
Zone:1,1,0.03,1,100.00,0.03,3454591,2010,Rabies
Nonthaburi,0,0.00,0,0.00,0.00,1089908,2010,Rabies
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,778627,2010,Rabies
Pathum Thani,0,0.00,0,0.00,0.00,971010,2010,Rabies
Saraburi,1,0.16,1,100.00,0.16,615046,2010,Rabies
Zone:2,0,0.00,0,0.00,0.00,1590200,2010,Rabies
Ang Thong,0,0.00,0,0.00,0.00,284889,2010,Rabies
Chai Nat,0,0.00,0,0.00,0.00,335177,2010,Rabies
Lop Buri,0,0.00,0,0.00,0.00,755153,2010,Rabies
Sing Buri,0,0.00,0,0.00,0.00,214981,2010,Rabies
Zone:3,1,0.03,1,100.00,0.03,3105799,2010,Rabies
Chachoengsao,0,0.00,0,0.00,0.00,671458,2010,Rabies
Nakhon Nayok,0,0.00,0,0.00,0.00,252209,2010,Rabies
Prachin Buri,0,0.00,0,0.00,0.00,464213,2010,Rabies
Sa Kaeo,0,0.00,0,0.00,0.00,543276,2010,Rabies
Samut Prakan,1,0.09,1,100.00,0.09,1174643,2010,Rabies
Zone:4,2,0.06,2,100.00,0.06,3374810,2010,Rabies
Kanchanaburi,1,0.12,1,100.00,0.12,836600,2010,Rabies
Nakhon Pathom,0,0.00,0,0.00,0.00,855837,2010,Rabies
Ratchaburi,0,0.00,0,0.00,0.00,837153,2010,Rabies
Suphan Buri,1,0.12,1,100.00,0.12,845220,2010,Rabies
Zone:5,0,0.00,0,0.00,0.00,1651335,2010,Rabies
Phetchaburi,0,0.00,0,0.00,0.00,462636,2010,Rabies
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,506599,2010,Rabies
Samut Sakhon,0,0.00,0,0.00,0.00,488247,2010,Rabies
Samut Songkhram,0,0.00,0,0.00,0.00,193853,2010,Rabies
Zone:9,1,0.04,1,100.00,0.04,2655588,2010,Rabies
Chanthaburi,0,0.00,0,0.00,0.00,512932,2010,Rabies
Chon Buri,1,0.08,1,100.00,0.08,1302942,2010,Rabies
Rayong,0,0.00,0,0.00,0.00,619249,2010,Rabies
Trat,0,0.00,0,0.00,0.00,220465,2010,Rabies
South Region,0,0.00,0,0.00,0.00,8853473,2010,Rabies
Zone:6,0,0.00,0,0.00,0.00,3514344,2010,Rabies
Chumphon,0,0.00,0,0.00,0.00,488855,2010,Rabies
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1519531,2010,Rabies
Phatthalung,0,0.00,0,0.00,0.00,508656,2010,Rabies
Surat Thani,0,0.00,0,0.00,0.00,997302,2010,Rabies
Zone:7,0,0.00,0,0.00,0.00,1825591,2010,Rabies
Krabi,0,0.00,0,0.00,0.00,429631,2010,Rabies
Phangnga,0,0.00,0,0.00,0.00,252385,2010,Rabies
Phuket,0,0.00,0,0.00,0.00,340490,2010,Rabies
Ranong,0,0.00,0,0.00,0.00,182417,2010,Rabies
Trang,0,0.00,0,0.00,0.00,620668,2010,Rabies
Zone:8,0,0.00,0,0.00,0.00,3513538,2010,Rabies
Narathiwat,0,0.00,0,0.00,0.00,732617,2010,Rabies
Pattani,0,0.00,0,0.00,0.00,651442,2010,Rabies
Satun,0,0.00,0,0.00,0.00,295133,2010,Rabies
Songkhla,0,0.00,0,0.00,0.00,1350489,2010,Rabies
Yala,0,0.00,0,0.00,0.00,483857,2010,Rabies
North-Eastern Region,1,0.00,1,100.00,0.00,21534582,2010,Rabies
Zone:10,0,0.00,0,0.00,0.00,3576272,2010,Rabies
