Areas,Age,Cases,Year,Disease
Total,Total,323,2024,DSS
ZONE:01,Total,22,2024,DSS
Chiang Mai,Total,1,2024,DSS
Chiang Rai,Total,7,2024,DSS
Lampang,Total,3,2024,DSS
Lamphun,Total,0,2024,DSS
Mae Hong Son,Total,3,2024,DSS
Nan,Total,7,2024,DSS
Phayao,Total,1,2024,DSS
Phrae,Total,0,2024,DSS
ZONE:02,Total,32,2024,DSS
Phetchabun,Total,24,2024,DSS
Phitsanulok,Total,5,2024,DSS
Sukhothai,Total,1,2024,DSS
Tak,Total,0,2024,DSS
Uttaradit,Total,2,2024,DSS
ZONE:03,Total,14,2024,DSS
Chai Nat,Total,5,2024,DSS
Kamphaeng Phet,Total,4,2024,DSS
Nakhon Sawan,Total,1,2024,DSS
Phichit,Total,3,2024,DSS
Uthai Thani,Total,1,2024,DSS
ZONE:04,Total,34,2024,DSS
Ang Thong,Total,0,2024,DSS
Lop Buri,Total,0,2024,DSS
Nakhon Nayok,Total,0,2024,DSS
Nonthaburi,Total,10,2024,DSS
P.Nakhon S.Ayutthaya,Total,5,2024,DSS
Pathum Thani,Total,17,2024,DSS
Saraburi,Total,1,2024,DSS
Sing Buri,Total,1,2024,DSS
ZONE:05,Total,30,2024,DSS
Kanchanaburi,Total,6,2024,DSS
Nakhon Pathom,Total,5,2024,DSS
Phetchaburi,Total,3,2024,DSS
Prachuap Khiri Khan,Total,4,2024,DSS
Ratchaburi,Total,3,2024,DSS
Samut Sakhon,Total,2,2024,DSS
Samut Songkhram,Total,0,2024,DSS
Suphan Buri,Total,7,2024,DSS
ZONE:06,Total,34,2024,DSS
Chachoengsao,Total,4,2024,DSS
Chanthaburi,Total,0,2024,DSS
Chon Buri,Total,18,2024,DSS
Prachin Buri,Total,1,2024,DSS
Rayong,Total,4,2024,DSS
Sa Kaeo,Total,1,2024,DSS
Samut Prakan,Total,5,2024,DSS
Trat,Total,1,2024,DSS
ZONE:07,Total,7,2024,DSS
Kalasin,Total,2,2024,DSS
Khon Kaen,Total,1,2024,DSS
Maha Sarakham,Total,3,2024,DSS
Roi Et,Total,1,2024,DSS
ZONE:08,Total,15,2024,DSS
Bungkan,Total,3,2024,DSS
Loei,Total,8,2024,DSS
Nakhon Phanom,Total,1,2024,DSS
Nong Bua Lam Phu,Total,1,2024,DSS
Nong Khai,Total,0,2024,DSS
