Areas,Age,Cases,Year,Disease
Total,Total,1,2013,Botulism
Central Region,Total,0,2013,Botulism
Zone:0,Total,0,2013,Botulism
Bangkok,Total,0,2013,Botulism
Zone:1,Total,0,2013,Botulism
Nonthaburi,Total,0,2013,Botulism
P.Nakhon S.Ayutthaya,Total,0,2013,Botulism
Pathum Thani,Total,0,2013,Botulism
Saraburi,Total,0,2013,Botulism
Zone:2,Total,0,2013,Botulism
Ang Thong,Total,0,2013,Botulism
Chai Nat,Total,0,2013,Botulism
Lop Buri,Total,0,2013,Botulism
Sing Buri,Total,0,2013,Botulism
Zone:3,Total,0,2013,Botulism
Chachoengsao,Total,0,2013,Botulism
Nakhon Nayok,Total,0,2013,Botulism
Prachin Buri,Total,0,2013,Botulism
Sa Kaeo,Total,0,2013,Botulism
Samut Prakan,Total,0,2013,Botulism
Zone:4,Total,0,2013,Botulism
Kanchanaburi,Total,0,2013,Botulism
Nakhon Pathom,Total,0,2013,Botulism
Ratchaburi,Total,0,2013,Botulism
Suphan Buri,Total,0,2013,Botulism
Zone:5,Total,0,2013,Botulism
Phetchaburi,Total,0,2013,Botulism
Prachuap Khiri Khan,Total,0,2013,Botulism
Samut Sakhon,Total,0,2013,Botulism
Samut Songkhram,Total,0,2013,Botulism
Zone:9,Total,0,2013,Botulism
Chanthaburi,Total,0,2013,Botulism
Chon Buri,Total,0,2013,Botulism
Rayong,Total,0,2013,Botulism
Trat,Total,0,2013,Botulism
South Region,Total,0,2013,Botulism
Zone:6,Total,0,2013,Botulism
Chumphon,Total,0,2013,Botulism
Nakhon Si Thammarat,Total,0,2013,Botulism
Phatthalung,Total,0,2013,Botulism
Surat Thani,Total,0,2013,Botulism
Zone:7,Total,0,2013,Botulism
Krabi,Total,0,2013,Botulism
Phangnga,Total,0,2013,Botulism
Phuket,Total,0,2013,Botulism
Ranong,Total,0,2013,Botulism
Trang,Total,0,2013,Botulism
Zone:8,Total,0,2013,Botulism
Narathiwat,Total,0,2013,Botulism
Pattani,Total,0,2013,Botulism
Satun,Total,0,2013,Botulism
Songkhla,Total,0,2013,Botulism
Yala,Total,0,2013,Botulism
North-Eastern Region,Total,1,2013,Botulism
Zone:10,Total,0,2013,Botulism
Bungkan,Total,0,2013,Botulism
Loei,Total,0,2013,Botulism
