Areas,Age,Cases,Year,Disease
Total,Total,129638,2015,Foodpoi
ZONE:00,Total,3880,2015,Foodpoi
Bangkok,Total,3880,2015,Foodpoi
ZONE:01,Total,16637,2015,Foodpoi
Chiang Mai,Total,5264,2015,Foodpoi
Chiang Rai,Total,4256,2015,Foodpoi
Lampang,Total,1735,2015,Foodpoi
Lamphun,Total,1770,2015,Foodpoi
Mae Hong Son,Total,951,2015,Foodpoi
Nan,Total,808,2015,Foodpoi
Phayao,Total,695,2015,Foodpoi
Phrae,Total,1158,2015,Foodpoi
ZONE:02,Total,6615,2015,Foodpoi
Phetchabun,Total,2046,2015,Foodpoi
Phitsanulok,Total,2111,2015,Foodpoi
Sukhothai,Total,811,2015,Foodpoi
Tak,Total,875,2015,Foodpoi
Uttaradit,Total,772,2015,Foodpoi
ZONE:03,Total,4672,2015,Foodpoi
Chai Nat,Total,218,2015,Foodpoi
Kamphaeng Phet,Total,746,2015,Foodpoi
Nakhon Sawan,Total,2272,2015,Foodpoi
Phichit,Total,1006,2015,Foodpoi
Uthai Thani,Total,430,2015,Foodpoi
ZONE:04,Total,8140,2015,Foodpoi
Ang Thong,Total,293,2015,Foodpoi
Lop Buri,Total,767,2015,Foodpoi
Nakhon Nayok,Total,383,2015,Foodpoi
Nonthaburi,Total,2321,2015,Foodpoi
P.Nakhon S.Ayutthaya,Total,2196,2015,Foodpoi
Pathum Thani,Total,1237,2015,Foodpoi
Saraburi,Total,469,2015,Foodpoi
Sing Buri,Total,474,2015,Foodpoi
ZONE:05,Total,5758,2015,Foodpoi
Kanchanaburi,Total,658,2015,Foodpoi
Nakhon Pathom,Total,927,2015,Foodpoi
Phetchaburi,Total,691,2015,Foodpoi
Prachuap Khiri Khan,Total,786,2015,Foodpoi
Ratchaburi,Total,980,2015,Foodpoi
Samut Sakhon,Total,295,2015,Foodpoi
Samut Songkhram,Total,151,2015,Foodpoi
Suphan Buri,Total,1270,2015,Foodpoi
ZONE:06,Total,11307,2015,Foodpoi
Chachoengsao,Total,1282,2015,Foodpoi
Chanthaburi,Total,1596,2015,Foodpoi
Chon Buri,Total,2140,2015,Foodpoi
Prachin Buri,Total,1652,2015,Foodpoi
Rayong,Total,1210,2015,Foodpoi
Sa Kaeo,Total,806,2015,Foodpoi
Samut Prakan,Total,1900,2015,Foodpoi
Trat,Total,721,2015,Foodpoi
ZONE:07,Total,18910,2015,Foodpoi
Kalasin,Total,2159,2015,Foodpoi
Khon Kaen,Total,7911,2015,Foodpoi
Maha Sarakham,Total,3048,2015,Foodpoi
Roi Et,Total,5792,2015,Foodpoi
ZONE:08,Total,16376,2015,Foodpoi
Bungkan,Total,302,2015,Foodpoi
Loei,Total,1008,2015,Foodpoi
Nakhon Phanom,Total,3296,2015,Foodpoi
Nong Bua Lam Phu,Total,2761,2015,Foodpoi
Nong Khai,Total,2027,2015,Foodpoi
Sakon Nakhon,Total,1570,2015,Foodpoi
Udon Thani,Total,5412,2015,Foodpoi
ZONE:09,Total,15074,2015,Foodpoi
Buri Ram,Total,6838,2015,Foodpoi
Chaiyaphum,Total,1392,2015,Foodpoi
