Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,3576,5.75,0,0.0,62195878,2005,"Dysentery,Bacillary"
North Region,477,4.02,0,0.0,11862916,2005,"Dysentery,Bacillary"
Zone:1,248,4.33,0,0.0,5729312,2005,"Dysentery,Bacillary"
Chiang Mai,39,2.38,0,0.0,1640390,2005,"Dysentery,Bacillary"
Chiang Rai,125,10.25,0,0.0,1219732,2005,"Dysentery,Bacillary"
Lampang,45,5.79,0,0.0,777827,2005,"Dysentery,Bacillary"
Lamphun,8,1.98,0,0.0,404754,2005,"Dysentery,Bacillary"
Mae Hong Son,15,6.03,0,0.0,248672,2005,"Dysentery,Bacillary"
Nan,12,2.51,0,0.0,477917,2005,"Dysentery,Bacillary"
Phayao,1,0.21,0,0.0,487616,2005,"Dysentery,Bacillary"
Phrae,3,0.64,0,0.0,472404,2005,"Dysentery,Bacillary"
Zone:2,178,5.17,0,0.0,3442642,2005,"Dysentery,Bacillary"
Phetchabun,12,1.2,0,0.0,1001820,2005,"Dysentery,Bacillary"
Phitsanulok,3,0.36,0,0.0,841248,2005,"Dysentery,Bacillary"
Sukhothai,22,3.6,0,0.0,610871,2005,"Dysentery,Bacillary"
Tak,134,25.82,0,0.0,519037,2005,"Dysentery,Bacillary"
Uttaradit,7,1.49,0,0.0,469666,2005,"Dysentery,Bacillary"
Zone:3,51,1.9,0,0.0,2690962,2005,"Dysentery,Bacillary"
Kamphaeng Phet,13,1.79,0,0.0,727351,2005,"Dysentery,Bacillary"
Nakhon Sawan,31,2.88,0,0.0,1077634,2005,"Dysentery,Bacillary"
Phichit,5,0.89,0,0.0,559611,2005,"Dysentery,Bacillary"
Uthai Thani,2,0.61,0,0.0,326366,2005,"Dysentery,Bacillary"
Central Region,453,2.2,0,0.0,20560399,2005,"Dysentery,Bacillary"
Bangkok,28,0.5,0,0.0,5646543,2005,"Dysentery,Bacillary"
Zone:4,60,2.16,0,0.0,2777019,2005,"Dysentery,Bacillary"
Ang Thong,3,1.06,0,0.0,283373,2005,"Dysentery,Bacillary"
Nonthaburi,18,1.88,0,0.0,957287,2005,"Dysentery,Bacillary"
P.Nakhon S.Ayutthaya,31,4.17,0,0.0,743659,2005,"Dysentery,Bacillary"
Pathum Thani,8,1.01,0,0.0,792700,2005,"Dysentery,Bacillary"
Zone:5,47,2.46,0,0.0,1909368,2005,"Dysentery,Bacillary"
Chai Nat,5,1.47,0,0.0,340812,2005,"Dysentery,Bacillary"
Lop Buri,34,4.53,0,0.0,750718,2005,"Dysentery,Bacillary"
Saraburi,7,1.17,0,0.0,598905,2005,"Dysentery,Bacillary"
Sing Buri,1,0.46,0,0.0,218933,2005,"Dysentery,Bacillary"
Zone:6,121,3.69,0,0.0,3282327,2005,"Dysentery,Bacillary"
Kanchanaburi,38,4.64,0,0.0,818218,2005,"Dysentery,Bacillary"
Nakhon Pathom,71,8.84,0,0.0,803489,2005,"Dysentery,Bacillary"
Ratchaburi,10,1.22,0,0.0,819286,2005,"Dysentery,Bacillary"
Suphan Buri,2,0.24,0,0.0,841334,2005,"Dysentery,Bacillary"
Zone:7,39,2.47,0,0.0,1578246,2005,"Dysentery,Bacillary"
Phetchaburi,12,2.65,0,0.0,452506,2005,"Dysentery,Bacillary"
