Areas,Count,Month,Type,Year,Disease
Total,17000,Total,Cases,2013,Other STI
Central Region,3284,Total,Cases,2013,Other STI
Zone:0,511,Total,Cases,2013,Other STI
Bangkok,511,Total,Cases,2013,Other STI
Zone:1,411,Total,Cases,2013,Other STI
Nonthaburi,103,Total,Cases,2013,Other STI
P.Nakhon S.Ayutthaya,64,Total,Cases,2013,Other STI
Pathum Thani,116,Total,Cases,2013,Other STI
Saraburi,128,Total,Cases,2013,Other STI
Zone:2,115,Total,Cases,2013,Other STI
Ang Thong,3,Total,Cases,2013,Other STI
Chai Nat,14,Total,Cases,2013,Other STI
Lop Buri,44,Total,Cases,2013,Other STI
Sing Buri,54,Total,Cases,2013,Other STI
Zone:3,734,Total,Cases,2013,Other STI
Chachoengsao,180,Total,Cases,2013,Other STI
Nakhon Nayok,20,Total,Cases,2013,Other STI
Prachin Buri,227,Total,Cases,2013,Other STI
Sa Kaeo,76,Total,Cases,2013,Other STI
Samut Prakan,231,Total,Cases,2013,Other STI
Zone:4,430,Total,Cases,2013,Other STI
Kanchanaburi,192,Total,Cases,2013,Other STI
Nakhon Pathom,0,Total,Cases,2013,Other STI
Ratchaburi,217,Total,Cases,2013,Other STI
Suphan Buri,21,Total,Cases,2013,Other STI
Zone:5,119,Total,Cases,2013,Other STI
Phetchaburi,62,Total,Cases,2013,Other STI
Prachuap Khiri Khan,53,Total,Cases,2013,Other STI
Samut Sakhon,3,Total,Cases,2013,Other STI
Samut Songkhram,1,Total,Cases,2013,Other STI
Zone:9,964,Total,Cases,2013,Other STI
Chanthaburi,437,Total,Cases,2013,Other STI
Chon Buri,165,Total,Cases,2013,Other STI
Rayong,283,Total,Cases,2013,Other STI
Trat,79,Total,Cases,2013,Other STI
South Region,2454,Total,Cases,2013,Other STI
Zone:6,907,Total,Cases,2013,Other STI
Chumphon,51,Total,Cases,2013,Other STI
Nakhon Si Thammarat,281,Total,Cases,2013,Other STI
Phatthalung,308,Total,Cases,2013,Other STI
Surat Thani,267,Total,Cases,2013,Other STI
Zone:7,327,Total,Cases,2013,Other STI
Krabi,18,Total,Cases,2013,Other STI
Phangnga,21,Total,Cases,2013,Other STI
Phuket,72,Total,Cases,2013,Other STI
Ranong,4,Total,Cases,2013,Other STI
Trang,212,Total,Cases,2013,Other STI
Zone:8,1220,Total,Cases,2013,Other STI
Narathiwat,163,Total,Cases,2013,Other STI
Pattani,55,Total,Cases,2013,Other STI
Satun,19,Total,Cases,2013,Other STI
Songkhla,974,Total,Cases,2013,Other STI
Yala,9,Total,Cases,2013,Other STI
North-Eastern Region,6485,Total,Cases,2013,Other STI
Zone:10,1482,Total,Cases,2013,Other STI
Bungkan,307,Total,Cases,2013,Other STI
Loei,244,Total,Cases,2013,Other STI
Nong Bua Lam Phu,50,Total,Cases,2013,Other STI
Nong Khai,316,Total,Cases,2013,Other STI
Udon Thani,565,Total,Cases,2013,Other STI
Zone:11,849,Total,Cases,2013,Other STI
Mukdahan,210,Total,Cases,2013,Other STI
Nakhon Phanom,244,Total,Cases,2013,Other STI
Sakon Nakhon,395,Total,Cases,2013,Other STI
Zone:12,712,Total,Cases,2013,Other STI
Kalasin,124,Total,Cases,2013,Other STI
Khon Kaen,382,Total,Cases,2013,Other STI
Maha Sarakham,121,Total,Cases,2013,Other STI
Roi Et,85,Total,Cases,2013,Other STI
Zone:13,2216,Total,Cases,2013,Other STI
Amnat Charoen,124,Total,Cases,2013,Other STI
Si Sa Ket,924,Total,Cases,2013,Other STI
Ubon Ratchathani,1067,Total,Cases,2013,Other STI
Yasothon,101,Total,Cases,2013,Other STI
Zone:14,1226,Total,Cases,2013,Other STI
Buri Ram,560,Total,Cases,2013,Other STI
Chaiyaphum,214,Total,Cases,2013,Other STI
Nakhon Ratchasima,212,Total,Cases,2013,Other STI
Surin,240,Total,Cases,2013,Other STI
North Region,4777,Total,Cases,2013,Other STI
Zone:15,1898,Total,Cases,2013,Other STI
Chiang Mai,1132,Total,Cases,2013,Other STI
Lampang,305,Total,Cases,2013,Other STI
Lamphun,83,Total,Cases,2013,Other STI
Mae Hong Son,378,Total,Cases,2013,Other STI
Zone:16,1369,Total,Cases,2013,Other STI
Chiang Rai,824,Total,Cases,2013,Other STI
Nan,55,Total,Cases,2013,Other STI
Phayao,364,Total,Cases,2013,Other STI
Phrae,126,Total,Cases,2013,Other STI
Zone:17,949,Total,Cases,2013,Other STI
Phetchabun,447,Total,Cases,2013,Other STI
Phitsanulok,151,Total,Cases,2013,Other STI
Sukhothai,24,Total,Cases,2013,Other STI
Tak,285,Total,Cases,2013,Other STI
Uttaradit,42,Total,Cases,2013,Other STI
Zone:18,561,Total,Cases,2013,Other STI
Kamphaeng Phet,186,Total,Cases,2013,Other STI
Nakhon Sawan,224,Total,Cases,2013,Other STI
Phichit,85,Total,Cases,2013,Other STI
Uthai Thani,66,Total,Cases,2013,Other STI
Total,0,Total,Deaths,2013,Other STI
Central Region,0,Total,Deaths,2013,Other STI
Zone:0,0,Total,Deaths,2013,Other STI
Bangkok,0,Total,Deaths,2013,Other STI
Zone:1,0,Total,Deaths,2013,Other STI
Nonthaburi,0,Total,Deaths,2013,Other STI
P.Nakhon S.Ayutthaya,0,Total,Deaths,2013,Other STI
Pathum Thani,0,Total,Deaths,2013,Other STI
Saraburi,0,Total,Deaths,2013,Other STI
Zone:2,0,Total,Deaths,2013,Other STI
Ang Thong,0,Total,Deaths,2013,Other STI
Chai Nat,0,Total,Deaths,2013,Other STI
Lop Buri,0,Total,Deaths,2013,Other STI
