Areas,Count,Month,Type,Year,Disease
Total,123,Total,Cases,2020,Genital Molluscum Contagiosum
ZONE:01,4,Total,Cases,2020,Genital Molluscum Contagiosum
Chiang Mai,0,Total,Cases,2020,Genital Molluscum Contagiosum
Chiang Rai,3,Total,Cases,2020,Genital Molluscum Contagiosum
Lampang,0,Total,Cases,2020,Genital Molluscum Contagiosum
Lamphun,0,Total,Cases,2020,Genital Molluscum Contagiosum
Mae Hong Son,0,Total,Cases,2020,Genital Molluscum Contagiosum
Nan,0,Total,Cases,2020,Genital Molluscum Contagiosum
Phayao,1,Total,Cases,2020,Genital Molluscum Contagiosum
Phrae,0,Total,Cases,2020,Genital Molluscum Contagiosum
ZONE:02,3,Total,Cases,2020,Genital Molluscum Contagiosum
Phetchabun,0,Total,Cases,2020,Genital Molluscum Contagiosum
Phitsanulok,3,Total,Cases,2020,Genital Molluscum Contagiosum
Sukhothai,0,Total,Cases,2020,Genital Molluscum Contagiosum
Tak,0,Total,Cases,2020,Genital Molluscum Contagiosum
Uttaradit,0,Total,Cases,2020,Genital Molluscum Contagiosum
ZONE:03,0,Total,Cases,2020,Genital Molluscum Contagiosum
Chai Nat,0,Total,Cases,2020,Genital Molluscum Contagiosum
Kamphaeng Phet,0,Total,Cases,2020,Genital Molluscum Contagiosum
Nakhon Sawan,0,Total,Cases,2020,Genital Molluscum Contagiosum
Phichit,0,Total,Cases,2020,Genital Molluscum Contagiosum
Uthai Thani,0,Total,Cases,2020,Genital Molluscum Contagiosum
ZONE:04,10,Total,Cases,2020,Genital Molluscum Contagiosum
Ang Thong,0,Total,Cases,2020,Genital Molluscum Contagiosum
Lop Buri,0,Total,Cases,2020,Genital Molluscum Contagiosum
Nakhon Nayok,0,Total,Cases,2020,Genital Molluscum Contagiosum
Nonthaburi,0,Total,Cases,2020,Genital Molluscum Contagiosum
P.Nakhon S.Ayutthaya,0,Total,Cases,2020,Genital Molluscum Contagiosum
Pathum Thani,7,Total,Cases,2020,Genital Molluscum Contagiosum
Saraburi,3,Total,Cases,2020,Genital Molluscum Contagiosum
Sing Buri,0,Total,Cases,2020,Genital Molluscum Contagiosum
ZONE:05,3,Total,Cases,2020,Genital Molluscum Contagiosum
Kanchanaburi,0,Total,Cases,2020,Genital Molluscum Contagiosum
Nakhon Pathom,0,Total,Cases,2020,Genital Molluscum Contagiosum
Phetchaburi,0,Total,Cases,2020,Genital Molluscum Contagiosum
Prachuap Khiri Khan,3,Total,Cases,2020,Genital Molluscum Contagiosum
Ratchaburi,0,Total,Cases,2020,Genital Molluscum Contagiosum
Samut Sakhon,0,Total,Cases,2020,Genital Molluscum Contagiosum
Samut Songkhram,0,Total,Cases,2020,Genital Molluscum Contagiosum
Suphan Buri,0,Total,Cases,2020,Genital Molluscum Contagiosum
ZONE:06,4,Total,Cases,2020,Genital Molluscum Contagiosum
Chachoengsao,1,Total,Cases,2020,Genital Molluscum Contagiosum
Chanthaburi,0,Total,Cases,2020,Genital Molluscum Contagiosum
Chon Buri,1,Total,Cases,2020,Genital Molluscum Contagiosum
Prachin Buri,1,Total,Cases,2020,Genital Molluscum Contagiosum
Rayong,0,Total,Cases,2020,Genital Molluscum Contagiosum
Sa Kaeo,0,Total,Cases,2020,Genital Molluscum Contagiosum
Samut Prakan,1,Total,Cases,2020,Genital Molluscum Contagiosum
Trat,0,Total,Cases,2020,Genital Molluscum Contagiosum
ZONE:07,0,Total,Cases,2020,Genital Molluscum Contagiosum
Kalasin,0,Total,Cases,2020,Genital Molluscum Contagiosum
Khon Kaen,0,Total,Cases,2020,Genital Molluscum Contagiosum
Maha Sarakham,0,Total,Cases,2020,Genital Molluscum Contagiosum
Roi Et,0,Total,Cases,2020,Genital Molluscum Contagiosum
ZONE:08,0,Total,Cases,2020,Genital Molluscum Contagiosum
Bungkan,0,Total,Cases,2020,Genital Molluscum Contagiosum
Loei,0,Total,Cases,2020,Genital Molluscum Contagiosum
Nakhon Phanom,0,Total,Cases,2020,Genital Molluscum Contagiosum
