Areas,Count,Month,Type,Year,Disease
Total,1641,,Cases,2018,"Meningitis,uns"
ZONE:01,224,,Cases,2018,"Meningitis,uns"
Chiang Mai,91,,Cases,2018,"Meningitis,uns"
Chiang Rai,44,,Cases,2018,"Meningitis,uns"
Lampang,41,,Cases,2018,"Meningitis,uns"
Lamphun,0,,Cases,2018,"Meningitis,uns"
Mae Hong Son,2,,Cases,2018,"Meningitis,uns"
Nan,10,,Cases,2018,"Meningitis,uns"
Phayao,13,,Cases,2018,"Meningitis,uns"
Phrae,23,,Cases,2018,"Meningitis,uns"
ZONE:02,68,,Cases,2018,"Meningitis,uns"
Phetchabun,25,,Cases,2018,"Meningitis,uns"
Phitsanulok,13,,Cases,2018,"Meningitis,uns"
Sukhothai,2,,Cases,2018,"Meningitis,uns"
Tak,17,,Cases,2018,"Meningitis,uns"
Uttaradit,11,,Cases,2018,"Meningitis,uns"
ZONE:03,92,,Cases,2018,"Meningitis,uns"
Chai Nat,8,,Cases,2018,"Meningitis,uns"
Kamphaeng Phet,63,,Cases,2018,"Meningitis,uns"
Nakhon Sawan,12,,Cases,2018,"Meningitis,uns"
Phichit,2,,Cases,2018,"Meningitis,uns"
Uthai Thani,7,,Cases,2018,"Meningitis,uns"
ZONE:04,20,,Cases,2018,"Meningitis,uns"
Ang Thong,0,,Cases,2018,"Meningitis,uns"
Lop Buri,0,,Cases,2018,"Meningitis,uns"
Nakhon Nayok,1,,Cases,2018,"Meningitis,uns"
Nonthaburi,0,,Cases,2018,"Meningitis,uns"
P.Nakhon S.Ayutthaya,3,,Cases,2018,"Meningitis,uns"
Pathum Thani,7,,Cases,2018,"Meningitis,uns"
Saraburi,8,,Cases,2018,"Meningitis,uns"
Sing Buri,1,,Cases,2018,"Meningitis,uns"
ZONE:05,51,,Cases,2018,"Meningitis,uns"
Kanchanaburi,8,,Cases,2018,"Meningitis,uns"
Nakhon Pathom,3,,Cases,2018,"Meningitis,uns"
Phetchaburi,17,,Cases,2018,"Meningitis,uns"
Prachuap Khiri Khan,0,,Cases,2018,"Meningitis,uns"
Ratchaburi,11,,Cases,2018,"Meningitis,uns"
Samut Sakhon,0,,Cases,2018,"Meningitis,uns"
Samut Songkhram,0,,Cases,2018,"Meningitis,uns"
Suphan Buri,12,,Cases,2018,"Meningitis,uns"
ZONE:06,186,,Cases,2018,"Meningitis,uns"
Chachoengsao,47,,Cases,2018,"Meningitis,uns"
Chanthaburi,39,,Cases,2018,"Meningitis,uns"
Chon Buri,34,,Cases,2018,"Meningitis,uns"
Prachin Buri,31,,Cases,2018,"Meningitis,uns"
Rayong,11,,Cases,2018,"Meningitis,uns"
Sa Kaeo,2,,Cases,2018,"Meningitis,uns"
Samut Prakan,20,,Cases,2018,"Meningitis,uns"
Trat,2,,Cases,2018,"Meningitis,uns"
ZONE:07,45,,Cases,2018,"Meningitis,uns"
Kalasin,8,,Cases,2018,"Meningitis,uns"
Khon Kaen,15,,Cases,2018,"Meningitis,uns"
Maha Sarakham,13,,Cases,2018,"Meningitis,uns"
Roi Et,9,,Cases,2018,"Meningitis,uns"
ZONE:08,196,,Cases,2018,"Meningitis,uns"
Bungkan,4,,Cases,2018,"Meningitis,uns"
Loei,57,,Cases,2018,"Meningitis,uns"
Nakhon Phanom,12,,Cases,2018,"Meningitis,uns"
Nong Bua Lam Phu,3,,Cases,2018,"Meningitis,uns"
Nong Khai,26,,Cases,2018,"Meningitis,uns"
Sakon Nakhon,13,,Cases,2018,"Meningitis,uns"
Udon Thani,81,,Cases,2018,"Meningitis,uns"
ZONE:09,198,,Cases,2018,"Meningitis,uns"
Buri Ram,44,,Cases,2018,"Meningitis,uns"
Chaiyaphum,81,,Cases,2018,"Meningitis,uns"
Nakhon Ratchasima,68,,Cases,2018,"Meningitis,uns"
Surin,5,,Cases,2018,"Meningitis,uns"
ZONE:10,288,,Cases,2018,"Meningitis,uns"
Amnat Charoen,6,,Cases,2018,"Meningitis,uns"
Mukdahan,11,,Cases,2018,"Meningitis,uns"
Si Sa Ket,112,,Cases,2018,"Meningitis,uns"
Ubon Ratchathani,136,,Cases,2018,"Meningitis,uns"
Yasothon,23,,Cases,2018,"Meningitis,uns"
ZONE:11,108,,Cases,2018,"Meningitis,uns"
Chumphon,1,,Cases,2018,"Meningitis,uns"
Krabi,22,,Cases,2018,"Meningitis,uns"
Nakhon Si Thammarat,20,,Cases,2018,"Meningitis,uns"
Phangnga,2,,Cases,2018,"Meningitis,uns"
Phuket,8,,Cases,2018,"Meningitis,uns"
Ranong,0,,Cases,2018,"Meningitis,uns"
Surat Thani,55,,Cases,2018,"Meningitis,uns"
ZONE:12,60,,Cases,2018,"Meningitis,uns"
Narathiwat,5,,Cases,2018,"Meningitis,uns"
Pattani,2,,Cases,2018,"Meningitis,uns"
