Areas,Age,Cases,Year,Disease
Total,Total,27245,2005,Pulmonary T.B
North Region,Total,5183,2005,Pulmonary T.B
Zone: 1,Total,2855,2005,Pulmonary T.B
Chiang Mai,Total,403,2005,Pulmonary T.B
Chiang Rai,Total,643,2005,Pulmonary T.B
Lampang,Total,908,2005,Pulmonary T.B
Lamphun,Total,159,2005,Pulmonary T.B
Mae Hong Son,Total,85,2005,Pulmonary T.B
Nan,Total,201,2005,Pulmonary T.B
Phayao,Total,269,2005,Pulmonary T.B
Phrae,Total,187,2005,Pulmonary T.B
Zone: 2,Total,1007,2005,Pulmonary T.B
Phetchabun,Total,341,2005,Pulmonary T.B
Phitsanulok,Total,123,2005,Pulmonary T.B
Sukhothai,Total,166,2005,Pulmonary T.B
Tak,Total,232,2005,Pulmonary T.B
Uttaradit,Total,145,2005,Pulmonary T.B
Zone: 3,Total,1321,2005,Pulmonary T.B
Kamphaeng Phet,Total,357,2005,Pulmonary T.B
Nakhon Sawan,Total,503,2005,Pulmonary T.B
Phichit,Total,296,2005,Pulmonary T.B
Uthai Thani,Total,165,2005,Pulmonary T.B
Central Region,Total,9065,2005,Pulmonary T.B
Bangkok,Total,2746,2005,Pulmonary T.B
Zone: 4,Total,726,2005,Pulmonary T.B
Ang Thong,Total,90,2005,Pulmonary T.B
Nonthaburi,Total,310,2005,Pulmonary T.B
P.Nakhon S.Ayutthaya,Total,193,2005,Pulmonary T.B
Pathum Thani,Total,133,2005,Pulmonary T.B
Zone: 5,Total,826,2005,Pulmonary T.B
Chai Nat,Total,94,2005,Pulmonary T.B
Lop Buri,Total,279,2005,Pulmonary T.B
Saraburi,Total,320,2005,Pulmonary T.B
Sing Buri,Total,133,2005,Pulmonary T.B
Zone: 6,Total,1392,2005,Pulmonary T.B
Kanchanaburi,Total,258,2005,Pulmonary T.B
Nakhon Pathom,Total,270,2005,Pulmonary T.B
Ratchaburi,Total,465,2005,Pulmonary T.B
Suphan Buri,Total,399,2005,Pulmonary T.B
Zone: 7,Total,946,2005,Pulmonary T.B
Phetchaburi,Total,236,2005,Pulmonary T.B
Prachuap Khiri Khan,Total,188,2005,Pulmonary T.B
Samut Sakhon,Total,361,2005,Pulmonary T.B
Samut Songkhram,Total,161,2005,Pulmonary T.B
Zone: 8,Total,1106,2005,Pulmonary T.B
Chachoengsao,Total,263,2005,Pulmonary T.B
Nakhon Nayok,Total,85,2005,Pulmonary T.B
Prachin Buri,Total,80,2005,Pulmonary T.B
Sa Kaeo,Total,163,2005,Pulmonary T.B
Samut Prakan,Total,515,2005,Pulmonary T.B
Zone: 9,Total,1323,2005,Pulmonary T.B
Chanthaburi,Total,282,2005,Pulmonary T.B
Chon Buri,Total,509,2005,Pulmonary T.B
Rayong,Total,361,2005,Pulmonary T.B
Trat,Total,171,2005,Pulmonary T.B
North-Eastern Region,Total,9562,2005,Pulmonary T.B
Zone: 10,Total,1350,2005,Pulmonary T.B
Loei,Total,241,2005,Pulmonary T.B
Nong Bua Lam Phu,Total,277,2005,Pulmonary T.B
Nong Khai,Total,116,2005,Pulmonary T.B
Udon Thani,Total,716,2005,Pulmonary T.B
Zone: 11,Total,1040,2005,Pulmonary T.B
Kalasin,Total,410,2005,Pulmonary T.B
Mukdahan,Total,64,2005,Pulmonary T.B
Nakhon Phanom,Total,238,2005,Pulmonary T.B
Sakon Nakhon,Total,328,2005,Pulmonary T.B
Zone: 12,Total,1333,2005,Pulmonary T.B
Khon Kaen,Total,687,2005,Pulmonary T.B
Maha Sarakham,Total,160,2005,Pulmonary T.B
Roi Et,Total,486,2005,Pulmonary T.B
Zone: 13,Total,2793,2005,Pulmonary T.B
Buri Ram,Total,383,2005,Pulmonary T.B
Chaiyaphum,Total,296,2005,Pulmonary T.B
Nakhon Ratchasima,Total,1272,2005,Pulmonary T.B
Surin,Total,842,2005,Pulmonary T.B
Zone: 14,Total,3046,2005,Pulmonary T.B
Amnat Charoen,Total,344,2005,Pulmonary T.B
Si Sa Ket,Total,1710,2005,Pulmonary T.B
Ubon Ratchathani,Total,745,2005,Pulmonary T.B
Yasothon,Total,247,2005,Pulmonary T.B
South Region,Total,3435,2005,Pulmonary T.B
Zone: 15,Total,865,2005,Pulmonary T.B
Chumphon,Total,233,2005,Pulmonary T.B
Ranong,Total,144,2005,Pulmonary T.B
Surat Thani,Total,488,2005,Pulmonary T.B
Zone: 16,Total,819,2005,Pulmonary T.B
Nakhon Si Thammarat,Total,480,2005,Pulmonary T.B
Phatthalung,Total,156,2005,Pulmonary T.B
Trang,Total,183,2005,Pulmonary T.B
Zone: 17,Total,218,2005,Pulmonary T.B
Krabi,Total,68,2005,Pulmonary T.B
Phangnga,Total,36,2005,Pulmonary T.B
Phuket,Total,114,2005,Pulmonary T.B
Zone: 18,Total,720,2005,Pulmonary T.B
Narathiwat,Total,186,2005,Pulmonary T.B
Pattani,Total,345,2005,Pulmonary T.B
Yala,Total,189,2005,Pulmonary T.B
Zone: 19,Total,813,2005,Pulmonary T.B
Satun,Total,186,2005,Pulmonary T.B
Songkhla,Total,627,2005,Pulmonary T.B
Total,0,2,2005,Pulmonary T.B
North Region,0,0,2005,Pulmonary T.B
Zone: 1,0,0,2005,Pulmonary T.B
Chiang Mai,0,0,2005,Pulmonary T.B
Chiang Rai,0,0,2005,Pulmonary T.B
Lampang,0,0,2005,Pulmonary T.B
Lamphun,0,0,2005,Pulmonary T.B
Mae Hong Son,0,0,2005,Pulmonary T.B
Nan,0,0,2005,Pulmonary T.B
Phayao,0,0,2005,Pulmonary T.B
Phrae,0,0,2005,Pulmonary T.B
Zone: 2,0,0,2005,Pulmonary T.B
Phetchabun,0,0,2005,Pulmonary T.B
Phitsanulok,0,0,2005,Pulmonary T.B
Sukhothai,0,0,2005,Pulmonary T.B
Tak,0,0,2005,Pulmonary T.B
Uttaradit,0,0,2005,Pulmonary T.B
Zone: 3,0,0,2005,Pulmonary T.B
Kamphaeng Phet,0,0,2005,Pulmonary T.B
Nakhon Sawan,0,0,2005,Pulmonary T.B
Phichit,0,0,2005,Pulmonary T.B
Uthai Thani,0,0,2005,Pulmonary T.B
Central Region,0,1,2005,Pulmonary T.B
Bangkok,0,0,2005,Pulmonary T.B
Zone: 4,0,0,2005,Pulmonary T.B
Ang Thong,0,0,2005,Pulmonary T.B
Nonthaburi,0,0,2005,Pulmonary T.B
P.Nakhon S.Ayutthaya,0,0,2005,Pulmonary T.B
Pathum Thani,0,0,2005,Pulmonary T.B
Zone: 5,0,0,2005,Pulmonary T.B
Chai Nat,0,0,2005,Pulmonary T.B
Lop Buri,0,0,2005,Pulmonary T.B
Saraburi,0,0,2005,Pulmonary T.B
Sing Buri,0,0,2005,Pulmonary T.B
Zone: 6,0,0,2005,Pulmonary T.B
Kanchanaburi,0,0,2005,Pulmonary T.B
Nakhon Pathom,0,0,2005,Pulmonary T.B
Ratchaburi,0,0,2005,Pulmonary T.B
Suphan Buri,0,0,2005,Pulmonary T.B
Zone: 7,0,1,2005,Pulmonary T.B
Phetchaburi,0,0,2005,Pulmonary T.B
Prachuap Khiri Khan,0,0,2005,Pulmonary T.B
Samut Sakhon,0,1,2005,Pulmonary T.B
Samut Songkhram,0,0,2005,Pulmonary T.B
Zone: 8,0,0,2005,Pulmonary T.B
Chachoengsao,0,0,2005,Pulmonary T.B
Nakhon Nayok,0,0,2005,Pulmonary T.B
Prachin Buri,0,0,2005,Pulmonary T.B
Sa Kaeo,0,0,2005,Pulmonary T.B
Samut Prakan,0,0,2005,Pulmonary T.B
Zone: 9,0,0,2005,Pulmonary T.B
Chanthaburi,0,0,2005,Pulmonary T.B
Chon Buri,0,0,2005,Pulmonary T.B
Rayong,0,0,2005,Pulmonary T.B
Trat,0,0,2005,Pulmonary T.B
North-Eastern Region,0,1,2005,Pulmonary T.B
Zone: 10,0,0,2005,Pulmonary T.B
Loei,0,0,2005,Pulmonary T.B
Nong Bua Lam Phu,0,0,2005,Pulmonary T.B
Nong Khai,0,0,2005,Pulmonary T.B
Udon Thani,0,0,2005,Pulmonary T.B
Zone: 11,0,0,2005,Pulmonary T.B
Kalasin,0,0,2005,Pulmonary T.B
Mukdahan,0,0,2005,Pulmonary T.B
Nakhon Phanom,0,0,2005,Pulmonary T.B
Sakon Nakhon,0,0,2005,Pulmonary T.B
Zone: 12,0,0,2005,Pulmonary T.B
Khon Kaen,0,0,2005,Pulmonary T.B
Maha Sarakham,0,0,2005,Pulmonary T.B
Roi Et,0,0,2005,Pulmonary T.B
Zone: 13,0,1,2005,Pulmonary T.B
Buri Ram,0,0,2005,Pulmonary T.B
Chaiyaphum,0,0,2005,Pulmonary T.B
Nakhon Ratchasima,0,0,2005,Pulmonary T.B
Surin,0,1,2005,Pulmonary T.B
Zone: 14,0,0,2005,Pulmonary T.B
Amnat Charoen,0,0,2005,Pulmonary T.B
Si Sa Ket,0,0,2005,Pulmonary T.B
Ubon Ratchathani,0,0,2005,Pulmonary T.B
Yasothon,0,0,2005,Pulmonary T.B
South Region,0,0,2005,Pulmonary T.B
Zone: 15,0,0,2005,Pulmonary T.B
Chumphon,0,0,2005,Pulmonary T.B
Ranong,0,0,2005,Pulmonary T.B
Surat Thani,0,0,2005,Pulmonary T.B
Zone: 16,0,0,2005,Pulmonary T.B
Nakhon Si Thammarat,0,0,2005,Pulmonary T.B
Phatthalung,0,0,2005,Pulmonary T.B
Trang,0,0,2005,Pulmonary T.B
Zone: 17,0,0,2005,Pulmonary T.B
Krabi,0,0,2005,Pulmonary T.B
Phangnga,0,0,2005,Pulmonary T.B
Phuket,0,0,2005,Pulmonary T.B
Zone: 18,0,0,2005,Pulmonary T.B
Narathiwat,0,0,2005,Pulmonary T.B
Pattani,0,0,2005,Pulmonary T.B
Yala,0,0,2005,Pulmonary T.B
Zone: 19,0,0,2005,Pulmonary T.B
Satun,0,0,2005,Pulmonary T.B
Songkhla,0,0,2005,Pulmonary T.B
Total,<1,53,2005,Pulmonary T.B
North Region,<1,8,2005,Pulmonary T.B
Zone: 1,<1,6,2005,Pulmonary T.B
Chiang Mai,<1,0,2005,Pulmonary T.B
Chiang Rai,<1,3,2005,Pulmonary T.B
Lampang,<1,0,2005,Pulmonary T.B
Lamphun,<1,0,2005,Pulmonary T.B
Mae Hong Son,<1,1,2005,Pulmonary T.B
Nan,<1,2,2005,Pulmonary T.B
Phayao,<1,0,2005,Pulmonary T.B
Phrae,<1,0,2005,Pulmonary T.B
Zone: 2,<1,2,2005,Pulmonary T.B
Phetchabun,<1,0,2005,Pulmonary T.B
Phitsanulok,<1,0,2005,Pulmonary T.B
Sukhothai,<1,0,2005,Pulmonary T.B
Tak,<1,1,2005,Pulmonary T.B
Uttaradit,<1,1,2005,Pulmonary T.B
Zone: 3,<1,0,2005,Pulmonary T.B
Kamphaeng Phet,<1,0,2005,Pulmonary T.B
Nakhon Sawan,<1,0,2005,Pulmonary T.B
Phichit,<1,0,2005,Pulmonary T.B
Uthai Thani,<1,0,2005,Pulmonary T.B
Central Region,<1,28,2005,Pulmonary T.B
Bangkok,<1,11,2005,Pulmonary T.B
Zone: 4,<1,4,2005,Pulmonary T.B
Ang Thong,<1,1,2005,Pulmonary T.B
Nonthaburi,<1,0,2005,Pulmonary T.B
P.Nakhon S.Ayutthaya,<1,2,2005,Pulmonary T.B
Pathum Thani,<1,1,2005,Pulmonary T.B
Zone: 5,<1,0,2005,Pulmonary T.B
Chai Nat,<1,0,2005,Pulmonary T.B
Lop Buri,<1,0,2005,Pulmonary T.B
Saraburi,<1,0,2005,Pulmonary T.B
Sing Buri,<1,0,2005,Pulmonary T.B
Zone: 6,<1,5,2005,Pulmonary T.B
Kanchanaburi,<1,1,2005,Pulmonary T.B
Nakhon Pathom,<1,2,2005,Pulmonary T.B
Ratchaburi,<1,0,2005,Pulmonary T.B
Suphan Buri,<1,2,2005,Pulmonary T.B
Zone: 7,<1,1,2005,Pulmonary T.B
Phetchaburi,<1,0,2005,Pulmonary T.B
Prachuap Khiri Khan,<1,0,2005,Pulmonary T.B
Samut Sakhon,<1,1,2005,Pulmonary T.B
Samut Songkhram,<1,0,2005,Pulmonary T.B
Zone: 8,<1,4,2005,Pulmonary T.B
Chachoengsao,<1,1,2005,Pulmonary T.B
Nakhon Nayok,<1,0,2005,Pulmonary T.B
Prachin Buri,<1,0,2005,Pulmonary T.B
Sa Kaeo,<1,0,2005,Pulmonary T.B
Samut Prakan,<1,3,2005,Pulmonary T.B
Zone: 9,<1,3,2005,Pulmonary T.B
Chanthaburi,<1,1,2005,Pulmonary T.B
Chon Buri,<1,1,2005,Pulmonary T.B
Rayong,<1,1,2005,Pulmonary T.B
Trat,<1,0,2005,Pulmonary T.B
North-Eastern Region,<1,6,2005,Pulmonary T.B
Zone: 10,<1,0,2005,Pulmonary T.B
Loei,<1,0,2005,Pulmonary T.B
Nong Bua Lam Phu,<1,0,2005,Pulmonary T.B
Nong Khai,<1,0,2005,Pulmonary T.B
Udon Thani,<1,0,2005,Pulmonary T.B
Zone: 11,<1,4,2005,Pulmonary T.B
Kalasin,<1,2,2005,Pulmonary T.B
Mukdahan,<1,0,2005,Pulmonary T.B
Nakhon Phanom,<1,2,2005,Pulmonary T.B
Sakon Nakhon,<1,0,2005,Pulmonary T.B
