Areas,Age,Cases,Year,Disease
Total,Total,0,2015,Polio
ZONE:00,Total,0,2015,Polio
Bangkok,Total,0,2015,Polio
ZONE:01,Total,0,2015,Polio
Chiang Mai,Total,0,2015,Polio
Chiang Rai,Total,0,2015,Polio
Lampang,Total,0,2015,Polio
Lamphun,Total,0,2015,Polio
Mae Hong Son,Total,0,2015,Polio
Nan,Total,0,2015,Polio
Phayao,Total,0,2015,Polio
Phrae,Total,0,2015,Polio
ZONE:02,Total,0,2015,Polio
Phetchabun,Total,0,2015,Polio
Phitsanulok,Total,0,2015,Polio
Sukhothai,Total,0,2015,Polio
Tak,Total,0,2015,Polio
Uttaradit,Total,0,2015,Polio
ZONE:03,Total,0,2015,Polio
Chai Nat,Total,0,2015,Polio
Kamphaeng Phet,Total,0,2015,Polio
Nakhon Sawan,Total,0,2015,Polio
Phichit,Total,0,2015,Polio
Uthai Thani,Total,0,2015,Polio
ZONE:04,Total,0,2015,Polio
Ang Thong,Total,0,2015,Polio
Lop Buri,Total,0,2015,Polio
Nakhon Nayok,Total,0,2015,Polio
Nonthaburi,Total,0,2015,Polio
P.Nakhon S.Ayutthaya,Total,0,2015,Polio
Pathum Thani,Total,0,2015,Polio
Saraburi,Total,0,2015,Polio
Sing Buri,Total,0,2015,Polio
ZONE:05,Total,0,2015,Polio
Kanchanaburi,Total,0,2015,Polio
Nakhon Pathom,Total,0,2015,Polio
Phetchaburi,Total,0,2015,Polio
Prachuap Khiri Khan,Total,0,2015,Polio
Ratchaburi,Total,0,2015,Polio
Samut Sakhon,Total,0,2015,Polio
Samut Songkhram,Total,0,2015,Polio
Suphan Buri,Total,0,2015,Polio
ZONE:06,Total,0,2015,Polio
Chachoengsao,Total,0,2015,Polio
Chanthaburi,Total,0,2015,Polio
Chon Buri,Total,0,2015,Polio
Prachin Buri,Total,0,2015,Polio
Rayong,Total,0,2015,Polio
Sa Kaeo,Total,0,2015,Polio
Samut Prakan,Total,0,2015,Polio
Trat,Total,0,2015,Polio
Reported deaths by province and by age group : Thailand 2558  (2015),Total,Poliomyelitis,2015,Polio
Reporting Areas,Total,Total,2015,Polio
ZONE:07,Total,0,2015,Polio
Kalasin,Total,0,2015,Polio
Khon Kaen,Total,0,2015,Polio
Maha Sarakham,Total,0,2015,Polio
Roi Et,Total,0,2015,Polio
ZONE:08,Total,0,2015,Polio
Bungkan,Total,0,2015,Polio
Loei,Total,0,2015,Polio
Nakhon Phanom,Total,0,2015,Polio
Nong Bua Lam Phu,Total,0,2015,Polio
Nong Khai,Total,0,2015,Polio
Sakon Nakhon,Total,0,2015,Polio
Udon Thani,Total,0,2015,Polio
ZONE:09,Total,0,2015,Polio
Buri Ram,Total,0,2015,Polio
Chaiyaphum,Total,0,2015,Polio
Nakhon Ratchasima,Total,0,2015,Polio
Surin,Total,0,2015,Polio
