Areas,Count,Month,Type,Year,Disease
Total,8,Total,Cases,2015,HepatitisD
ZONE:00,2,Total,Cases,2015,HepatitisD
Bangkok,2,Total,Cases,2015,HepatitisD
ZONE:01,1,Total,Cases,2015,HepatitisD
Chiang Mai,1,Total,Cases,2015,HepatitisD
Chiang Rai,0,Total,Cases,2015,HepatitisD
Lampang,0,Total,Cases,2015,HepatitisD
Lamphun,0,Total,Cases,2015,HepatitisD
Mae Hong Son,0,Total,Cases,2015,HepatitisD
Nan,0,Total,Cases,2015,HepatitisD
Phayao,0,Total,Cases,2015,HepatitisD
Phrae,0,Total,Cases,2015,HepatitisD
ZONE:02,0,Total,Cases,2015,HepatitisD
Phetchabun,0,Total,Cases,2015,HepatitisD
Phitsanulok,0,Total,Cases,2015,HepatitisD
Sukhothai,0,Total,Cases,2015,HepatitisD
Tak,0,Total,Cases,2015,HepatitisD
Uttaradit,0,Total,Cases,2015,HepatitisD
ZONE:03,0,Total,Cases,2015,HepatitisD
Chai Nat,0,Total,Cases,2015,HepatitisD
Kamphaeng Phet,0,Total,Cases,2015,HepatitisD
Nakhon Sawan,0,Total,Cases,2015,HepatitisD
Phichit,0,Total,Cases,2015,HepatitisD
Uthai Thani,0,Total,Cases,2015,HepatitisD
ZONE:04,1,Total,Cases,2015,HepatitisD
Ang Thong,0,Total,Cases,2015,HepatitisD
Lop Buri,1,Total,Cases,2015,HepatitisD
Nakhon Nayok,0,Total,Cases,2015,HepatitisD
Nonthaburi,0,Total,Cases,2015,HepatitisD
P.Nakhon S.Ayutthaya,0,Total,Cases,2015,HepatitisD
Pathum Thani,0,Total,Cases,2015,HepatitisD
Saraburi,0,Total,Cases,2015,HepatitisD
Sing Buri,0,Total,Cases,2015,HepatitisD
ZONE:05,0,Total,Cases,2015,HepatitisD
Kanchanaburi,0,Total,Cases,2015,HepatitisD
Nakhon Pathom,0,Total,Cases,2015,HepatitisD
Phetchaburi,0,Total,Cases,2015,HepatitisD
Prachuap Khiri Khan,0,Total,Cases,2015,HepatitisD
Ratchaburi,0,Total,Cases,2015,HepatitisD
Samut Sakhon,0,Total,Cases,2015,HepatitisD
Samut Songkhram,0,Total,Cases,2015,HepatitisD
Suphan Buri,0,Total,Cases,2015,HepatitisD
ZONE:06,0,Total,Cases,2015,HepatitisD
Chachoengsao,0,Total,Cases,2015,HepatitisD
