Areas,Age,Cases,Year,Disease
Total,Total,2113,2014,"Meningitis,uns"
ZONE:00,Total,44,2014,"Meningitis,uns"
Bangkok,Total,44,2014,"Meningitis,uns"
ZONE:01,Total,287,2014,"Meningitis,uns"
Chiang Mai,Total,76,2014,"Meningitis,uns"
Chiang Rai,Total,58,2014,"Meningitis,uns"
Lampang,Total,70,2014,"Meningitis,uns"
Lamphun,Total,1,2014,"Meningitis,uns"
Mae Hong Son,Total,12,2014,"Meningitis,uns"
Nan,Total,11,2014,"Meningitis,uns"
Phayao,Total,11,2014,"Meningitis,uns"
Phrae,Total,48,2014,"Meningitis,uns"
ZONE:02,Total,118,2014,"Meningitis,uns"
Phetchabun,Total,1,2014,"Meningitis,uns"
Phitsanulok,Total,52,2014,"Meningitis,uns"
Sukhothai,Total,2,2014,"Meningitis,uns"
Tak,Total,25,2014,"Meningitis,uns"
Uttaradit,Total,38,2014,"Meningitis,uns"
ZONE:03,Total,215,2014,"Meningitis,uns"
Chai Nat,Total,2,2014,"Meningitis,uns"
Kamphaeng Phet,Total,122,2014,"Meningitis,uns"
Nakhon Sawan,Total,66,2014,"Meningitis,uns"
Phichit,Total,8,2014,"Meningitis,uns"
Uthai Thani,Total,17,2014,"Meningitis,uns"
ZONE:04,Total,83,2014,"Meningitis,uns"
Ang Thong,Total,3,2014,"Meningitis,uns"
Lop Buri,Total,7,2014,"Meningitis,uns"
Nakhon Nayok,Total,1,2014,"Meningitis,uns"
Nonthaburi,Total,1,2014,"Meningitis,uns"
P.Nakhon S.Ayutthaya,Total,41,2014,"Meningitis,uns"
Pathum Thani,Total,18,2014,"Meningitis,uns"
Saraburi,Total,4,2014,"Meningitis,uns"
Sing Buri,Total,8,2014,"Meningitis,uns"
ZONE:05,Total,52,2014,"Meningitis,uns"
Kanchanaburi,Total,5,2014,"Meningitis,uns"
Nakhon Pathom,Total,0,2014,"Meningitis,uns"
Phetchaburi,Total,21,2014,"Meningitis,uns"
Prachuap Khiri Khan,Total,4,2014,"Meningitis,uns"
Ratchaburi,Total,8,2014,"Meningitis,uns"
Samut Sakhon,Total,1,2014,"Meningitis,uns"
Samut Songkhram,Total,4,2014,"Meningitis,uns"
Suphan Buri,Total,9,2014,"Meningitis,uns"
ZONE:06,Total,153,2014,"Meningitis,uns"
Chachoengsao,Total,18,2014,"Meningitis,uns"
Chanthaburi,Total,39,2014,"Meningitis,uns"
Chon Buri,Total,31,2014,"Meningitis,uns"
Prachin Buri,Total,27,2014,"Meningitis,uns"
Rayong,Total,12,2014,"Meningitis,uns"
Sa Kaeo,Total,6,2014,"Meningitis,uns"
Samut Prakan,Total,16,2014,"Meningitis,uns"
Trat,Total,4,2014,"Meningitis,uns"
ZONE:07,Total,140,2014,"Meningitis,uns"
Kalasin,Total,11,2014,"Meningitis,uns"
Khon Kaen,Total,95,2014,"Meningitis,uns"
Maha Sarakham,Total,21,2014,"Meningitis,uns"
Roi Et,Total,13,2014,"Meningitis,uns"
ZONE:08,Total,245,2014,"Meningitis,uns"
Bungkan,Total,15,2014,"Meningitis,uns"
Loei,Total,45,2014,"Meningitis,uns"
Nakhon Phanom,Total,0,2014,"Meningitis,uns"
Nong Bua Lam Phu,Total,14,2014,"Meningitis,uns"
Nong Khai,Total,43,2014,"Meningitis,uns"
Sakon Nakhon,Total,74,2014,"Meningitis,uns"
Udon Thani,Total,54,2014,"Meningitis,uns"
ZONE:09,Total,242,2014,"Meningitis,uns"
Buri Ram,Total,34,2014,"Meningitis,uns"
Chaiyaphum,Total,68,2014,"Meningitis,uns"
Nakhon Ratchasima,Total,136,2014,"Meningitis,uns"
Surin,Total,4,2014,"Meningitis,uns"
ZONE:10,Total,326,2014,"Meningitis,uns"
Amnat Charoen,Total,50,2014,"Meningitis,uns"
Mukdahan,Total,55,2014,"Meningitis,uns"
Si Sa Ket,Total,95,2014,"Meningitis,uns"
Ubon Ratchathani,Total,121,2014,"Meningitis,uns"
Yasothon,Total,5,2014,"Meningitis,uns"
ZONE:11,Total,178,2014,"Meningitis,uns"
Chumphon,Total,5,2014,"Meningitis,uns"
Krabi,Total,33,2014,"Meningitis,uns"
Nakhon Si Thammarat,Total,44,2014,"Meningitis,uns"
Phangnga,Total,0,2014,"Meningitis,uns"
Phuket,Total,0,2014,"Meningitis,uns"
