Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,1246,1.96,0,0.0,63457439,2009,Genital Herpes Simplex
Central Region,522,2.44,0,0.0,21386001,2009,Genital Herpes Simplex
Bangkok,271,4.75,0,0.0,5706739,2009,Genital Herpes Simplex
Zone:1,17,0.5,0,0.0,3397461,2009,Genital Herpes Simplex
Nonthaburi,7,0.66,0,0.0,1065332,2009,Genital Herpes Simplex
P.Nakhon S.Ayutthaya,5,0.65,0,0.0,772142,2009,Genital Herpes Simplex
Pathum Thani,5,0.53,0,0.0,942813,2009,Genital Herpes Simplex
Saraburi,0,0.0,0,0.0,617174,2009,Genital Herpes Simplex
Zone:2,9,0.57,0,0.0,1590058,2009,Genital Herpes Simplex
Ang Thong,1,0.35,0,0.0,284819,2009,Genital Herpes Simplex
Chai Nat,4,1.19,0,0.0,335686,2009,Genital Herpes Simplex
Lop Buri,1,0.13,0,0.0,754127,2009,Genital Herpes Simplex
Sing Buri,3,1.39,0,0.0,215426,2009,Genital Herpes Simplex
Zone:3,40,1.3,0,0.0,3076347,2009,Genital Herpes Simplex
Chachoengsao,8,1.2,0,0.0,666907,2009,Genital Herpes Simplex
Nakhon Nayok,7,2.79,0,0.0,251219,2009,Genital Herpes Simplex
Prachin Buri,3,0.65,0,0.0,460617,2009,Genital Herpes Simplex
Sa Kaeo,4,0.74,0,0.0,541939,2009,Genital Herpes Simplex
Samut Prakan,18,1.56,0,0.0,1155665,2009,Genital Herpes Simplex
Zone:4,34,1.01,0,0.0,3364769,2009,Genital Herpes Simplex
Kanchanaburi,7,0.84,0,0.0,837165,2009,Genital Herpes Simplex
Nakhon Pathom,4,0.47,0,0.0,847513,2009,Genital Herpes Simplex
Ratchaburi,13,1.56,0,0.0,835546,2009,Genital Herpes Simplex
Suphan Buri,10,1.18,0,0.0,844545,2009,Genital Herpes Simplex
Zone:5,39,2.38,0,0.0,1637557,2009,Genital Herpes Simplex
Phetchaburi,21,4.56,0,0.0,460108,2009,Genital Herpes Simplex
Prachuap Khiri Khan,17,3.38,0,0.0,502221,2009,Genital Herpes Simplex
Samut Sakhon,1,0.21,0,0.0,481377,2009,Genital Herpes Simplex
Samut Songkhram,0,0.0,0,0.0,193851,2009,Genital Herpes Simplex
Zone:9,112,4.29,0,0.0,2613070,2009,Genital Herpes Simplex
Chanthaburi,44,8.63,0,0.0,509633,2009,Genital Herpes Simplex
Chon Buri,29,2.27,0,0.0,1277139,2009,Genital Herpes Simplex
Rayong,37,6.11,0,0.0,605380,2009,Genital Herpes Simplex
Trat,2,0.91,0,0.0,220918,2009,Genital Herpes Simplex
South Region,156,1.78,0,0.0,8777720,2009,Genital Herpes Simplex
Zone:6,27,0.77,0,0.0,3496373,2009,Genital Herpes Simplex
Chumphon,15,3.08,0,0.0,486233,2009,Genital Herpes Simplex
Nakhon Si Thammarat,0,0.0,0,0.0,1514832,2009,Genital Herpes Simplex
Phatthalung,3,0.59,0,0.0,506454,2009,Genital Herpes Simplex
Surat Thani,9,0.91,0,0.0,988854,2009,Genital Herpes Simplex
Zone:7,115,6.38,0,0.0,1803902,2009,Genital Herpes Simplex
Krabi,16,3.79,0,0.0,422631,2009,Genital Herpes Simplex
Phangnga,0,0.0,0,0.0,250796,2009,Genital Herpes Simplex
Phuket,83,25.04,0,0.0,331460,2009,Genital Herpes Simplex
Ranong,4,2.19,0,0.0,182242,2009,Genital Herpes Simplex
Trang,12,1.95,0,0.0,616773,2009,Genital Herpes Simplex
Zone:8,14,0.4,0,0.0,3477445,2009,Genital Herpes Simplex
Narathiwat,4,0.55,0,0.0,724001,2009,Genital Herpes Simplex
Pattani,0,0.0,0,0.0,644897,2009,Genital Herpes Simplex
Satun,2,0.69,0,0.0,290755,2009,Genital Herpes Simplex
Songkhla,8,0.6,0,0.0,1339861,2009,Genital Herpes Simplex
Yala,0,0.0,0,0.0,477931,2009,Genital Herpes Simplex
North-Eastern Region,174,0.81,0,0.0,21469269,2009,Genital Herpes Simplex
Zone:10,36,1.01,0,0.0,3564168,2009,Genital Herpes Simplex
Loei,1,0.16,0,0.0,619602,2009,Genital Herpes Simplex
Nong Bua Lam Phu,0,0.0,0,0.0,500217,2009,Genital Herpes Simplex
Nong Khai,1,0.11,0,0.0,907064,2009,Genital Herpes Simplex
Udon Thani,34,2.21,0,0.0,1537285,2009,Genital Herpes Simplex
Zone:11,5,0.23,0,0.0,2155042,2009,Genital Herpes Simplex
Mukdahan,0,0.0,0,0.0,337773,2009,Genital Herpes Simplex
Nakhon Phanom,2,0.29,0,0.0,700027,2009,Genital Herpes Simplex
Sakon Nakhon,3,0.27,0,0.0,1117242,2009,Genital Herpes Simplex
Zone:12,42,0.84,0,0.0,4984201,2009,Genital Herpes Simplex
Kalasin,1,0.1,0,0.0,979371,2009,Genital Herpes Simplex
Khon Kaen,37,2.1,0,0.0,1759172,2009,Genital Herpes Simplex
Maha Sarakham,0,0.0,0,0.0,937972,2009,Genital Herpes Simplex
Roi Et,4,0.31,0,0.0,1307686,2009,Genital Herpes Simplex
Zone:13,42,1.01,0,0.0,4152834,2009,Genital Herpes Simplex
Amnat Charoen,14,3.78,0,0.0,370141,2009,Genital Herpes Simplex
Si Sa Ket,4,0.28,0,0.0,1443879,2009,Genital Herpes Simplex
Ubon Ratchathani,24,1.33,0,0.0,1799604,2009,Genital Herpes Simplex
Yasothon,0,0.0,0,0.0,539210,2009,Genital Herpes Simplex
Zone:14,49,0.74,0,0.0,6613024,2009,Genital Herpes Simplex
Buri Ram,10,0.65,0,0.0,1544218,2009,Genital Herpes Simplex
Chaiyaphum,7,0.62,0,0.0,1123907,2009,Genital Herpes Simplex
Nakhon Ratchasima,25,0.97,0,0.0,2568205,2009,Genital Herpes Simplex
Surin,7,0.51,0,0.0,1376694,2009,Genital Herpes Simplex
North Region,394,3.33,0,0.0,11824449,2009,Genital Herpes Simplex
Zone:15,42,1.37,0,0.0,3069670,2009,Genital Herpes Simplex
Chiang Mai,13,0.79,0,0.0,1651433,2009,Genital Herpes Simplex
Lampang,27,3.52,0,0.0,766057,2009,Genital Herpes Simplex
Lamphun,2,0.49,0,0.0,404910,2009,Genital Herpes Simplex
Mae Hong Son,0,0.0,0,0.0,247270,2009,Genital Herpes Simplex
Zone:16,83,3.15,0,0.0,2636963,2009,Genital Herpes Simplex
Chiang Rai,47,3.88,0,0.0,1211126,2009,Genital Herpes Simplex
Nan,5,1.05,0,0.0,475799,2009,Genital Herpes Simplex
Phayao,31,6.36,0,0.0,487254,2009,Genital Herpes Simplex
Phrae,0,0.0,0,0.0,462784,2009,Genital Herpes Simplex
Zone:17,125,3.64,0,0.0,3436350,2009,Genital Herpes Simplex
Phetchabun,34,3.41,0,0.0,995679,2009,Genital Herpes Simplex
Phitsanulok,77,9.11,0,0.0,844779,2009,Genital Herpes Simplex
Sukhothai,10,1.66,0,0.0,603316,2009,Genital Herpes Simplex
Tak,3,0.57,0,0.0,528997,2009,Genital Herpes Simplex
Uttaradit,1,0.22,0,0.0,463579,2009,Genital Herpes Simplex
Zone:18,144,5.37,0,0.0,2681466,2009,Genital Herpes Simplex
Kamphaeng Phet,28,3.85,0,0.0,726530,2009,Genital Herpes Simplex
Nakhon Sawan,87,8.1,0,0.0,1073554,2009,Genital Herpes Simplex
Phichit,21,3.79,0,0.0,553653,2009,Genital Herpes Simplex
Uthai Thani,8,2.44,0,0.0,327729,2009,Genital Herpes Simplex
Total,1781,2.78,0,0.0,63977185,2011,Genital Herpes Simplex
Central Region,603,2.78,0,0.0,21679246,2011,Genital Herpes Simplex
Zone:0,191,3.36,0,0.0,5688119,2011,Genital Herpes Simplex
Bangkok,191,3.36,0,0.0,5688119,2011,Genital Herpes Simplex
Zone:1,92,2.62,0,0.0,3514250,2011,Genital Herpes Simplex
Nonthaburi,12,1.08,0,0.0,1112185,2011,Genital Herpes Simplex
P.Nakhon S.Ayutthaya,73,9.3,0,0.0,784875,2011,Genital Herpes Simplex
Pathum Thani,6,0.6,0,0.0,998271,2011,Genital Herpes Simplex
Saraburi,1,0.16,0,0.0,618919,2011,Genital Herpes Simplex
Zone:2,18,1.13,0,0.0,1588727,2011,Genital Herpes Simplex
Ang Thong,1,0.35,0,0.0,284516,2011,Genital Herpes Simplex
Chai Nat,8,2.39,0,0.0,334096,2011,Genital Herpes Simplex
Lop Buri,3,0.4,0,0.0,755991,2011,Genital Herpes Simplex
Sing Buri,6,2.8,0,0.0,214124,2011,Genital Herpes Simplex
Zone:3,72,2.3,0,0.0,3137098,2011,Genital Herpes Simplex
Chachoengsao,4,0.59,0,0.0,676652,2011,Genital Herpes Simplex
Nakhon Nayok,15,5.92,0,0.0,253283,2011,Genital Herpes Simplex
Prachin Buri,11,2.35,0,0.0,468113,2011,Genital Herpes Simplex
Sa Kaeo,4,0.73,0,0.0,544848,2011,Genital Herpes Simplex
Samut Prakan,38,3.18,0,0.0,1194202,2011,Genital Herpes Simplex
Zone:4,114,3.36,0,0.0,3388832,2011,Genital Herpes Simplex
Kanchanaburi,5,0.6,0,0.0,839345,2011,Genital Herpes Simplex
Nakhon Pathom,51,5.91,0,0.0,863155,2011,Genital Herpes Simplex
Ratchaburi,29,3.45,0,0.0,840880,2011,Genital Herpes Simplex
Suphan Buri,29,3.43,0,0.0,845452,2011,Genital Herpes Simplex
