Areas,Age,Cases,Year,Disease
Total,Total,63657,2003,DHF Total
North Region,Total,11092,2003,DHF Total
Zone:1,Total,4195,2003,DHF Total
Chiang Mai,Total,1733,2003,DHF Total
Chiang Rai,Total,490,2003,DHF Total
Lampang,Total,801,2003,DHF Total
Lamphun,Total,282,2003,DHF Total
Mae Hong Son,Total,83,2003,DHF Total
Nan,Total,172,2003,DHF Total
Phayao,Total,323,2003,DHF Total
Phrae,Total,311,2003,DHF Total
Zone:2,Total,2827,2003,DHF Total
Phetchabun,Total,729,2003,DHF Total
Phitsanulok,Total,849,2003,DHF Total
Sukhothai,Total,348,2003,DHF Total
Tak,Total,306,2003,DHF Total
Uttaradit,Total,595,2003,DHF Total
Zone:3,Total,4070,2003,DHF Total
Kamphaeng Phet,Total,967,2003,DHF Total
Nakhon Sawan,Total,1830,2003,DHF Total
Phichit,Total,1046,2003,DHF Total
Uthai Thani,Total,227,2003,DHF Total
Central Region,Total,25406,2003,DHF Total
Zone:0,Total,8203,2003,DHF Total
Bangkok,Total,8203,2003,DHF Total
Zone:4,Total,2903,2003,DHF Total
Ang Thong,Total,278,2003,DHF Total
Nonthaburi,Total,1017,2003,DHF Total
P.Nakhon S.Ayutthaya,Total,494,2003,DHF Total
Pathum Thani,Total,1114,2003,DHF Total
Zone:5,Total,1346,2003,DHF Total
Chai Nat,Total,350,2003,DHF Total
Lop Buri,Total,469,2003,DHF Total
Saraburi,Total,413,2003,DHF Total
Sing Buri,Total,114,2003,DHF Total
Zone:6,Total,3941,2003,DHF Total
Kanchanaburi,Total,656,2003,DHF Total
Nakhon Pathom,Total,1478,2003,DHF Total
Ratchaburi,Total,1170,2003,DHF Total
Suphan Buri,Total,637,2003,DHF Total
Zone:7,Total,2183,2003,DHF Total
Phetchaburi,Total,526,2003,DHF Total
Prachuap Khiri Khan,Total,826,2003,DHF Total
Samut Sakhon,Total,638,2003,DHF Total
Samut Songkhram,Total,193,2003,DHF Total
Zone:8,Total,3482,2003,DHF Total
Chachoengsao,Total,680,2003,DHF Total
Nakhon Nayok,Total,184,2003,DHF Total
Prachin Buri,Total,441,2003,DHF Total
Sa Kaeo,Total,704,2003,DHF Total
Samut Prakan,Total,1473,2003,DHF Total
Zone:9,Total,3348,2003,DHF Total
Chanthaburi,Total,663,2003,DHF Total
Chon Buri,Total,1052,2003,DHF Total
Rayong,Total,1509,2003,DHF Total
Trat,Total,124,2003,DHF Total
North-Eastern Region,Total,18954,2003,DHF Total
Zone:10,Total,1382,2003,DHF Total
Loei,Total,295,2003,DHF Total
Nong Bua Lam Phu,Total,185,2003,DHF Total
Nong Khai,Total,319,2003,DHF Total
Udon Thani,Total,583,2003,DHF Total
Zone:11,Total,2526,2003,DHF Total
Kalasin,Total,480,2003,DHF Total
Mukdahan,Total,279,2003,DHF Total
Nakhon Phanom,Total,1084,2003,DHF Total
Sakon Nakhon,Total,683,2003,DHF Total
Zone:12,Total,2949,2003,DHF Total
Khon Kaen,Total,1081,2003,DHF Total
Maha Sarakham,Total,492,2003,DHF Total
Roi Et,Total,1376,2003,DHF Total
Zone:13,Total,6299,2003,DHF Total
Buri Ram,Total,1652,2003,DHF Total
Chaiyaphum,Total,908,2003,DHF Total
Nakhon Ratchasima,Total,1731,2003,DHF Total
Surin,Total,2008,2003,DHF Total
Zone:14,Total,5798,2003,DHF Total
Amnat Charoen,Total,420,2003,DHF Total
Si Sa Ket,Total,1865,2003,DHF Total
Ubon Ratchathani,Total,3098,2003,DHF Total
Yasothon,Total,415,2003,DHF Total
South Region,Total,8205,2003,DHF Total
Zone:15,Total,1498,2003,DHF Total
Chumphon,Total,493,2003,DHF Total
Ranong,Total,162,2003,DHF Total
Surat Thani,Total,843,2003,DHF Total
Zone:16,Total,1683,2003,DHF Total
Nakhon Si Thammarat,Total,1129,2003,DHF Total
Phatthalung,Total,289,2003,DHF Total
Trang,Total,265,2003,DHF Total
Zone:17,Total,819,2003,DHF Total
Krabi,Total,378,2003,DHF Total
Phangnga,Total,236,2003,DHF Total
Phuket,Total,205,2003,DHF Total
Zone:18,Total,2371,2003,DHF Total
Narathiwat,Total,1003,2003,DHF Total
Pattani,Total,680,2003,DHF Total
Yala,Total,688,2003,DHF Total
Zone:19,Total,1834,2003,DHF Total
Satun,Total,71,2003,DHF Total
Songkhla,Total,1763,2003,DHF Total
Total,0,6,2003,DHF Total
North Region,0,0,2003,DHF Total
Zone:1,0,0,2003,DHF Total
Chiang Mai,0,0,2003,DHF Total
Chiang Rai,0,0,2003,DHF Total
Lampang,0,0,2003,DHF Total
Lamphun,0,0,2003,DHF Total
Mae Hong Son,0,0,2003,DHF Total
Nan,0,0,2003,DHF Total
Phayao,0,0,2003,DHF Total
Phrae,0,0,2003,DHF Total
Zone:2,0,0,2003,DHF Total
Phetchabun,0,0,2003,DHF Total
Phitsanulok,0,0,2003,DHF Total
Sukhothai,0,0,2003,DHF Total
Tak,0,0,2003,DHF Total
Uttaradit,0,0,2003,DHF Total
Zone:3,0,0,2003,DHF Total
Kamphaeng Phet,0,0,2003,DHF Total
Nakhon Sawan,0,0,2003,DHF Total
Phichit,0,0,2003,DHF Total
Uthai Thani,0,0,2003,DHF Total
Central Region,0,5,2003,DHF Total
Zone:0,0,5,2003,DHF Total
Bangkok,0,5,2003,DHF Total
Zone:4,0,0,2003,DHF Total
Ang Thong,0,0,2003,DHF Total
Nonthaburi,0,0,2003,DHF Total
P.Nakhon S.Ayutthaya,0,0,2003,DHF Total
Pathum Thani,0,0,2003,DHF Total
Zone:5,0,0,2003,DHF Total
Chai Nat,0,0,2003,DHF Total
Lop Buri,0,0,2003,DHF Total
Saraburi,0,0,2003,DHF Total
Sing Buri,0,0,2003,DHF Total
Zone:6,0,0,2003,DHF Total
Kanchanaburi,0,0,2003,DHF Total
Nakhon Pathom,0,0,2003,DHF Total
Ratchaburi,0,0,2003,DHF Total
Suphan Buri,0,0,2003,DHF Total
Zone:7,0,0,2003,DHF Total
Phetchaburi,0,0,2003,DHF Total
Prachuap Khiri Khan,0,0,2003,DHF Total
Samut Sakhon,0,0,2003,DHF Total
Samut Songkhram,0,0,2003,DHF Total
Zone:8,0,0,2003,DHF Total
Chachoengsao,0,0,2003,DHF Total
Nakhon Nayok,0,0,2003,DHF Total
Prachin Buri,0,0,2003,DHF Total
Sa Kaeo,0,0,2003,DHF Total
Samut Prakan,0,0,2003,DHF Total
Zone:9,0,0,2003,DHF Total
Chanthaburi,0,0,2003,DHF Total
Chon Buri,0,0,2003,DHF Total
Rayong,0,0,2003,DHF Total
Trat,0,0,2003,DHF Total
North-Eastern Region,0,0,2003,DHF Total
Zone:10,0,0,2003,DHF Total
Loei,0,0,2003,DHF Total
Nong Bua Lam Phu,0,0,2003,DHF Total
Nong Khai,0,0,2003,DHF Total
Udon Thani,0,0,2003,DHF Total
Zone:11,0,0,2003,DHF Total
Kalasin,0,0,2003,DHF Total
Mukdahan,0,0,2003,DHF Total
Nakhon Phanom,0,0,2003,DHF Total
Sakon Nakhon,0,0,2003,DHF Total
Zone:12,0,0,2003,DHF Total
Khon Kaen,0,0,2003,DHF Total
Maha Sarakham,0,0,2003,DHF Total
Roi Et,0,0,2003,DHF Total
Zone:13,0,0,2003,DHF Total
Buri Ram,0,0,2003,DHF Total
Chaiyaphum,0,0,2003,DHF Total
Nakhon Ratchasima,0,0,2003,DHF Total
Surin,0,0,2003,DHF Total
Zone:14,0,0,2003,DHF Total
