Areas,Age,Cases,Year,Disease
Total,Total,0,2005,STDChancroid
North Region,Total,0,2005,STDChancroid
Zone: 1,Total,0,2005,STDChancroid
Chiang Mai,Total,0,2005,STDChancroid
Chiang Rai,Total,0,2005,STDChancroid
Lampang,Total,0,2005,STDChancroid
Lamphun,Total,0,2005,STDChancroid
Mae Hong Son,Total,0,2005,STDChancroid
Nan,Total,0,2005,STDChancroid
Phayao,Total,0,2005,STDChancroid
Phrae,Total,0,2005,STDChancroid
Zone: 2,Total,0,2005,STDChancroid
Phetchabun,Total,0,2005,STDChancroid
Phitsanulok,Total,0,2005,STDChancroid
Sukhothai,Total,0,2005,STDChancroid
Tak,Total,0,2005,STDChancroid
Uttaradit,Total,0,2005,STDChancroid
Zone: 3,Total,0,2005,STDChancroid
Kamphaeng Phet,Total,0,2005,STDChancroid
Nakhon Sawan,Total,0,2005,STDChancroid
Phichit,Total,0,2005,STDChancroid
Uthai Thani,Total,0,2005,STDChancroid
Central Region,Total,0,2005,STDChancroid
Bangkok,Total,0,2005,STDChancroid
Zone: 4,Total,0,2005,STDChancroid
Ang Thong,Total,0,2005,STDChancroid
Nonthaburi,Total,0,2005,STDChancroid
P.Nakhon S.Ayutthaya,Total,0,2005,STDChancroid
Pathum Thani,Total,0,2005,STDChancroid
Zone: 5,Total,0,2005,STDChancroid
Chai Nat,Total,0,2005,STDChancroid
Lop Buri,Total,0,2005,STDChancroid
Saraburi,Total,0,2005,STDChancroid
Sing Buri,Total,0,2005,STDChancroid
Zone: 6,Total,0,2005,STDChancroid
Kanchanaburi,Total,0,2005,STDChancroid
Nakhon Pathom,Total,0,2005,STDChancroid
Ratchaburi,Total,0,2005,STDChancroid
Suphan Buri,Total,0,2005,STDChancroid
Zone: 7,Total,0,2005,STDChancroid
Phetchaburi,Total,0,2005,STDChancroid
Prachuap Khiri Khan,Total,0,2005,STDChancroid
Samut Sakhon,Total,0,2005,STDChancroid
Samut Songkhram,Total,0,2005,STDChancroid
Zone: 8,Total,0,2005,STDChancroid
Chachoengsao,Total,0,2005,STDChancroid
Nakhon Nayok,Total,0,2005,STDChancroid
Prachin Buri,Total,0,2005,STDChancroid
Sa Kaeo,Total,0,2005,STDChancroid
Samut Prakan,Total,0,2005,STDChancroid
Zone: 9,Total,0,2005,STDChancroid
Chanthaburi,Total,0,2005,STDChancroid
Chon Buri,Total,0,2005,STDChancroid
Rayong,Total,0,2005,STDChancroid
Trat,Total,0,2005,STDChancroid
North-Eastern Region,Total,0,2005,STDChancroid
Zone: 10,Total,0,2005,STDChancroid
Loei,Total,0,2005,STDChancroid
Nong Bua Lam Phu,Total,0,2005,STDChancroid
Nong Khai,Total,0,2005,STDChancroid
Udon Thani,Total,0,2005,STDChancroid
Zone: 11,Total,0,2005,STDChancroid
Kalasin,Total,0,2005,STDChancroid
Mukdahan,Total,0,2005,STDChancroid
Nakhon Phanom,Total,0,2005,STDChancroid
Sakon Nakhon,Total,0,2005,STDChancroid
Zone: 12,Total,0,2005,STDChancroid
Khon Kaen,Total,0,2005,STDChancroid
Maha Sarakham,Total,0,2005,STDChancroid
Roi Et,Total,0,2005,STDChancroid
Zone: 13,Total,0,2005,STDChancroid
Buri Ram,Total,0,2005,STDChancroid
Chaiyaphum,Total,0,2005,STDChancroid
Nakhon Ratchasima,Total,0,2005,STDChancroid
Surin,Total,0,2005,STDChancroid
Zone: 14,Total,0,2005,STDChancroid
Amnat Charoen,Total,0,2005,STDChancroid
Si Sa Ket,Total,0,2005,STDChancroid
Ubon Ratchathani,Total,0,2005,STDChancroid
Yasothon,Total,0,2005,STDChancroid
South Region,Total,0,2005,STDChancroid
Zone: 15,Total,0,2005,STDChancroid
Chumphon,Total,0,2005,STDChancroid
