Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,1232,1.9,4,0.01,64955313,2014,Mushroom poisoning
ZONE:00,0,0.0,0,0.0,5689268,2014,Mushroom poisoning
Bangkok,0,0.0,0,0.0,5689268,2014,Mushroom poisoning
ZONE:01,265,4.65,3,0.05,5704200,2014,Mushroom poisoning
Chiang Mai,61,3.65,3,0.18,1672586,2014,Mushroom poisoning
Chiang Rai,128,10.61,0,0.0,1206180,2014,Mushroom poisoning
Lampang,4,0.53,0,0.0,753937,2014,Mushroom poisoning
Lamphun,13,3.21,0,0.0,405368,2014,Mushroom poisoning
Mae Hong Son,2,0.81,0,0.0,247364,2014,Mushroom poisoning
Nan,31,6.48,0,0.0,478088,2014,Mushroom poisoning
Phayao,22,4.53,0,0.0,485599,2014,Mushroom poisoning
Phrae,4,0.88,0,0.0,455078,2014,Mushroom poisoning
ZONE:02,70,2.03,1,0.03,3452021,2014,Mushroom poisoning
Phetchabun,35,3.52,0,0.0,995102,2014,Mushroom poisoning
Phitsanulok,7,0.82,1,0.12,857682,2014,Mushroom poisoning
Sukhothai,0,0.0,0,0.0,602586,2014,Mushroom poisoning
Tak,13,2.43,0,0.0,535953,2014,Mushroom poisoning
Uttaradit,15,3.26,0,0.0,460698,2014,Mushroom poisoning
ZONE:03,10,0.33,0,0.0,3012608,2014,Mushroom poisoning
Chai Nat,0,0.0,0,0.0,332526,2014,Mushroom poisoning
Kamphaeng Phet,2,0.27,0,0.0,729076,2014,Mushroom poisoning
Nakhon Sawan,6,0.56,0,0.0,1072949,2014,Mushroom poisoning
Phichit,0,0.0,0,0.0,548199,2014,Mushroom poisoning
Uthai Thani,2,0.61,0,0.0,329858,2014,Mushroom poisoning
ZONE:04,12,0.23,0,0.0,5171756,2014,Mushroom poisoning
Ang Thong,0,0.0,0,0.0,283650,2014,Mushroom poisoning
Lop Buri,6,0.79,0,0.0,758188,2014,Mushroom poisoning
Nakhon Nayok,0,0.0,0,0.0,256693,2014,Mushroom poisoning
Nonthaburi,0,0.0,0,0.0,1165070,2014,Mushroom poisoning
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,800785,2014,Mushroom poisoning
Pathum Thani,6,0.56,0,0.0,1063608,2014,Mushroom poisoning
Saraburi,0,0.0,0,0.0,631338,2014,Mushroom poisoning
Sing Buri,0,0.0,0,0.0,212424,2014,Mushroom poisoning
ZONE:05,33,0.64,0,0.0,5147569,2014,Mushroom poisoning
Kanchanaburi,6,0.71,0,0.0,845540,2014,Mushroom poisoning
Nakhon Pathom,4,0.45,0,0.0,886627,2014,Mushroom poisoning
Phetchaburi,3,0.63,0,0.0,472640,2014,Mushroom poisoning
Prachuap Khiri Khan,8,1.53,0,0.0,522689,2014,Mushroom poisoning
Ratchaburi,4,0.47,0,0.0,851689,2014,Mushroom poisoning
Samut Sakhon,0,0.0,0,0.0,525672,2014,Mushroom poisoning
Samut Songkhram,0,0.0,0,0.0,194153,2014,Mushroom poisoning
Suphan Buri,8,0.94,0,0.0,848559,2014,Mushroom poisoning
ZONE:06,62,1.07,0,0.0,5797595,2014,Mushroom poisoning
Chachoengsao,0,0.0,0,0.0,692852,2014,Mushroom poisoning
Chanthaburi,18,3.42,0,0.0,525805,2014,Mushroom poisoning
Chon Buri,2,0.14,0,0.0,1405889,2014,Mushroom poisoning
Prachin Buri,7,1.47,0,0.0,477741,2014,Mushroom poisoning
Rayong,12,1.8,0,0.0,667806,2014,Mushroom poisoning
Sa Kaeo,22,3.99,0,0.0,551562,2014,Mushroom poisoning
Samut Prakan,0,0.0,0,0.0,1251570,2014,Mushroom poisoning
Trat,1,0.45,0,0.0,224370,2014,Mushroom poisoning
ZONE:07,24,0.48,0,0.0,5037074,2014,Mushroom poisoning
Kalasin,6,0.61,0,0.0,984468,2014,Mushroom poisoning
Khon Kaen,9,0.5,0,0.0,1785852,2014,Mushroom poisoning
Maha Sarakham,5,0.52,0,0.0,958116,2014,Mushroom poisoning
Roi Et,4,0.31,0,0.0,1308638,2014,Mushroom poisoning
ZONE:08,87,1.58,0,0.0,5490561,2014,Mushroom poisoning
Bungkan,17,4.07,0,0.0,417401,2014,Mushroom poisoning
Loei,41,6.47,0,0.0,633359,2014,Mushroom poisoning
Nakhon Phanom,6,0.84,0,0.0,712101,2014,Mushroom poisoning
Nong Bua Lam Phu,1,0.2,0,0.0,508001,2014,Mushroom poisoning
Nong Khai,1,0.19,0,0.0,516101,2014,Mushroom poisoning
Sakon Nakhon,7,0.62,0,0.0,1136466,2014,Mushroom poisoning
Udon Thani,14,0.89,0,0.0,1567132,2014,Mushroom poisoning
ZONE:09,125,1.86,0,0.0,6717984,2014,Mushroom poisoning
Buri Ram,21,1.33,0,0.0,1576343,2014,Mushroom poisoning
Chaiyaphum,8,0.7,0,0.0,1136386,2014,Mushroom poisoning
Nakhon Ratchasima,7,0.27,0,0.0,2615340,2014,Mushroom poisoning
Surin,89,6.4,0,0.0,1389915,2014,Mushroom poisoning
ZONE:10,461,10.1,0,0.0,4564711,2014,Mushroom poisoning
Amnat Charoen,21,5.6,0,0.0,375039,2014,Mushroom poisoning
Mukdahan,5,1.45,0,0.0,345159,2014,Mushroom poisoning
Si Sa Ket,219,14.96,0,0.0,1463620,2014,Mushroom poisoning
Ubon Ratchathani,194,10.54,0,0.0,1840596,2014,Mushroom poisoning
Yasothon,22,4.07,0,0.0,540297,2014,Mushroom poisoning
ZONE:11,72,1.66,0,0.0,4344513,2014,Mushroom poisoning
Chumphon,1,0.2,0,0.0,499435,2014,Mushroom poisoning
Krabi,6,1.32,0,0.0,453850,2014,Mushroom poisoning
Nakhon Si Thammarat,13,0.84,0,0.0,1544936,2014,Mushroom poisoning
Phangnga,42,16.13,0,0.0,260395,2014,Mushroom poisoning
Phuket,4,1.07,0,0.0,373943,2014,Mushroom poisoning
Ranong,0,0.0,0,0.0,175933,2014,Mushroom poisoning
Surat Thani,6,0.58,0,0.0,1036021,2014,Mushroom poisoning
ZONE:12,11,0.23,0,0.0,4825453,2014,Mushroom poisoning
Narathiwat,2,0.26,0,0.0,770472,2014,Mushroom poisoning
Pattani,1,0.15,0,0.0,682512,2014,Mushroom poisoning
Phatthalung,3,0.58,0,0.0,519220,2014,Mushroom poisoning
Satun,0,0.0,0,0.0,311233,2014,Mushroom poisoning
Songkhla,3,0.21,0,0.0,1395596,2014,Mushroom poisoning
Trang,2,0.31,0,0.0,637395,2014,Mushroom poisoning
Yala,0,0.0,0,0.0,509025,2014,Mushroom poisoning
Total,1381,2.16,3,0.0,64076033,2013,Mushroom poisoning
Central Region,120,0.55,0,0.0,21734984,2013,Mushroom poisoning
