Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,18812,28.89,0,0.00,0.00,65124716,2015,Other STI
ZONE:00,536,9.42,0,0.00,0.00,5692284,2015,Other STI
Bangkok,536,9.42,0,0.00,0.00,5692284,2015,Other STI
ZONE:01,3693,64.68,0,0.00,0.00,5709443,2015,Other STI
Chiang Mai,1376,81.99,0,0.00,0.00,1678284,2015,Other STI
Chiang Rai,860,71.21,0,0.00,0.00,1207699,2015,Other STI
Lampang,303,40.24,0,0.00,0.00,753013,2015,Other STI
Lamphun,69,17.02,0,0.00,0.00,405468,2015,Other STI
Mae Hong Son,509,205.09,0,0.00,0.00,248178,2015,Other STI
Nan,182,38.05,0,0.00,0.00,478264,2015,Other STI
Phayao,312,64.40,0,0.00,0.00,484454,2015,Other STI
Phrae,82,18.06,0,0.00,0.00,454083,2015,Other STI
ZONE:02,1073,31.04,0,0.00,0.00,3457208,2015,Other STI
Phetchabun,437,43.88,0,0.00,0.00,995807,2015,Other STI
Phitsanulok,282,32.83,0,0.00,0.00,858988,2015,Other STI
Sukhothai,30,4.98,0,0.00,0.00,602460,2015,Other STI
Tak,266,49.30,0,0.00,0.00,539553,2015,Other STI
Uttaradit,58,12.60,0,0.00,0.00,460400,2015,Other STI
ZONE:03,727,24.13,0,0.00,0.00,3012283,2015,Other STI
Chai Nat,22,6.62,0,0.00,0.00,332283,2015,Other STI
Kamphaeng Phet,335,45.92,0,0.00,0.00,729522,2015,Other STI
Nakhon Sawan,181,16.87,0,0.00,0.00,1072756,2015,Other STI
Phichit,158,28.86,0,0.00,0.00,547543,2015,Other STI
Uthai Thani,31,9.39,0,0.00,0.00,330179,2015,Other STI
ZONE:04,675,12.99,0,0.00,0.00,5196419,2015,Other STI
Ang Thong,3,1.06,0,0.00,0.00,283568,2015,Other STI
Lop Buri,68,8.97,0,0.00,0.00,758406,2015,Other STI
Nakhon Nayok,8,3.11,0,0.00,0.00,257300,2015,Other STI
Nonthaburi,28,2.39,0,0.00,0.00,1173870,2015,Other STI
P.Nakhon S.Ayutthaya,65,8.09,0,0.00,0.00,803599,2015,Other STI
Pathum Thani,335,31.19,0,0.00,0.00,1074058,2015,Other STI
Saraburi,115,18.15,0,0.00,0.00,633460,2015,Other STI
Sing Buri,53,24.98,0,0.00,0.00,212158,2015,Other STI
ZONE:05,660,12.77,0,0.00,0.00,5166914,2015,Other STI
Kanchanaburi,113,13.32,0,0.00,0.00,848198,2015,Other STI
Nakhon Pathom,125,14.03,0,0.00,0.00,891071,2015,Other STI
Phetchaburi,99,20.88,0,0.00,0.00,474192,2015,Other STI
Prachuap Khiri Khan,49,9.33,0,0.00,0.00,525107,2015,Other STI
Ratchaburi,246,28.83,0,0.00,0.00,853217,2015,Other STI
Samut Sakhon,12,2.26,0,0.00,0.00,531887,2015,Other STI
Samut Songkhram,0,0.00,0,0.00,0.00,194189,2015,Other STI
Suphan Buri,16,1.88,0,0.00,0.00,849053,2015,Other STI
ZONE:06,2145,36.75,0,0.00,0.00,5836407,2015,Other STI
Chachoengsao,457,65.71,0,0.00,0.00,695478,2015,Other STI
Chanthaburi,407,77.18,0,0.00,0.00,527350,2015,Other STI
Chon Buri,243,17.10,0,0.00,0.00,1421425,2015,Other STI
Prachin Buri,271,56.54,0,0.00,0.00,479314,2015,Other STI
Rayong,154,22.84,0,0.00,0.00,674393,2015,Other STI
Sa Kaeo,51,9.24,0,0.00,0.00,552187,2015,Other STI
Samut Prakan,394,31.23,0,0.00,0.00,1261530,2015,Other STI
Trat,168,74.76,0,0.00,0.00,224730,2015,Other STI
ZONE:07,1061,21.04,0,0.00,0.00,5043862,2015,Other STI
Kalasin,214,21.73,0,0.00,0.00,984907,2015,Other STI
Khon Kaen,561,31.34,0,0.00,0.00,1790049,2015,Other STI
Maha Sarakham,166,17.28,0,0.00,0.00,960588,2015,Other STI
Roi Et,120,9.17,0,0.00,0.00,1308318,2015,Other STI
ZONE:08,1826,33.19,0,0.00,0.00,5501453,2015,Other STI
Bungkan,80,19.11,0,0.00,0.00,418566,2015,Other STI
Loei,471,74.23,0,0.00,0.00,634513,2015,Other STI
Nakhon Phanom,282,39.53,0,0.00,0.00,713341,2015,Other STI
Nong Bua Lam Phu,150,29.48,0,0.00,0.00,508864,2015,Other STI
Nong Khai,49,9.47,0,0.00,0.00,517260,2015,Other STI
Sakon Nakhon,217,19.06,0,0.00,0.00,1138609,2015,Other STI
Udon Thani,577,36.74,0,0.00,0.00,1570300,2015,Other STI
ZONE:09,1336,19.86,0,0.00,0.00,6728450,2015,Other STI
Buri Ram,495,31.34,0,0.00,0.00,1579248,2015,Other STI
Chaiyaphum,323,28.41,0,0.00,0.00,1137049,2015,Other STI
Nakhon Ratchasima,251,9.58,0,0.00,0.00,2620517,2015,Other STI
Surin,267,19.19,0,0.00,0.00,1391636,2015,Other STI
ZONE:10,2780,60.81,0,0.00,0.00,4571489,2015,Other STI
Amnat Charoen,165,43.96,0,0.00,0.00,375380,2015,Other STI
Mukdahan,154,44.51,0,0.00,0.00,346016,2015,Other STI
Si Sa Ket,1234,84.22,0,0.00,0.00,1465213,2015,Other STI
Ubon Ratchathani,1137,61.64,0,0.00,0.00,1844669,2015,Other STI
Yasothon,90,16.66,0,0.00,0.00,540211,2015,Other STI
ZONE:11,1238,28.38,0,0.00,0.00,4362467,2015,Other STI
Chumphon,85,16.98,0,0.00,0.00,500575,2015,Other STI
Krabi,27,5.91,0,0.00,0.00,456811,2015,Other STI
Nakhon Si Thammarat,556,35.92,0,0.00,0.00,1548028,2015,Other STI
Phangnga,130,49.74,0,0.00,0.00,261370,2015,Other STI
Phuket,73,19.29,0,0.00,0.00,378364,2015,Other STI
Ranong,7,3.95,0,0.00,0.00,177089,2015,Other STI
Surat Thani,360,34.61,0,0.00,0.00,1040230,2015,Other STI
ZONE:12,1062,21.91,0,0.00,0.00,4846037,2015,Other STI
Narathiwat,83,10.71,0,0.00,0.00,774799,2015,Other STI
Pattani,24,3.50,0,0.00,0.00,686186,2015,Other STI
Phatthalung,307,58.99,0,0.00,0.00,520419,2015,Other STI
Satun,16,5.12,0,0.00,0.00,312673,2015,Other STI
Songkhla,318,22.69,0,0.00,0.00,1401303,2015,Other STI
Trang,274,42.90,0,0.00,0.00,638746,2015,Other STI
Yala,40,7.81,0,0.00,0.00,511911,2015,Other STI
Total,0,0.00,0,0.00,0.00,66071545,2024,Other STI
ZONE:01,0,0.00,0,0.00,0.00,5857413,2024,Other STI
Chiang Mai,0,0.00,0,0.00,0.00,1794774,2024,Other STI
Chiang Rai,0,0.00,0,0.00,0.00,1299306,2024,Other STI
Lampang,0,0.00,0,0.00,0.00,715133,2024,Other STI
Lamphun,0,0.00,0,0.00,0.00,398998,2024,Other STI
Mae Hong Son,0,0.00,0,0.00,0.00,287215,2024,Other STI
Nan,0,0.00,0,0.00,0.00,473630,2024,Other STI
Phayao,0,0.00,0,0.00,0.00,459858,2024,Other STI
Phrae,0,0.00,0,0.00,0.00,428499,2024,Other STI
ZONE:02,0,0.00,0,0.00,0.00,3522489,2024,Other STI
Phetchabun,0,0.00,0,0.00,0.00,970403,2024,Other STI
Phitsanulok,0,0.00,0,0.00,0.00,843111,2024,Other STI
Sukhothai,0,0.00,0,0.00,0.00,579759,2024,Other STI
Tak,0,0.00,0,0.00,0.00,687927,2024,Other STI
Uttaradit,0,0.00,0,0.00,0.00,441289,2024,Other STI
ZONE:03,0,0.00,0,0.00,0.00,2896463,2024,Other STI
Chai Nat,0,0.00,0,0.00,0.00,317263,2024,Other STI
Kamphaeng Phet,0,0.00,0,0.00,0.00,706861,2024,Other STI
Nakhon Sawan,0,0.00,0,0.00,0.00,1025348,2024,Other STI
Phichit,0,0.00,0,0.00,0.00,523925,2024,Other STI
Uthai Thani,0,0.00,0,0.00,0.00,323066,2024,Other STI
ZONE:04,0,0.00,0,0.00,0.00,5438863,2024,Other STI
Ang Thong,0,0.00,0,0.00,0.00,271656,2024,Other STI
Lop Buri,0,0.00,0,0.00,0.00,732495,2024,Other STI
Nakhon Nayok,0,0.00,0,0.00,0.00,260261,2024,Other STI
