Areas,Age,Cases,Year,Disease
Total,Total,0,2021,T.B.meningitis
ZONE:01,Total,0,2021,T.B.meningitis
Chiang Mai,Total,0,2021,T.B.meningitis
Chiang Rai,Total,0,2021,T.B.meningitis
Lampang,Total,0,2021,T.B.meningitis
Lamphun,Total,0,2021,T.B.meningitis
Mae Hong Son,Total,0,2021,T.B.meningitis
Nan,Total,0,2021,T.B.meningitis
Phayao,Total,0,2021,T.B.meningitis
Phrae,Total,0,2021,T.B.meningitis
ZONE:02,Total,0,2021,T.B.meningitis
Phetchabun,Total,0,2021,T.B.meningitis
Phitsanulok,Total,0,2021,T.B.meningitis
Sukhothai,Total,0,2021,T.B.meningitis
Tak,Total,0,2021,T.B.meningitis
Uttaradit,Total,0,2021,T.B.meningitis
ZONE:03,Total,0,2021,T.B.meningitis
Chai Nat,Total,0,2021,T.B.meningitis
Kamphaeng Phet,Total,0,2021,T.B.meningitis
Nakhon Sawan,Total,0,2021,T.B.meningitis
Phichit,Total,0,2021,T.B.meningitis
Uthai Thani,Total,0,2021,T.B.meningitis
ZONE:04,Total,0,2021,T.B.meningitis
Ang Thong,Total,0,2021,T.B.meningitis
Lop Buri,Total,0,2021,T.B.meningitis
Nakhon Nayok,Total,0,2021,T.B.meningitis
Nonthaburi,Total,0,2021,T.B.meningitis
P.Nakhon S.Ayutthaya,Total,0,2021,T.B.meningitis
Pathum Thani,Total,0,2021,T.B.meningitis
Saraburi,Total,0,2021,T.B.meningitis
Sing Buri,Total,0,2021,T.B.meningitis
ZONE:05,Total,0,2021,T.B.meningitis
Kanchanaburi,Total,0,2021,T.B.meningitis
Nakhon Pathom,Total,0,2021,T.B.meningitis
Phetchaburi,Total,0,2021,T.B.meningitis
Prachuap Khiri Khan,Total,0,2021,T.B.meningitis
Ratchaburi,Total,0,2021,T.B.meningitis
Samut Sakhon,Total,0,2021,T.B.meningitis
Samut Songkhram,Total,0,2021,T.B.meningitis
Suphan Buri,Total,0,2021,T.B.meningitis
ZONE:06,Total,0,2021,T.B.meningitis
Chachoengsao,Total,0,2021,T.B.meningitis
Chanthaburi,Total,0,2021,T.B.meningitis
Chon Buri,Total,0,2021,T.B.meningitis
Prachin Buri,Total,0,2021,T.B.meningitis
Rayong,Total,0,2021,T.B.meningitis
Sa Kaeo,Total,0,2021,T.B.meningitis
Samut Prakan,Total,0,2021,T.B.meningitis
Trat,Total,0,2021,T.B.meningitis
ZONE:07,Total,0,2021,T.B.meningitis
Kalasin,Total,0,2021,T.B.meningitis
Khon Kaen,Total,0,2021,T.B.meningitis
Maha Sarakham,Total,0,2021,T.B.meningitis
Roi Et,Total,0,2021,T.B.meningitis
ZONE:08,Total,0,2021,T.B.meningitis
Bungkan,Total,0,2021,T.B.meningitis
Loei,Total,0,2021,T.B.meningitis
Nakhon Phanom,Total,0,2021,T.B.meningitis
Nong Bua Lam Phu,Total,0,2021,T.B.meningitis
Nong Khai,Total,0,2021,T.B.meningitis
Sakon Nakhon,Total,0,2021,T.B.meningitis
Udon Thani,Total,0,2021,T.B.meningitis
ZONE:09,Total,0,2021,T.B.meningitis
Buri Ram,Total,0,2021,T.B.meningitis
Chaiyaphum,Total,0,2021,T.B.meningitis
Nakhon Ratchasima,Total,0,2021,T.B.meningitis
Surin,Total,0,2021,T.B.meningitis
ZONE:10,Total,0,2021,T.B.meningitis
Amnat Charoen,Total,0,2021,T.B.meningitis
Mukdahan,Total,0,2021,T.B.meningitis
Si Sa Ket,Total,0,2021,T.B.meningitis
Ubon Ratchathani,Total,0,2021,T.B.meningitis
Yasothon,Total,0,2021,T.B.meningitis
ZONE:11,Total,0,2021,T.B.meningitis
Chumphon,Total,0,2021,T.B.meningitis
Krabi,Total,0,2021,T.B.meningitis
Nakhon Si Thammarat,Total,0,2021,T.B.meningitis
Phangnga,Total,0,2021,T.B.meningitis
Phuket,Total,0,2021,T.B.meningitis
Ranong,Total,0,2021,T.B.meningitis
Surat Thani,Total,0,2021,T.B.meningitis
ZONE:12,Total,0,2021,T.B.meningitis
Narathiwat,Total,0,2021,T.B.meningitis
Pattani,Total,0,2021,T.B.meningitis
Phatthalung,Total,0,2021,T.B.meningitis
Satun,Total,0,2021,T.B.meningitis
Songkhla,Total,0,2021,T.B.meningitis
Trang,Total,0,2021,T.B.meningitis
Yala,Total,0,2021,T.B.meningitis
ZONE:13,Total,0,2021,T.B.meningitis
Bangkok,Total,0,2021,T.B.meningitis
Total,0,0,2021,T.B.meningitis
ZONE:01,0,0,2021,T.B.meningitis
Chiang Mai,0,0,2021,T.B.meningitis
Chiang Rai,0,0,2021,T.B.meningitis
Lampang,0,0,2021,T.B.meningitis
Lamphun,0,0,2021,T.B.meningitis
Mae Hong Son,0,0,2021,T.B.meningitis
Nan,0,0,2021,T.B.meningitis
Phayao,0,0,2021,T.B.meningitis
Phrae,0,0,2021,T.B.meningitis
ZONE:02,0,0,2021,T.B.meningitis
Phetchabun,0,0,2021,T.B.meningitis
Phitsanulok,0,0,2021,T.B.meningitis
Sukhothai,0,0,2021,T.B.meningitis
Tak,0,0,2021,T.B.meningitis
Uttaradit,0,0,2021,T.B.meningitis
ZONE:03,0,0,2021,T.B.meningitis
Chai Nat,0,0,2021,T.B.meningitis
Kamphaeng Phet,0,0,2021,T.B.meningitis
Nakhon Sawan,0,0,2021,T.B.meningitis
Phichit,0,0,2021,T.B.meningitis
Uthai Thani,0,0,2021,T.B.meningitis
ZONE:04,0,0,2021,T.B.meningitis
Ang Thong,0,0,2021,T.B.meningitis
Lop Buri,0,0,2021,T.B.meningitis
Nakhon Nayok,0,0,2021,T.B.meningitis
Nonthaburi,0,0,2021,T.B.meningitis
P.Nakhon S.Ayutthaya,0,0,2021,T.B.meningitis
Pathum Thani,0,0,2021,T.B.meningitis
Saraburi,0,0,2021,T.B.meningitis
Sing Buri,0,0,2021,T.B.meningitis
ZONE:05,0,0,2021,T.B.meningitis
Kanchanaburi,0,0,2021,T.B.meningitis
Nakhon Pathom,0,0,2021,T.B.meningitis
Phetchaburi,0,0,2021,T.B.meningitis
Prachuap Khiri Khan,0,0,2021,T.B.meningitis
Ratchaburi,0,0,2021,T.B.meningitis
Samut Sakhon,0,0,2021,T.B.meningitis
Samut Songkhram,0,0,2021,T.B.meningitis
Suphan Buri,0,0,2021,T.B.meningitis
ZONE:06,0,0,2021,T.B.meningitis
Chachoengsao,0,0,2021,T.B.meningitis
Chanthaburi,0,0,2021,T.B.meningitis
