Areas,Age,Cases,Year,Disease
Total,Total,5,2016,"Meningitis,uns"
ZONE:01,Total,0,2016,"Meningitis,uns"
Chiang Mai,Total,0,2016,"Meningitis,uns"
Chiang Rai,Total,0,2016,"Meningitis,uns"
Lampang,Total,0,2016,"Meningitis,uns"
Lamphun,Total,0,2016,"Meningitis,uns"
Mae Hong Son,Total,0,2016,"Meningitis,uns"
Nan,Total,0,2016,"Meningitis,uns"
Phayao,Total,0,2016,"Meningitis,uns"
Phrae,Total,0,2016,"Meningitis,uns"
ZONE:02,Total,2,2016,"Meningitis,uns"
Phetchabun,Total,0,2016,"Meningitis,uns"
Phitsanulok,Total,0,2016,"Meningitis,uns"
Sukhothai,Total,0,2016,"Meningitis,uns"
Tak,Total,1,2016,"Meningitis,uns"
Uttaradit,Total,1,2016,"Meningitis,uns"
ZONE:03,Total,1,2016,"Meningitis,uns"
Chai Nat,Total,0,2016,"Meningitis,uns"
Kamphaeng Phet,Total,0,2016,"Meningitis,uns"
Nakhon Sawan,Total,0,2016,"Meningitis,uns"
Phichit,Total,0,2016,"Meningitis,uns"
Uthai Thani,Total,1,2016,"Meningitis,uns"
ZONE:04,Total,0,2016,"Meningitis,uns"
Ang Thong,Total,0,2016,"Meningitis,uns"
Lop Buri,Total,0,2016,"Meningitis,uns"
Nakhon Nayok,Total,0,2016,"Meningitis,uns"
Nonthaburi,Total,0,2016,"Meningitis,uns"
P.Nakhon S.Ayutthaya,Total,0,2016,"Meningitis,uns"
Pathum Thani,Total,0,2016,"Meningitis,uns"
Saraburi,Total,0,2016,"Meningitis,uns"
Sing Buri,Total,0,2016,"Meningitis,uns"
ZONE:05,Total,0,2016,"Meningitis,uns"
Kanchanaburi,Total,0,2016,"Meningitis,uns"
Nakhon Pathom,Total,0,2016,"Meningitis,uns"
Phetchaburi,Total,0,2016,"Meningitis,uns"
Prachuap Khiri Khan,Total,0,2016,"Meningitis,uns"
Ratchaburi,Total,0,2016,"Meningitis,uns"
Samut Sakhon,Total,0,2016,"Meningitis,uns"
Samut Songkhram,Total,0,2016,"Meningitis,uns"
Suphan Buri,Total,0,2016,"Meningitis,uns"
ZONE:06,Total,2,2016,"Meningitis,uns"
Chachoengsao,Total,0,2016,"Meningitis,uns"
Chanthaburi,Total,1,2016,"Meningitis,uns"
Chon Buri,Total,0,2016,"Meningitis,uns"
Prachin Buri,Total,0,2016,"Meningitis,uns"
Rayong,Total,1,2016,"Meningitis,uns"
Sa Kaeo,Total,0,2016,"Meningitis,uns"
Samut Prakan,Total,0,2016,"Meningitis,uns"
Trat,Total,0,2016,"Meningitis,uns"
ZONE:07,Total,0,2016,"Meningitis,uns"
Kalasin,Total,0,2016,"Meningitis,uns"
Khon Kaen,Total,0,2016,"Meningitis,uns"
Maha Sarakham,Total,0,2016,"Meningitis,uns"
Roi Et,Total,0,2016,"Meningitis,uns"
ZONE:08,Total,0,2016,"Meningitis,uns"
Bungkan,Total,0,2016,"Meningitis,uns"
Loei,Total,0,2016,"Meningitis,uns"
Nakhon Phanom,Total,0,2016,"Meningitis,uns"
Nong Bua Lam Phu,Total,0,2016,"Meningitis,uns"
Nong Khai,Total,0,2016,"Meningitis,uns"
Sakon Nakhon,Total,0,2016,"Meningitis,uns"
Udon Thani,Total,0,2016,"Meningitis,uns"
ZONE:09,Total,0,2016,"Meningitis,uns"
Buri Ram,Total,0,2016,"Meningitis,uns"
Chaiyaphum,Total,0,2016,"Meningitis,uns"
Nakhon Ratchasima,Total,0,2016,"Meningitis,uns"
Surin,Total,0,2016,"Meningitis,uns"
ZONE:10,Total,0,2016,"Meningitis,uns"
Amnat Charoen,Total,0,2016,"Meningitis,uns"
Mukdahan,Total,0,2016,"Meningitis,uns"
Si Sa Ket,Total,0,2016,"Meningitis,uns"
Ubon Ratchathani,Total,0,2016,"Meningitis,uns"
Yasothon,Total,0,2016,"Meningitis,uns"
ZONE:11,Total,0,2016,"Meningitis,uns"
Chumphon,Total,0,2016,"Meningitis,uns"
Krabi,Total,0,2016,"Meningitis,uns"
Nakhon Si Thammarat,Total,0,2016,"Meningitis,uns"
Phangnga,Total,0,2016,"Meningitis,uns"
Phuket,Total,0,2016,"Meningitis,uns"
Ranong,Total,0,2016,"Meningitis,uns"
Surat Thani,Total,0,2016,"Meningitis,uns"
ZONE:12,Total,0,2016,"Meningitis,uns"
Narathiwat,Total,0,2016,"Meningitis,uns"
Pattani,Total,0,2016,"Meningitis,uns"
Phatthalung,Total,0,2016,"Meningitis,uns"
Satun,Total,0,2016,"Meningitis,uns"
Songkhla,Total,0,2016,"Meningitis,uns"
Trang,Total,0,2016,"Meningitis,uns"
Yala,Total,0,2016,"Meningitis,uns"
ZONE:13,Total,0,2016,"Meningitis,uns"
Bangkok,Total,0,2016,"Meningitis,uns"
Total,0,0,2016,"Meningitis,uns"
ZONE:01,0,0,2016,"Meningitis,uns"
Chiang Mai,0,0,2016,"Meningitis,uns"
Chiang Rai,0,0,2016,"Meningitis,uns"
Lampang,0,0,2016,"Meningitis,uns"
Lamphun,0,0,2016,"Meningitis,uns"
Mae Hong Son,0,0,2016,"Meningitis,uns"
Nan,0,0,2016,"Meningitis,uns"
Phayao,0,0,2016,"Meningitis,uns"
Phrae,0,0,2016,"Meningitis,uns"
ZONE:02,0,0,2016,"Meningitis,uns"
Phetchabun,0,0,2016,"Meningitis,uns"
Phitsanulok,0,0,2016,"Meningitis,uns"
Sukhothai,0,0,2016,"Meningitis,uns"
Tak,0,0,2016,"Meningitis,uns"
Uttaradit,0,0,2016,"Meningitis,uns"
ZONE:03,0,0,2016,"Meningitis,uns"
Chai Nat,0,0,2016,"Meningitis,uns"
Kamphaeng Phet,0,0,2016,"Meningitis,uns"
Nakhon Sawan,0,0,2016,"Meningitis,uns"
Phichit,0,0,2016,"Meningitis,uns"
Uthai Thani,0,0,2016,"Meningitis,uns"
ZONE:04,0,0,2016,"Meningitis,uns"
Ang Thong,0,0,2016,"Meningitis,uns"
Lop Buri,0,0,2016,"Meningitis,uns"
Nakhon Nayok,0,0,2016,"Meningitis,uns"
Nonthaburi,0,0,2016,"Meningitis,uns"
P.Nakhon S.Ayutthaya,0,0,2016,"Meningitis,uns"
Pathum Thani,0,0,2016,"Meningitis,uns"
Saraburi,0,0,2016,"Meningitis,uns"
Sing Buri,0,0,2016,"Meningitis,uns"
ZONE:05,0,0,2016,"Meningitis,uns"
Kanchanaburi,0,0,2016,"Meningitis,uns"
Nakhon Pathom,0,0,2016,"Meningitis,uns"
Phetchaburi,0,0,2016,"Meningitis,uns"
Prachuap Khiri Khan,0,0,2016,"Meningitis,uns"
Ratchaburi,0,0,2016,"Meningitis,uns"
Samut Sakhon,0,0,2016,"Meningitis,uns"
Samut Songkhram,0,0,2016,"Meningitis,uns"
Suphan Buri,0,0,2016,"Meningitis,uns"
ZONE:06,0,0,2016,"Meningitis,uns"
Chachoengsao,0,0,2016,"Meningitis,uns"
Chanthaburi,0,0,2016,"Meningitis,uns"
Chon Buri,0,0,2016,"Meningitis,uns"
Prachin Buri,0,0,2016,"Meningitis,uns"
Rayong,0,0,2016,"Meningitis,uns"
Sa Kaeo,0,0,2016,"Meningitis,uns"
Samut Prakan,0,0,2016,"Meningitis,uns"
Trat,0,0,2016,"Meningitis,uns"
ZONE:07,0,0,2016,"Meningitis,uns"
Kalasin,0,0,2016,"Meningitis,uns"
Khon Kaen,0,0,2016,"Meningitis,uns"
Maha Sarakham,0,0,2016,"Meningitis,uns"
Roi Et,0,0,2016,"Meningitis,uns"
ZONE:08,0,0,2016,"Meningitis,uns"
Bungkan,0,0,2016,"Meningitis,uns"
Loei,0,0,2016,"Meningitis,uns"
Nakhon Phanom,0,0,2016,"Meningitis,uns"
Nong Bua Lam Phu,0,0,2016,"Meningitis,uns"
Nong Khai,0,0,2016,"Meningitis,uns"
Sakon Nakhon,0,0,2016,"Meningitis,uns"
Udon Thani,0,0,2016,"Meningitis,uns"
ZONE:09,0,0,2016,"Meningitis,uns"
Buri Ram,0,0,2016,"Meningitis,uns"
Chaiyaphum,0,0,2016,"Meningitis,uns"
Nakhon Ratchasima,0,0,2016,"Meningitis,uns"
Surin,0,0,2016,"Meningitis,uns"
ZONE:10,0,0,2016,"Meningitis,uns"
Amnat Charoen,0,0,2016,"Meningitis,uns"
Mukdahan,0,0,2016,"Meningitis,uns"
Si Sa Ket,0,0,2016,"Meningitis,uns"
Ubon Ratchathani,0,0,2016,"Meningitis,uns"
Yasothon,0,0,2016,"Meningitis,uns"
ZONE:11,0,0,2016,"Meningitis,uns"
Chumphon,0,0,2016,"Meningitis,uns"
Krabi,0,0,2016,"Meningitis,uns"
Nakhon Si Thammarat,0,0,2016,"Meningitis,uns"
Phangnga,0,0,2016,"Meningitis,uns"
Phuket,0,0,2016,"Meningitis,uns"
Ranong,0,0,2016,"Meningitis,uns"
Surat Thani,0,0,2016,"Meningitis,uns"
ZONE:12,0,0,2016,"Meningitis,uns"
Narathiwat,0,0,2016,"Meningitis,uns"
Pattani,0,0,2016,"Meningitis,uns"
Phatthalung,0,0,2016,"Meningitis,uns"
Satun,0,0,2016,"Meningitis,uns"
Songkhla,0,0,2016,"Meningitis,uns"
Trang,0,0,2016,"Meningitis,uns"
Yala,0,0,2016,"Meningitis,uns"
ZONE:13,0,0,2016,"Meningitis,uns"
Bangkok,0,0,2016,"Meningitis,uns"
Total,<1,0,2016,"Meningitis,uns"
ZONE:01,<1,0,2016,"Meningitis,uns"
Chiang Mai,<1,0,2016,"Meningitis,uns"
Chiang Rai,<1,0,2016,"Meningitis,uns"
Lampang,<1,0,2016,"Meningitis,uns"
