Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,1288,2.05,52,0.08,62939819,2003,D.H.F.shock syndrome
North Region,174,1.44,5,0.04,12120537,2003,D.H.F.shock syndrome
Zone:1,44,0.76,0,0.0,5764017,2003,D.H.F.shock syndrome
Chiang Mai,9,0.56,0,0.0,1599538,2003,D.H.F.shock syndrome
Chiang Rai,10,0.8,0,0.0,1244564,2003,D.H.F.shock syndrome
Lampang,4,0.5,0,0.0,798996,2003,D.H.F.shock syndrome
Lamphun,2,0.49,0,0.0,408122,2003,D.H.F.shock syndrome
Mae Hong Son,0,0.0,0,0.0,239128,2003,D.H.F.shock syndrome
Nan,4,0.82,0,0.0,484961,2003,D.H.F.shock syndrome
Phayao,4,0.79,0,0.0,505032,2003,D.H.F.shock syndrome
Phrae,11,2.27,0,0.0,483676,2003,D.H.F.shock syndrome
Zone:2,81,2.3,3,0.09,3523807,2003,D.H.F.shock syndrome
Phetchabun,24,2.29,1,0.1,1046537,2003,D.H.F.shock syndrome
Phitsanulok,29,3.34,2,0.23,867520,2003,D.H.F.shock syndrome
Sukhothai,1,0.16,0,0.0,623396,2003,D.H.F.shock syndrome
Tak,4,0.8,0,0.0,503042,2003,D.H.F.shock syndrome
Uttaradit,23,4.76,0,0.0,483312,2003,D.H.F.shock syndrome
Zone:3,49,1.73,2,0.07,2832713,2003,D.H.F.shock syndrome
Kamphaeng Phet,11,1.43,1,0.13,771177,2003,D.H.F.shock syndrome
Nakhon Sawan,23,2.04,1,0.09,1128789,2003,D.H.F.shock syndrome
Phichit,13,2.19,0,0.0,594918,2003,D.H.F.shock syndrome
Uthai Thani,2,0.59,0,0.0,337829,2003,D.H.F.shock syndrome
Central Region,324,1.56,22,0.11,20726962,2003,D.H.F.shock syndrome
Zone:0,63,1.08,5,0.09,5813383,2003,D.H.F.shock syndrome
Bangkok,63,1.08,5,0.09,5813383,2003,D.H.F.shock syndrome
Zone:4,25,0.93,0,0.0,2679573,2003,D.H.F.shock syndrome
Ang Thong,2,0.69,0,0.0,290623,2003,D.H.F.shock syndrome
Nonthaburi,2,0.22,0,0.0,915043,2003,D.H.F.shock syndrome
P.Nakhon S.Ayutthaya,6,0.8,0,0.0,749751,2003,D.H.F.shock syndrome
Pathum Thani,15,2.07,0,0.0,724156,2003,D.H.F.shock syndrome
Zone:5,37,1.88,3,0.15,1964953,2003,D.H.F.shock syndrome
Chai Nat,9,2.57,0,0.0,349881,2003,D.H.F.shock syndrome
Lop Buri,13,1.69,0,0.0,768250,2003,D.H.F.shock syndrome
Saraburi,10,1.6,2,0.32,623783,2003,D.H.F.shock syndrome
Sing Buri,5,2.24,1,0.45,223039,2003,D.H.F.shock syndrome
Zone:6,73,2.21,3,0.09,3304766,2003,D.H.F.shock syndrome
Kanchanaburi,18,2.25,3,0.38,799588,2003,D.H.F.shock syndrome
Nakhon Pathom,6,0.74,0,0.0,807180,2003,D.H.F.shock syndrome
Ratchaburi,32,3.85,0,0.0,832005,2003,D.H.F.shock syndrome
Suphan Buri,17,1.96,0,0.0,865993,2003,D.H.F.shock syndrome
Zone:7,63,3.93,4,0.25,1602142,2003,D.H.F.shock syndrome
Phetchaburi,23,4.98,3,0.65,461539,2003,D.H.F.shock syndrome
Prachuap Khiri Khan,16,3.26,1,0.2,490479,2003,D.H.F.shock syndrome
Samut Sakhon,7,1.57,0,0.0,445557,2003,D.H.F.shock syndrome
Samut Songkhram,17,8.31,0,0.0,204567,2003,D.H.F.shock syndrome
Zone:8,27,0.92,2,0.07,2933038,2003,D.H.F.shock syndrome
Chachoengsao,3,0.46,1,0.15,651130,2003,D.H.F.shock syndrome
Nakhon Nayok,1,0.4,0,0.0,251471,2003,D.H.F.shock syndrome
Prachin Buri,13,2.87,0,0.0,453379,2003,D.H.F.shock syndrome
Sa Kaeo,8,1.48,1,0.19,540274,2003,D.H.F.shock syndrome
Samut Prakan,2,0.19,0,0.0,1036784,2003,D.H.F.shock syndrome
Zone:9,36,1.48,5,0.21,2429107,2003,D.H.F.shock syndrome
Chanthaburi,15,2.95,1,0.2,508799,2003,D.H.F.shock syndrome
Chon Buri,5,0.44,1,0.09,1143498,2003,D.H.F.shock syndrome
Rayong,14,2.54,3,0.54,551652,2003,D.H.F.shock syndrome
Trat,2,0.89,0,0.0,225158,2003,D.H.F.shock syndrome
North-Eastern Region,643,2.97,19,0.09,21634442,2003,D.H.F.shock syndrome
Zone:10,82,2.29,4,0.11,3579272,2003,D.H.F.shock syndrome
Loei,4,0.64,1,0.16,629836,2003,D.H.F.shock syndrome
