Areas,Count,Month,Type,Year,Disease
Total,1558,Total,,2003,Mushroom poisoning
North Region,255,Total,,2003,Mushroom poisoning
Zone: 1,232,Total,,2003,Mushroom poisoning
Chiang Mai,27,Total,,2003,Mushroom poisoning
Chiang Rai,96,Total,,2003,Mushroom poisoning
Lampang,48,Total,,2003,Mushroom poisoning
Lamphun,38,Total,,2003,Mushroom poisoning
Mae Hong Son,6,Total,,2003,Mushroom poisoning
Nan,12,Total,,2003,Mushroom poisoning
Phayao,5,Total,,2003,Mushroom poisoning
Phrae,0,Total,,2003,Mushroom poisoning
Zone: 2,13,Total,,2003,Mushroom poisoning
Phetchabun,0,Total,,2003,Mushroom poisoning
Phitsanulok,10,Total,,2003,Mushroom poisoning
Sukhothai,0,Total,,2003,Mushroom poisoning
Tak,3,Total,,2003,Mushroom poisoning
Uttaradit,0,Total,,2003,Mushroom poisoning
Zone: 3,10,Total,,2003,Mushroom poisoning
Kamphaeng Phet,8,Total,,2003,Mushroom poisoning
Nakhon Sawan,2,Total,,2003,Mushroom poisoning
Phichit,0,Total,,2003,Mushroom poisoning
Uthai Thani,0,Total,,2003,Mushroom poisoning
Central Region,98,Total,,2003,Mushroom poisoning
Bangkok,0,Total,,2003,Mushroom poisoning
Zone: 4,0,Total,,2003,Mushroom poisoning
Ang Thong,0,Total,,2003,Mushroom poisoning
Nonthaburi,0,Total,,2003,Mushroom poisoning
P.Nakhon S.Ayutthaya,0,Total,,2003,Mushroom poisoning
Pathum Thani,0,Total,,2003,Mushroom poisoning
Zone: 5,14,Total,,2003,Mushroom poisoning
Chai Nat,0,Total,,2003,Mushroom poisoning
Lop Buri,0,Total,,2003,Mushroom poisoning
Saraburi,14,Total,,2003,Mushroom poisoning
Sing Buri,0,Total,,2003,Mushroom poisoning
Zone: 6,31,Total,,2003,Mushroom poisoning
Kanchanaburi,5,Total,,2003,Mushroom poisoning
Nakhon Pathom,14,Total,,2003,Mushroom poisoning
Ratchaburi,2,Total,,2003,Mushroom poisoning
Suphan Buri,10,Total,,2003,Mushroom poisoning
Zone: 7,7,Total,,2003,Mushroom poisoning
Phetchaburi,3,Total,,2003,Mushroom poisoning
Prachuap Khiri Khan,4,Total,,2003,Mushroom poisoning
Samut Sakhon,0,Total,,2003,Mushroom poisoning
Samut Songkhram,0,Total,,2003,Mushroom poisoning
Zone: 8,16,Total,,2003,Mushroom poisoning
Chachoengsao,1,Total,,2003,Mushroom poisoning
Nakhon Nayok,0,Total,,2003,Mushroom poisoning
Prachin Buri,7,Total,,2003,Mushroom poisoning
Sa Kaeo,7,Total,,2003,Mushroom poisoning
Samut Prakan,1,Total,,2003,Mushroom poisoning
Zone: 9,30,Total,,2003,Mushroom poisoning
Chanthaburi,10,Total,,2003,Mushroom poisoning
Chon Buri,1,Total,,2003,Mushroom poisoning
Rayong,18,Total,,2003,Mushroom poisoning
Trat,1,Total,,2003,Mushroom poisoning
North-Eastern Region,1160,Total,,2003,Mushroom poisoning
Zone: 10,118,Total,,2003,Mushroom poisoning
Loei,86,Total,,2003,Mushroom poisoning
Nong Bua Lam Phu,3,Total,,2003,Mushroom poisoning
Nong Khai,0,Total,,2003,Mushroom poisoning
Udon Thani,29,Total,,2003,Mushroom poisoning
Zone: 11,61,Total,,2003,Mushroom poisoning
Kalasin,0,Total,,2003,Mushroom poisoning
Mukdahan,6,Total,,2003,Mushroom poisoning
Nakhon Phanom,9,Total,,2003,Mushroom poisoning
Sakon Nakhon,46,Total,,2003,Mushroom poisoning
Zone: 12,49,Total,,2003,Mushroom poisoning
Khon Kaen,11,Total,,2003,Mushroom poisoning
Maha Sarakham,1,Total,,2003,Mushroom poisoning
Roi Et,37,Total,,2003,Mushroom poisoning
Zone: 13,620,Total,,2003,Mushroom poisoning
Buri Ram,320,Total,,2003,Mushroom poisoning
Chaiyaphum,6,Total,,2003,Mushroom poisoning
Nakhon Ratchasima,38,Total,,2003,Mushroom poisoning
Surin,256,Total,,2003,Mushroom poisoning
Zone: 14,312,Total,,2003,Mushroom poisoning
Amnat Charoen,21,Total,,2003,Mushroom poisoning
Si Sa Ket,29,Total,,2003,Mushroom poisoning
Ubon Ratchathani,260,Total,,2003,Mushroom poisoning
Yasothon,2,Total,,2003,Mushroom poisoning
South Region,45,Total,,2003,Mushroom poisoning
Zone: 15,18,Total,,2003,Mushroom poisoning
Chumphon,0,Total,,2003,Mushroom poisoning
Ranong,1,Total,,2003,Mushroom poisoning
Surat Thani,17,Total,,2003,Mushroom poisoning
Zone: 16,20,Total,,2003,Mushroom poisoning
Nakhon Si Thammarat,1,Total,,2003,Mushroom poisoning
Phatthalung,0,Total,,2003,Mushroom poisoning
Trang,19,Total,,2003,Mushroom poisoning
Zone: 17,5,Total,,2003,Mushroom poisoning
Krabi,5,Total,,2003,Mushroom poisoning
Phangnga,0,Total,,2003,Mushroom poisoning
Phuket,0,Total,,2003,Mushroom poisoning
Zone: 18,1,Total,,2003,Mushroom poisoning
Narathiwat,0,Total,,2003,Mushroom poisoning
Pattani,0,Total,,2003,Mushroom poisoning
Yala,1,Total,,2003,Mushroom poisoning
Zone: 19,1,Total,,2003,Mushroom poisoning
Satun,0,Total,,2003,Mushroom poisoning
Songkhla,1,Total,,2003,Mushroom poisoning
Total,3,Total,,2003,Mushroom poisoning
North Region,1,Total,,2003,Mushroom poisoning
Zone: 1,1,Total,,2003,Mushroom poisoning
Chiang Mai,0,Total,,2003,Mushroom poisoning
Chiang Rai,0,Total,,2003,Mushroom poisoning
