Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,522,0.83,1,0.0,62939819,2003,HepatitisA
North Region,170,1.4,0,0.0,12120537,2003,HepatitisA
Zone:1,129,2.24,0,0.0,5764017,2003,HepatitisA
Chiang Mai,55,3.44,0,0.0,1599538,2003,HepatitisA
Chiang Rai,34,2.73,0,0.0,1244564,2003,HepatitisA
Lampang,10,1.25,0,0.0,798996,2003,HepatitisA
Lamphun,5,1.23,0,0.0,408122,2003,HepatitisA
Mae Hong Son,3,1.25,0,0.0,239128,2003,HepatitisA
Nan,14,2.89,0,0.0,484961,2003,HepatitisA
Phayao,7,1.39,0,0.0,505032,2003,HepatitisA
Phrae,1,0.21,0,0.0,483676,2003,HepatitisA
Zone:2,27,0.77,0,0.0,3523807,2003,HepatitisA
Phetchabun,0,0.0,0,0.0,1046537,2003,HepatitisA
Phitsanulok,16,1.84,0,0.0,867520,2003,HepatitisA
Sukhothai,0,0.0,0,0.0,623396,2003,HepatitisA
Tak,10,1.99,0,0.0,503042,2003,HepatitisA
Uttaradit,1,0.21,0,0.0,483312,2003,HepatitisA
Zone:3,14,0.49,0,0.0,2832713,2003,HepatitisA
Kamphaeng Phet,11,1.43,0,0.0,771177,2003,HepatitisA
Nakhon Sawan,0,0.0,0,0.0,1128789,2003,HepatitisA
Phichit,1,0.17,0,0.0,594918,2003,HepatitisA
Uthai Thani,2,0.59,0,0.0,337829,2003,HepatitisA
Central Region,72,0.35,1,0.0,20726962,2003,HepatitisA
Zone:0,21,0.36,0,0.0,5813383,2003,HepatitisA
Bangkok,21,0.36,0,0.0,5813383,2003,HepatitisA
Zone:4,6,0.22,0,0.0,2679573,2003,HepatitisA
Ang Thong,0,0.0,0,0.0,290623,2003,HepatitisA
Nonthaburi,0,0.0,0,0.0,915043,2003,HepatitisA
P.Nakhon S.Ayutthaya,4,0.53,0,0.0,749751,2003,HepatitisA
Pathum Thani,2,0.28,0,0.0,724156,2003,HepatitisA
Zone:5,2,0.1,0,0.0,1964953,2003,HepatitisA
Chai Nat,0,0.0,0,0.0,349881,2003,HepatitisA
Lop Buri,0,0.0,0,0.0,768250,2003,HepatitisA
Saraburi,1,0.16,0,0.0,623783,2003,HepatitisA
Sing Buri,1,0.45,0,0.0,223039,2003,HepatitisA
Zone:6,22,0.67,0,0.0,3304766,2003,HepatitisA
Kanchanaburi,0,0.0,0,0.0,799588,2003,HepatitisA
Nakhon Pathom,5,0.62,0,0.0,807180,2003,HepatitisA
Ratchaburi,4,0.48,0,0.0,832005,2003,HepatitisA
Suphan Buri,13,1.5,0,0.0,865993,2003,HepatitisA
Zone:7,2,0.12,0,0.0,1602142,2003,HepatitisA
Phetchaburi,0,0.0,0,0.0,461539,2003,HepatitisA
Prachuap Khiri Khan,1,0.2,0,0.0,490479,2003,HepatitisA
Samut Sakhon,1,0.22,0,0.0,445557,2003,HepatitisA
Samut Songkhram,0,0.0,0,0.0,204567,2003,HepatitisA
Zone:8,5,0.17,0,0.0,2933038,2003,HepatitisA
Chachoengsao,2,0.31,0,0.0,651130,2003,HepatitisA
Nakhon Nayok,1,0.4,0,0.0,251471,2003,HepatitisA
