Areas,Age,Cases,Year,Disease
Total,Total,0,2004,Eosinophilic Meningitis
North Region,Total,0,2004,Eosinophilic Meningitis
Zone:1,Total,0,2004,Eosinophilic Meningitis
Chiang Mai,Total,0,2004,Eosinophilic Meningitis
Chiang Rai,Total,0,2004,Eosinophilic Meningitis
Lampang,Total,0,2004,Eosinophilic Meningitis
Lamphun,Total,0,2004,Eosinophilic Meningitis
Mae Hong Son,Total,0,2004,Eosinophilic Meningitis
Nan,Total,0,2004,Eosinophilic Meningitis
Phayao,Total,0,2004,Eosinophilic Meningitis
Phrae,Total,0,2004,Eosinophilic Meningitis
Zone:2,Total,0,2004,Eosinophilic Meningitis
Phetchabun,Total,0,2004,Eosinophilic Meningitis
Phitsanulok,Total,0,2004,Eosinophilic Meningitis
Sukhothai,Total,0,2004,Eosinophilic Meningitis
Tak,Total,0,2004,Eosinophilic Meningitis
Uttaradit,Total,0,2004,Eosinophilic Meningitis
Zone:3,Total,0,2004,Eosinophilic Meningitis
Kamphaeng Phet,Total,0,2004,Eosinophilic Meningitis
Nakhon Sawan,Total,0,2004,Eosinophilic Meningitis
Phichit,Total,0,2004,Eosinophilic Meningitis
Uthai Thani,Total,0,2004,Eosinophilic Meningitis
Central Region,Total,0,2004,Eosinophilic Meningitis
Bangkok,Total,0,2004,Eosinophilic Meningitis
Zone:4,Total,0,2004,Eosinophilic Meningitis
Ang Thong,Total,0,2004,Eosinophilic Meningitis
Nonthaburi,Total,0,2004,Eosinophilic Meningitis
P.Nakhon S.Ayutthaya,Total,0,2004,Eosinophilic Meningitis
Pathum Thani,Total,0,2004,Eosinophilic Meningitis
Zone:5,Total,0,2004,Eosinophilic Meningitis
Chai Nat,Total,0,2004,Eosinophilic Meningitis
Lop Buri,Total,0,2004,Eosinophilic Meningitis
Saraburi,Total,0,2004,Eosinophilic Meningitis
Sing Buri,Total,0,2004,Eosinophilic Meningitis
Zone:6,Total,0,2004,Eosinophilic Meningitis
Kanchanaburi,Total,0,2004,Eosinophilic Meningitis
Nakhon Pathom,Total,0,2004,Eosinophilic Meningitis
Ratchaburi,Total,0,2004,Eosinophilic Meningitis
Suphan Buri,Total,0,2004,Eosinophilic Meningitis
Zone:7,Total,0,2004,Eosinophilic Meningitis
Phetchaburi,Total,0,2004,Eosinophilic Meningitis
Prachuap Khiri Khan,Total,0,2004,Eosinophilic Meningitis
Samut Sakhon,Total,0,2004,Eosinophilic Meningitis
Samut Songkhram,Total,0,2004,Eosinophilic Meningitis
Zone:8,Total,0,2004,Eosinophilic Meningitis
Chachoengsao,Total,0,2004,Eosinophilic Meningitis
Nakhon Nayok,Total,0,2004,Eosinophilic Meningitis
Prachin Buri,Total,0,2004,Eosinophilic Meningitis
Sa Kaeo,Total,0,2004,Eosinophilic Meningitis
Samut Prakan,Total,0,2004,Eosinophilic Meningitis
Zone:9,Total,0,2004,Eosinophilic Meningitis
Chanthaburi,Total,0,2004,Eosinophilic Meningitis
Chon Buri,Total,0,2004,Eosinophilic Meningitis
Rayong,Total,0,2004,Eosinophilic Meningitis
Trat,Total,0,2004,Eosinophilic Meningitis
North-Eastern Region,Total,0,2004,Eosinophilic Meningitis
Zone:10,Total,0,2004,Eosinophilic Meningitis
Loei,Total,0,2004,Eosinophilic Meningitis
Nong Bua Lam Phu,Total,0,2004,Eosinophilic Meningitis
Nong Khai,Total,0,2004,Eosinophilic Meningitis
Udon Thani,Total,0,2004,Eosinophilic Meningitis
Zone:11,Total,0,2004,Eosinophilic Meningitis
Kalasin,Total,0,2004,Eosinophilic Meningitis
Mukdahan,Total,0,2004,Eosinophilic Meningitis
Nakhon Phanom,Total,0,2004,Eosinophilic Meningitis
Sakon Nakhon,Total,0,2004,Eosinophilic Meningitis
Zone:12,Total,0,2004,Eosinophilic Meningitis
Khon Kaen,Total,0,2004,Eosinophilic Meningitis
Maha Sarakham,Total,0,2004,Eosinophilic Meningitis
Roi Et,Total,0,2004,Eosinophilic Meningitis
Zone:13,Total,0,2004,Eosinophilic Meningitis
Buri Ram,Total,0,2004,Eosinophilic Meningitis
Chaiyaphum,Total,0,2004,Eosinophilic Meningitis
Nakhon Ratchasima,Total,0,2004,Eosinophilic Meningitis
Surin,Total,0,2004,Eosinophilic Meningitis
Zone:14,Total,0,2004,Eosinophilic Meningitis
Amnat Charoen,Total,0,2004,Eosinophilic Meningitis
Si Sa Ket,Total,0,2004,Eosinophilic Meningitis
Ubon Ratchathani,Total,0,2004,Eosinophilic Meningitis
Yasothon,Total,0,2004,Eosinophilic Meningitis
South Region,Total,0,2004,Eosinophilic Meningitis
Zone:15,Total,0,2004,Eosinophilic Meningitis
Chumphon,Total,0,2004,Eosinophilic Meningitis
Ranong,Total,0,2004,Eosinophilic Meningitis
Surat Thani,Total,0,2004,Eosinophilic Meningitis
Zone:16,Total,0,2004,Eosinophilic Meningitis
Nakhon Si Thammarat,Total,0,2004,Eosinophilic Meningitis
Phatthalung,Total,0,2004,Eosinophilic Meningitis
Trang,Total,0,2004,Eosinophilic Meningitis
Zone:17,Total,0,2004,Eosinophilic Meningitis
Krabi,Total,0,2004,Eosinophilic Meningitis
Phangnga,Total,0,2004,Eosinophilic Meningitis
Phuket,Total,0,2004,Eosinophilic Meningitis
Zone:18,Total,0,2004,Eosinophilic Meningitis
Narathiwat,Total,0,2004,Eosinophilic Meningitis
Pattani,Total,0,2004,Eosinophilic Meningitis
Yala,Total,0,2004,Eosinophilic Meningitis
Zone:19,Total,0,2004,Eosinophilic Meningitis
Satun,Total,0,2004,Eosinophilic Meningitis
Songkhla,Total,0,2004,Eosinophilic Meningitis
Total,0,0,2004,Eosinophilic Meningitis
North Region,0,0,2004,Eosinophilic Meningitis
Zone:1,0,0,2004,Eosinophilic Meningitis
Chiang Mai,0,0,2004,Eosinophilic Meningitis
Chiang Rai,0,0,2004,Eosinophilic Meningitis
Lampang,0,0,2004,Eosinophilic Meningitis
Lamphun,0,0,2004,Eosinophilic Meningitis
Mae Hong Son,0,0,2004,Eosinophilic Meningitis
Nan,0,0,2004,Eosinophilic Meningitis
Phayao,0,0,2004,Eosinophilic Meningitis
Phrae,0,0,2004,Eosinophilic Meningitis
Zone:2,0,0,2004,Eosinophilic Meningitis
Phetchabun,0,0,2004,Eosinophilic Meningitis
Phitsanulok,0,0,2004,Eosinophilic Meningitis
