Areas,Age,Cases,Year,Disease
Total,Total,63,2021,Zika virus
ZONE:01,Total,1,2021,Zika virus
Chiang Mai,Total,0,2021,Zika virus
Chiang Rai,Total,0,2021,Zika virus
Lampang,Total,0,2021,Zika virus
Lamphun,Total,0,2021,Zika virus
Mae Hong Son,Total,0,2021,Zika virus
Nan,Total,1,2021,Zika virus
Phayao,Total,0,2021,Zika virus
Phrae,Total,0,2021,Zika virus
ZONE:02,Total,14,2021,Zika virus
Phetchabun,Total,0,2021,Zika virus
Phitsanulok,Total,4,2021,Zika virus
Sukhothai,Total,0,2021,Zika virus
Tak,Total,0,2021,Zika virus
Uttaradit,Total,10,2021,Zika virus
ZONE:03,Total,1,2021,Zika virus
Chai Nat,Total,0,2021,Zika virus
Kamphaeng Phet,Total,0,2021,Zika virus
Nakhon Sawan,Total,1,2021,Zika virus
Phichit,Total,0,2021,Zika virus
Uthai Thani,Total,0,2021,Zika virus
ZONE:04,Total,0,2021,Zika virus
Ang Thong,Total,0,2021,Zika virus
Lop Buri,Total,0,2021,Zika virus
Nakhon Nayok,Total,0,2021,Zika virus
Nonthaburi,Total,0,2021,Zika virus
P.Nakhon S.Ayutthaya,Total,0,2021,Zika virus
Pathum Thani,Total,0,2021,Zika virus
Saraburi,Total,0,2021,Zika virus
Sing Buri,Total,0,2021,Zika virus
ZONE:05,Total,0,2021,Zika virus
Kanchanaburi,Total,0,2021,Zika virus
Nakhon Pathom,Total,0,2021,Zika virus
Phetchaburi,Total,0,2021,Zika virus
Prachuap Khiri Khan,Total,0,2021,Zika virus
Ratchaburi,Total,0,2021,Zika virus
Samut Sakhon,Total,0,2021,Zika virus
Samut Songkhram,Total,0,2021,Zika virus
Suphan Buri,Total,0,2021,Zika virus
ZONE:06,Total,7,2021,Zika virus
Chachoengsao,Total,6,2021,Zika virus
Chanthaburi,Total,0,2021,Zika virus
Chon Buri,Total,0,2021,Zika virus
Prachin Buri,Total,0,2021,Zika virus
Rayong,Total,1,2021,Zika virus
Sa Kaeo,Total,0,2021,Zika virus
Samut Prakan,Total,0,2021,Zika virus
Trat,Total,0,2021,Zika virus
ZONE:07,Total,0,2021,Zika virus
Kalasin,Total,0,2021,Zika virus
Khon Kaen,Total,0,2021,Zika virus
Maha Sarakham,Total,0,2021,Zika virus
Roi Et,Total,0,2021,Zika virus
ZONE:08,Total,0,2021,Zika virus
Bungkan,Total,0,2021,Zika virus
Loei,Total,0,2021,Zika virus
Nakhon Phanom,Total,0,2021,Zika virus
Nong Bua Lam Phu,Total,0,2021,Zika virus
Nong Khai,Total,0,2021,Zika virus
Sakon Nakhon,Total,0,2021,Zika virus
Udon Thani,Total,0,2021,Zika virus
ZONE:09,Total,15,2021,Zika virus
Buri Ram,Total,2,2021,Zika virus
Chaiyaphum,Total,0,2021,Zika virus
Nakhon Ratchasima,Total,12,2021,Zika virus
Surin,Total,1,2021,Zika virus
ZONE:10,Total,0,2021,Zika virus
Amnat Charoen,Total,0,2021,Zika virus
Mukdahan,Total,0,2021,Zika virus
Si Sa Ket,Total,0,2021,Zika virus
Ubon Ratchathani,Total,0,2021,Zika virus
Yasothon,Total,0,2021,Zika virus
ZONE:11,Total,8,2021,Zika virus
Chumphon,Total,0,2021,Zika virus
Krabi,Total,0,2021,Zika virus
Nakhon Si Thammarat,Total,0,2021,Zika virus
Phangnga,Total,0,2021,Zika virus
Phuket,Total,7,2021,Zika virus
Ranong,Total,0,2021,Zika virus
