Areas,Count,Month,Type,Year,Disease
Total,47,Total,Cases,2023,Tetanus exc.Neo
ZONE:01,2,Total,Cases,2023,Tetanus exc.Neo
Chiang Mai,0,Total,Cases,2023,Tetanus exc.Neo
Chiang Rai,0,Total,Cases,2023,Tetanus exc.Neo
Lampang,0,Total,Cases,2023,Tetanus exc.Neo
Lamphun,1,Total,Cases,2023,Tetanus exc.Neo
Mae Hong Son,0,Total,Cases,2023,Tetanus exc.Neo
Nan,1,Total,Cases,2023,Tetanus exc.Neo
Phayao,0,Total,Cases,2023,Tetanus exc.Neo
Phrae,0,Total,Cases,2023,Tetanus exc.Neo
ZONE:02,4,Total,Cases,2023,Tetanus exc.Neo
Phetchabun,1,Total,Cases,2023,Tetanus exc.Neo
Phitsanulok,0,Total,Cases,2023,Tetanus exc.Neo
Sukhothai,2,Total,Cases,2023,Tetanus exc.Neo
Tak,1,Total,Cases,2023,Tetanus exc.Neo
Uttaradit,0,Total,Cases,2023,Tetanus exc.Neo
ZONE:03,2,Total,Cases,2023,Tetanus exc.Neo
Chai Nat,0,Total,Cases,2023,Tetanus exc.Neo
Kamphaeng Phet,2,Total,Cases,2023,Tetanus exc.Neo
Nakhon Sawan,0,Total,Cases,2023,Tetanus exc.Neo
Phichit,0,Total,Cases,2023,Tetanus exc.Neo
Uthai Thani,0,Total,Cases,2023,Tetanus exc.Neo
ZONE:04,2,Total,Cases,2023,Tetanus exc.Neo
Ang Thong,0,Total,Cases,2023,Tetanus exc.Neo
Lop Buri,0,Total,Cases,2023,Tetanus exc.Neo
Nakhon Nayok,0,Total,Cases,2023,Tetanus exc.Neo
Nonthaburi,0,Total,Cases,2023,Tetanus exc.Neo
P.Nakhon S.Ayutthaya,2,Total,Cases,2023,Tetanus exc.Neo
Pathum Thani,0,Total,Cases,2023,Tetanus exc.Neo
Saraburi,0,Total,Cases,2023,Tetanus exc.Neo
Sing Buri,0,Total,Cases,2023,Tetanus exc.Neo
ZONE:05,2,Total,Cases,2023,Tetanus exc.Neo
Kanchanaburi,1,Total,Cases,2023,Tetanus exc.Neo
Nakhon Pathom,0,Total,Cases,2023,Tetanus exc.Neo
Phetchaburi,0,Total,Cases,2023,Tetanus exc.Neo
Prachuap Khiri Khan,0,Total,Cases,2023,Tetanus exc.Neo
Ratchaburi,0,Total,Cases,2023,Tetanus exc.Neo
Samut Sakhon,0,Total,Cases,2023,Tetanus exc.Neo
Samut Songkhram,1,Total,Cases,2023,Tetanus exc.Neo
Suphan Buri,0,Total,Cases,2023,Tetanus exc.Neo
ZONE:06,4,Total,Cases,2023,Tetanus exc.Neo
Chachoengsao,2,Total,Cases,2023,Tetanus exc.Neo
Chanthaburi,1,Total,Cases,2023,Tetanus exc.Neo
Chon Buri,0,Total,Cases,2023,Tetanus exc.Neo
Prachin Buri,0,Total,Cases,2023,Tetanus exc.Neo
Rayong,1,Total,Cases,2023,Tetanus exc.Neo
Sa Kaeo,0,Total,Cases,2023,Tetanus exc.Neo
Samut Prakan,0,Total,Cases,2023,Tetanus exc.Neo
Trat,0,Total,Cases,2023,Tetanus exc.Neo
ZONE:07,0,Total,Cases,2023,Tetanus exc.Neo
Kalasin,0,Total,Cases,2023,Tetanus exc.Neo
Khon Kaen,0,Total,Cases,2023,Tetanus exc.Neo
Maha Sarakham,0,Total,Cases,2023,Tetanus exc.Neo
Roi Et,0,Total,Cases,2023,Tetanus exc.Neo
ZONE:08,1,Total,Cases,2023,Tetanus exc.Neo
Bungkan,0,Total,Cases,2023,Tetanus exc.Neo
Loei,0,Total,Cases,2023,Tetanus exc.Neo
Nakhon Phanom,0,Total,Cases,2023,Tetanus exc.Neo
Nong Bua Lam Phu,0,Total,Cases,2023,Tetanus exc.Neo
Nong Khai,0,Total,Cases,2023,Tetanus exc.Neo
Sakon Nakhon,0,Total,Cases,2023,Tetanus exc.Neo
