Areas,Count,Month,Type,Year,Disease
Total,4313,Total,Cases,2005,Hepatitis_uns
North Region,1452,Total,Cases,2005,Hepatitis_uns
Zone: 1,1122,Total,Cases,2005,Hepatitis_uns
Chiang Mai,163,Total,Cases,2005,Hepatitis_uns
Chiang Rai,550,Total,Cases,2005,Hepatitis_uns
Lampang,114,Total,Cases,2005,Hepatitis_uns
Lamphun,16,Total,Cases,2005,Hepatitis_uns
Mae Hong Son,18,Total,Cases,2005,Hepatitis_uns
Nan,155,Total,Cases,2005,Hepatitis_uns
Phayao,62,Total,Cases,2005,Hepatitis_uns
Phrae,44,Total,Cases,2005,Hepatitis_uns
Zone: 2,184,Total,Cases,2005,Hepatitis_uns
Phetchabun,35,Total,Cases,2005,Hepatitis_uns
Phitsanulok,16,Total,Cases,2005,Hepatitis_uns
Sukhothai,37,Total,Cases,2005,Hepatitis_uns
Tak,60,Total,Cases,2005,Hepatitis_uns
Uttaradit,36,Total,Cases,2005,Hepatitis_uns
Zone: 3,146,Total,Cases,2005,Hepatitis_uns
Kamphaeng Phet,38,Total,Cases,2005,Hepatitis_uns
Nakhon Sawan,60,Total,Cases,2005,Hepatitis_uns
Phichit,29,Total,Cases,2005,Hepatitis_uns
Uthai Thani,19,Total,Cases,2005,Hepatitis_uns
Central Region,1336,Total,Cases,2005,Hepatitis_uns
Bangkok,420,Total,Cases,2005,Hepatitis_uns
Zone: 4,42,Total,Cases,2005,Hepatitis_uns
Ang Thong,1,Total,Cases,2005,Hepatitis_uns
Nonthaburi,21,Total,Cases,2005,Hepatitis_uns
P.Nakhon S.Ayutthaya,11,Total,Cases,2005,Hepatitis_uns
Pathum Thani,9,Total,Cases,2005,Hepatitis_uns
Zone: 5,129,Total,Cases,2005,Hepatitis_uns
Chai Nat,15,Total,Cases,2005,Hepatitis_uns
Lop Buri,41,Total,Cases,2005,Hepatitis_uns
Saraburi,17,Total,Cases,2005,Hepatitis_uns
Sing Buri,56,Total,Cases,2005,Hepatitis_uns
Zone: 6,144,Total,Cases,2005,Hepatitis_uns
Kanchanaburi,59,Total,Cases,2005,Hepatitis_uns
Nakhon Pathom,15,Total,Cases,2005,Hepatitis_uns
Ratchaburi,30,Total,Cases,2005,Hepatitis_uns
Suphan Buri,40,Total,Cases,2005,Hepatitis_uns
Zone: 7,31,Total,Cases,2005,Hepatitis_uns
Phetchaburi,15,Total,Cases,2005,Hepatitis_uns
Prachuap Khiri Khan,5,Total,Cases,2005,Hepatitis_uns
Samut Sakhon,4,Total,Cases,2005,Hepatitis_uns
Samut Songkhram,7,Total,Cases,2005,Hepatitis_uns
Zone: 8,328,Total,Cases,2005,Hepatitis_uns
Chachoengsao,33,Total,Cases,2005,Hepatitis_uns
Nakhon Nayok,5,Total,Cases,2005,Hepatitis_uns
Prachin Buri,127,Total,Cases,2005,Hepatitis_uns
Sa Kaeo,129,Total,Cases,2005,Hepatitis_uns
Samut Prakan,34,Total,Cases,2005,Hepatitis_uns
Zone: 9,242,Total,Cases,2005,Hepatitis_uns
Chanthaburi,48,Total,Cases,2005,Hepatitis_uns
Chon Buri,48,Total,Cases,2005,Hepatitis_uns
Rayong,94,Total,Cases,2005,Hepatitis_uns
Trat,52,Total,Cases,2005,Hepatitis_uns
North-Eastern Region,1158,Total,Cases,2005,Hepatitis_uns
Zone: 10,168,Total,Cases,2005,Hepatitis_uns
Loei,69,Total,Cases,2005,Hepatitis_uns
Nong Bua Lam Phu,29,Total,Cases,2005,Hepatitis_uns
Nong Khai,11,Total,Cases,2005,Hepatitis_uns
Udon Thani,59,Total,Cases,2005,Hepatitis_uns
Zone: 11,93,Total,Cases,2005,Hepatitis_uns
Kalasin,22,Total,Cases,2005,Hepatitis_uns
Mukdahan,11,Total,Cases,2005,Hepatitis_uns
Nakhon Phanom,21,Total,Cases,2005,Hepatitis_uns
Sakon Nakhon,39,Total,Cases,2005,Hepatitis_uns
Zone: 12,95,Total,Cases,2005,Hepatitis_uns
Khon Kaen,59,Total,Cases,2005,Hepatitis_uns
Maha Sarakham,6,Total,Cases,2005,Hepatitis_uns
Roi Et,30,Total,Cases,2005,Hepatitis_uns
Zone: 13,574,Total,Cases,2005,Hepatitis_uns
Buri Ram,70,Total,Cases,2005,Hepatitis_uns
Chaiyaphum,59,Total,Cases,2005,Hepatitis_uns
Nakhon Ratchasima,88,Total,Cases,2005,Hepatitis_uns
Surin,357,Total,Cases,2005,Hepatitis_uns
Zone: 14,228,Total,Cases,2005,Hepatitis_uns
Amnat Charoen,38,Total,Cases,2005,Hepatitis_uns
Si Sa Ket,61,Total,Cases,2005,Hepatitis_uns
Ubon Ratchathani,107,Total,Cases,2005,Hepatitis_uns
Yasothon,22,Total,Cases,2005,Hepatitis_uns
South Region,367,Total,Cases,2005,Hepatitis_uns
Zone: 15,49,Total,Cases,2005,Hepatitis_uns
Chumphon,17,Total,Cases,2005,Hepatitis_uns
Ranong,10,Total,Cases,2005,Hepatitis_uns
Surat Thani,22,Total,Cases,2005,Hepatitis_uns
Zone: 16,97,Total,Cases,2005,Hepatitis_uns
Nakhon Si Thammarat,77,Total,Cases,2005,Hepatitis_uns
Phatthalung,3,Total,Cases,2005,Hepatitis_uns
Trang,17,Total,Cases,2005,Hepatitis_uns
Zone: 17,51,Total,Cases,2005,Hepatitis_uns
Krabi,21,Total,Cases,2005,Hepatitis_uns
Phangnga,2,Total,Cases,2005,Hepatitis_uns
Phuket,28,Total,Cases,2005,Hepatitis_uns
Zone: 18,71,Total,Cases,2005,Hepatitis_uns
Narathiwat,30,Total,Cases,2005,Hepatitis_uns
Pattani,11,Total,Cases,2005,Hepatitis_uns
Yala,30,Total,Cases,2005,Hepatitis_uns
Zone: 19,99,Total,Cases,2005,Hepatitis_uns
Satun,5,Total,Cases,2005,Hepatitis_uns
Songkhla,94,Total,Cases,2005,Hepatitis_uns
Total,9,Total,Deaths,2005,Hepatitis_uns
North Region,3,Total,Deaths,2005,Hepatitis_uns
Zone: 1,1,Total,Deaths,2005,Hepatitis_uns
Chiang Mai,0,Total,Deaths,2005,Hepatitis_uns
Chiang Rai,0,Total,Deaths,2005,Hepatitis_uns
Lampang,0,Total,Deaths,2005,Hepatitis_uns
Lamphun,0,Total,Deaths,2005,Hepatitis_uns
Mae Hong Son,0,Total,Deaths,2005,Hepatitis_uns
Nan,1,Total,Deaths,2005,Hepatitis_uns
Phayao,0,Total,Deaths,2005,Hepatitis_uns
