Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,1798,2.70,0,0.00,0.00,66486458,2019,"Dysentery,Amoebic"
ZONE:01,592,10.05,0,0.00,0.00,5891985,2019,"Dysentery,Amoebic"
Chiang Mai,230,12.98,0,0.00,0.00,1771499,2019,"Dysentery,Amoebic"
Chiang Rai,39,3.01,0,0.00,0.00,1295217,2019,"Dysentery,Amoebic"
Lampang,3,0.41,0,0.00,0.00,740600,2019,"Dysentery,Amoebic"
Lamphun,0,0.00,0,0.00,0.00,405515,2019,"Dysentery,Amoebic"
Mae Hong Son,162,57.17,0,0.00,0.00,283352,2019,"Dysentery,Amoebic"
Nan,62,12.95,0,0.00,0.00,478608,2019,"Dysentery,Amoebic"
Phayao,1,0.21,0,0.00,0.00,473786,2019,"Dysentery,Amoebic"
Phrae,95,21.42,0,0.00,0.00,443408,2019,"Dysentery,Amoebic"
ZONE:02,124,3.47,0,0.00,0.00,3570128,2019,"Dysentery,Amoebic"
Phetchabun,3,0.30,0,0.00,0.00,993496,2019,"Dysentery,Amoebic"
Phitsanulok,10,1.15,0,0.00,0.00,866068,2019,"Dysentery,Amoebic"
Sukhothai,1,0.17,0,0.00,0.00,596165,2019,"Dysentery,Amoebic"
Tak,110,16.66,0,0.00,0.00,660147,2019,"Dysentery,Amoebic"
Uttaradit,0,0.00,0,0.00,0.00,454252,2019,"Dysentery,Amoebic"
ZONE:03,73,2.45,0,0.00,0.00,2983068,2019,"Dysentery,Amoebic"
Chai Nat,0,0.00,0,0.00,0.00,327437,2019,"Dysentery,Amoebic"
Kamphaeng Phet,2,0.28,0,0.00,0.00,726836,2019,"Dysentery,Amoebic"
Nakhon Sawan,48,4.52,0,0.00,0.00,1061926,2019,"Dysentery,Amoebic"
Phichit,23,4.28,0,0.00,0.00,537843,2019,"Dysentery,Amoebic"
Uthai Thani,0,0.00,0,0.00,0.00,329026,2019,"Dysentery,Amoebic"
ZONE:04,61,1.13,0,0.00,0.00,5381695,2019,"Dysentery,Amoebic"
Ang Thong,0,0.00,0,0.00,0.00,280246,2019,"Dysentery,Amoebic"
Lop Buri,3,0.40,0,0.00,0.00,757145,2019,"Dysentery,Amoebic"
Nakhon Nayok,0,0.00,0,0.00,0.00,260421,2019,"Dysentery,Amoebic"
Nonthaburi,1,0.08,0,0.00,0.00,1255840,2019,"Dysentery,Amoebic"
P.Nakhon S.Ayutthaya,6,0.73,0,0.00,0.00,818815,2019,"Dysentery,Amoebic"
Pathum Thani,36,3.12,0,0.00,0.00,1154848,2019,"Dysentery,Amoebic"
Saraburi,13,2.01,0,0.00,0.00,645468,2019,"Dysentery,Amoebic"
Sing Buri,2,0.96,0,0.00,0.00,208912,2019,"Dysentery,Amoebic"
ZONE:05,16,0.30,0,0.00,0.00,5344807,2019,"Dysentery,Amoebic"
Kanchanaburi,2,0.22,0,0.00,0.00,894338,2019,"Dysentery,Amoebic"
Nakhon Pathom,0,0.00,0,0.00,0.00,918542,2019,"Dysentery,Amoebic"
Phetchaburi,0,0.00,0,0.00,0.00,484743,2019,"Dysentery,Amoebic"
Prachuap Khiri Khan,2,0.36,0,0.00,0.00,551466,2019,"Dysentery,Amoebic"
Ratchaburi,12,1.37,0,0.00,0.00,873310,2019,"Dysentery,Amoebic"
Samut Sakhon,0,0.00,0,0.00,0.00,581334,2019,"Dysentery,Amoebic"
Samut Songkhram,0,0.00,0,0.00,0.00,193548,2019,"Dysentery,Amoebic"
Suphan Buri,0,0.00,0,0.00,0.00,847526,2019,"Dysentery,Amoebic"
ZONE:06,125,2.03,0,0.00,0.00,6154601,2019,"Dysentery,Amoebic"
Chachoengsao,0,0.00,0,0.00,0.00,717561,2019,"Dysentery,Amoebic"
Chanthaburi,9,1.68,0,0.00,0.00,537097,2019,"Dysentery,Amoebic"
Chon Buri,4,0.26,0,0.00,0.00,1546873,2019,"Dysentery,Amoebic"
Prachin Buri,14,2.84,0,0.00,0.00,493159,2019,"Dysentery,Amoebic"
Rayong,62,8.50,0,0.00,0.00,729035,2019,"Dysentery,Amoebic"
