Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Ranong,0,0.0,0,0.0,177089,2015,Tetanus neonatorum
Surat Thani,0,0.0,0,0.0,1040230,2015,Tetanus neonatorum
ZONE:12,0,0.0,0,0.0,4846037,2015,Tetanus neonatorum
Narathiwat,0,0.0,0,0.0,774799,2015,Tetanus neonatorum
Pattani,0,0.0,0,0.0,686186,2015,Tetanus neonatorum
Phatthalung,0,0.0,0,0.0,520419,2015,Tetanus neonatorum
Satun,0,0.0,0,0.0,312673,2015,Tetanus neonatorum
Songkhla,0,0.0,0,0.0,1401303,2015,Tetanus neonatorum
Trang,0,0.0,0,0.0,638746,2015,Tetanus neonatorum
Yala,0,0.0,0,0.0,511911,2015,Tetanus neonatorum
Total,1,0.0,1,0.0,63977185,2011,Tetanus neonatorum
Central Region,1,0.0,1,0.0,21679246,2011,Tetanus neonatorum
Zone:0,0,0.0,0,0.0,5688119,2011,Tetanus neonatorum
Bangkok,0,0.0,0,0.0,5688119,2011,Tetanus neonatorum
Zone:1,0,0.0,0,0.0,3514250,2011,Tetanus neonatorum
Nonthaburi,0,0.0,0,0.0,1112185,2011,Tetanus neonatorum
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,784875,2011,Tetanus neonatorum
Pathum Thani,0,0.0,0,0.0,998271,2011,Tetanus neonatorum
Saraburi,0,0.0,0,0.0,618919,2011,Tetanus neonatorum
Zone:2,0,0.0,0,0.0,1588727,2011,Tetanus neonatorum
Ang Thong,0,0.0,0,0.0,284516,2011,Tetanus neonatorum
Chai Nat,0,0.0,0,0.0,334096,2011,Tetanus neonatorum
Lop Buri,0,0.0,0,0.0,755991,2011,Tetanus neonatorum
Sing Buri,0,0.0,0,0.0,214124,2011,Tetanus neonatorum
Zone:3,0,0.0,0,0.0,3137098,2011,Tetanus neonatorum
Chachoengsao,0,0.0,0,0.0,676652,2011,Tetanus neonatorum
Nakhon Nayok,0,0.0,0,0.0,253283,2011,Tetanus neonatorum
Prachin Buri,0,0.0,0,0.0,468113,2011,Tetanus neonatorum
Sa Kaeo,0,0.0,0,0.0,544848,2011,Tetanus neonatorum
Samut Prakan,0,0.0,0,0.0,1194202,2011,Tetanus neonatorum
Zone:4,0,0.0,0,0.0,3388832,2011,Tetanus neonatorum
Kanchanaburi,0,0.0,0,0.0,839345,2011,Tetanus neonatorum
Nakhon Pathom,0,0.0,0,0.0,863155,2011,Tetanus neonatorum
Ratchaburi,0,0.0,0,0.0,840880,2011,Tetanus neonatorum
Suphan Buri,0,0.0,0,0.0,845452,2011,Tetanus neonatorum
Zone:5,0,0.0,0,0.0,1665473,2011,Tetanus neonatorum
Phetchaburi,0,0.0,0,0.0,465056,2011,Tetanus neonatorum
Prachuap Khiri Khan,0,0.0,0,0.0,510852,2011,Tetanus neonatorum
Samut Sakhon,0,0.0,0,0.0,495493,2011,Tetanus neonatorum
Samut Songkhram,0,0.0,0,0.0,194072,2011,Tetanus neonatorum
Zone:9,1,0.04,1,0.04,2696747,2011,Tetanus neonatorum
Chanthaburi,0,0.0,0,0.0,515736,2011,Tetanus neonatorum
Chon Buri,0,0.0,0,0.0,1327475,2011,Tetanus neonatorum
Rayong,1,0.16,1,0.16,632069,2011,Tetanus neonatorum
Trat,0,0.0,0,0.0,221467,2011,Tetanus neonatorum
South Region,0,0.0,0,0.0,8932459,2011,Tetanus neonatorum
Zone:6,0,0.0,0,0.0,3531913,2011,Tetanus neonatorum
Chumphon,0,0.0,0,0.0,491073,2011,Tetanus neonatorum
Nakhon Si Thammarat,0,0.0,0,0.0,1524317,2011,Tetanus neonatorum
Phatthalung,0,0.0,0,0.0,510299,2011,Tetanus neonatorum
Surat Thani,0,0.0,0,0.0,1006224,2011,Tetanus neonatorum
Zone:7,0,0.0,0,0.0,1846999,2011,Tetanus neonatorum
Krabi,0,0.0,0,0.0,435372,2011,Tetanus neonatorum
Phangnga,0,0.0,0,0.0,254022,2011,Tetanus neonatorum
Phuket,0,0.0,0,0.0,349457,2011,Tetanus neonatorum
Ranong,0,0.0,0,0.0,183464,2011,Tetanus neonatorum
Trang,0,0.0,0,0.0,624684,2011,Tetanus neonatorum
Zone:8,0,0.0,0,0.0,3553547,2011,Tetanus neonatorum
Narathiwat,0,0.0,0,0.0,742268,2011,Tetanus neonatorum
Pattani,0,0.0,0,0.0,659373,2011,Tetanus neonatorum
Satun,0,0.0,0,0.0,299315,2011,Tetanus neonatorum
Songkhla,0,0.0,0,0.0,1362017,2011,Tetanus neonatorum
Yala,0,0.0,0,0.0,490574,2011,Tetanus neonatorum
North-Eastern Region,0,0.0,0,0.0,21579612,2011,Tetanus neonatorum
Zone:10,0,0.0,0,0.0,3588872,2011,Tetanus neonatorum
Bungkan,0,0.0,0,0.0,203818,2011,Tetanus neonatorum
Loei,0,0.0,0,0.0,624493,2011,Tetanus neonatorum
Nong Bua Lam Phu,0,0.0,0,0.0,502710,2011,Tetanus neonatorum
Nong Khai,0,0.0,0,0.0,711404,2011,Tetanus neonatorum
Udon Thani,0,0.0,0,0.0,1546447,2011,Tetanus neonatorum
Zone:11,0,0.0,0,0.0,2167288,2011,Tetanus neonatorum
Mukdahan,0,0.0,0,0.0,340079,2011,Tetanus neonatorum
Nakhon Phanom,0,0.0,0,0.0,704080,2011,Tetanus neonatorum
Sakon Nakhon,0,0.0,0,0.0,1123129,2011,Tetanus neonatorum
Zone:12,0,0.0,0,0.0,4996659,2011,Tetanus neonatorum
Kalasin,0,0.0,0,0.0,982117,2011,Tetanus neonatorum
Khon Kaen,0,0.0,0,0.0,1766834,2011,Tetanus neonatorum
Maha Sarakham,0,0.0,0,0.0,940324,2011,Tetanus neonatorum
Roi Et,0,0.0,0,0.0,1307384,2011,Tetanus neonatorum
Zone:13,0,0.0,0,0.0,4178156,2011,Tetanus neonatorum
Amnat Charoen,0,0.0,0,0.0,372190,2011,Tetanus neonatorum
Si Sa Ket,0,0.0,0,0.0,1452338,2011,Tetanus neonatorum
Ubon Ratchathani,0,0.0,0,0.0,1814573,2011,Tetanus neonatorum
Yasothon,0,0.0,0,0.0,539055,2011,Tetanus neonatorum
Zone:14,0,0.0,0,0.0,6648637,2011,Tetanus neonatorum
Buri Ram,0,0.0,0,0.0,1556426,2011,Tetanus neonatorum
Chaiyaphum,0,0.0,0,0.0,1127423,2011,Tetanus neonatorum
Nakhon Ratchasima,0,0.0,0,0.0,2583707,2011,Tetanus neonatorum
Surin,0,0.0,0,0.0,1381081,2011,Tetanus neonatorum
North Region,0,0.0,0,0.0,11785868,2011,Tetanus neonatorum
Zone:15,0,0.0,0,0.0,3050706,2011,Tetanus neonatorum
Chiang Mai,0,0.0,0,0.0,1643312,2011,Tetanus neonatorum
Lampang,0,0.0,0,0.0,759742,2011,Tetanus neonatorum
Lamphun,0,0.0,0,0.0,404257,2011,Tetanus neonatorum
Mae Hong Son,0,0.0,0,0.0,243395,2011,Tetanus neonatorum
Zone:16,0,0.0,0,0.0,2621067,2011,Tetanus neonatorum
Chiang Rai,0,0.0,0,0.0,1198438,2011,Tetanus neonatorum
Nan,0,0.0,0,0.0,476488,2011,Tetanus neonatorum
Phayao,0,0.0,0,0.0,486388,2011,Tetanus neonatorum
Phrae,0,0.0,0,0.0,459753,2011,Tetanus neonatorum
Zone:17,0,0.0,0,0.0,3435767,2011,Tetanus neonatorum
Phetchabun,0,0.0,0,0.0,993420,2011,Tetanus neonatorum
Phitsanulok,0,0.0,0,0.0,850525,2011,Tetanus neonatorum
Sukhothai,0,0.0,0,0.0,601642,2011,Tetanus neonatorum
Tak,0,0.0,0,0.0,528351,2011,Tetanus neonatorum
Uttaradit,0,0.0,0,0.0,461829,2011,Tetanus neonatorum
Zone:18,0,0.0,0,0.0,2678328,2011,Tetanus neonatorum
Kamphaeng Phet,0,0.0,0,0.0,726551,2011,Tetanus neonatorum
Nakhon Sawan,0,0.0,0,0.0,1072591,2011,Tetanus neonatorum
Phichit,0,0.0,0,0.0,551189,2011,Tetanus neonatorum
Uthai Thani,0,0.0,0,0.0,327997,2011,Tetanus neonatorum
Total,4,0.5,0,0.0,793623,2007,Tetanus neonatorum
North Region,1,0.88,0,0.0,114104,2007,Tetanus neonatorum
Zone:1,1,1.86,0,0.0,53905,2007,Tetanus neonatorum
Chiang Mai,1,5.28,0,0.0,18922,2007,Tetanus neonatorum
Chiang Rai,0,0.0,0,0.0,11139,2007,Tetanus neonatorum
Lampang,0,0.0,0,0.0,5397,2007,Tetanus neonatorum
Lamphun,0,0.0,0,0.0,3290,2007,Tetanus neonatorum
Mae Hong Son,0,0.0,0,0.0,3680,2007,Tetanus neonatorum
Nan,0,0.0,0,0.0,4327,2007,Tetanus neonatorum
Phayao,0,0.0,0,0.0,3852,2007,Tetanus neonatorum
Phrae,0,0.0,0,0.0,3298,2007,Tetanus neonatorum
Zone:2,0,0.0,0,0.0,34817,2007,Tetanus neonatorum
Phetchabun,0,0.0,0,0.0,8888,2007,Tetanus neonatorum
Phitsanulok,0,0.0,0,0.0,8539,2007,Tetanus neonatorum
Sukhothai,0,0.0,0,0.0,5190,2007,Tetanus neonatorum
Tak,0,0.0,0,0.0,8080,2007,Tetanus neonatorum
Uttaradit,0,0.0,0,0.0,4120,2007,Tetanus neonatorum
Zone:3,0,0.0,0,0.0,25382,2007,Tetanus neonatorum
Kamphaeng Phet,0,0.0,0,0.0,6541,2007,Tetanus neonatorum
Nakhon Sawan,0,0.0,0,0.0,10548,2007,Tetanus neonatorum
Phichit,0,0.0,0,0.0,4902,2007,Tetanus neonatorum
Uthai Thani,0,0.0,0,0.0,3391,2007,Tetanus neonatorum
Central Region,2,0.62,0,0.0,323488,2007,Tetanus neonatorum
Bangkok,0,0.0,0,0.0,110734,2007,Tetanus neonatorum
Zone:4,0,0.0,0,0.0,39072,2007,Tetanus neonatorum
Ang Thong,0,0.0,0,0.0,2850,2007,Tetanus neonatorum
Nonthaburi,0,0.0,0,0.0,11514,2007,Tetanus neonatorum
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,9746,2007,Tetanus neonatorum
Pathum Thani,0,0.0,0,0.0,14962,2007,Tetanus neonatorum
Zone:5,0,0.0,0,0.0,21445,2007,Tetanus neonatorum
Chai Nat,0,0.0,0,0.0,2791,2007,Tetanus neonatorum
Lop Buri,0,0.0,0,0.0,7676,2007,Tetanus neonatorum
Saraburi,0,0.0,0,0.0,8741,2007,Tetanus neonatorum
Sing Buri,0,0.0,0,0.0,2237,2007,Tetanus neonatorum
Zone:6,1,2.52,0,0.0,39624,2007,Tetanus neonatorum
Kanchanaburi,1,10.24,0,0.0,9766,2007,Tetanus neonatorum
Nakhon Pathom,0,0.0,0,0.0,9570,2007,Tetanus neonatorum
Ratchaburi,0,0.0,0,0.0,11214,2007,Tetanus neonatorum
Suphan Buri,0,0.0,0,0.0,9074,2007,Tetanus neonatorum
Zone:7,0,0.0,0,0.0,25372,2007,Tetanus neonatorum
Phetchaburi,0,0.0,0,0.0,5382,2007,Tetanus neonatorum
Prachuap Khiri Khan,0,0.0,0,0.0,6214,2007,Tetanus neonatorum
Samut Sakhon,0,0.0,0,0.0,12125,2007,Tetanus neonatorum
Samut Songkhram,0,0.0,0,0.0,1651,2007,Tetanus neonatorum
Zone:8,1,2.42,0,0.0,41406,2007,Tetanus neonatorum
Chachoengsao,1,12.31,0,0.0,8124,2007,Tetanus neonatorum
Nakhon Nayok,0,0.0,0,0.0,2919,2007,Tetanus neonatorum
Prachin Buri,0,0.0,0,0.0,5820,2007,Tetanus neonatorum
Sa Kaeo,0,0.0,0,0.0,5883,2007,Tetanus neonatorum
Samut Prakan,0,0.0,0,0.0,18660,2007,Tetanus neonatorum
Zone:9,0,0.0,0,0.0,45835,2007,Tetanus neonatorum
Chanthaburi,0,0.0,0,0.0,6341,2007,Tetanus neonatorum
Chon Buri,0,0.0,0,0.0,27357,2007,Tetanus neonatorum
Rayong,0,0.0,0,0.0,9595,2007,Tetanus neonatorum
Trat,0,0.0,0,0.0,2542,2007,Tetanus neonatorum
North-Eastern Region,0,0.0,0,0.0,222445,2007,Tetanus neonatorum
Zone:10,0,0.0,0,0.0,38735,2007,Tetanus neonatorum
Loei,0,0.0,0,0.0,6641,2007,Tetanus neonatorum
Nong Bua Lam Phu,0,0.0,0,0.0,5358,2007,Tetanus neonatorum
Nong Khai,0,0.0,0,0.0,9863,2007,Tetanus neonatorum
Udon Thani,0,0.0,0,0.0,16873,2007,Tetanus neonatorum
Zone:11,0,0.0,0,0.0,34185,2007,Tetanus neonatorum
Kalasin,0,0.0,0,0.0,9162,2007,Tetanus neonatorum
Mukdahan,0,0.0,0,0.0,3809,2007,Tetanus neonatorum
Nakhon Phanom,0,0.0,0,0.0,7800,2007,Tetanus neonatorum
Sakon Nakhon,0,0.0,0,0.0,13414,2007,Tetanus neonatorum
Zone:12,0,0.0,0,0.0,38265,2007,Tetanus neonatorum
Khon Kaen,0,0.0,0,0.0,19229,2007,Tetanus neonatorum
Maha Sarakham,0,0.0,0,0.0,7962,2007,Tetanus neonatorum
Roi Et,0,0.0,0,0.0,11074,2007,Tetanus neonatorum
Zone:13,0,0.0,0,0.0,67665,2007,Tetanus neonatorum
Buri Ram,0,0.0,0,0.0,16309,2007,Tetanus neonatorum
Chaiyaphum,0,0.0,0,0.0,10251,2007,Tetanus neonatorum
Nakhon Ratchasima,0,0.0,0,0.0,27021,2007,Tetanus neonatorum
Surin,0,0.0,0,0.0,14084,2007,Tetanus neonatorum
Zone:14,0,0.0,0,0.0,43595,2007,Tetanus neonatorum
Amnat Charoen,0,0.0,0,0.0,3798,2007,Tetanus neonatorum
Si Sa Ket,0,0.0,0,0.0,14060,2007,Tetanus neonatorum
Ubon Ratchathani,0,0.0,0,0.0,20872,2007,Tetanus neonatorum
Yasothon,0,0.0,0,0.0,4865,2007,Tetanus neonatorum
South Region,1,0.75,0,0.0,133586,2007,Tetanus neonatorum
Zone:15,1,4.33,0,0.0,23079,2007,Tetanus neonatorum
Chumphon,0,0.0,0,0.0,6111,2007,Tetanus neonatorum
Ranong,1,47.04,0,0.0,2126,2007,Tetanus neonatorum
Surat Thani,0,0.0,0,0.0,14842,2007,Tetanus neonatorum
Zone:16,0,0.0,0,0.0,32908,2007,Tetanus neonatorum
Nakhon Si Thammarat,0,0.0,0,0.0,18055,2007,Tetanus neonatorum
Phatthalung,0,0.0,0,0.0,5676,2007,Tetanus neonatorum
Trang,0,0.0,0,0.0,9177,2007,Tetanus neonatorum
Zone:17,0,0.0,0,0.0,17088,2007,Tetanus neonatorum
Krabi,0,0.0,0,0.0,7038,2007,Tetanus neonatorum
Phangnga,0,0.0,0,0.0,3299,2007,Tetanus neonatorum
Phuket,0,0.0,0,0.0,6751,2007,Tetanus neonatorum
Zone:18,0,0.0,0,0.0,34866,2007,Tetanus neonatorum
Narathiwat,0,0.0,0,0.0,12928,2007,Tetanus neonatorum
Pattani,0,0.0,0,0.0,11767,2007,Tetanus neonatorum
Yala,0,0.0,0,0.0,10171,2007,Tetanus neonatorum
Zone:19,0,0.0,0,0.0,25645,2007,Tetanus neonatorum
