Areas,Age,Cases,Year,Disease
Total,Total,24,2021,Streptococcus
ZONE:01,Total,5,2021,Streptococcus
Chiang Mai,Total,0,2021,Streptococcus
Chiang Rai,Total,0,2021,Streptococcus
Lampang,Total,0,2021,Streptococcus
Lamphun,Total,0,2021,Streptococcus
Mae Hong Son,Total,0,2021,Streptococcus
Nan,Total,3,2021,Streptococcus
Phayao,Total,1,2021,Streptococcus
Phrae,Total,1,2021,Streptococcus
ZONE:02,Total,4,2021,Streptococcus
Phetchabun,Total,0,2021,Streptococcus
Phitsanulok,Total,2,2021,Streptococcus
Sukhothai,Total,1,2021,Streptococcus
Tak,Total,1,2021,Streptococcus
Uttaradit,Total,0,2021,Streptococcus
ZONE:03,Total,6,2021,Streptococcus
Chai Nat,Total,0,2021,Streptococcus
Kamphaeng Phet,Total,1,2021,Streptococcus
Nakhon Sawan,Total,3,2021,Streptococcus
Phichit,Total,2,2021,Streptococcus
Uthai Thani,Total,0,2021,Streptococcus
ZONE:04,Total,0,2021,Streptococcus
Ang Thong,Total,0,2021,Streptococcus
Lop Buri,Total,0,2021,Streptococcus
Nakhon Nayok,Total,0,2021,Streptococcus
Nonthaburi,Total,0,2021,Streptococcus
P.Nakhon S.Ayutthaya,Total,0,2021,Streptococcus
Pathum Thani,Total,0,2021,Streptococcus
Saraburi,Total,0,2021,Streptococcus
Sing Buri,Total,0,2021,Streptococcus
ZONE:05,Total,0,2021,Streptococcus
Kanchanaburi,Total,0,2021,Streptococcus
Nakhon Pathom,Total,0,2021,Streptococcus
Phetchaburi,Total,0,2021,Streptococcus
Prachuap Khiri Khan,Total,0,2021,Streptococcus
Ratchaburi,Total,0,2021,Streptococcus
Samut Sakhon,Total,0,2021,Streptococcus
Samut Songkhram,Total,0,2021,Streptococcus
Suphan Buri,Total,0,2021,Streptococcus
ZONE:06,Total,0,2021,Streptococcus
Chachoengsao,Total,0,2021,Streptococcus
Chanthaburi,Total,0,2021,Streptococcus
Chon Buri,Total,0,2021,Streptococcus
Prachin Buri,Total,0,2021,Streptococcus
Rayong,Total,0,2021,Streptococcus
Sa Kaeo,Total,0,2021,Streptococcus
Samut Prakan,Total,0,2021,Streptococcus
Trat,Total,0,2021,Streptococcus
ZONE:07,Total,0,2021,Streptococcus
Kalasin,Total,0,2021,Streptococcus
Khon Kaen,Total,0,2021,Streptococcus
Reported deaths by province and by age group : Thailand,Total,2564(2021),2021,Streptococcus
Reporting Areas,Total,Total,2021,Streptococcus
Maha Sarakham,Total,0,2021,Streptococcus
Roi Et,Total,0,2021,Streptococcus
ZONE:08,Total,0,2021,Streptococcus
Bungkan,Total,0,2021,Streptococcus
Loei,Total,0,2021,Streptococcus
Nakhon Phanom,Total,0,2021,Streptococcus
Nong Bua Lam Phu,Total,0,2021,Streptococcus
Nong Khai,Total,0,2021,Streptococcus
Sakon Nakhon,Total,0,2021,Streptococcus
Udon Thani,Total,0,2021,Streptococcus
ZONE:09,Total,7,2021,Streptococcus
Buri Ram,Total,0,2021,Streptococcus
Chaiyaphum,Total,0,2021,Streptococcus
Nakhon Ratchasima,Total,7,2021,Streptococcus
Surin,Total,0,2021,Streptococcus
ZONE:10,Total,1,2021,Streptococcus
Amnat Charoen,Total,0,2021,Streptococcus
Mukdahan,Total,0,2021,Streptococcus
Si Sa Ket,Total,1,2021,Streptococcus
Ubon Ratchathani,Total,0,2021,Streptococcus
Yasothon,Total,0,2021,Streptococcus
ZONE:11,Total,0,2021,Streptococcus
Chumphon,Total,0,2021,Streptococcus
Krabi,Total,0,2021,Streptococcus
Nakhon Si Thammarat,Total,0,2021,Streptococcus
Phangnga,Total,0,2021,Streptococcus
Phuket,Total,0,2021,Streptococcus
Ranong,Total,0,2021,Streptococcus
Surat Thani,Total,0,2021,Streptococcus
ZONE:12,Total,1,2021,Streptococcus
Narathiwat,Total,0,2021,Streptococcus
Pattani,Total,0,2021,Streptococcus
