Areas,Count,Month,Type,Year,Disease
Total,8,Total,Cases,2023,Pediculosis Pubis
ZONE:01,0,Total,Cases,2023,Pediculosis Pubis
Chiang Mai,0,Total,Cases,2023,Pediculosis Pubis
Chiang Rai,0,Total,Cases,2023,Pediculosis Pubis
Lampang,0,Total,Cases,2023,Pediculosis Pubis
Lamphun,0,Total,Cases,2023,Pediculosis Pubis
Mae Hong Son,0,Total,Cases,2023,Pediculosis Pubis
Nan,0,Total,Cases,2023,Pediculosis Pubis
Phayao,0,Total,Cases,2023,Pediculosis Pubis
Phrae,0,Total,Cases,2023,Pediculosis Pubis
ZONE:02,0,Total,Cases,2023,Pediculosis Pubis
Phetchabun,0,Total,Cases,2023,Pediculosis Pubis
Phitsanulok,0,Total,Cases,2023,Pediculosis Pubis
Sukhothai,0,Total,Cases,2023,Pediculosis Pubis
Tak,0,Total,Cases,2023,Pediculosis Pubis
Uttaradit,0,Total,Cases,2023,Pediculosis Pubis
ZONE:03,0,Total,Cases,2023,Pediculosis Pubis
Chai Nat,0,Total,Cases,2023,Pediculosis Pubis
Kamphaeng Phet,0,Total,Cases,2023,Pediculosis Pubis
Nakhon Sawan,0,Total,Cases,2023,Pediculosis Pubis
Phichit,0,Total,Cases,2023,Pediculosis Pubis
Uthai Thani,0,Total,Cases,2023,Pediculosis Pubis
ZONE:04,0,Total,Cases,2023,Pediculosis Pubis
Ang Thong,0,Total,Cases,2023,Pediculosis Pubis
Lop Buri,0,Total,Cases,2023,Pediculosis Pubis
Nakhon Nayok,0,Total,Cases,2023,Pediculosis Pubis
Nonthaburi,0,Total,Cases,2023,Pediculosis Pubis
P.Nakhon S.Ayutthaya,0,Total,Cases,2023,Pediculosis Pubis
Pathum Thani,0,Total,Cases,2023,Pediculosis Pubis
Saraburi,0,Total,Cases,2023,Pediculosis Pubis
Sing Buri,0,Total,Cases,2023,Pediculosis Pubis
ZONE:05,0,Total,Cases,2023,Pediculosis Pubis
Kanchanaburi,0,Total,Cases,2023,Pediculosis Pubis
Nakhon Pathom,0,Total,Cases,2023,Pediculosis Pubis
Phetchaburi,0,Total,Cases,2023,Pediculosis Pubis
Prachuap Khiri Khan,0,Total,Cases,2023,Pediculosis Pubis
Ratchaburi,0,Total,Cases,2023,Pediculosis Pubis
Samut Sakhon,0,Total,Cases,2023,Pediculosis Pubis
Samut Songkhram,0,Total,Cases,2023,Pediculosis Pubis
Suphan Buri,0,Total,Cases,2023,Pediculosis Pubis
ZONE:06,0,Total,Cases,2023,Pediculosis Pubis
Chachoengsao,0,Total,Cases,2023,Pediculosis Pubis
