Areas,Count,Month,Type,Year,Disease
Total,28131,Total,Cases,2005,Malaria
North Region,7048,Total,Cases,2005,Malaria
Zone: 1,3500,Total,Cases,2005,Malaria
Chiang Mai,630,Total,Cases,2005,Malaria
Chiang Rai,111,Total,Cases,2005,Malaria
Lampang,34,Total,Cases,2005,Malaria
Lamphun,50,Total,Cases,2005,Malaria
Mae Hong Son,2640,Total,Cases,2005,Malaria
Nan,10,Total,Cases,2005,Malaria
Phayao,6,Total,Cases,2005,Malaria
Phrae,19,Total,Cases,2005,Malaria
Zone: 2,3432,Total,Cases,2005,Malaria
Phetchabun,19,Total,Cases,2005,Malaria
Phitsanulok,19,Total,Cases,2005,Malaria
Sukhothai,65,Total,Cases,2005,Malaria
Tak,3315,Total,Cases,2005,Malaria
Uttaradit,14,Total,Cases,2005,Malaria
Zone: 3,116,Total,Cases,2005,Malaria
Kamphaeng Phet,58,Total,Cases,2005,Malaria
Nakhon Sawan,26,Total,Cases,2005,Malaria
Phichit,0,Total,Cases,2005,Malaria
Uthai Thani,32,Total,Cases,2005,Malaria
Central Region,7522,Total,Cases,2005,Malaria
Bangkok,708,Total,Cases,2005,Malaria
Zone: 4,78,Total,Cases,2005,Malaria
Ang Thong,5,Total,Cases,2005,Malaria
Nonthaburi,29,Total,Cases,2005,Malaria
P.Nakhon S.Ayutthaya,4,Total,Cases,2005,Malaria
Pathum Thani,40,Total,Cases,2005,Malaria
Zone: 5,34,Total,Cases,2005,Malaria
Chai Nat,0,Total,Cases,2005,Malaria
Lop Buri,12,Total,Cases,2005,Malaria
Saraburi,22,Total,Cases,2005,Malaria
Sing Buri,0,Total,Cases,2005,Malaria
Zone: 6,3544,Total,Cases,2005,Malaria
Kanchanaburi,2645,Total,Cases,2005,Malaria
Nakhon Pathom,71,Total,Cases,2005,Malaria
Ratchaburi,810,Total,Cases,2005,Malaria
Suphan Buri,18,Total,Cases,2005,Malaria
Zone: 7,1979,Total,Cases,2005,Malaria
Phetchaburi,376,Total,Cases,2005,Malaria
Prachuap Khiri Khan,1459,Total,Cases,2005,Malaria
Samut Sakhon,120,Total,Cases,2005,Malaria
Samut Songkhram,24,Total,Cases,2005,Malaria
Zone: 8,287,Total,Cases,2005,Malaria
Chachoengsao,35,Total,Cases,2005,Malaria
Nakhon Nayok,7,Total,Cases,2005,Malaria
Prachin Buri,39,Total,Cases,2005,Malaria
Sa Kaeo,142,Total,Cases,2005,Malaria
Samut Prakan,64,Total,Cases,2005,Malaria
Zone: 9,892,Total,Cases,2005,Malaria
Chanthaburi,388,Total,Cases,2005,Malaria
Chon Buri,131,Total,Cases,2005,Malaria
Rayong,87,Total,Cases,2005,Malaria
Trat,286,Total,Cases,2005,Malaria
North-Eastern Region,644,Total,Cases,2005,Malaria
Zone: 10,15,Total,Cases,2005,Malaria
Loei,4,Total,Cases,2005,Malaria
Nong Bua Lam Phu,1,Total,Cases,2005,Malaria
Nong Khai,4,Total,Cases,2005,Malaria
Udon Thani,6,Total,Cases,2005,Malaria
Zone: 11,88,Total,Cases,2005,Malaria
Kalasin,15,Total,Cases,2005,Malaria
Mukdahan,42,Total,Cases,2005,Malaria
Nakhon Phanom,6,Total,Cases,2005,Malaria
Sakon Nakhon,25,Total,Cases,2005,Malaria
Zone: 12,16,Total,Cases,2005,Malaria
Khon Kaen,10,Total,Cases,2005,Malaria
Maha Sarakham,2,Total,Cases,2005,Malaria
Roi Et,4,Total,Cases,2005,Malaria
Zone: 13,233,Total,Cases,2005,Malaria
Buri Ram,18,Total,Cases,2005,Malaria
Chaiyaphum,7,Total,Cases,2005,Malaria
Nakhon Ratchasima,37,Total,Cases,2005,Malaria
Surin,171,Total,Cases,2005,Malaria
Zone: 14,292,Total,Cases,2005,Malaria
Amnat Charoen,4,Total,Cases,2005,Malaria
Si Sa Ket,79,Total,Cases,2005,Malaria
Ubon Ratchathani,206,Total,Cases,2005,Malaria
Yasothon,3,Total,Cases,2005,Malaria
South Region,12917,Total,Cases,2005,Malaria
Zone: 15,5270,Total,Cases,2005,Malaria
