Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,10462,15.84,0,0.0,66060027,2017,Gonorrhoea
ZONE:01,1728,29.47,0,0.0,5864232,2017,Gonorrhoea
Chiang Mai,469,26.93,0,0.0,1741301,2017,Gonorrhoea
Chiang Rai,584,45.44,0,0.0,1285080,2017,Gonorrhoea
Lampang,202,27.02,0,0.0,747699,2017,Gonorrhoea
Lamphun,75,18.47,0,0.0,405959,2017,Gonorrhoea
Mae Hong Son,62,22.34,0,0.0,277486,2017,Gonorrhoea
Nan,97,20.21,0,0.0,479877,2017,Gonorrhoea
Phayao,160,33.46,0,0.0,478144,2017,Gonorrhoea
Phrae,79,17.61,0,0.0,448686,2017,Gonorrhoea
ZONE:02,654,18.39,0,0.0,3556376,2017,Gonorrhoea
Phetchabun,122,12.26,0,0.0,995277,2017,Gonorrhoea
Phitsanulok,313,36.16,0,0.0,865564,2017,Gonorrhoea
Sukhothai,39,6.5,0,0.0,599775,2017,Gonorrhoea
Tak,113,17.71,0,0.0,638115,2017,Gonorrhoea
Uttaradit,67,14.64,0,0.0,457645,2017,Gonorrhoea
ZONE:03,432,14.41,0,0.0,2998104,2017,Gonorrhoea
Chai Nat,23,6.97,0,0.0,330077,2017,Gonorrhoea
Kamphaeng Phet,116,15.9,0,0.0,729337,2017,Gonorrhoea
Nakhon Sawan,207,19.42,0,0.0,1065895,2017,Gonorrhoea
Phichit,34,6.27,0,0.0,542674,2017,Gonorrhoea
Uthai Thani,52,15.75,0,0.0,330121,2017,Gonorrhoea
ZONE:04,746,14.07,0,0.0,5302492,2017,Gonorrhoea
Ang Thong,24,8.52,0,0.0,281796,2017,Gonorrhoea
Lop Buri,180,23.77,0,0.0,757296,2017,Gonorrhoea
Nakhon Nayok,12,4.64,0,0.0,258850,2017,Gonorrhoea
Nonthaburi,120,9.83,0,0.0,1220829,2017,Gonorrhoea
P.Nakhon S.Ayutthaya,136,16.75,0,0.0,812086,2017,Gonorrhoea
Pathum Thani,129,11.52,0,0.0,1120246,2017,Gonorrhoea
Saraburi,126,19.66,0,0.0,641052,2017,Gonorrhoea
Sing Buri,19,9.03,0,0.0,210337,2017,Gonorrhoea
ZONE:05,686,12.95,0,0.0,5295696,2017,Gonorrhoea
