Areas,Count,Month,Type,Year,Disease
Total,64645,Total,Cases,2013,DHF
Central Region,19523,Total,Cases,2013,DHF
Zone:0,8641,Total,Cases,2013,DHF
Bangkok,8641,Total,Cases,2013,DHF
Zone:1,2163,Total,Cases,2013,DHF
Nonthaburi,677,Total,Cases,2013,DHF
P.Nakhon S.Ayutthaya,480,Total,Cases,2013,DHF
Pathum Thani,611,Total,Cases,2013,DHF
Saraburi,395,Total,Cases,2013,DHF
Zone:2,680,Total,Cases,2013,DHF
Ang Thong,85,Total,Cases,2013,DHF
Chai Nat,191,Total,Cases,2013,DHF
Lop Buri,327,Total,Cases,2013,DHF
Sing Buri,77,Total,Cases,2013,DHF
Zone:3,1950,Total,Cases,2013,DHF
Chachoengsao,378,Total,Cases,2013,DHF
Nakhon Nayok,66,Total,Cases,2013,DHF
Prachin Buri,304,Total,Cases,2013,DHF
Sa Kaeo,259,Total,Cases,2013,DHF
Samut Prakan,943,Total,Cases,2013,DHF
Zone:4,1850,Total,Cases,2013,DHF
Kanchanaburi,280,Total,Cases,2013,DHF
Nakhon Pathom,758,Total,Cases,2013,DHF
Ratchaburi,471,Total,Cases,2013,DHF
Suphan Buri,341,Total,Cases,2013,DHF
Zone:5,972,Total,Cases,2013,DHF
Phetchaburi,231,Total,Cases,2013,DHF
Prachuap Khiri Khan,173,Total,Cases,2013,DHF
Samut Sakhon,499,Total,Cases,2013,DHF
Samut Songkhram,69,Total,Cases,2013,DHF
Zone:9,3267,Total,Cases,2013,DHF
Chanthaburi,621,Total,Cases,2013,DHF
Chon Buri,1460,Total,Cases,2013,DHF
Rayong,987,Total,Cases,2013,DHF
Trat,199,Total,Cases,2013,DHF
South Region,12435,Total,Cases,2013,DHF
Zone:6,3401,Total,Cases,2013,DHF
Chumphon,294,Total,Cases,2013,DHF
Nakhon Si Thammarat,2539,Total,Cases,2013,DHF
Phatthalung,452,Total,Cases,2013,DHF
Surat Thani,116,Total,Cases,2013,DHF
Zone:7,3485,Total,Cases,2013,DHF
Krabi,1266,Total,Cases,2013,DHF
Phangnga,551,Total,Cases,2013,DHF
Phuket,813,Total,Cases,2013,DHF
Ranong,89,Total,Cases,2013,DHF
Trang,766,Total,Cases,2013,DHF
Zone:8,5549,Total,Cases,2013,DHF
Narathiwat,984,Total,Cases,2013,DHF
Pattani,759,Total,Cases,2013,DHF
Satun,127,Total,Cases,2013,DHF
Songkhla,3534,Total,Cases,2013,DHF
Yala,145,Total,Cases,2013,DHF
North-Eastern Region,20287,Total,Cases,2013,DHF
Zone:10,3145,Total,Cases,2013,DHF
Bungkan,509,Total,Cases,2013,DHF
Loei,791,Total,Cases,2013,DHF
Nong Bua Lam Phu,703,Total,Cases,2013,DHF
Nong Khai,387,Total,Cases,2013,DHF
Udon Thani,755,Total,Cases,2013,DHF
Zone:11,1579,Total,Cases,2013,DHF
Mukdahan,319,Total,Cases,2013,DHF
Nakhon Phanom,1040,Total,Cases,2013,DHF
Sakon Nakhon,220,Total,Cases,2013,DHF
Zone:12,4961,Total,Cases,2013,DHF
Kalasin,659,Total,Cases,2013,DHF
Khon Kaen,1368,Total,Cases,2013,DHF
Maha Sarakham,1022,Total,Cases,2013,DHF
Roi Et,1912,Total,Cases,2013,DHF
Zone:13,3104,Total,Cases,2013,DHF
Amnat Charoen,137,Total,Cases,2013,DHF
Si Sa Ket,1452,Total,Cases,2013,DHF
Ubon Ratchathani,1150,Total,Cases,2013,DHF
Yasothon,365,Total,Cases,2013,DHF
Zone:14,7498,Total,Cases,2013,DHF
Buri Ram,1563,Total,Cases,2013,DHF
Chaiyaphum,716,Total,Cases,2013,DHF
Nakhon Ratchasima,3950,Total,Cases,2013,DHF
Surin,1269,Total,Cases,2013,DHF
North Region,12400,Total,Cases,2013,DHF
Zone:15,4141,Total,Cases,2013,DHF
Chiang Mai,2556,Total,Cases,2013,DHF
Lampang,870,Total,Cases,2013,DHF
Lamphun,331,Total,Cases,2013,DHF
Mae Hong Son,384,Total,Cases,2013,DHF
Zone:16,3196,Total,Cases,2013,DHF
Chiang Rai,2431,Total,Cases,2013,DHF
Nan,150,Total,Cases,2013,DHF
Phayao,273,Total,Cases,2013,DHF
Phrae,342,Total,Cases,2013,DHF
Zone:17,3014,Total,Cases,2013,DHF
