Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Si Sa Ket,37,2.56,0,0.00,0.00,1443879,2009,Measles
Ubon Ratchathani,50,2.78,0,0.00,0.00,1799604,2009,Measles
Yasothon,16,2.97,0,0.00,0.00,539210,2009,Measles
Zone:14,526,7.95,0,0.00,0.00,6613024,2009,Measles
Buri Ram,205,13.28,0,0.00,0.00,1544218,2009,Measles
Chaiyaphum,13,1.16,0,0.00,0.00,1123907,2009,Measles
Nakhon Ratchasima,206,8.02,0,0.00,0.00,2568205,2009,Measles
Surin,102,7.41,0,0.00,0.00,1376694,2009,Measles
North Region,1051,8.89,0,0.00,0.00,11824449,2009,Measles
Zone:15,208,6.78,0,0.00,0.00,3069670,2009,Measles
Chiang Mai,156,9.45,0,0.00,0.00,1651433,2009,Measles
Lampang,24,3.13,0,0.00,0.00,766057,2009,Measles
Lamphun,20,4.94,0,0.00,0.00,404910,2009,Measles
Mae Hong Son,8,3.24,0,0.00,0.00,247270,2009,Measles
Zone:16,162,6.14,0,0.00,0.00,2636963,2009,Measles
Chiang Rai,65,5.37,0,0.00,0.00,1211126,2009,Measles
Nan,15,3.15,0,0.00,0.00,475799,2009,Measles
Phayao,64,13.13,0,0.00,0.00,487254,2009,Measles
Phrae,18,3.89,0,0.00,0.00,462784,2009,Measles
Zone:17,432,12.57,0,0.00,0.00,3436350,2009,Measles
Phetchabun,28,2.81,0,0.00,0.00,995679,2009,Measles
Phitsanulok,50,5.92,0,0.00,0.00,844779,2009,Measles
Sukhothai,22,3.65,0,0.00,0.00,603316,2009,Measles
Tak,277,52.36,0,0.00,0.00,528997,2009,Measles
Uttaradit,55,11.86,0,0.00,0.00,463579,2009,Measles
Zone:18,249,9.29,0,0.00,0.00,2681466,2009,Measles
Kamphaeng Phet,98,13.49,0,0.00,0.00,726530,2009,Measles
Nakhon Sawan,90,8.38,0,0.00,0.00,1073554,2009,Measles
Phichit,44,7.95,0,0.00,0.00,553653,2009,Measles
Uthai Thani,17,5.19,0,0.00,0.00,327729,2009,Measles
Total,5807,8.73,0,0.00,0.00,66486458,2019,Measles
ZONE:01,921,15.63,0,0.00,0.00,5891985,2019,Measles
Chiang Mai,569,32.12,0,0.00,0.00,1771499,2019,Measles
Chiang Rai,220,16.99,0,0.00,0.00,1295217,2019,Measles
Lampang,17,2.30,0,0.00,0.00,740600,2019,Measles
Lamphun,49,12.08,0,0.00,0.00,405515,2019,Measles
Mae Hong Son,54,19.06,0,0.00,0.00,283352,2019,Measles
Nan,3,0.63,0,0.00,0.00,478608,2019,Measles
Phayao,7,1.48,0,0.00,0.00,473786,2019,Measles
Phrae,2,0.45,0,0.00,0.00,443408,2019,Measles
ZONE:02,139,3.89,0,0.00,0.00,3570128,2019,Measles
Phetchabun,5,0.50,0,0.00,0.00,993496,2019,Measles
Phitsanulok,9,1.04,0,0.00,0.00,866068,2019,Measles
Sukhothai,12,2.01,0,0.00,0.00,596165,2019,Measles
Tak,110,16.66,0,0.00,0.00,660147,2019,Measles
Uttaradit,3,0.66,0,0.00,0.00,454252,2019,Measles
ZONE:03,27,0.91,0,0.00,0.00,2983068,2019,Measles
Chai Nat,6,1.83,0,0.00,0.00,327437,2019,Measles
Kamphaeng Phet,0,0.00,0,0.00,0.00,726836,2019,Measles
Nakhon Sawan,16,1.51,0,0.00,0.00,1061926,2019,Measles
Phichit,2,0.37,0,0.00,0.00,537843,2019,Measles
Uthai Thani,3,0.91,0,0.00,0.00,329026,2019,Measles
ZONE:04,176,3.27,0,0.00,0.00,5381695,2019,Measles
Ang Thong,1,0.36,0,0.00,0.00,280246,2019,Measles
Lop Buri,8,1.06,0,0.00,0.00,757145,2019,Measles
