Areas,Count,Month,Type,Year,Disease
Total,320,Total,Cases,2012,Paratyphoid
Central Region,36,Total,Cases,2012,Paratyphoid
Zone:0,11,Total,Cases,2012,Paratyphoid
Bangkok,11,Total,Cases,2012,Paratyphoid
Zone:1,3,Total,Cases,2012,Paratyphoid
Nonthaburi,0,Total,Cases,2012,Paratyphoid
P.Nakhon S.Ayutthaya,2,Total,Cases,2012,Paratyphoid
Pathum Thani,1,Total,Cases,2012,Paratyphoid
Saraburi,0,Total,Cases,2012,Paratyphoid
Zone:2,2,Total,Cases,2012,Paratyphoid
Ang Thong,0,Total,Cases,2012,Paratyphoid
Chai Nat,0,Total,Cases,2012,Paratyphoid
Lop Buri,2,Total,Cases,2012,Paratyphoid
Sing Buri,0,Total,Cases,2012,Paratyphoid
Zone:3,6,Total,Cases,2012,Paratyphoid
Chachoengsao,2,Total,Cases,2012,Paratyphoid
Nakhon Nayok,0,Total,Cases,2012,Paratyphoid
Prachin Buri,1,Total,Cases,2012,Paratyphoid
Sa Kaeo,1,Total,Cases,2012,Paratyphoid
Samut Prakan,2,Total,Cases,2012,Paratyphoid
Zone:4,2,Total,Cases,2012,Paratyphoid
Kanchanaburi,1,Total,Cases,2012,Paratyphoid
Nakhon Pathom,0,Total,Cases,2012,Paratyphoid
Ratchaburi,0,Total,Cases,2012,Paratyphoid
Suphan Buri,1,Total,Cases,2012,Paratyphoid
Zone:5,3,Total,Cases,2012,Paratyphoid
Phetchaburi,1,Total,Cases,2012,Paratyphoid
Prachuap Khiri Khan,1,Total,Cases,2012,Paratyphoid
Samut Sakhon,1,Total,Cases,2012,Paratyphoid
Samut Songkhram,0,Total,Cases,2012,Paratyphoid
Zone:9,9,Total,Cases,2012,Paratyphoid
Chanthaburi,0,Total,Cases,2012,Paratyphoid
Chon Buri,6,Total,Cases,2012,Paratyphoid
Rayong,3,Total,Cases,2012,Paratyphoid
Trat,0,Total,Cases,2012,Paratyphoid
South Region,96,Total,Cases,2012,Paratyphoid
Zone:6,20,Total,Cases,2012,Paratyphoid
Chumphon,0,Total,Cases,2012,Paratyphoid
Nakhon Si Thammarat,13,Total,Cases,2012,Paratyphoid
Phatthalung,3,Total,Cases,2012,Paratyphoid
Surat Thani,4,Total,Cases,2012,Paratyphoid
Zone:7,22,Total,Cases,2012,Paratyphoid
Krabi,4,Total,Cases,2012,Paratyphoid
Phangnga,0,Total,Cases,2012,Paratyphoid
Phuket,1,Total,Cases,2012,Paratyphoid
Ranong,0,Total,Cases,2012,Paratyphoid
Trang,17,Total,Cases,2012,Paratyphoid
Zone:8,54,Total,Cases,2012,Paratyphoid
Narathiwat,42,Total,Cases,2012,Paratyphoid
Pattani,6,Total,Cases,2012,Paratyphoid
Satun,4,Total,Cases,2012,Paratyphoid
Songkhla,2,Total,Cases,2012,Paratyphoid
Yala,0,Total,Cases,2012,Paratyphoid
North-Eastern Region,77,Total,Cases,2012,Paratyphoid
Zone:10,9,Total,Cases,2012,Paratyphoid
Bungkan,1,Total,Cases,2012,Paratyphoid
Loei,0,Total,Cases,2012,Paratyphoid
Nong Bua Lam Phu,1,Total,Cases,2012,Paratyphoid
Nong Khai,2,Total,Cases,2012,Paratyphoid
Udon Thani,5,Total,Cases,2012,Paratyphoid
Zone:11,13,Total,Cases,2012,Paratyphoid
Mukdahan,4,Total,Cases,2012,Paratyphoid
Nakhon Phanom,3,Total,Cases,2012,Paratyphoid
Sakon Nakhon,6,Total,Cases,2012,Paratyphoid
Zone:12,17,Total,Cases,2012,Paratyphoid
Kalasin,0,Total,Cases,2012,Paratyphoid
Khon Kaen,4,Total,Cases,2012,Paratyphoid
Maha Sarakham,9,Total,Cases,2012,Paratyphoid
Roi Et,4,Total,Cases,2012,Paratyphoid
Zone:13,9,Total,Cases,2012,Paratyphoid
Amnat Charoen,0,Total,Cases,2012,Paratyphoid
Si Sa Ket,1,Total,Cases,2012,Paratyphoid
Ubon Ratchathani,0,Total,Cases,2012,Paratyphoid
Yasothon,8,Total,Cases,2012,Paratyphoid
Zone:14,29,Total,Cases,2012,Paratyphoid
Buri Ram,4,Total,Cases,2012,Paratyphoid
Chaiyaphum,7,Total,Cases,2012,Paratyphoid
Nakhon Ratchasima,11,Total,Cases,2012,Paratyphoid
Surin,7,Total,Cases,2012,Paratyphoid
North Region,111,Total,Cases,2012,Paratyphoid
Zone:15,47,Total,Cases,2012,Paratyphoid
Chiang Mai,30,Total,Cases,2012,Paratyphoid
Lampang,9,Total,Cases,2012,Paratyphoid
Lamphun,3,Total,Cases,2012,Paratyphoid
Mae Hong Son,5,Total,Cases,2012,Paratyphoid
Zone:16,32,Total,Cases,2012,Paratyphoid
Chiang Rai,20,Total,Cases,2012,Paratyphoid
Nan,0,Total,Cases,2012,Paratyphoid
Phayao,4,Total,Cases,2012,Paratyphoid
Phrae,8,Total,Cases,2012,Paratyphoid
Zone:17,25,Total,Cases,2012,Paratyphoid
Phetchabun,9,Total,Cases,2012,Paratyphoid
Phitsanulok,8,Total,Cases,2012,Paratyphoid
Sukhothai,1,Total,Cases,2012,Paratyphoid
Tak,1,Total,Cases,2012,Paratyphoid
Uttaradit,6,Total,Cases,2012,Paratyphoid
Zone:18,7,Total,Cases,2012,Paratyphoid
Kamphaeng Phet,1,Total,Cases,2012,Paratyphoid
Nakhon Sawan,5,Total,Cases,2012,Paratyphoid
Phichit,1,Total,Cases,2012,Paratyphoid
Uthai Thani,0,Total,Cases,2012,Paratyphoid
