Areas,Count,Month,Type,Year,Disease
Total,29542,Total,Cases,2003,TBpulmonary
North Region,4865,Total,Cases,2003,TBpulmonary
Zone: 1,2558,Total,Cases,2003,TBpulmonary
Chiang Mai,494,Total,Cases,2003,TBpulmonary
Chiang Rai,570,Total,Cases,2003,TBpulmonary
Lampang,593,Total,Cases,2003,TBpulmonary
Lamphun,193,Total,Cases,2003,TBpulmonary
Mae Hong Son,60,Total,Cases,2003,TBpulmonary
Nan,277,Total,Cases,2003,TBpulmonary
Phayao,223,Total,Cases,2003,TBpulmonary
Phrae,148,Total,Cases,2003,TBpulmonary
Zone: 2,1146,Total,Cases,2003,TBpulmonary
Phetchabun,330,Total,Cases,2003,TBpulmonary
Phitsanulok,217,Total,Cases,2003,TBpulmonary
Sukhothai,212,Total,Cases,2003,TBpulmonary
Tak,207,Total,Cases,2003,TBpulmonary
Uttaradit,180,Total,Cases,2003,TBpulmonary
Zone: 3,1161,Total,Cases,2003,TBpulmonary
Kamphaeng Phet,399,Total,Cases,2003,TBpulmonary
Nakhon Sawan,464,Total,Cases,2003,TBpulmonary
Phichit,147,Total,Cases,2003,TBpulmonary
Uthai Thani,151,Total,Cases,2003,TBpulmonary
Central Region,9102,Total,Cases,2003,TBpulmonary
Bangkok,2473,Total,Cases,2003,TBpulmonary
Zone: 4,925,Total,Cases,2003,TBpulmonary
Ang Thong,149,Total,Cases,2003,TBpulmonary
Nonthaburi,246,Total,Cases,2003,TBpulmonary
P.Nakhon S.Ayutthaya,253,Total,Cases,2003,TBpulmonary
Pathum Thani,277,Total,Cases,2003,TBpulmonary
Zone: 5,919,Total,Cases,2003,TBpulmonary
Chai Nat,125,Total,Cases,2003,TBpulmonary
Lop Buri,218,Total,Cases,2003,TBpulmonary
Saraburi,452,Total,Cases,2003,TBpulmonary
Sing Buri,124,Total,Cases,2003,TBpulmonary
Zone: 6,1155,Total,Cases,2003,TBpulmonary
Kanchanaburi,240,Total,Cases,2003,TBpulmonary
Nakhon Pathom,276,Total,Cases,2003,TBpulmonary
Ratchaburi,362,Total,Cases,2003,TBpulmonary
Suphan Buri,277,Total,Cases,2003,TBpulmonary
Zone: 7,1113,Total,Cases,2003,TBpulmonary
Phetchaburi,388,Total,Cases,2003,TBpulmonary
